,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol(3),Corr with student_vol(3),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(4),Corr with mortgage 90(4)
0,2010-08,NC,RALEIGH,2010-08,3.98,"(-78.6391, 35.7804)",47341.55,New Construction,0.23101619047619049,0.5476966440441883,0.2659952380952381,0.5546863317227345,0.27546238095238096,0.5534003946088587,0.3123080952380952,0.5530637689702379,0.3625466666666667,0.5529754238116077,0.5790957142857143,0.5436899761676934,0.9435780952380955,0.5436953337647897,0.15409090909090908,0.5344264322413352,0.19136363636363637,0.5025603687611334,0.25909090909090904,0.49755683010708157,1.4654545454545451,0.507869969200951,2.6986363636363637,0.6335689295536434,3.516818181818181,0.46938966467762916,3.8031818181818178,0.2113576554062825,30207558860.6451,-0.11607315674711885,11082139451.8714,0.6999210144030051,92.4549564204629,0.4125485750656398,3.3,-0.23527061303569063,3.0,0.1561877492508242
1,2011-08,NC,RALEIGH,2011-08,4.5,"(-78.6391, 35.7804)",25074.82,New Construction,0.14468363636363638,0.5476966440441883,0.18038681818181818,0.5546863317227345,0.21116590909090904,0.5534003946088587,0.24895727272727275,0.5530637689702379,0.29323772727272723,0.5529754238116077,0.45919454545454547,0.5436899761676934,0.7783581818181818,0.5436953337647897,0.017391304347826094,0.5344264322413352,0.06217391304347828,0.5025603687611334,0.11478260869565218,0.49755683010708157,1.021304347826087,0.507869969200951,2.303043478260869,0.6335689295536434,3.244782608695652,0.46938966467762916,3.6513043478260867,0.2113576554062825,34825519831.2788,-0.11607315674711885,11784187253.6333,0.6999210144030051,91.3646878868074,0.4125485750656398,3.1,-0.23527061303569063,2.9,0.1561877492508242
2,2011-12,NC,RALEIGH,2011-12,4.05,"(-78.692139, 35.792435)",16290.3,New Construction,0.1499335,0.5476966440441883,0.2029985,0.5546863317227345,0.2836085,0.5534003946088587,0.40829250000000006,0.5530637689702379,0.5557375,0.5529754238116077,0.7798775000000001,0.5436899761676934,1.1003555000000003,0.5436953337647897,0.0033333333333333335,0.5344264322413352,0.048571428571428585,0.5025603687611334,0.11523809523809528,0.49755683010708157,0.8914285714285713,0.507869969200951,1.9780952380952384,0.6335689295536434,2.6676190476190476,0.46938966467762916,2.9823809523809524,0.2113576554062825,35767585536.868996,-0.11607315674711885,11251067892.2966,0.6999210144030051,90.6452366150782,0.4125485750656398,3.2,-0.23527061303569063,2.6,0.1561877492508242
3,2013-02,NC,RALEIGH,2013-02,2.29,"(-78.786429, 35.907585)",20151.1,New Construction,0.15464999999999998,0.5476966440441883,0.17315,0.5546863317227345,0.20129999999999998,0.5534003946088587,0.2455,0.5530637689702379,0.29049499999999995,0.5529754238116077,0.463425,0.5436899761676934,0.761875,0.5436953337647897,0.0768421052631579,0.5344264322413352,0.12421052631578947,0.5025603687611334,0.15736842105263157,0.49755683010708157,0.8463157894736841,0.507869969200951,1.9842105263157896,0.6335689295536434,2.782631578947368,0.46938966467762916,3.165263157894737,0.2113576554062825,40995097959.5386,-0.11607315674711885,9498561196.652071,0.6999210144030051,86.5850023909696,0.4125485750656398,3.6,-0.23527061303569063,1.9,0.1561877492508242
4,2013-03,NC,RALEIGH,2013-03,2.75,"(-78.560582, 35.882314)",54430.67,New Construction,0.15505000000000002,0.5476966440441883,0.17309999999999998,0.5546863317227345,0.20345,0.5534003946088587,0.2419,0.5530637689702379,0.28190000000000004,0.5529754238116077,0.44782500000000003,0.5436899761676934,0.7351250000000001,0.5436953337647897,0.07800000000000003,0.5344264322413352,0.11450000000000005,0.5025603687611334,0.14750000000000002,0.49755683010708157,0.8185000000000002,0.507869969200951,1.9575,0.6335689295536434,2.7840000000000003,0.46938966467762916,3.1625000000000005,0.2113576554062825,41507587847.7023,-0.11607315674711885,9260696074.4491,0.6999210144030051,88.29263433660921,0.4125485750656398,3.2,-0.23527061303569063,1.8,0.1561877492508242
5,2014-10,NC,RALEIGH,2014-10,4.0,"(-78.58630699999999, 35.844776)",11953.04,New Construction,0.09059565217391304,0.5476966440441883,0.11953260869565213,0.5546863317227345,0.15351739130434783,0.5534003946088587,0.1974043478260869,0.5530637689702379,0.2313760869565217,0.5529754238116077,0.3236195652173913,0.5436899761676934,0.5523869565217392,0.5436953337647897,0.020909090909090912,0.5344264322413352,0.05045454545454548,0.5025603687611334,0.10454545454545458,0.49755683010708157,1.5459090909090911,0.507869969200951,2.304090909090909,0.6335689295536434,2.7731818181818184,0.46938966467762916,3.039999999999999,0.2113576554062825,45667781053.6763,-0.11607315674711885,11733364706.6996,0.6999210144030051,82.4770523961592,0.4125485750656398,2.4,-0.23527061303569063,1.4,0.1561877492508242
6,2015-09,NC,RALEIGH,2015-09,3.5,"(-78.54356700000001, 35.791033)",73644.18,New Construction,0.1344409090909091,0.5476966440441883,0.15661363636363634,0.5546863317227345,0.20107727272727274,0.5534003946088587,0.26589318181818195,0.5530637689702379,0.3311113636363637,0.5529754238116077,0.5371681818181817,0.5436899761676934,0.8526636363636364,0.5436953337647897,0.008571428571428572,0.5344264322413352,0.17952380952380947,0.5025603687611334,0.3733333333333333,0.49755683010708157,1.4900000000000002,0.507869969200951,2.1728571428571435,0.6335689295536434,2.618095238095238,0.46938966467762916,2.9528571428571433,0.2113576554062825,48291644449.3811,-0.11607315674711885,13039171751.3192,0.6999210144030051,81.9752078939728,0.4125485750656398,2.1,-0.23527061303569063,1.2,0.1561877492508242
7,2015-11,NC,RALEIGH,2015-11,2.44,"(-86.585627, 36.1462408)",66927.73,New Construction,0.13066666666666668,0.5476966440441883,0.1559214285714286,0.5546863317227345,0.20844761904761913,0.5534003946088587,0.286702380952381,0.5530637689702379,0.3709714285714286,0.5529754238116077,0.6063738095238096,0.5436899761676934,0.9343738095238093,0.5436953337647897,0.07105263157894738,0.5344264322413352,0.32789473684210524,0.5025603687611334,0.47684210526315784,0.49755683010708157,1.6710526315789473,0.507869969200951,2.2631578947368416,0.6335689295536434,2.6863157894736847,0.46938966467762916,3.03,0.2113576554062825,48927223434.2447,-0.11607315674711885,11240513229.2606,0.6999210144030051,83.80897781081251,0.4125485750656398,2.2,-0.23527061303569063,1.0,0.1561877492508242
8,2018-02,NC,RALEIGH,2018-02,3.86,"(-78.582829, 35.775321000000005)",77560.25,New Construction,1.4432573684210526,0.5476966440441883,1.4712210000000003,0.5546863317227345,1.6018225000000001,0.5534003946088587,1.722691,0.5530637689702379,1.874672,0.5529754238116077,2.0893395000000003,0.5436899761676934,2.3701375000000002,0.5436953337647897,1.3805263157894736,0.5344264322413352,1.7857894736842108,0.5025603687611334,1.9636842105263155,0.49755683010708157,2.599473684210526,0.507869969200951,2.8589473684210525,0.6335689295536434,3.016842105263158,0.46938966467762916,3.1310526315789478,0.2113576554062825,50407042046.8076,-0.11607315674711885,12109088557.0787,0.6999210144030051,88.437943439718,0.4125485750656398,2.0,-0.23527061303569063,0.6,0.1561877492508242
9,2018-08,NC,RALEIGH,2018-08,4.65,"(-78.568961, 35.86429329999999)",205764.72,New Construction,1.916485,0.5476966440441883,1.9541377272727276,0.5546863317227345,2.074109545454545,0.5534003946088587,2.18963,0.5530637689702379,2.323575,0.5529754238116077,2.5196563636363636,0.5436899761676934,2.8215668181818185,0.5436953337647897,1.9408695652173917,0.5344264322413352,2.244347826086957,0.5025603687611334,2.445652173913043,0.49755683010708157,2.7678260869565223,0.507869969200951,2.889130434782609,0.6335689295536434,2.970434782608696,0.46938966467762916,3.041739130434783,0.2113576554062825,52055589128.0929,-0.11607315674711885,14022336972.3533,0.6999210144030051,,0.4125485750656398,2.1,-0.23527061303569063,0.7,0.1561877492508242
