,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol,Corr with student_vol,credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(1),Corr with mortgage 90(1)
0,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.4,0.5118997951649522
1,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.3,0.5118997951649522
2,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.4,0.5118997951649522
3,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.3,0.5118997951649522
4,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.4,0.5118997951649522
5,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.3,0.5118997951649522
6,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.4,0.5118997951649522
7,ST. LOUIS,2010-05,4.4,New Construction,0.2957715789473684,4.104228421052632,-0.3641689017540656,0.3152057894736842,4.084794210526316,-0.37018419239752437,0.3354642105263158,4.064535789473685,-0.3698994725759238,0.39242105263157895,4.007578947368422,-0.3798288292368086,0.45851421052631586,3.9414857894736843,-0.3899034069100411,0.6592468421052632,3.740753157894737,-0.43029000257802474,1.129987894736842,3.2700121052631586,-0.43565040675744254,0.147,4.253,-0.3403437711602988,0.22350000000000003,4.176500000000001,-0.3449786551109492,0.37099999999999994,4.029000000000001,-0.3449628557665954,2.1799999999999997,2.2200000000000006,0.13700109901271107,3.4199999999999995,0.9800000000000009,0.6095812817877523,4.1145,0.28550000000000075,0.7635173291199387,4.286,0.11400000000000077,0.7713960797468982,25615073952.9669,-0.5633577798499197,11978266411.3233,-0.3867531862386667,97.9962893430168,0.25112718120158817,3.3,0.5262719781100487,3.3,0.5118997951649522
8,ST. LOUIS,2010-12,5.4,New Construction,0.24122190476190472,5.1587780952380955,-0.3641689017540656,0.25412380952380953,5.145876190476191,-0.37018419239752437,0.26178857142857137,5.138211428571429,-0.3698994725759238,0.28196571428571415,5.118034285714286,-0.3798288292368086,0.30272333333333334,5.097276666666667,-0.3899034069100411,0.4583942857142857,4.941605714285715,-0.43029000257802474,0.7839004761904763,4.616099523809524,-0.43565040675744254,0.0854166666666667,5.314583333333333,-0.3403437711602988,0.19333333333333338,5.206666666666667,-0.3449786551109492,0.2937499999999999,5.10625,-0.3449628557665954,1.9429166666666664,3.457083333333334,0.13700109901271107,3.2949999999999995,2.105000000000001,0.6095812817877523,4.173333333333333,1.2266666666666675,0.7635173291199387,4.415,0.9850000000000003,0.7713960797468982,29160609360.1217,-0.5633577798499197,10792773250.4017,-0.3867531862386667,95.6415096715633,0.25112718120158817,4.0,0.5262719781100487,3.2,0.5118997951649522
9,ST. LOUIS,2010-12,5.4,New Construction,0.24122190476190472,5.1587780952380955,-0.3641689017540656,0.25412380952380953,5.145876190476191,-0.37018419239752437,0.26178857142857137,5.138211428571429,-0.3698994725759238,0.28196571428571415,5.118034285714286,-0.3798288292368086,0.30272333333333334,5.097276666666667,-0.3899034069100411,0.4583942857142857,4.941605714285715,-0.43029000257802474,0.7839004761904763,4.616099523809524,-0.43565040675744254,0.0854166666666667,5.314583333333333,-0.3403437711602988,0.19333333333333338,5.206666666666667,-0.3449786551109492,0.2937499999999999,5.10625,-0.3449628557665954,1.9429166666666664,3.457083333333334,0.13700109901271107,3.2949999999999995,2.105000000000001,0.6095812817877523,4.173333333333333,1.2266666666666675,0.7635173291199387,4.415,0.9850000000000003,0.7713960797468982,29160609360.1217,-0.5633577798499197,10792773250.4017,-0.3867531862386667,95.6415096715633,0.25112718120158817,4.0,0.5262719781100487,3.2,0.5118997951649522
10,ST. LOUIS,2010-12,5.4,New Construction,0.24122190476190472,5.1587780952380955,-0.3641689017540656,0.25412380952380953,5.145876190476191,-0.37018419239752437,0.26178857142857137,5.138211428571429,-0.3698994725759238,0.28196571428571415,5.118034285714286,-0.3798288292368086,0.30272333333333334,5.097276666666667,-0.3899034069100411,0.4583942857142857,4.941605714285715,-0.43029000257802474,0.7839004761904763,4.616099523809524,-0.43565040675744254,0.0854166666666667,5.314583333333333,-0.3403437711602988,0.19333333333333338,5.206666666666667,-0.3449786551109492,0.2937499999999999,5.10625,-0.3449628557665954,1.9429166666666664,3.457083333333334,0.13700109901271107,3.2949999999999995,2.105000000000001,0.6095812817877523,4.173333333333333,1.2266666666666675,0.7635173291199387,4.415,0.9850000000000003,0.7713960797468982,29160609360.1217,-0.5633577798499197,10792773250.4017,-0.3867531862386667,95.6415096715633,0.25112718120158817,4.0,0.5262719781100487,3.2,0.5118997951649522
11,ST. LOUIS,2010-12,5.4,New Construction,0.24122190476190472,5.1587780952380955,-0.3641689017540656,0.25412380952380953,5.145876190476191,-0.37018419239752437,0.26178857142857137,5.138211428571429,-0.3698994725759238,0.28196571428571415,5.118034285714286,-0.3798288292368086,0.30272333333333334,5.097276666666667,-0.3899034069100411,0.4583942857142857,4.941605714285715,-0.43029000257802474,0.7839004761904763,4.616099523809524,-0.43565040675744254,0.0854166666666667,5.314583333333333,-0.3403437711602988,0.19333333333333338,5.206666666666667,-0.3449786551109492,0.2937499999999999,5.10625,-0.3449628557665954,1.9429166666666664,3.457083333333334,0.13700109901271107,3.2949999999999995,2.105000000000001,0.6095812817877523,4.173333333333333,1.2266666666666675,0.7635173291199387,4.415,0.9850000000000003,0.7713960797468982,29160609360.1217,-0.5633577798499197,10792773250.4017,-0.3867531862386667,95.6415096715633,0.25112718120158817,4.0,0.5262719781100487,3.2,0.5118997951649522
12,ST. LOUIS,2010-12,5.4,New Construction,0.24122190476190472,5.1587780952380955,-0.3641689017540656,0.25412380952380953,5.145876190476191,-0.37018419239752437,0.26178857142857137,5.138211428571429,-0.3698994725759238,0.28196571428571415,5.118034285714286,-0.3798288292368086,0.30272333333333334,5.097276666666667,-0.3899034069100411,0.4583942857142857,4.941605714285715,-0.43029000257802474,0.7839004761904763,4.616099523809524,-0.43565040675744254,0.0854166666666667,5.314583333333333,-0.3403437711602988,0.19333333333333338,5.206666666666667,-0.3449786551109492,0.2937499999999999,5.10625,-0.3449628557665954,1.9429166666666664,3.457083333333334,0.13700109901271107,3.2949999999999995,2.105000000000001,0.6095812817877523,4.173333333333333,1.2266666666666675,0.7635173291199387,4.415,0.9850000000000003,0.7713960797468982,29160609360.1217,-0.5633577798499197,10792773250.4017,-0.3867531862386667,95.6415096715633,0.25112718120158817,4.0,0.5262719781100487,3.2,0.5118997951649522
