,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-2),Corr with auto_vol(-2),student_vol(4),Corr with student_vol(4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(-4),Corr with mortgage 90(-4)
0,KY,LOUISVILLE,2011-01,4.25,New Construction,0.2391115000000001,4.0108885,0.6710238740225095,0.25406500000000004,3.995935,0.672354816137787,0.2606254999999999,3.9893745000000003,0.6683769062431202,0.2827834999999999,3.9672165,0.6507891957684216,0.30341049999999997,3.9465895,0.6288034430158522,0.4554005000000002,3.7945995,0.5772437631310361,0.7818229999999999,3.468177,0.5445063028460645,0.14099999999999996,4.109,0.6787838254022658,0.1815,4.0685,0.6619522871458634,0.27349999999999997,3.9765,0.6554612767520023,1.9944999999999997,2.2555000000000005,0.7721160175900078,3.3940000000000006,0.8559999999999994,0.6043391591761775,4.281000000000001,-0.031000000000000583,0.3828734978942662,4.5230000000000015,-0.27300000000000146,0.2796457443404559,30207558860.6451,0.20487734397203491,13753511368.0623,0.6890979796444155,91.13289228397959,-0.3145738207487387,3.0,-0.1530999989703596,3.2,-0.17811230771672898
1,KY,LOUISVILLE,2011-04,4.0,New Construction,0.14759444444444447,3.8524055555555554,0.6710238740225095,0.19237777777777781,3.8076222222222222,0.672354816137787,0.22143500000000005,3.778565,0.6683769062431202,0.25190277777777786,3.748097222222222,0.6507891957684216,0.28138222222222226,3.718617777777778,0.6288034430158522,0.44229888888888896,3.557701111111111,0.5772437631310361,0.7700555555555555,3.2299444444444445,0.5445063028460645,0.029500000000000005,3.9705,0.6787838254022658,0.11950000000000002,3.8805,0.6619522871458634,0.24650000000000002,3.7535,0.6554612767520023,2.169,1.831,0.7721160175900078,3.4549999999999996,0.5450000000000004,0.6043391591761775,4.276000000000001,-0.2760000000000007,0.3828734978942662,4.5015,-0.5015000000000001,0.2796457443404559,32217867353.4185,0.20487734397203491,12477113046.1263,0.6890979796444155,88.33905735772379,-0.3145738207487387,3.7,-0.1530999989703596,3.2,-0.17811230771672898
2,KY,LOUISVILLE,2011-10,3.65,New Construction,0.1416352380952381,3.5083647619047618,0.6710238740225095,0.19074095238095234,3.4592590476190477,0.672354816137787,0.24373904761904758,3.4062609523809524,0.6683769062431202,0.3185252380952381,3.331474761904762,0.6507891957684216,0.4064785714285714,3.2435214285714284,0.6288034430158522,0.59521,3.0547899999999997,0.5772437631310361,0.9086428571428572,2.741357142857143,0.5445063028460645,0.013500000000000003,3.6365,0.6787838254022658,0.05450000000000003,3.5955,0.6619522871458634,0.1145,3.5355,0.6554612767520023,1.0614999999999999,2.5885,0.7721160175900078,2.1519999999999997,1.4980000000000002,0.6043391591761775,2.8695,0.7805,0.3828734978942662,3.128,0.5219999999999998,0.2796457443404559,31754785132.2305,0.20487734397203491,10728874885.7875,0.6890979796444155,90.6452366150782,-0.3145738207487387,3.9,-0.1530999989703596,3.0,-0.17811230771672898
3,KY,LOUISVILLE,2012-04,3.5,New Construction,0.14868421052631575,3.3513157894736842,0.6710238740225095,0.18980526315789473,3.310194736842105,0.672354816137787,0.23982894736842097,3.260171052631579,0.6683769062431202,0.34777368421052635,3.1522263157894734,0.6507891957684216,0.46680789473684203,3.033192105263158,0.6288034430158522,0.7313999999999999,2.7686,0.5772437631310361,1.048621052631579,2.451378947368421,0.5445063028460645,0.0666666666666667,3.433333333333333,0.6787838254022658,0.13904761904761903,3.360952380952381,0.6619522871458634,0.18333333333333335,3.3166666666666664,0.6554612767520023,0.8947619047619045,2.6052380952380956,0.7721160175900078,2.0528571428571425,1.4471428571428575,0.6043391591761775,2.8166666666666664,0.6833333333333336,0.3828734978942662,3.1842857142857137,0.3157142857142863,0.2796457443404559,35532707747.113,0.20487734397203491,11986368496.8635,0.6890979796444155,89.6061116730853,-0.3145738207487387,3.3,-0.1530999989703596,3.3,-0.17811230771672898
4,KY,LOUISVILLE,2012-07,3.2,New Construction,0.16720454545454547,3.0327954545454547,0.6710238740225095,0.19873636363636368,3.0012636363636367,0.672354816137787,0.24646136363636365,2.9535386363636364,0.6683769062431202,0.34024999999999994,2.85975,0.6507891957684216,0.4535545454545455,2.7464454545454546,0.6288034430158522,0.7302181818181818,2.4697818181818185,0.5772437631310361,1.0653181818181816,2.134681818181819,0.5445063028460645,0.06952380952380956,3.1304761904761906,0.6787838254022658,0.14571428571428574,3.0542857142857143,0.6619522871458634,0.18571428571428572,3.0142857142857142,0.6554612767520023,0.6195238095238095,2.580476190476191,0.7721160175900078,1.5266666666666664,1.6733333333333338,0.6043391591761775,2.217142857142857,0.9828571428571431,0.3828734978942662,2.5900000000000003,0.6099999999999999,0.2796457443404559,36777908030.9335,0.20487734397203491,10740081615.3953,0.6890979796444155,90.2956809830492,-0.3145738207487387,3.3,-0.1530999989703596,3.1,-0.17811230771672898
5,KY,LOUISVILLE,2012-09,2.89,New Construction,0.15189500000000006,2.738105,0.6710238740225095,0.183625,2.706375,0.672354816137787,0.22133750000000002,2.6686625,0.6683769062431202,0.3079875,2.5820125000000003,0.6507891957684216,0.3856325000000001,2.5043675,0.6288034430158522,0.6716749999999999,2.218325,0.5772437631310361,0.9997750000000002,1.890225,0.5445063028460645,0.07526315789473685,2.814736842105263,0.6787838254022658,0.13736842105263158,2.7526315789473683,0.6619522871458634,0.17578947368421055,2.7142105263157896,0.6554612767520023,0.6689473684210526,2.2210526315789476,0.7721160175900078,1.7231578947368422,1.166842105263158,0.6043391591761775,2.488421052631579,0.40157894736842126,0.3828734978942662,2.8815789473684212,0.008421052631578885,0.2796457443404559,36601383816.48,0.20487734397203491,11154944519.578999,0.6890979796444155,91.578064558499,-0.3145738207487387,3.3,-0.1530999989703596,3.0,-0.17811230771672898
6,KY,LOUISVILLE,2012-10,3.94,New Construction,0.15320434782608702,3.786795652173913,0.6710238740225095,0.17955217391304346,3.7604478260869563,0.672354816137787,0.21346521739130433,3.7265347826086956,0.6683769062431202,0.2717391304347827,3.6682608695652172,0.6507891957684216,0.3304891304347827,3.6095108695652174,0.6288034430158522,0.5823021739130435,3.3576978260869565,0.5772437631310361,0.9185760869565219,3.021423913043478,0.5445063028460645,0.10952380952380951,3.8304761904761904,0.6787838254022658,0.14904761904761904,3.790952380952381,0.6619522871458634,0.17952380952380956,3.7604761904761905,0.6554612767520023,0.7085714285714285,3.2314285714285713,0.7721160175900078,1.7461904761904758,2.193809523809524,0.6043391591761775,2.505714285714286,1.4342857142857142,0.3828734978942662,2.90047619047619,1.0395238095238097,0.2796457443404559,37160101000.5239,0.20487734397203491,11080080767.5225,0.6890979796444155,88.794109524791,-0.3145738207487387,3.6,-0.1530999989703596,3.0,-0.17811230771672898
7,KY,LOUISVILLE,2014-09,3.85,New Construction,0.09027272727272727,3.759727272727273,0.6710238740225095,0.12087045454545454,3.7291295454545454,0.672354816137787,0.15410454545454544,3.6958954545454548,0.6683769062431202,0.19699999999999998,3.653,0.6507891957684216,0.23403181818181817,3.615968181818182,0.6288034430158522,0.32999090909090917,3.520009090909091,0.5772437631310361,0.5770545454545455,3.2729454545454546,0.5445063028460645,0.01142857142857143,3.8385714285714285,0.6787838254022658,0.04380952380952382,3.8061904761904763,0.6619522871458634,0.10952380952380954,3.7404761904761905,0.6554612767520023,1.7738095238095242,2.076190476190476,0.7721160175900078,2.5342857142857147,1.3157142857142854,0.6043391591761775,3.0133333333333328,0.8366666666666673,0.3828734978942662,3.26,0.5900000000000003,0.2796457443404559,44931729222.7983,0.20487734397203491,11733364706.6996,0.6890979796444155,80.33849809561521,-0.3145738207487387,2.9,-0.1530999989703596,2.1,-0.17811230771672898
8,KY,LOUISVILLE,2016-05,3.67,New Construction,0.38527368421052627,3.2847263157894737,0.6710238740225095,0.4053315789473685,3.2646684210526313,0.672354816137787,0.4424947368421052,3.227505263157895,0.6683769062431202,0.5332263157894737,3.1367736842105263,0.6507891957684216,0.6455710526315791,3.024428947368421,0.6288034430158522,0.9348736842105263,2.735126315789474,0.5772437631310361,1.2675078947368421,2.402492105263158,0.5445063028460645,0.2261904761904762,3.4438095238095237,0.6787838254022658,0.4185714285714286,3.2514285714285713,0.6619522871458634,0.5914285714285713,3.0785714285714287,0.6554612767520023,1.3004761904761903,2.36952380952381,0.7721160175900078,1.8061904761904766,1.8638095238095234,0.6043391591761775,2.2166666666666663,1.4533333333333336,0.3828734978942662,2.627619047619048,1.042380952380952,0.2796457443404559,48187387172.2131,0.20487734397203491,11482367114.4991,0.6890979796444155,88.3913281030881,-0.3145738207487387,2.4,-0.1530999989703596,1.7,-0.17811230771672898
9,KY,LOUISVILLE,2016-07,3.45,New Construction,0.41380476190476195,3.0361952380952384,0.6710238740225095,0.43819285714285716,3.011807142857143,0.672354816137787,0.4828833333333333,2.967116666666667,0.6683769062431202,0.5734595238095239,2.8765404761904763,0.6507891957684216,0.6963095238095237,2.7536904761904766,0.6288034430158522,0.9990666666666668,2.4509333333333334,0.5772437631310361,1.31707619047619,2.13292380952381,0.5445063028460645,0.2635000000000001,3.1865,0.6787838254022658,0.4040000000000001,3.0460000000000003,0.6619522871458634,0.5135000000000001,2.9365,0.6554612767520023,1.0715,2.3785000000000003,0.7721160175900078,1.504,1.9460000000000002,0.6043391591761775,1.8224999999999998,1.6275000000000004,0.3828734978942662,2.227,1.2230000000000003,0.2796457443404559,49276189942.4712,0.20487734397203491,12137144620.0221,0.6890979796444155,89.2057504560787,-0.3145738207487387,2.5,-0.1530999989703596,1.6,-0.17811230771672898
10,KY,LOUISVILLE,2017-10,3.8,New Construction,1.1834895238095235,2.6165104761904763,0.6710238740225095,1.2040609090909093,2.5959390909090905,0.672354816137787,1.2385486363636362,2.5614513636363636,0.6683769062431202,1.287584090909091,2.512415909090909,0.6507891957684216,1.3607931818181818,2.439206818181818,0.6288034430158522,1.541957272727273,2.258042727272727,0.5772437631310361,1.8208568181818179,1.979143181818182,0.5445063028460645,0.9957142857142858,2.8042857142857143,0.6787838254022658,1.2495238095238093,2.5504761904761906,0.6619522871458634,1.3976190476190478,2.402380952380952,0.6554612767520023,1.9809523809523806,1.8190476190476192,0.7721160175900078,2.3600000000000003,1.4399999999999995,0.6043391591761775,2.649047619047619,1.150952380952381,0.3828734978942662,2.8780952380952383,0.9219047619047616,0.2796457443404559,47520522623.6854,0.20487734397203491,11318405616.2761,0.6890979796444155,87.010875232225,-0.3145738207487387,2.6,-0.1530999989703596,1.0,-0.17811230771672898
11,KY,LOUISVILLE,2018-08,4.05,New Construction,1.916485,2.133515,0.6710238740225095,1.9541377272727276,2.095862272727272,0.672354816137787,2.074109545454545,1.9758904545454548,0.6683769062431202,2.18963,1.8603699999999996,0.6507891957684216,2.323575,1.7264249999999999,0.6288034430158522,2.5196563636363636,1.5303436363636362,0.5772437631310361,2.8215668181818185,1.2284331818181813,0.5445063028460645,1.9408695652173917,2.109130434782608,0.6787838254022658,2.244347826086957,1.805652173913043,0.6619522871458634,2.445652173913043,1.6043478260869568,0.6554612767520023,2.7678260869565223,1.2821739130434775,0.7721160175900078,2.889130434782609,1.160869565217391,0.6043391591761775,2.970434782608696,1.0795652173913037,0.3828734978942662,3.041739130434783,1.0082608695652167,0.2796457443404559,50165072031.0326,0.20487734397203491,16410133985.6928,0.6890979796444155,,-0.3145738207487387,2.1,-0.1530999989703596,1.0,-0.17811230771672898
