,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol,Corr with auto_vol,student_vol(-3),Corr with student_vol(-3),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2010-10,CA,LOS ANGELES,2010-10,4.25,"(-118.30298, 34.051970000000004)",23775.2,New Construction,0.22598619047619048,-0.5421845859130304,0.25051619047619045,-0.5494615428398792,0.25605714285714287,-0.5754803649705302,0.2720304761904762,-0.6175253372823827,0.28884,-0.6782948674900661,0.45499142857142844,-0.7063393200025744,0.7680966666666665,-0.7206513084864605,0.14050000000000004,-0.4951289782877788,0.17650000000000005,-0.5082350774850779,0.22800000000000006,-0.540153806332983,1.1824999999999999,0.06268130436270011,2.54,0.6322583487755546,3.524,0.6982024141871042,3.8724999999999996,0.7160056301396769,30512069858.4251,-0.43950600820414687,10534224377.9144,-0.8008502758918418,95.78917846656341,0.2685933625488398,3.1,0.46454771276192847,5.6,0.37363999326765096,-118.30298,34.051970000000004
1,2011-03,CA,LOS ANGELES,2011-03,4.265,"(-118.297203, 34.030224)",52167.2,New Construction,0.2076739130434783,-0.5421845859130304,0.23889782608695653,-0.5494615428398792,0.2532847826086956,-0.5754803649705302,0.2829456521739131,-0.6175253372823827,0.30843478260869567,-0.6782948674900661,0.4607826086956522,-0.7063393200025744,0.7797065217391305,-0.7206513084864605,0.06478260869565221,-0.4951289782877788,0.15652173913043482,-0.5082350774850779,0.25913043478260867,-0.540153806332983,2.1134782608695653,0.06268130436270011,3.414347826086956,0.6322583487755546,4.26608695652174,0.6982024141871042,4.5139130434782615,0.7160056301396769,31565012894.7234,-0.43950600820414687,10792773250.4017,-0.8008502758918418,92.8594669911348,0.2685933625488398,3.1,0.46454771276192847,4.9,0.37363999326765096,-118.297203,34.030224
2,2011-12,CA,LOS ANGELES,2011-12,2.95,"(6.674494827, 0.285428942)",319217.19,New Construction,0.1499335,-0.5421845859130304,0.2029985,-0.5494615428398792,0.2836085,-0.5754803649705302,0.40829250000000006,-0.6175253372823827,0.5557375,-0.6782948674900661,0.7798775000000001,-0.7063393200025744,1.1003555000000003,-0.7206513084864605,0.0033333333333333335,-0.4951289782877788,0.048571428571428585,-0.5082350774850779,0.11523809523809528,-0.540153806332983,0.8914285714285713,0.06268130436270011,1.9780952380952384,0.6322583487755546,2.6676190476190476,0.6982024141871042,2.9823809523809524,0.7160056301396769,35344521679.5642,-0.43950600820414687,11655650147.2578,-0.8008502758918418,88.33905735772379,0.2685933625488398,2.7,0.46454771276192847,3.8,0.37363999326765096,6.674494827,0.285428942
3,2013-09,CA,LOS ANGELES,2013-09,4.53,"(-118.2439, 34.0544)",41537.36,New Construction,0.11272380952380952,-0.5421845859130304,0.14323238095238094,-0.5494615428398792,0.18057476190476196,-0.5754803649705302,0.22133904761904755,-0.6175253372823827,0.2531785714285715,-0.6782948674900661,0.38033809523809525,-0.7063393200025744,0.6526857142857143,-0.7206513084864605,0.017500000000000005,-0.4951289782877788,0.04150000000000001,-0.5082350774850779,0.11850000000000002,-0.540153806332983,1.5959999999999999,0.06268130436270011,2.8095,0.6322583487755546,3.526,0.6982024141871042,3.7870000000000004,0.7160056301396769,41062625933.5941,-0.43950600820414687,9260696074.4491,-0.8008502758918418,88.29263433660921,0.2685933625488398,2.1,0.46454771276192847,1.9,0.37363999326765096,-118.2439,34.0544
4,2013-11,CA,LOS ANGELES,2013-11,4.38,"(-118.32256000000001, 34.07819)",48901.88,New Construction,0.10274761904761903,-0.5421845859130304,0.12919047619047616,-0.5494615428398792,0.1672714285714286,-0.5754803649705302,0.20747142857142856,-0.6175253372823827,0.2382452380952381,-0.6782948674900661,0.35063809523809525,-0.7063393200025744,0.5866738095238094,-0.7206513084864605,0.046842105263157914,-0.4951289782877788,0.09842105263157898,-0.5082350774850779,0.12157894736842105,-0.540153806332983,1.3710526315789473,0.06268130436270011,2.7184210526315793,0.6322583487755546,3.503684210526316,0.6982024141871042,3.7999999999999985,0.7160056301396769,41658198449.9001,-0.43950600820414687,10210246554.7955,-0.8008502758918418,90.32258801944451,0.2685933625488398,2.1,0.46454771276192847,1.7,0.37363999326765096,-118.32256000000001,34.07819
5,2015-03,CA,LOS ANGELES,2015-03,3.25,"(-118.30017, 34.062870000000004)",130796.25,New Construction,0.12134999999999999,-0.5421845859130304,0.14022954545454547,-0.5494615428398792,0.17560000000000003,-0.5754803649705302,0.21958181818181813,-0.6175253372823827,0.26829772727272727,-0.6782948674900661,0.39945,-0.7063393200025744,0.700025,-0.7206513084864605,0.02272727272727273,-0.4951289782877788,0.11000000000000001,-0.5082350774850779,0.25363636363636366,-0.540153806332983,1.5190909090909088,0.06268130436270011,2.042727272727273,0.6322583487755546,2.4068181818181817,0.6982024141871042,2.626363636363636,0.7160056301396769,47944164595.1044,-0.43950600820414687,14245911418.8887,-0.8008502758918418,82.72786465890579,0.2685933625488398,1.8,0.46454771276192847,1.1,0.37363999326765096,-118.30017,34.062870000000004
6,2015-04,CA,LOS ANGELES,2015-04,3.89,"(-118.297203, 34.030224)",124626.28,New Construction,0.12200000000000003,-0.5421845859130304,0.14605250000000003,-0.5494615428398792,0.18076750000000003,-0.5754803649705302,0.22830999999999996,-0.6175253372823827,0.27596,-0.6782948674900661,0.404505,-0.7063393200025744,0.6969449999999999,-0.7206513084864605,0.018181818181818188,-0.4951289782877788,0.09363636363636368,-0.5082350774850779,0.23363636363636367,-0.540153806332983,1.3545454545454545,0.06268130436270011,1.9349999999999996,0.6322583487755546,2.334090909090909,0.6982024141871042,2.5859090909090905,0.7160056301396769,47036055605.935,-0.43950600820414687,11733364706.6996,-0.8008502758918418,82.4770523961592,0.2685933625488398,1.9,0.46454771276192847,1.1,0.37363999326765096,-118.297203,34.030224
7,2015-11,CA,LOS ANGELES,2015-11,4.1,"(-118.29184, 34.04886)",33510.17,New Construction,0.13066666666666668,-0.5421845859130304,0.1559214285714286,-0.5494615428398792,0.20844761904761913,-0.5754803649705302,0.286702380952381,-0.6175253372823827,0.3709714285714286,-0.6782948674900661,0.6063738095238096,-0.7063393200025744,0.9343738095238093,-0.7206513084864605,0.07105263157894738,-0.4951289782877788,0.32789473684210524,-0.5082350774850779,0.47684210526315784,-0.540153806332983,1.6710526315789473,0.06268130436270011,2.2631578947368416,0.6322583487755546,2.6863157894736847,0.6982024141871042,3.03,0.7160056301396769,48491901272.6637,-0.43950600820414687,10986955735.8103,-0.8008502758918418,81.7923503982947,0.2685933625488398,1.6,0.46454771276192847,1.0,0.37363999326765096,-118.29184,34.04886
8,2016-04,CA,LOS ANGELES,2016-04,3.5,"(-118.3153, 34.068740000000005)",59464.51,New Construction,0.38031428571428566,-0.5421845859130304,0.39864523809523805,-0.5494615428398792,0.4373976190476192,-0.5754803649705302,0.5229452380952381,-0.6175253372823827,0.6327499999999999,-0.6782948674900661,0.9025404761904764,-0.7063393200025744,1.2222214285714286,-0.7206513084864605,0.18761904761904763,-0.4951289782877788,0.37238095238095237,-0.5082350774850779,0.5557142857142858,-0.540153806332983,1.2580952380952382,0.06268130436270011,1.8052380952380953,0.6322583487755546,2.2104761904761907,0.6982024141871042,2.6233333333333335,0.7160056301396769,48887248013.451,-0.43950600820414687,11404853913.5663,-0.8008502758918418,82.3313446344394,0.2685933625488398,1.8,0.46454771276192847,0.9,0.37363999326765096,-118.3153,34.068740000000005
9,2017-02,CA,LOS ANGELES,2017-02,3.1,"(-118.2439, 34.0544)",18425.76,New Construction,0.6863609999999999,-0.5421845859130304,0.7163664999999999,-0.5494615428398792,0.7767084999999999,-0.5754803649705302,0.8480275,-0.6175253372823827,1.0445964999999997,-0.6782948674900661,1.3514585000000001,-0.7063393200025744,1.723958,-0.7206513084864605,0.48210526315789465,-0.4951289782877788,0.653157894736842,-0.5082350774850779,0.8205263157894739,-0.540153806332983,1.9015789473684213,0.06268130436270011,2.4189473684210525,0.6322583487755546,2.763684210526316,0.6982024141871042,3.0321052631578946,0.7160056301396769,48913265551.9221,-0.43950600820414687,12137144620.0221,-0.8008502758918418,88.43997566936979,0.2685933625488398,1.4,0.46454771276192847,0.7,0.37363999326765096,-118.2439,34.0544
