,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-1),Corr with auto_vol(-1),student_vol(4),Corr with student_vol(4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(2),Corr with mortgage 30-89(2),mortgage 90(-4),Corr with mortgage 90(-4),long,lat
0,2010-05,MN,MINNEAPOLIS,2010-05,4.09,"(-93.25764000000001, 44.968348)",57212.6,New Construction,0.2957715789473684,0.2891383626071914,0.3152057894736842,0.2913109635872705,0.3354642105263158,0.2941558715621849,0.39242105263157895,0.29182860714351033,0.45851421052631586,0.2891759841606133,0.6592468421052632,0.23777860740600085,1.129987894736842,0.21238688547632098,0.147,0.2953038742492577,0.22350000000000003,0.2906938779485166,0.37099999999999994,0.3048345079935452,2.1799999999999997,0.7312610457894924,3.4199999999999995,0.7549011681297049,4.1145,0.5986003293576541,4.286,0.5190748177528658,27606233351.339,0.15102929467545748,12342273869.2704,0.4552393495576471,94.51558950569391,-0.38624968974230767,2.5,-0.24118838769357565,3.7,-0.1391709178679955,-93.25764000000001,44.968348
1,2011-01,MN,MINNEAPOLIS,2011-01,4.54,"(-93.249169, 44.969765)",227564.25,New Construction,0.2391115000000001,0.2891383626071914,0.25406500000000004,0.2913109635872705,0.2606254999999999,0.2941558715621849,0.2827834999999999,0.29182860714351033,0.30341049999999997,0.2891759841606133,0.4554005000000002,0.23777860740600085,0.7818229999999999,0.21238688547632098,0.14099999999999996,0.2953038742492577,0.1815,0.2906938779485166,0.27349999999999997,0.3048345079935452,1.9944999999999997,0.7312610457894924,3.3940000000000006,0.7549011681297049,4.281000000000001,0.5986003293576541,4.5230000000000015,0.5190748177528658,31044830349.9256,0.15102929467545748,13753511368.0623,0.4552393495576471,91.13289228397959,-0.38624968974230767,2.1,-0.24118838769357565,2.8,-0.1391709178679955,-93.249169,44.969765
2,2011-11,MN,MINNEAPOLIS,2011-11,3.8,"(-93.2513, 45.0158)",23322.44,New Construction,0.14255090909090912,0.2891383626071914,0.19244863636363635,0.2913109635872705,0.2536463636363637,0.2941558715621849,0.3593790909090909,0.29182860714351033,0.47529181818181826,0.2891759841606133,0.6805422727272729,0.23777860740600085,1.000305,0.21238688547632098,0.013999999999999999,0.2953038742492577,0.04650000000000002,0.2906938779485166,0.11200000000000002,0.3048345079935452,0.908,0.7312610457894924,2.0134999999999996,0.7549011681297049,2.7180000000000004,0.5986003293576541,3.0155000000000003,0.5190748177528658,34623712775.9563,0.15102929467545748,11251067892.2966,0.4552393495576471,90.0868950067716,-0.38624968974230767,2.3,-0.24118838769357565,2.5,-0.1391709178679955,-93.2513,45.0158
3,2012-01,MN,MINNEAPOLIS,2012-01,4.083333333333333,"(-93.4460835, 45.015883)",12897.363333333335,New Construction,0.14564761904761903,0.2891383626071914,0.2014238095238095,0.2913109635872705,0.28289523809523814,0.2941558715621849,0.41424761904761903,0.29182860714351033,0.5659000000000001,0.2891759841606133,0.7969761904761906,0.23777860740600085,1.1145476190476191,0.21238688547632098,0.0245,0.2953038742492577,0.06550000000000003,0.2906938779485166,0.11500000000000003,0.3048345079935452,0.835,0.7312610457894924,1.9664999999999995,0.7549011681297049,2.6950000000000003,0.5986003293576541,3.026,0.5190748177528658,35344521679.5642,0.15102929467545748,12770391029.1034,0.4552393495576471,89.6038877472871,-0.38624968974230767,2.0,-0.24118838769357565,2.5,-0.1391709178679955,-93.4460835,45.015883
4,2012-07,MN,MINNEAPOLIS,2012-07,2.84,"(-93.280036, 44.988654)",76442.61499999999,New Construction,0.16720454545454547,0.2891383626071914,0.19873636363636368,0.2913109635872705,0.24646136363636365,0.2941558715621849,0.34024999999999994,0.29182860714351033,0.4535545454545455,0.2891759841606133,0.7302181818181818,0.23777860740600085,1.0653181818181816,0.21238688547632098,0.06952380952380956,0.2953038742492577,0.14571428571428574,0.2906938779485166,0.18571428571428572,0.3048345079935452,0.6195238095238095,0.7312610457894924,1.5266666666666664,0.7549011681297049,2.217142857142857,0.5986003293576541,2.5900000000000003,0.5190748177528658,36186315501.0541,0.15102929467545748,10740081615.3953,0.4552393495576471,90.2956809830492,-0.38624968974230767,2.2,-0.24118838769357565,2.4,-0.1391709178679955,-93.280036,44.988654
5,2012-09,MN,MINNEAPOLIS,2012-09,2.47,"(-93.26807, 44.962317999999996)",11170.06,New Construction,0.15189500000000006,0.2891383626071914,0.183625,0.2913109635872705,0.22133750000000002,0.2941558715621849,0.3079875,0.29182860714351033,0.3856325000000001,0.2891759841606133,0.6716749999999999,0.23777860740600085,0.9997750000000002,0.21238688547632098,0.07526315789473685,0.2953038742492577,0.13736842105263158,0.2906938779485166,0.17578947368421055,0.3048345079935452,0.6689473684210526,0.7312610457894924,1.7231578947368422,0.7549011681297049,2.488421052631579,0.5986003293576541,2.8815789473684212,0.5190748177528658,37160101000.5239,0.15102929467545748,11154944519.578999,0.4552393495576471,91.578064558499,-0.38624968974230767,1.9,-0.24118838769357565,2.3,-0.1391709178679955,-93.26807,44.962317999999996
6,2012-10,MN,MINNEAPOLIS,2012-10,2.73,"(-93.29611700000001, 44.948366)",57602.45,New Construction,0.15320434782608702,0.2891383626071914,0.17955217391304346,0.2913109635872705,0.21346521739130433,0.2941558715621849,0.2717391304347827,0.29182860714351033,0.3304891304347827,0.2891759841606133,0.5823021739130435,0.23777860740600085,0.9185760869565219,0.21238688547632098,0.10952380952380951,0.2953038742492577,0.14904761904761904,0.2906938779485166,0.17952380952380956,0.3048345079935452,0.7085714285714285,0.7312610457894924,1.7461904761904758,0.7549011681297049,2.505714285714286,0.5986003293576541,2.90047619047619,0.5190748177528658,37571290060.6541,0.15102929467545748,11080080767.5225,0.4552393495576471,88.794109524791,-0.38624968974230767,2.1,-0.24118838769357565,2.2,-0.1391709178679955,-93.29611700000001,44.948366
7,2012-11,MN,MINNEAPOLIS,2012-11,2.97,"(-93.275868, 44.96548)",45630.89,New Construction,0.1555,0.2891383626071914,0.18060909090909089,0.2913109635872705,0.20888636363636362,0.2941558715621849,0.25813636363636355,0.29182860714351033,0.31102272727272723,0.2891759841606133,0.528347727272727,0.23777860740600085,0.8631931818181818,0.21238688547632098,0.12449999999999999,0.2953038742492577,0.14450000000000002,0.2906938779485166,0.17850000000000002,0.3048345079935452,0.665,0.7312610457894924,1.654,0.7549011681297049,2.3894999999999995,0.5986003293576541,2.8034999999999997,0.5190748177528658,37685204803.0042,0.15102929467545748,9855625468.0504,0.4552393495576471,88.920473853359,-0.38624968974230767,2.1,-0.24118838769357565,2.2,-0.1391709178679955,-93.275868,44.96548
8,2012-12,MN,MINNEAPOLIS,2012-12,2.75,"(-93.250938, 44.98875)",28942.73,New Construction,0.1631578947368421,0.2891383626071914,0.1875157894736842,0.2913109635872705,0.21092631578947374,0.2941558715621849,0.2552894736842105,0.29182860714351033,0.30947368421052623,0.2891759841606133,0.5145657894736843,0.23777860740600085,0.8483157894736841,0.21238688547632098,0.039500000000000014,0.2953038742492577,0.11950000000000005,0.2906938779485166,0.1585,0.3048345079935452,0.6960000000000001,0.7312610457894924,1.7189999999999999,0.7549011681297049,2.4675000000000002,0.5986003293576541,2.8835,0.5190748177528658,38410438812.4053,0.15102929467545748,9123117418.53368,0.4552393495576471,86.5850023909696,-0.38624968974230767,2.0,-0.24118838769357565,2.1,-0.1391709178679955,-93.250938,44.98875
9,2013-02,MN,MINNEAPOLIS,2013-02,2.865,"(-93.288721, 44.906056)",17715.315000000002,New Construction,0.15464999999999998,0.2891383626071914,0.17315,0.2913109635872705,0.20129999999999998,0.2941558715621849,0.2455,0.29182860714351033,0.29049499999999995,0.2891759841606133,0.463425,0.23777860740600085,0.761875,0.21238688547632098,0.0768421052631579,0.2953038742492577,0.12421052631578947,0.2906938779485166,0.15736842105263157,0.3048345079935452,0.8463157894736841,0.7312610457894924,1.9842105263157896,0.7549011681297049,2.782631578947368,0.5986003293576541,3.165263157894737,0.5190748177528658,39268596272.9965,0.15102929467545748,9260696074.4491,0.4552393495576471,89.95115518901541,-0.38624968974230767,1.7,-0.24118838769357565,2.1,-0.1391709178679955,-93.288721,44.906056
