,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol,Corr with student_vol,credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2010-03,OH,COLUMBUS,2010-03,4.23,"(-83.007797, 40.113928)",43235,57950.79,New Construction,0.20298217391304352,0.38598724866788764,0.22118086956521738,0.3843999717239404,0.23731173913043485,0.3812413747988751,0.25031173913043475,0.36685037191907033,0.2684247826086957,0.3502237638039798,0.41060652173913054,0.31252383978634163,0.8732952173913044,0.30491233583388455,0.11652173913043477,0.4092039111523416,0.22565217391304354,0.413858213084302,0.3956521739130435,0.4104464363338935,2.433043478260869,0.6299174784060465,3.7273913043478255,0.5977145456240337,4.489130434782608,0.4208253334056015,4.644782608695651,0.36823722059111014,25282528298.0118,0.1584348435929657,14217328271.8582,0.2670940092649481,95.21340255359091,-0.1543451681941338,3.5,-0.232569694001975,3.4,-0.2765234677179762,-83.007797,40.113928
1,2010-11,OH,COLUMBUS,2010-11,4.65,"(-83.0007, 39.9623)",31909,110472.61,New Construction,0.22869727272727272,0.38598724866788764,0.24913818181818187,0.3843999717239404,0.2541922727272727,0.3812413747988751,0.27004181818181816,0.36685037191907033,0.2871204545454545,0.3502237638039798,0.44597000000000014,0.31252383978634163,0.7651345454545454,0.30491233583388455,0.13400000000000004,0.4092039111523416,0.182,0.413858213084302,0.25200000000000006,0.4104464363338935,1.35,0.6299174784060465,2.7630000000000003,0.5977145456240337,3.817999999999999,0.4208253334056015,4.186,0.36823722059111014,28477062769.4533,0.1584348435929657,11082139451.8714,0.2670940092649481,91.59671843464591,-0.1543451681941338,3.0,-0.232569694001975,3.2,-0.2765234677179762,-83.0007,39.9623
2,2010-12,OH,COLUMBUS,2010-12,3.68,"(-82.907903, 39.918784)",43232,9956.5,New Construction,0.24122190476190472,0.38598724866788764,0.25412380952380953,0.3843999717239404,0.26178857142857137,0.3812413747988751,0.28196571428571415,0.36685037191907033,0.30272333333333334,0.3502237638039798,0.4583942857142857,0.31252383978634163,0.7839004761904763,0.30491233583388455,0.0854166666666667,0.4092039111523416,0.19333333333333338,0.413858213084302,0.2937499999999999,0.4104464363338935,1.9429166666666664,0.6299174784060465,3.2949999999999995,0.5977145456240337,4.173333333333333,0.4208253334056015,4.415,0.36823722059111014,29160609360.1217,0.1584348435929657,10792773250.4017,0.2670940092649481,92.5881563190625,-0.1543451681941338,2.7,-0.232569694001975,3.3,-0.2765234677179762,-82.907903,39.918784
3,2011-07,OH,COLUMBUS,2011-07,3.625,"(-82.84, 39.91)",43110,33840.58,New Construction,0.12388095238095237,0.38598724866788764,0.1598857142857143,0.3843999717239404,0.18661904761904766,0.3812413747988751,0.2182333333333334,0.36685037191907033,0.24991190476190472,0.3502237638039798,0.41392857142857137,0.31252383978634163,0.7452261904761905,0.30491233583388455,0.037500000000000006,0.4092039111523416,0.08400000000000002,0.413858213084302,0.185,0.4104464363338935,1.541,0.6299174784060465,3.003,0.5977145456240337,3.9475000000000002,0.4208253334056015,4.2705,0.36823722059111014,31565012894.7234,0.1584348435929657,13238482167.5647,0.2670940092649481,90.35087768078328,-0.1543451681941338,3.1,-0.232569694001975,3.0,-0.2765234677179762,-82.84,39.91
4,2011-09,OH,COLUMBUS,2011-09,3.5,"(-80.63, 41.1)",43215,46748.96,New Construction,0.14525181818181823,0.38598724866788764,0.1884,0.3843999717239404,0.23085045454545455,0.3812413747988751,0.2845913636363636,0.36685037191907033,0.3502268181818181,0.3502237638039798,0.5222018181818182,0.31252383978634163,0.8332045454545454,0.30491233583388455,0.005714285714285713,0.4092039111523416,0.04333333333333335,0.413858213084302,0.10476190476190479,0.4104464363338935,0.9004761904761904,0.6299174784060465,1.9752380952380955,0.5977145456240337,2.8271428571428574,0.4208253334056015,3.182380952380953,0.36823722059111014,31041077337.2648,0.1584348435929657,11655650147.2578,0.2670940092649481,90.7743282432688,-0.1543451681941338,3.4,-0.232569694001975,2.9,-0.2765234677179762,-80.63,41.1
5,2012-02,OH,COLUMBUS,2012-02,3.1,"(-83.09733270000001, 39.9357691)",43228,49964.76,New Construction,0.1410714285714286,0.38598724866788764,0.19146190476190478,0.3843999717239404,0.2500238095238095,0.3812413747988751,0.3686547619047619,0.36685037191907033,0.5032404761904763,0.3502237638039798,0.7572880952380953,0.31252383978634163,1.0711880952380954,0.30491233583388455,0.06350000000000003,0.4092039111523416,0.124,0.413858213084302,0.161,0.4104464363338935,0.8310000000000001,0.6299174784060465,1.9674999999999998,0.5977145456240337,2.7479999999999998,0.4208253334056015,3.109,0.36823722059111014,34623712775.9563,0.1584348435929657,10728874885.7875,0.2670940092649481,89.56768058609659,-0.1543451681941338,3.1,-0.232569694001975,3.1,-0.2765234677179762,-83.09733270000001,39.9357691
6,2013-05,OH,COLUMBUS,2013-05,3.033333333333333,"(-82.99829799999999, 39.991528)",43201,8624.623333333335,New Construction,0.1435047619047619,0.38598724866788764,0.1638380952380952,0.3843999717239404,0.19670952380952378,0.3812413747988751,0.23396000000000003,0.36685037191907033,0.27416904761904765,0.3502237638039798,0.42137333333333327,0.31252383978634163,0.6936104761904763,0.30491233583388455,0.020454545454545458,0.4092039111523416,0.08090909090909093,0.413858213084302,0.11863636363636366,0.4104464363338935,0.840909090909091,0.6299174784060465,1.9281818181818182,0.5977145456240337,2.7286363636363635,0.4208253334056015,3.112727272727273,0.36823722059111014,39268596272.9965,0.1584348435929657,9498561196.652071,0.2670940092649481,86.47441597957871,-0.1543451681941338,2.4,-0.232569694001975,2.8,-0.2765234677179762,-82.99829799999999,39.991528
7,2013-06,OH,COLUMBUS,2013-06,3.41,"(-82.944862, 40.061043)",43231,51241.51,New Construction,0.13074,0.38598724866788764,0.15964599999999998,0.3843999717239404,0.19319250000000002,0.3812413747988751,0.23164600000000002,0.36685037191907033,0.27374,0.3502237638039798,0.4139935,0.31252383978634163,0.6839425000000002,0.30491233583388455,0.0345,0.4092039111523416,0.08750000000000002,0.413858213084302,0.142,0.4104464363338935,1.2035,0.6299174784060465,2.3000000000000003,0.5977145456240337,3.0740000000000003,0.4208253334056015,3.400000000000001,0.36823722059111014,39658399389.4891,0.1584348435929657,9260696074.4491,0.2670940092649481,85.7873584996498,-0.1543451681941338,2.6,-0.232569694001975,2.7,-0.2765234677179762,-82.944862,40.061043
8,2013-08,OH,COLUMBUS,2013-08,4.07,"(-82.7933692, 39.969822)",43004,9024.58,New Construction,0.11782999999999999,0.38598724866788764,0.1493142857142857,0.3843999717239404,0.1840704761904762,0.3812413747988751,0.22633523809523812,0.36685037191907033,0.2633952380952381,0.3502237638039798,0.3949285714285714,0.31252383978634163,0.6679499999999999,0.30491233583388455,0.03681818181818183,0.4092039111523416,0.07181818181818184,0.413858213084302,0.12681818181818183,0.4104464363338935,1.5204545454545455,0.6299174784060465,2.7372727272727273,0.5977145456240337,3.488181818181818,0.4208253334056015,3.757727272727273,0.36823722059111014,40395555554.9932,0.1584348435929657,10210246554.7955,0.2670940092649481,85.3165844012547,-0.1543451681941338,2.7,-0.232569694001975,2.5,-0.2765234677179762,-82.7933692,39.969822
9,2013-11,OH,COLUMBUS,2013-11,4.55,"(-83.61744, 38.687246)",43205,11772.33,New Construction,0.10274761904761903,0.38598724866788764,0.12919047619047616,0.3843999717239404,0.1672714285714286,0.3812413747988751,0.20747142857142856,0.36685037191907033,0.2382452380952381,0.3502237638039798,0.35063809523809525,0.31252383978634163,0.5866738095238094,0.30491233583388455,0.046842105263157914,0.4092039111523416,0.09842105263157898,0.413858213084302,0.12157894736842105,0.4104464363338935,1.3710526315789473,0.6299174784060465,2.7184210526315793,0.5977145456240337,3.503684210526316,0.4208253334056015,3.7999999999999985,0.36823722059111014,41471481477.9035,0.1584348435929657,10396023519.0372,0.2670940092649481,80.910251046009,-0.1543451681941338,2.4,-0.232569694001975,2.1,-0.2765234677179762,-83.61744,38.687246
