,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(3),Corr with student_vol(3),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-4),Corr with mortgage 90(-4),long,lat
0,2010-04,TX,DALLAS,2010-04,3.73,"(-96.882699, 32.672928999999996)",75237,54297.89,New Construction,0.24183250000000003,0.447437954244708,0.2495495,0.45026559274475514,0.2597455000000001,0.4452355054798059,0.2840375,0.43658734907965524,0.3116065,0.42519713471145,0.4758610000000001,0.3768712752319805,0.9598030000000002,0.34280452406622103,0.15045454545454548,0.4415500917647913,0.2440909090909091,0.4250007301036136,0.44499999999999995,0.4228567481870296,2.581363636363637,0.4291689563329289,3.8468181818181817,0.28946335114615435,4.531363636363637,0.16157439245357055,4.693181818181819,0.09210872495611207,28389074974.2894,0.056971421262394205,10534224377.9144,0.4760713673101619,95.21340255359091,0.12844731010590538,4.0,-0.28959382547953705,3.9,-0.14090624214102573,-96.882699,32.672928999999996
1,2010-11,TX,DALLAS,2010-11,4.155,"(-96.708286, 32.83225)",75218,48196.229999999996,New Construction,0.22869727272727272,0.447437954244708,0.24913818181818187,0.45026559274475514,0.2541922727272727,0.4452355054798059,0.27004181818181816,0.43658734907965524,0.2871204545454545,0.42519713471145,0.44597000000000014,0.3768712752319805,0.7651345454545454,0.34280452406622103,0.13400000000000004,0.4415500917647913,0.182,0.4250007301036136,0.25200000000000006,0.4228567481870296,1.35,0.4291689563329289,2.7630000000000003,0.28946335114615435,3.817999999999999,0.16157439245357055,4.186,0.09210872495611207,31618591270.7387,0.056971421262394205,11726514214.1317,0.4760713673101619,93.74313363440879,0.12844731010590538,4.4,-0.28959382547953705,3.6,-0.14090624214102573,-96.708286,32.83225
2,2011-09,TX,DALLAS,2011-09,4.14,"(-96.79568499999999, 32.780249)",75201,123764.12,New Construction,0.14525181818181823,0.447437954244708,0.1884,0.45026559274475514,0.23085045454545455,0.4452355054798059,0.2845913636363636,0.43658734907965524,0.3502268181818181,0.42519713471145,0.5222018181818182,0.3768712752319805,0.8332045454545454,0.34280452406622103,0.005714285714285713,0.4415500917647913,0.04333333333333335,0.4250007301036136,0.10476190476190479,0.4228567481870296,0.9004761904761904,0.4291689563329289,1.9752380952380955,0.28946335114615435,2.8271428571428574,0.16157439245357055,3.182380952380953,0.09210872495611207,34825519831.2788,0.056971421262394205,11508699084.1195,0.4760713673101619,90.48744874686929,0.12844731010590538,4.1,-0.28959382547953705,3.1,-0.14090624214102573,-96.79568499999999,32.780249
3,2012-02,TX,DALLAS,2012-02,4.07,"(-96.88396350000001, 32.7586035)",75211,23767.19,New Construction,0.1410714285714286,0.447437954244708,0.19146190476190478,0.45026559274475514,0.2500238095238095,0.4452355054798059,0.3686547619047619,0.43658734907965524,0.5032404761904763,0.42519713471145,0.7572880952380953,0.3768712752319805,1.0711880952380954,0.34280452406622103,0.06350000000000003,0.4415500917647913,0.124,0.4250007301036136,0.161,0.4228567481870296,0.8310000000000001,0.4291689563329289,1.9674999999999998,0.28946335114615435,2.7479999999999998,0.16157439245357055,3.109,0.09210872495611207,36623269866.4569,0.056971421262394205,12770391029.1034,0.4760713673101619,89.6038877472871,0.12844731010590538,3.9,-0.28959382547953705,3.2,-0.14090624214102573,-96.88396350000001,32.7586035
4,2012-03,TX,DALLAS,2012-03,3.54,"(-96.867901, 32.819016)",75247,46363.104999999996,New Construction,0.14720000000000003,0.447437954244708,0.1893409090909091,0.45026559274475514,0.24185227272727275,0.4452355054798059,0.35079999999999995,0.43658734907965524,0.4732886363636363,0.42519713471145,0.741275,0.3768712752319805,1.0534477272727274,0.34280452406622103,0.06363636363636366,0.4415500917647913,0.14227272727272727,0.4250007301036136,0.19000000000000003,0.4228567481870296,1.0172727272727273,0.4291689563329289,2.1727272727272724,0.28946335114615435,2.9404545454545454,0.16157439245357055,3.281363636363636,0.09210872495611207,36777908030.9335,0.056971421262394205,14585937143.4485,0.4760713673101619,89.56768058609659,0.12844731010590538,3.6,-0.28959382547953705,3.3,-0.14090624214102573,-96.867901,32.819016
5,2012-08,TX,DALLAS,2012-08,2.75,"(-96.70929, 32.875782)",75231,79057.39,New Construction,0.15374090909090915,0.447437954244708,0.18745454545454548,0.45026559274475514,0.23783863636363634,0.4452355054798059,0.3331136363636364,0.43658734907965524,0.43259999999999993,0.42519713471145,0.7177749999999997,0.3768712752319805,1.0426272727272727,0.34280452406622103,0.09217391304347829,0.4415500917647913,0.14043478260869566,0.4250007301036136,0.18347826086956526,0.4228567481870296,0.7139130434782609,0.4291689563329289,1.6782608695652175,0.28946335114615435,2.3978260869565218,0.16157439245357055,2.7708695652173914,0.09210872495611207,37685204803.0042,0.056971421262394205,10740081615.3953,0.4760713673101619,90.2956809830492,0.12844731010590538,4.0,-0.28959382547953705,3.1,-0.14090624214102573,-96.70929,32.875782
6,2012-09,TX,DALLAS,2012-09,2.8200000000000003,"(-96.795796, 32.766964)",75215,137355.5,New Construction,0.15189500000000006,0.447437954244708,0.183625,0.45026559274475514,0.22133750000000002,0.4452355054798059,0.3079875,0.43658734907965524,0.3856325000000001,0.42519713471145,0.6716749999999999,0.3768712752319805,0.9997750000000002,0.34280452406622103,0.07526315789473685,0.4415500917647913,0.13736842105263158,0.4250007301036136,0.17578947368421055,0.4228567481870296,0.6689473684210526,0.4291689563329289,1.7231578947368422,0.28946335114615435,2.488421052631579,0.16157439245357055,2.8815789473684212,0.09210872495611207,38410438812.4053,0.056971421262394205,11337096053.4966,0.4760713673101619,89.2801736441717,0.12844731010590538,4.1,-0.28959382547953705,3.0,-0.14090624214102573,-96.795796,32.766964
7,2012-12,TX,DALLAS,2012-12,3.28,"(-96.94536, 32.668102000000005)",75236,58200.23,New Construction,0.1631578947368421,0.447437954244708,0.1875157894736842,0.45026559274475514,0.21092631578947374,0.4452355054798059,0.2552894736842105,0.43658734907965524,0.30947368421052623,0.42519713471145,0.5145657894736843,0.3768712752319805,0.8483157894736841,0.34280452406622103,0.039500000000000014,0.4415500917647913,0.11950000000000005,0.4250007301036136,0.1585,0.4228567481870296,0.6960000000000001,0.4291689563329289,1.7189999999999999,0.28946335114615435,2.4675000000000002,0.16157439245357055,2.8835,0.09210872495611207,39658399389.4891,0.056971421262394205,9855625468.0504,0.4760713673101619,88.920473853359,0.12844731010590538,4.2,-0.28959382547953705,2.8,-0.14090624214102573,-96.94536,32.668102000000005
8,2013-01,TX,DALLAS,2013-01,2.48,"(-96.86411, 32.746906)",75211,24438.14,New Construction,0.16043181818181818,0.447437954244708,0.17947272727272726,0.45026559274475514,0.20497272727272725,0.4452355054798059,0.2497954545454545,0.43658734907965524,0.30261363636363625,0.42519713471145,0.48810454545454546,0.3768712752319805,0.8142727272727271,0.34280452406622103,0.05190476190476192,0.4415500917647913,0.10761904761904766,0.4250007301036136,0.14523809523809525,0.4228567481870296,0.8052380952380951,0.4291689563329289,1.9147619047619049,0.28946335114615435,2.681428571428571,0.16157439245357055,3.0804761904761913,0.09210872495611207,39298206327.5877,0.056971421262394205,9123117418.53368,0.4760713673101619,86.5850023909696,0.12844731010590538,4.2,-0.28959382547953705,2.8,-0.14090624214102573,-96.86411,32.746906
9,2013-05,TX,DALLAS,2013-05,3.57,"(-100.0, 31.0)",75201,50447.92,New Construction,0.1435047619047619,0.447437954244708,0.1638380952380952,0.45026559274475514,0.19670952380952378,0.4452355054798059,0.23396000000000003,0.43658734907965524,0.27416904761904765,0.42519713471145,0.42137333333333327,0.3768712752319805,0.6936104761904763,0.34280452406622103,0.020454545454545458,0.4415500917647913,0.08090909090909093,0.4250007301036136,0.11863636363636366,0.4228567481870296,0.840909090909091,0.4291689563329289,1.9281818181818182,0.28946335114615435,2.7286363636363635,0.16157439245357055,3.112727272727273,0.09210872495611207,41471481477.9035,0.056971421262394205,10210246554.7955,0.4760713673101619,88.1059676388142,0.12844731010590538,3.4,-0.28959382547953705,2.7,-0.14090624214102573,-100.0,31.0
