,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(3),Corr with student_vol(3),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(2),Corr with mortgage 90(2)
0,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.3,-0.11600567933526972,2.8,-0.2468804190162789
1,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.3,-0.11600567933526972,2.4,-0.2468804190162789
2,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.3,-0.11600567933526972,2.7,-0.2468804190162789
3,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.3,-0.11600567933526972,2.9,-0.2468804190162789
4,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.6,-0.11600567933526972,2.8,-0.2468804190162789
5,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.6,-0.11600567933526972,2.4,-0.2468804190162789
6,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.6,-0.11600567933526972,2.7,-0.2468804190162789
7,LAFAYETTE,2010-09,4.7,New Construction,0.22657136363636363,4.473428636363637,0.28257318665356973,0.251059090909091,4.44894090909091,0.2802973086906133,0.25699454545454536,4.443005454545455,0.2669768396161855,0.2738163636363636,4.426183636363636,0.23679468368435633,0.2913659090909092,4.408634090909091,0.1950857891098648,0.4777727272727273,4.222227272727273,0.11233378144961778,0.8043745454545456,3.8956254545454545,0.055502233620459605,0.1166666666666667,4.583333333333334,0.28948353767146945,0.19333333333333336,4.506666666666667,0.2639475419000267,0.2566666666666666,4.443333333333333,0.24901899009287845,1.4104761904761904,3.2895238095238097,0.571672270254076,2.6476190476190475,2.0523809523809526,0.6033027971472102,3.4690476190476183,1.230952380952382,0.4838561570888512,3.773333333333333,0.9266666666666672,0.436740717331548,30207558860.6451,-0.09966139007414034,10792773250.4017,-0.6044796486825889,94.0022251537174,-0.37628005914214774,3.6,-0.11600567933526972,2.9,-0.2468804190162789
8,LAFAYETTE,2012-01,3.35,New Construction,0.14564761904761903,3.204352380952381,0.28257318665356973,0.2014238095238095,3.1485761904761906,0.2802973086906133,0.28289523809523814,3.067104761904762,0.2669768396161855,0.41424761904761903,2.935752380952381,0.23679468368435633,0.5659000000000001,2.7841,0.1950857891098648,0.7969761904761906,2.5530238095238094,0.11233378144961778,1.1145476190476191,2.235452380952381,0.055502233620459605,0.0245,3.3255,0.28948353767146945,0.06550000000000003,3.2845,0.2639475419000267,0.11500000000000003,3.235,0.24901899009287845,0.835,2.515,0.571672270254076,1.9664999999999995,1.3835000000000006,0.6033027971472102,2.6950000000000003,0.6549999999999998,0.4838561570888512,3.026,0.3240000000000003,0.436740717331548,35767585536.868996,-0.09966139007414034,11641401212.0971,-0.6044796486825889,89.6038877472871,-0.37628005914214774,2.8,-0.11600567933526972,2.6,-0.2468804190162789
9,LAFAYETTE,2012-01,3.35,New Construction,0.14564761904761903,3.204352380952381,0.28257318665356973,0.2014238095238095,3.1485761904761906,0.2802973086906133,0.28289523809523814,3.067104761904762,0.2669768396161855,0.41424761904761903,2.935752380952381,0.23679468368435633,0.5659000000000001,2.7841,0.1950857891098648,0.7969761904761906,2.5530238095238094,0.11233378144961778,1.1145476190476191,2.235452380952381,0.055502233620459605,0.0245,3.3255,0.28948353767146945,0.06550000000000003,3.2845,0.2639475419000267,0.11500000000000003,3.235,0.24901899009287845,0.835,2.515,0.571672270254076,1.9664999999999995,1.3835000000000006,0.6033027971472102,2.6950000000000003,0.6549999999999998,0.4838561570888512,3.026,0.3240000000000003,0.436740717331548,35767585536.868996,-0.09966139007414034,11641401212.0971,-0.6044796486825889,89.6038877472871,-0.37628005914214774,2.8,-0.11600567933526972,2.5,-0.2468804190162789
