,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-1),Corr with auto_vol(-1),student_vol(1),Corr with student_vol(1),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90,Corr with mortgage 90
0,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,2.0,-0.8747175733304517
1,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,2.0,-0.8747175733304517
2,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,2.0,-0.8747175733304517
3,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,2.0,-0.8747175733304517
4,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,2.0,-0.8747175733304517
5,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,1.5,-0.8747175733304517
6,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,1.5,-0.8747175733304517
7,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,1.5,-0.8747175733304517
8,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,1.5,-0.8747175733304517
9,ARLINGTON,2015-08,3.49,New Construction,0.13010000000000005,3.3599,0.8358021635177838,0.151965,3.338035,0.8500231652557925,0.1967275,3.2932725,0.8785937132059642,0.2610100000000001,3.22899,0.8874615958202844,0.3207975,3.1692025000000004,0.9060566821412549,0.5193599999999999,2.9706400000000004,0.9283618657524211,0.8364375,2.6535625000000005,0.9493747737203397,0.03523809523809525,3.454761904761905,0.8688632895128421,0.22000000000000006,3.27,0.9139800418790726,0.3757142857142857,3.1142857142857143,0.9488372527715311,1.5414285714285714,1.9485714285714288,0.9100438691969845,2.167142857142857,1.3228571428571434,0.7584633059884035,2.5466666666666664,0.9433333333333338,0.6296318731681858,2.8557142857142854,0.6342857142857148,0.22090585719550643,48668534366.8701,0.9999393526790576,11492007418.0579,0.9986940372015892,81.9752078939728,-1.0,1.8,-0.5725393599064925,1.5,-0.8747175733304517
