,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-2),Corr with auto_vol(-2),student_vol(-3),Corr with student_vol(-3),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-3),Corr with mortgage 90(-3)
0,KNOXVILLE,2010-09,3.78,New Construction,0.22657136363636363,3.5534286363636363,0.3080075863112453,0.251059090909091,3.5289409090909087,0.31011701143117476,0.25699454545454536,3.5230054545454546,0.31213840073199633,0.2738163636363636,3.506183636363636,0.31074996911117636,0.2913659090909092,3.4886340909090907,0.30594687747648763,0.4777727272727273,3.3022272727272726,0.2850358277935812,0.8043745454545456,2.975625454545454,0.26143739651411485,0.1166666666666667,3.663333333333333,0.3225629129315554,0.19333333333333336,3.5866666666666664,0.31476433998641923,0.2566666666666666,3.5233333333333334,0.3126776436863954,1.4104761904761904,2.3695238095238094,0.598600007546377,2.6476190476190475,1.1323809523809523,0.43238494344717315,3.4690476190476183,0.31095238095238154,0.26472968461035207,3.773333333333333,0.006666666666666821,0.20787022142985495,28477062769.4533,0.10001589024572598,11833891080.8667,-0.5861388163207578,92.8594669911348,-0.17949027863494205,4.1,-0.29929291153055354,2.6,-0.14622329545884039
1,KNOXVILLE,2011-01,4.15,New Construction,0.2391115000000001,3.9108885000000004,0.3080075863112453,0.25406500000000004,3.895935,0.31011701143117476,0.2606254999999999,3.8893745000000006,0.31213840073199633,0.2827834999999999,3.8672165000000005,0.31074996911117636,0.30341049999999997,3.8465895000000003,0.30594687747648763,0.4554005000000002,3.6945995000000003,0.2850358277935812,0.7818229999999999,3.368177,0.26143739651411485,0.14099999999999996,4.009,0.3225629129315554,0.1815,3.9685000000000006,0.31476433998641923,0.27349999999999997,3.8765000000000005,0.3126776436863954,1.9944999999999997,2.155500000000001,0.598600007546377,3.3940000000000006,0.7559999999999998,0.43238494344717315,4.281000000000001,-0.13100000000000023,0.26472968461035207,4.5230000000000015,-0.3730000000000011,0.20787022142985495,30207558860.6451,0.10001589024572598,11822726022.5574,-0.5861388163207578,91.59671843464591,-0.17949027863494205,3.8,-0.29929291153055354,2.3,-0.14622329545884039
2,KNOXVILLE,2012-11,3.75,New Construction,0.1555,3.5945,0.3080075863112453,0.18060909090909089,3.569390909090909,0.31011701143117476,0.20888636363636362,3.541113636363636,0.31213840073199633,0.25813636363636355,3.4918636363636364,0.31074996911117636,0.31102272727272723,3.4389772727272727,0.30594687747648763,0.528347727272727,3.221652272727273,0.2850358277935812,0.8631931818181818,2.8868068181818183,0.26143739651411485,0.12449999999999999,3.6255,0.3225629129315554,0.14450000000000002,3.6055,0.31476433998641923,0.17850000000000002,3.5715,0.3126776436863954,0.665,3.085,0.598600007546377,1.654,2.096,0.43238494344717315,2.3894999999999995,1.3605000000000005,0.26472968461035207,2.8034999999999997,0.9465000000000003,0.20787022142985495,37571290060.6541,0.10001589024572598,11986368496.8635,-0.5861388163207578,91.578064558499,-0.17949027863494205,3.9,-0.29929291153055354,1.9,-0.14622329545884039
3,KNOXVILLE,2012-12,2.79,New Construction,0.1631578947368421,2.626842105263158,0.3080075863112453,0.1875157894736842,2.602484210526316,0.31011701143117476,0.21092631578947374,2.579073684210526,0.31213840073199633,0.2552894736842105,2.5347105263157896,0.31074996911117636,0.30947368421052623,2.480526315789474,0.30594687747648763,0.5145657894736843,2.2754342105263157,0.2850358277935812,0.8483157894736841,1.941684210526316,0.26143739651411485,0.039500000000000014,2.7505,0.3225629129315554,0.11950000000000005,2.6705,0.31476433998641923,0.1585,2.6315,0.3126776436863954,0.6960000000000001,2.094,0.598600007546377,1.7189999999999999,1.0710000000000002,0.43238494344717315,2.4675000000000002,0.3224999999999998,0.26472968461035207,2.8835,-0.09350000000000014,0.20787022142985495,37685204803.0042,0.10001589024572598,11631947675.6117,-0.5861388163207578,88.794109524791,-0.17949027863494205,3.8,-0.29929291153055354,2.0,-0.14622329545884039
4,KNOXVILLE,2013-08,4.15,New Construction,0.11782999999999999,4.032170000000001,0.3080075863112453,0.1493142857142857,4.000685714285715,0.31011701143117476,0.1840704761904762,3.9659295238095242,0.31213840073199633,0.22633523809523812,3.9236647619047624,0.31074996911117636,0.2633952380952381,3.886604761904762,0.30594687747648763,0.3949285714285714,3.755071428571429,0.2850358277935812,0.6679499999999999,3.4820500000000005,0.26143739651411485,0.03681818181818183,4.113181818181818,0.3225629129315554,0.07181818181818184,4.078181818181818,0.31476433998641923,0.12681818181818183,4.023181818181818,0.3126776436863954,1.5204545454545455,2.629545454545455,0.598600007546377,2.7372727272727273,1.412727272727273,0.43238494344717315,3.488181818181818,0.6618181818181825,0.26472968461035207,3.757727272727273,0.39227272727272755,0.20787022142985495,41507587847.7023,0.10001589024572598,9498561196.652071,-0.5861388163207578,85.7873584996498,-0.17949027863494205,3.3,-0.29929291153055354,1.6,-0.14622329545884039
5,KNOXVILLE,2014-08,4.05,New Construction,0.090785,3.959215,0.3080075863112453,0.121725,3.9282749999999997,0.31011701143117476,0.15602,3.89398,0.31213840073199633,0.19527250000000002,3.8547274999999996,0.31074996911117636,0.23465000000000003,3.8153499999999996,0.30594687747648763,0.32965500000000003,3.720345,0.2850358277935812,0.55889,3.49111,0.26143739651411485,0.030000000000000006,4.02,0.3225629129315554,0.0523809523809524,3.9976190476190476,0.31476433998641923,0.10714285714285714,3.9428571428571426,0.3126776436863954,1.6314285714285717,2.418571428571428,0.598600007546377,2.42,1.63,0.43238494344717315,2.9366666666666665,1.1133333333333333,0.26472968461035207,3.2009523809523808,0.849047619047619,0.20787022142985495,43938467193.2505,0.10001589024572598,9507943209.106209,-0.5861388163207578,82.08517590205541,-0.17949027863494205,2.7,-0.29929291153055354,1.5,-0.14622329545884039
6,KNOXVILLE,2014-10,4.15,New Construction,0.09059565217391304,4.059404347826088,0.3080075863112453,0.11953260869565213,4.030467391304348,0.31011701143117476,0.15351739130434783,3.9964826086956524,0.31213840073199633,0.1974043478260869,3.9525956521739136,0.31074996911117636,0.2313760869565217,3.918623913043479,0.30594687747648763,0.3236195652173913,3.826380434782609,0.2850358277935812,0.5523869565217392,3.597613043478261,0.26143739651411485,0.020909090909090912,4.12909090909091,0.3225629129315554,0.05045454545454548,4.099545454545455,0.31476433998641923,0.10454545454545458,4.045454545454546,0.3126776436863954,1.5459090909090911,2.6040909090909095,0.598600007546377,2.304090909090909,1.8459090909090912,0.43238494344717315,2.7731818181818184,1.376818181818182,0.26472968461035207,3.039999999999999,1.1100000000000012,0.20787022142985495,45277214883.1472,0.10001589024572598,10638305940.4607,-0.5861388163207578,82.4770523961592,-0.17949027863494205,3.1,-0.29929291153055354,1.5,-0.14622329545884039
7,KNOXVILLE,2014-12,4.2,New Construction,0.1101,4.0899,0.3080075863112453,0.1330809523809524,4.066919047619048,0.31011701143117476,0.16305,4.03695,0.31213840073199633,0.20744285714285715,3.992557142857143,0.31074996911117636,0.2446071428571429,3.9553928571428574,0.30594687747648763,0.34302142857142864,3.8569785714285714,0.2850358277935812,0.6021190476190476,3.5978809523809527,0.26143739651411485,0.02500000000000001,4.175,0.3225629129315554,0.1063636363636364,4.093636363636364,0.31476433998641923,0.21454545454545454,3.985454545454546,0.3126776436863954,1.64,2.5600000000000005,0.598600007546377,2.2072727272727275,1.9927272727272727,0.43238494344717315,2.5504545454545453,1.6495454545454549,0.26472968461035207,2.8331818181818185,1.3668181818181817,0.20787022142985495,44591810060.8257,0.10001589024572598,11159124696.1814,-0.5861388163207578,82.122236078369,-0.17949027863494205,2.7,-0.29929291153055354,1.3,-0.14622329545884039
8,KNOXVILLE,2015-03,2.89,New Construction,0.12134999999999999,2.76865,0.3080075863112453,0.14022954545454547,2.7497704545454544,0.31011701143117476,0.17560000000000003,2.7144,0.31213840073199633,0.21958181818181813,2.670418181818182,0.31074996911117636,0.26829772727272727,2.6217022727272727,0.30594687747648763,0.39945,2.4905500000000003,0.2850358277935812,0.700025,2.189975,0.26143739651411485,0.02272727272727273,2.867272727272727,0.3225629129315554,0.11000000000000001,2.7800000000000002,0.31476433998641923,0.25363636363636366,2.6363636363636367,0.3126776436863954,1.5190909090909088,1.3709090909090913,0.598600007546377,2.042727272727273,0.8472727272727272,0.43238494344717315,2.4068181818181817,0.4831818181818184,0.26472968461035207,2.626363636363636,0.2636363636363641,0.20787022142985495,45667781053.6763,0.10001589024572598,14245911418.8887,-0.5861388163207578,83.34061286074021,-0.17949027863494205,3.0,-0.29929291153055354,1.4,-0.14622329545884039
9,KNOXVILLE,2015-05,4.23,New Construction,0.12315789473684212,4.1068421052631585,0.3080075863112453,0.14795,4.082050000000001,0.31011701143117476,0.1842289473684211,4.045771052631579,0.31213840073199633,0.2296,4.000400000000001,0.31074996911117636,0.2795368421052632,3.9504631578947373,0.30594687747648763,0.41659473684210524,3.813405263157895,0.2850358277935812,0.7346236842105265,3.495376315789474,0.26143739651411485,0.013000000000000001,4.2170000000000005,0.3225629129315554,0.07950000000000002,4.1505,0.31476433998641923,0.24100000000000002,3.9890000000000003,0.3126776436863954,1.5385000000000002,2.6915000000000004,0.598600007546377,2.1975000000000002,2.0325,0.43238494344717315,2.692,1.5380000000000003,0.26472968461035207,2.9550000000000005,1.275,0.20787022142985495,47944164595.1044,0.10001589024572598,11837215038.8922,-0.5861388163207578,81.7923503982947,-0.17949027863494205,2.5,-0.29929291153055354,1.3,-0.14622329545884039
10,KNOXVILLE,2015-09,3.72,New Construction,0.1344409090909091,3.585559090909091,0.3080075863112453,0.15661363636363634,3.563386363636364,0.31011701143117476,0.20107727272727274,3.5189227272727273,0.31213840073199633,0.26589318181818195,3.454106818181818,0.31074996911117636,0.3311113636363637,3.3888886363636366,0.30594687747648763,0.5371681818181817,3.1828318181818185,0.2850358277935812,0.8526636363636364,2.8673363636363636,0.26143739651411485,0.008571428571428572,3.7114285714285717,0.3225629129315554,0.17952380952380947,3.5404761904761908,0.31476433998641923,0.3733333333333333,3.3466666666666667,0.3126776436863954,1.4900000000000002,2.23,0.598600007546377,2.1728571428571435,1.5471428571428567,0.43238494344717315,2.618095238095238,1.1019047619047622,0.26472968461035207,2.9528571428571433,0.7671428571428569,0.20787022142985495,48668534366.8701,0.10001589024572598,11517159733.1957,-0.5861388163207578,81.9752078939728,-0.17949027863494205,2.7,-0.29929291153055354,0.9,-0.14622329545884039
11,KNOXVILLE,2015-11,3.99,New Construction,0.13066666666666668,3.8593333333333337,0.3080075863112453,0.1559214285714286,3.8340785714285714,0.31011701143117476,0.20844761904761913,3.781552380952381,0.31213840073199633,0.286702380952381,3.7032976190476194,0.31074996911117636,0.3709714285714286,3.6190285714285717,0.30594687747648763,0.6063738095238096,3.383626190476191,0.2850358277935812,0.9343738095238093,3.055626190476191,0.26143739651411485,0.07105263157894738,3.918947368421053,0.3225629129315554,0.32789473684210524,3.662105263157895,0.31476433998641923,0.47684210526315784,3.5131578947368425,0.3126776436863954,1.6710526315789473,2.318947368421053,0.598600007546377,2.2631578947368416,1.7268421052631586,0.43238494344717315,2.6863157894736847,1.3036842105263156,0.26472968461035207,3.03,0.9600000000000004,0.20787022142985495,49379202635.7798,0.10001589024572598,10986955735.8103,-0.5861388163207578,83.80897781081251,-0.17949027863494205,3.0,-0.29929291153055354,0.9,-0.14622329545884039
12,KNOXVILLE,2016-02,3.8,New Construction,0.3714619047619048,3.428538095238095,0.3080075863112453,0.39233095238095245,3.407669047619047,0.31011701143117476,0.43129761904761904,3.3687023809523806,0.31213840073199633,0.5186452380952381,3.281354761904762,0.31074996911117636,0.6227190476190477,3.177280952380952,0.30594687747648763,0.8697642857142857,2.9302357142857143,0.2850358277935812,1.1407690476190477,2.659230952380952,0.26143739651411485,0.25600000000000006,3.5439999999999996,0.3225629129315554,0.445,3.355,0.31476433998641923,0.534,3.266,0.3126776436863954,1.222,2.578,0.598600007546377,1.7794999999999999,2.0205,0.43238494344717315,2.1990000000000003,1.6009999999999995,0.26472968461035207,2.623,1.1769999999999996,0.20787022142985495,48291644449.3811,0.10001589024572598,10798655053.3939,-0.5861388163207578,84.0267577476249,-0.17949027863494205,3.2,-0.29929291153055354,1.1,-0.14622329545884039
13,KNOXVILLE,2016-04,3.8,New Construction,0.38031428571428566,3.419685714285714,0.3080075863112453,0.39864523809523805,3.401354761904762,0.31011701143117476,0.4373976190476192,3.3626023809523806,0.31213840073199633,0.5229452380952381,3.2770547619047616,0.31074996911117636,0.6327499999999999,3.16725,0.30594687747648763,0.9025404761904764,2.8974595238095233,0.2850358277935812,1.2222214285714286,2.5777785714285715,0.26143739651411485,0.18761904761904763,3.6123809523809522,0.3225629129315554,0.37238095238095237,3.4276190476190473,0.31476433998641923,0.5557142857142858,3.2442857142857138,0.3126776436863954,1.2580952380952382,2.5419047619047617,0.598600007546377,1.8052380952380953,1.9947619047619045,0.43238494344717315,2.2104761904761907,1.5895238095238091,0.26472968461035207,2.6233333333333335,1.1766666666666663,0.20787022142985495,48927223434.2447,0.10001589024572598,11404853913.5663,-0.5861388163207578,85.1896726255448,-0.17949027863494205,3.0,-0.29929291153055354,1.2,-0.14622329545884039
14,KNOXVILLE,2017-12,3.98,New Construction,1.3144094736842107,2.665590526315789,0.3080075863112453,1.3913115789473685,2.5886884210526313,0.31011701143117476,1.4850410526315792,2.4949589473684206,0.31213840073199633,1.5354463157894738,2.4445536842105264,0.31074996911117636,1.6017521052631578,2.378247894736842,0.30594687747648763,1.7680373684210524,2.2119626315789476,0.2850358277935812,2.0434931578947366,1.9365068421052634,0.26143739651411485,1.204,2.776,0.3225629129315554,1.4950000000000003,2.4849999999999994,0.31476433998641923,1.7005,2.2795,0.3126776436863954,2.1819999999999995,1.7980000000000005,0.598600007546377,2.4025,1.5775000000000001,0.43238494344717315,2.5970000000000004,1.3829999999999996,0.26472968461035207,2.768,1.2120000000000002,0.20787022142985495,49855182727.6109,0.10001589024572598,11813706431.8634,-0.5861388163207578,87.010875232225,-0.17949027863494205,3.1,-0.29929291153055354,1.1,-0.14622329545884039
