,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(4),Corr with auto_vol(4),student_vol(-3),Corr with student_vol(-3),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(-4),Corr with mortgage 90(-4)
0,CLEVELAND,2010-06,3.07,New Construction,0.29840136363636366,2.771598636363636,0.3665961545691428,0.3291213636363637,2.740878636363636,0.36974314846337125,0.3487363636363637,2.721263636363636,0.3686569412630179,0.4336950000000001,2.6363049999999997,0.3619585458159277,0.5368986363636363,2.5331013636363635,0.3451415008934108,0.7518195454545455,2.3181804545454545,0.3075605312064504,1.187955909090909,1.8820440909090907,0.28038062124610913,0.07954545454545457,2.9904545454545453,0.37316905248069343,0.19090909090909092,2.879090909090909,0.3558986713416022,0.3181818181818181,2.751818181818182,0.35909264034471416,1.9963636363636363,1.0736363636363635,0.47094552549749913,3.2040909090909095,-0.1340909090909097,0.4560134124071338,3.9499999999999997,-0.8799999999999999,0.30349225675483854,4.127727272727272,-1.0577272727272722,0.19666672894740933,30512069858.4251,0.34503621502096177,14217328271.8582,-0.4552783908571433,94.51558950569391,-0.504895535055983,3.7,-0.49775040360454326,4.6,-0.33872201114881334
1,CLEVELAND,2011-09,4.65,New Construction,0.14525181818181823,4.504748181818182,0.3665961545691428,0.1884,4.461600000000001,0.36974314846337125,0.23085045454545455,4.4191495454545455,0.3686569412630179,0.2845913636363636,4.365408636363637,0.3619585458159277,0.3502268181818181,4.299773181818182,0.3451415008934108,0.5222018181818182,4.127798181818182,0.3075605312064504,0.8332045454545454,3.816795454545455,0.28038062124610913,0.005714285714285713,4.644285714285715,0.37316905248069343,0.04333333333333335,4.606666666666667,0.3558986713416022,0.10476190476190479,4.545238095238096,0.35909264034471416,0.9004761904761904,3.7495238095238097,0.47094552549749913,1.9752380952380955,2.6747619047619047,0.4560134124071338,2.8271428571428574,1.822857142857143,0.30349225675483854,3.182380952380953,1.4676190476190474,0.19666672894740933,35385458151.3724,0.34503621502096177,12472473242.0863,-0.4552783908571433,90.48744874686929,-0.504895535055983,3.4,-0.49775040360454326,3.7,-0.33872201114881334
2,CLEVELAND,2011-11,4.07,New Construction,0.14255090909090912,3.927449090909091,0.3665961545691428,0.19244863636363635,3.877551363636364,0.36974314846337125,0.2536463636363637,3.816353636363637,0.3686569412630179,0.3593790909090909,3.7106209090909092,0.3619585458159277,0.47529181818181826,3.594708181818182,0.3451415008934108,0.6805422727272729,3.3894577272727275,0.3075605312064504,1.000305,3.0696950000000003,0.28038062124610913,0.013999999999999999,4.056,0.37316905248069343,0.04650000000000002,4.0235,0.3558986713416022,0.11200000000000002,3.958,0.35909264034471416,0.908,3.1620000000000004,0.47094552549749913,2.0134999999999996,2.0565000000000007,0.4560134124071338,2.7180000000000004,1.3519999999999999,0.30349225675483854,3.0155000000000003,1.0545,0.19666672894740933,35767585536.868996,0.34503621502096177,12477113046.1263,-0.4552783908571433,90.6452366150782,-0.504895535055983,3.5,-0.49775040360454326,3.8,-0.33872201114881334
3,CLEVELAND,2012-02,3.85,New Construction,0.1410714285714286,3.7089285714285714,0.3665961545691428,0.19146190476190478,3.6585380952380953,0.36974314846337125,0.2500238095238095,3.5999761904761907,0.3686569412630179,0.3686547619047619,3.4813452380952383,0.3619585458159277,0.5032404761904763,3.346759523809524,0.3451415008934108,0.7572880952380953,3.092711904761905,0.3075605312064504,1.0711880952380954,2.7788119047619046,0.28038062124610913,0.06350000000000003,3.7865,0.37316905248069343,0.124,3.726,0.3558986713416022,0.161,3.689,0.35909264034471416,0.8310000000000001,3.019,0.47094552549749913,1.9674999999999998,1.8825000000000003,0.4560134124071338,2.7479999999999998,1.1020000000000003,0.30349225675483854,3.109,0.7410000000000001,0.19666672894740933,36186315501.0541,0.34503621502096177,11784187253.6333,-0.4552783908571433,89.6038877472871,-0.504895535055983,3.0,-0.49775040360454326,3.9,-0.33872201114881334
4,CLEVELAND,2012-08,2.33,New Construction,0.15374090909090915,2.176259090909091,0.3665961545691428,0.18745454545454548,2.1425454545454548,0.36974314846337125,0.23783863636363634,2.0921613636363636,0.3686569412630179,0.3331136363636364,1.9968863636363636,0.3619585458159277,0.43259999999999993,1.8974000000000002,0.3451415008934108,0.7177749999999997,1.6122250000000005,0.3075605312064504,1.0426272727272727,1.2873727272727273,0.28038062124610913,0.09217391304347829,2.2378260869565216,0.37316905248069343,0.14043478260869566,2.1895652173913045,0.3558986713416022,0.18347826086956526,2.146521739130435,0.35909264034471416,0.7139130434782609,1.6160869565217393,0.47094552549749913,1.6782608695652175,0.6517391304347826,0.4560134124071338,2.3978260869565218,-0.0678260869565217,0.30349225675483854,2.7708695652173914,-0.4408695652173913,0.19666672894740933,38808856509.5085,0.34503621502096177,12770391029.1034,-0.4552783908571433,90.2956809830492,-0.504895535055983,3.5,-0.49775040360454326,4.0,-0.33872201114881334
5,CLEVELAND,2012-10,2.4,New Construction,0.15320434782608702,2.2467956521739127,0.3665961545691428,0.17955217391304346,2.2204478260869562,0.36974314846337125,0.21346521739130433,2.1865347826086956,0.3686569412630179,0.2717391304347827,2.128260869565217,0.3619585458159277,0.3304891304347827,2.0695108695652173,0.3451415008934108,0.5823021739130435,1.8176978260869565,0.3075605312064504,0.9185760869565219,1.481423913043478,0.28038062124610913,0.10952380952380951,2.2904761904761903,0.37316905248069343,0.14904761904761904,2.250952380952381,0.3558986713416022,0.17952380952380956,2.2204761904761905,0.35909264034471416,0.7085714285714285,1.6914285714285713,0.47094552549749913,1.7461904761904758,0.6538095238095241,0.4560134124071338,2.505714285714286,-0.10571428571428587,0.30349225675483854,2.90047619047619,-0.5004761904761903,0.19666672894740933,39658399389.4891,0.34503621502096177,16111780903.4699,-0.4552783908571433,91.578064558499,-0.504895535055983,3.4,-0.49775040360454326,4.1,-0.33872201114881334
6,CLEVELAND,2012-11,2.33,New Construction,0.1555,2.1745,0.3665961545691428,0.18060909090909089,2.149390909090909,0.36974314846337125,0.20888636363636362,2.1211136363636363,0.3686569412630179,0.25813636363636355,2.0718636363636365,0.3619585458159277,0.31102272727272723,2.018977272727273,0.3451415008934108,0.528347727272727,1.801652272727273,0.3075605312064504,0.8631931818181818,1.4668068181818184,0.28038062124610913,0.12449999999999999,2.2055000000000002,0.37316905248069343,0.14450000000000002,2.1855,0.3558986713416022,0.17850000000000002,2.1515,0.35909264034471416,0.665,1.665,0.47094552549749913,1.654,0.6760000000000002,0.4560134124071338,2.3894999999999995,-0.05949999999999944,0.30349225675483854,2.8034999999999997,-0.4734999999999996,0.19666672894740933,39298206327.5877,0.34503621502096177,11986368496.8635,-0.4552783908571433,88.794109524791,-0.504895535055983,3.5,-0.49775040360454326,4.0,-0.33872201114881334
7,CLEVELAND,2012-12,2.59,New Construction,0.1631578947368421,2.426842105263158,0.3665961545691428,0.1875157894736842,2.4024842105263158,0.36974314846337125,0.21092631578947374,2.379073684210526,0.3686569412630179,0.2552894736842105,2.3347105263157895,0.3619585458159277,0.30947368421052623,2.2805263157894737,0.3451415008934108,0.5145657894736843,2.0754342105263155,0.3075605312064504,0.8483157894736841,1.7416842105263157,0.28038062124610913,0.039500000000000014,2.5505,0.37316905248069343,0.11950000000000005,2.4705,0.3558986713416022,0.1585,2.4314999999999998,0.35909264034471416,0.6960000000000001,1.8939999999999997,0.47094552549749913,1.7189999999999999,0.871,0.4560134124071338,2.4675000000000002,0.12249999999999961,0.30349225675483854,2.8835,-0.2935000000000003,0.19666672894740933,40395555554.9932,0.34503621502096177,11631947675.6117,-0.4552783908571433,88.920473853359,-0.504895535055983,3.4,-0.49775040360454326,3.8,-0.33872201114881334
8,CLEVELAND,2013-01,3.27,New Construction,0.16043181818181818,3.1095681818181817,0.3665961545691428,0.17947272727272726,3.0905272727272726,0.36974314846337125,0.20497272727272725,3.065027272727273,0.3686569412630179,0.2497954545454545,3.0202045454545456,0.3619585458159277,0.30261363636363625,2.967386363636364,0.3451415008934108,0.48810454545454546,2.7818954545454546,0.3075605312064504,0.8142727272727271,2.4557272727272728,0.28038062124610913,0.05190476190476192,3.218095238095238,0.37316905248069343,0.10761904761904766,3.1623809523809525,0.3558986713416022,0.14523809523809525,3.124761904761905,0.35909264034471416,0.8052380952380951,2.4647619047619047,0.47094552549749913,1.9147619047619049,1.3552380952380951,0.4560134124071338,2.681428571428571,0.588571428571429,0.30349225675483854,3.0804761904761913,0.18952380952380876,0.19666672894740933,40995097959.5386,0.34503621502096177,12022315813.7363,-0.4552783908571433,86.5850023909696,-0.504895535055983,3.1,-0.49775040360454326,3.8,-0.33872201114881334
9,CLEVELAND,2013-03,3.1266666666666665,New Construction,0.15505000000000002,2.9716166666666664,0.3665961545691428,0.17309999999999998,2.9535666666666667,0.36974314846337125,0.20345,2.9232166666666664,0.3686569412630179,0.2419,2.8847666666666667,0.3619585458159277,0.28190000000000004,2.8447666666666667,0.3451415008934108,0.44782500000000003,2.6788416666666666,0.3075605312064504,0.7351250000000001,2.3915416666666665,0.28038062124610913,0.07800000000000003,3.0486666666666666,0.37316905248069343,0.11450000000000005,3.0121666666666664,0.3558986713416022,0.14750000000000002,2.9791666666666665,0.35909264034471416,0.8185000000000002,2.3081666666666663,0.47094552549749913,1.9575,1.1691666666666665,0.4560134124071338,2.7840000000000003,0.34266666666666623,0.30349225675483854,3.1625000000000005,-0.03583333333333405,0.19666672894740933,41471481477.9035,0.34503621502096177,11337096053.4966,-0.4552783908571433,89.95115518901541,-0.504895535055983,2.7,-0.49775040360454326,4.0,-0.33872201114881334
