,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-2),Corr with auto_vol(-2),student_vol(-3),Corr with student_vol(-3),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2010-09,TN,KNOXVILLE,2010-09,3.78,"(-84.1509, 35.933334)",37932,24463.59,New Construction,0.22657136363636363,0.3080075863112453,0.251059090909091,0.31011701143117476,0.25699454545454536,0.31213840073199633,0.2738163636363636,0.31074996911117636,0.2913659090909092,0.30594687747648763,0.4777727272727273,0.2850358277935812,0.8043745454545456,0.26143739651411485,0.1166666666666667,0.3225629129315554,0.19333333333333336,0.31476433998641923,0.2566666666666666,0.3126776436863954,1.4104761904761904,0.598600007546377,2.6476190476190475,0.43238494344717315,3.4690476190476183,0.26472968461035207,3.773333333333333,0.20787022142985495,28477062769.4533,0.10001589024572598,11833891080.8667,-0.5861388163207578,92.8594669911348,-0.17949027863494205,4.1,-0.29929291153055354,2.6,-0.14622329545884039,-84.1509,35.933334
1,2011-01,TN,KNOXVILLE,2011-01,4.15,"(-83.921, 35.9604)",37909,27733.22,New Construction,0.2391115000000001,0.3080075863112453,0.25406500000000004,0.31011701143117476,0.2606254999999999,0.31213840073199633,0.2827834999999999,0.31074996911117636,0.30341049999999997,0.30594687747648763,0.4554005000000002,0.2850358277935812,0.7818229999999999,0.26143739651411485,0.14099999999999996,0.3225629129315554,0.1815,0.31476433998641923,0.27349999999999997,0.3126776436863954,1.9944999999999997,0.598600007546377,3.3940000000000006,0.43238494344717315,4.281000000000001,0.26472968461035207,4.5230000000000015,0.20787022142985495,30207558860.6451,0.10001589024572598,11822726022.5574,-0.5861388163207578,91.59671843464591,-0.17949027863494205,3.8,-0.29929291153055354,2.3,-0.14622329545884039,-83.921,35.9604
2,2012-11,TN,KNOXVILLE,2012-11,3.75,"(-84.02443199999999, 36.000718)",37921,86277.83,New Construction,0.1555,0.3080075863112453,0.18060909090909089,0.31011701143117476,0.20888636363636362,0.31213840073199633,0.25813636363636355,0.31074996911117636,0.31102272727272723,0.30594687747648763,0.528347727272727,0.2850358277935812,0.8631931818181818,0.26143739651411485,0.12449999999999999,0.3225629129315554,0.14450000000000002,0.31476433998641923,0.17850000000000002,0.3126776436863954,0.665,0.598600007546377,1.654,0.43238494344717315,2.3894999999999995,0.26472968461035207,2.8034999999999997,0.20787022142985495,37571290060.6541,0.10001589024572598,11986368496.8635,-0.5861388163207578,91.578064558499,-0.17949027863494205,3.9,-0.29929291153055354,1.9,-0.14622329545884039,-84.02443199999999,36.000718
3,2012-12,TN,KNOXVILLE,2012-12,2.79,"(-84.028491, 35.921844)",37919,86838.59,New Construction,0.1631578947368421,0.3080075863112453,0.1875157894736842,0.31011701143117476,0.21092631578947374,0.31213840073199633,0.2552894736842105,0.31074996911117636,0.30947368421052623,0.30594687747648763,0.5145657894736843,0.2850358277935812,0.8483157894736841,0.26143739651411485,0.039500000000000014,0.3225629129315554,0.11950000000000005,0.31476433998641923,0.1585,0.3126776436863954,0.6960000000000001,0.598600007546377,1.7189999999999999,0.43238494344717315,2.4675000000000002,0.26472968461035207,2.8835,0.20787022142985495,37685204803.0042,0.10001589024572598,11631947675.6117,-0.5861388163207578,88.794109524791,-0.17949027863494205,3.8,-0.29929291153055354,2.0,-0.14622329545884039,-84.028491,35.921844
4,2013-08,TN,KNOXVILLE,2013-08,4.15,"(-84.148593, 35.931958)",37932,75508.4,New Construction,0.11782999999999999,0.3080075863112453,0.1493142857142857,0.31011701143117476,0.1840704761904762,0.31213840073199633,0.22633523809523812,0.31074996911117636,0.2633952380952381,0.30594687747648763,0.3949285714285714,0.2850358277935812,0.6679499999999999,0.26143739651411485,0.03681818181818183,0.3225629129315554,0.07181818181818184,0.31476433998641923,0.12681818181818183,0.3126776436863954,1.5204545454545455,0.598600007546377,2.7372727272727273,0.43238494344717315,3.488181818181818,0.26472968461035207,3.757727272727273,0.20787022142985495,41507587847.7023,0.10001589024572598,9498561196.652071,-0.5861388163207578,85.7873584996498,-0.17949027863494205,3.3,-0.29929291153055354,1.6,-0.14622329545884039,-84.148593,35.931958
5,2014-08,TN,KNOXVILLE,2014-08,4.05,"(-83.921, 35.9604)",37915,50105.37,New Construction,0.090785,0.3080075863112453,0.121725,0.31011701143117476,0.15602,0.31213840073199633,0.19527250000000002,0.31074996911117636,0.23465000000000003,0.30594687747648763,0.32965500000000003,0.2850358277935812,0.55889,0.26143739651411485,0.030000000000000006,0.3225629129315554,0.0523809523809524,0.31476433998641923,0.10714285714285714,0.3126776436863954,1.6314285714285717,0.598600007546377,2.42,0.43238494344717315,2.9366666666666665,0.26472968461035207,3.2009523809523808,0.20787022142985495,43938467193.2505,0.10001589024572598,9507943209.106209,-0.5861388163207578,82.08517590205541,-0.17949027863494205,2.7,-0.29929291153055354,1.5,-0.14622329545884039,-83.921,35.9604
6,2014-10,TN,KNOXVILLE,2014-10,4.15,"(-83.866677, 35.991128)",37914,31111.59,New Construction,0.09059565217391304,0.3080075863112453,0.11953260869565213,0.31011701143117476,0.15351739130434783,0.31213840073199633,0.1974043478260869,0.31074996911117636,0.2313760869565217,0.30594687747648763,0.3236195652173913,0.2850358277935812,0.5523869565217392,0.26143739651411485,0.020909090909090912,0.3225629129315554,0.05045454545454548,0.31476433998641923,0.10454545454545458,0.3126776436863954,1.5459090909090911,0.598600007546377,2.304090909090909,0.43238494344717315,2.7731818181818184,0.26472968461035207,3.039999999999999,0.20787022142985495,45277214883.1472,0.10001589024572598,10638305940.4607,-0.5861388163207578,82.4770523961592,-0.17949027863494205,3.1,-0.29929291153055354,1.5,-0.14622329545884039,-83.866677,35.991128
7,2014-12,TN,KNOXVILLE,2014-12,4.2,"(-83.897614, 35.960808)",37920,64571.56,New Construction,0.1101,0.3080075863112453,0.1330809523809524,0.31011701143117476,0.16305,0.31213840073199633,0.20744285714285715,0.31074996911117636,0.2446071428571429,0.30594687747648763,0.34302142857142864,0.2850358277935812,0.6021190476190476,0.26143739651411485,0.02500000000000001,0.3225629129315554,0.1063636363636364,0.31476433998641923,0.21454545454545454,0.3126776436863954,1.64,0.598600007546377,2.2072727272727275,0.43238494344717315,2.5504545454545453,0.26472968461035207,2.8331818181818185,0.20787022142985495,44591810060.8257,0.10001589024572598,11159124696.1814,-0.5861388163207578,82.122236078369,-0.17949027863494205,2.7,-0.29929291153055354,1.3,-0.14622329545884039,-83.897614,35.960808
8,2015-03,TN,KNOXVILLE,2015-03,2.89,"(-83.992077, 36.042491)",37918,52755.34,New Construction,0.12134999999999999,0.3080075863112453,0.14022954545454547,0.31011701143117476,0.17560000000000003,0.31213840073199633,0.21958181818181813,0.31074996911117636,0.26829772727272727,0.30594687747648763,0.39945,0.2850358277935812,0.700025,0.26143739651411485,0.02272727272727273,0.3225629129315554,0.11000000000000001,0.31476433998641923,0.25363636363636366,0.3126776436863954,1.5190909090909088,0.598600007546377,2.042727272727273,0.43238494344717315,2.4068181818181817,0.26472968461035207,2.626363636363636,0.20787022142985495,45667781053.6763,0.10001589024572598,14245911418.8887,-0.5861388163207578,83.34061286074021,-0.17949027863494205,3.0,-0.29929291153055354,1.4,-0.14622329545884039,-83.992077,36.042491
9,2015-05,TN,KNOXVILLE,2015-05,4.23,"(-84.20799, 35.86501)",37922,112761.46,New Construction,0.12315789473684212,0.3080075863112453,0.14795,0.31011701143117476,0.1842289473684211,0.31213840073199633,0.2296,0.31074996911117636,0.2795368421052632,0.30594687747648763,0.41659473684210524,0.2850358277935812,0.7346236842105265,0.26143739651411485,0.013000000000000001,0.3225629129315554,0.07950000000000002,0.31476433998641923,0.24100000000000002,0.3126776436863954,1.5385000000000002,0.598600007546377,2.1975000000000002,0.43238494344717315,2.692,0.26472968461035207,2.9550000000000005,0.20787022142985495,47944164595.1044,0.10001589024572598,11837215038.8922,-0.5861388163207578,81.7923503982947,-0.17949027863494205,2.5,-0.29929291153055354,1.3,-0.14622329545884039,-84.20799,35.86501
