,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol,Corr with student_vol,credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(-1),Corr with mortgage 90(-1),long,lat
10,2016-02,MD,BALTIMORE,2016-02,4.09,"(-76.672031, 39.27447)",26895.63,New Construction,0.3714619047619048,-0.1422258335176616,0.39233095238095245,-0.14422902890232916,0.43129761904761904,-0.1501291170441247,0.5186452380952381,-0.16447580038539514,0.6227190476190477,-0.18886789457136355,0.8697642857142857,-0.22998494521244503,1.1407690476190477,-0.20513621996108738,0.25600000000000006,-0.11225869439342671,0.445,-0.1123647198552955,0.534,-0.09576780028638354,1.222,0.4861741358679878,1.7794999999999999,0.774731967991702,2.1990000000000003,0.774722342554165,2.623,0.7579371893985336,49276189942.4712,-0.5263322238837588,11240513229.2606,0.2769464269381307,82.4529898168143,0.3818048706419796,3.1,0.4991763396358008,2.2,0.4193817653805398,-76.672031,39.27447
11,2016-07,MD,BALTIMORE,2016-07,3.56,"(-76.60113199999999, 39.293587)",45551.23,New Construction,0.41380476190476195,-0.1422258335176616,0.43819285714285716,-0.14422902890232916,0.4828833333333333,-0.1501291170441247,0.5734595238095239,-0.16447580038539514,0.6963095238095237,-0.18886789457136355,0.9990666666666668,-0.22998494521244503,1.31707619047619,-0.20513621996108738,0.2635000000000001,-0.11225869439342671,0.4040000000000001,-0.1123647198552955,0.5135000000000001,-0.09576780028638354,1.0715,0.4861741358679878,1.504,0.774731967991702,1.8224999999999998,0.774722342554165,2.227,0.7579371893985336,50034086230.3872,-0.5263322238837588,11531266279.4831,0.2769464269381307,83.5754036116387,0.3818048706419796,2.2,0.4991763396358008,1.8,0.4193817653805398,-76.60113199999999,39.293587
12,2016-09,MD,BALTIMORE,2016-09,3.75,"(-76.60113199999999, 39.293587)",22943.98,New Construction,0.42159363636363634,-0.1422258335176616,0.4495609090909092,-0.14422902890232916,0.5270018181818182,-0.1501291170441247,0.6625254545454545,-0.16447580038539514,0.8496804545454547,-0.18886789457136355,1.2471445454545458,-0.22998494521244503,1.5560313636363639,-0.20513621996108738,0.1914285714285715,-0.11225869439342671,0.4671428571428572,-0.1123647198552955,0.5933333333333333,-0.09576780028638354,1.178095238095238,0.4861741358679878,1.6304761904761906,0.774731967991702,2.0152380952380957,0.774722342554165,2.350476190476191,0.7579371893985336,51124149514.2735,-0.5263322238837588,11482367114.4991,0.2769464269381307,85.2359522201137,0.3818048706419796,2.5,0.4991763396358008,1.8,0.4193817653805398,-76.60113199999999,39.293587
13,2016-10,MD,BALTIMORE,2016-10,3.43,"(-76.635856, 39.299059)",42152.43,New Construction,0.4307719047619048,-0.1422258335176616,0.457582380952381,-0.14422902890232916,0.5307795238095238,-0.1501291170441247,0.6609890476190475,-0.16447580038539514,0.8786828571428573,-0.18886789457136355,1.258856666666667,-0.22998494521244503,1.577814761904762,-0.20513621996108738,0.24400000000000005,-0.11225869439342671,0.47700000000000004,-0.1123647198552955,0.6595000000000001,-0.09576780028638354,1.2719999999999998,0.4861741358679878,1.7645000000000004,0.774731967991702,2.1705,0.774722342554165,2.5004999999999997,0.7579371893985336,49588706606.1033,-0.5263322238837588,11692339154.1207,0.2769464269381307,85.1896726255448,0.3818048706419796,2.5,0.4991763396358008,1.8,0.4193817653805398,-76.635856,39.299059
14,2016-11,MD,BALTIMORE,2016-11,3.5233333333333334,"(-76.61048199999999, 39.353438)",67191.77333333333,New Construction,0.4339245454545454,-0.1422258335176616,0.45880500000000013,-0.14422902890232916,0.5631090909090911,-0.1501291170441247,0.7006386363636362,-0.16447580038539514,0.9084640909090909,-0.18886789457136355,1.2693081818181815,-0.22998494521244503,1.6029650000000002,-0.20513621996108738,0.29999999999999993,-0.11225869439342671,0.5834999999999999,-0.1123647198552955,0.736,-0.09576780028638354,1.596,0.4861741358679878,2.142,0.774731967991702,2.5369999999999995,0.774722342554165,2.8620000000000005,0.7579371893985336,48913265551.9221,-0.5263322238837588,12137144620.0221,0.2769464269381307,87.39008859346599,0.3818048706419796,2.6,0.4991763396358008,1.8,0.4193817653805398,-76.61048199999999,39.353438
15,2016-12,MD,BALTIMORE,2016-12,3.355,"(-76.68915799999999, 39.355577000000004)",45509.39,New Construction,0.5606285,-0.1422258335176616,0.6315605,-0.14422902890232916,0.7119585,-0.1501291170441247,0.7883325000000001,-0.16447580038539514,0.9753284999999998,-0.18886789457136355,1.3063339999999999,-0.22998494521244503,1.6692235,-0.20513621996108738,0.42333333333333334,-0.11225869439342671,0.638095238095238,-0.1123647198552955,0.8661904761904763,-0.09576780028638354,1.9590476190476194,0.4861741358679878,2.491904761904762,0.774731967991702,2.835238095238095,0.774722342554165,3.1133333333333324,0.7579371893985336,48441183549.9275,-0.5263322238837588,12605986919.9069,0.2769464269381307,88.1942388876454,0.3818048706419796,2.4,0.4991763396358008,1.9,0.4193817653805398,-76.68915799999999,39.355577000000004
16,2017-01,MD,BALTIMORE,2017-01,3.8899999999999997,"(-76.6108, 39.2909)",216368.585,New Construction,0.6908933333333332,-0.1422258335176616,0.720819523809524,-0.14422902890232916,0.7713747619047617,-0.1501291170441247,0.8375133333333332,-0.16447580038539514,1.0256928571428574,-0.18886789457136355,1.3400880952380954,-0.22998494521244503,1.7079285714285712,-0.20513621996108738,0.496,-0.11225869439342671,0.617,-0.1123647198552955,0.8255000000000002,-0.09576780028638354,1.9164999999999996,0.4861741358679878,2.4325,0.774731967991702,2.7475,0.774722342554165,3.0189999999999997,0.7579371893985336,47316214443.3566,-0.5263322238837588,12351593318.9066,0.2769464269381307,88.3913281030881,0.3818048706419796,2.6,0.4991763396358008,1.8,0.4193817653805398,-76.6108,39.2909
17,2017-06,MD,BALTIMORE,2017-06,3.95,"(-76.615962, 39.296123)",80892.66,New Construction,1.0640909090909094,-0.1422258335176616,1.1183336363636365,-0.14422902890232916,1.1714068181818182,-0.1501291170441247,1.2101513636363637,-0.16447580038539514,1.2624095454545452,-0.18886789457136355,1.4322822727272726,-0.22998494521244503,1.7322577272727273,-0.20513621996108738,0.8413636363636363,-0.11225869439342671,1.1095454545454546,-0.1123647198552955,1.200909090909091,-0.09576780028638354,1.7740909090909094,0.4861741358679878,2.186818181818182,0.774731967991702,2.5399999999999996,0.774722342554165,2.796363636363637,0.7579371893985336,49256214828.7987,-0.5263322238837588,12745337772.3068,0.2769464269381307,84.4501908643932,0.3818048706419796,2.4,0.4991763396358008,1.6,0.4193817653805398,-76.615962,39.296123
18,2017-08,MD,BALTIMORE,2017-08,3.7,"(-76.656871, 39.291990999999996)",25782.54,New Construction,1.1775518181818179,-0.1422258335176616,1.197803181818182,-0.14422902890232916,1.2317690909090908,-0.1501291170441247,1.264191818181818,-0.16447580038539514,1.314176818181818,-0.18886789457136355,1.453699090909091,-0.22998494521244503,1.7253381818181814,-0.20513621996108738,0.9795652173913042,-0.11225869439342671,1.1291304347826083,-0.1123647198552955,1.2291304347826086,-0.09576780028638354,1.7765217391304353,0.4861741358679878,2.209130434782609,0.774731967991702,2.552173913043478,0.774722342554165,2.795217391304348,0.7579371893985336,50938614889.0817,-0.5263322238837588,12103218541.1776,0.2769464269381307,89.1200725980081,0.3818048706419796,2.6,0.4991763396358008,1.6,0.4193817653805398,-76.656871,39.291990999999996
19,2017-09,MD,BALTIMORE,2017-09,3.3,"(-76.63060899999999, 39.285919)",25176.47,New Construction,1.1784444999999997,-0.1422258335176616,1.1967471428571432,-0.14422902890232916,1.23492,-0.1501291170441247,1.2721638095238097,-0.16447580038539514,1.3232957142857147,-0.18886789457136355,1.4732157142857143,-0.22998494521244503,1.738246666666667,-0.20513621996108738,0.9940000000000001,-0.11225869439342671,1.171,-0.1123647198552955,1.2799999999999998,-0.09576780028638354,1.7975,0.4861741358679878,2.2020000000000004,0.774731967991702,2.5300000000000002,0.774722342554165,2.7764999999999995,0.7579371893985336,50617906919.2487,-0.5263322238837588,11813706431.8634,0.2769464269381307,89.1832712740787,0.3818048706419796,2.6,0.4991763396358008,1.5,0.4193817653805398,-76.63060899999999,39.285919
20,2018-02,MD,BALTIMORE,2018-02,3.75,"(-76.628381, 39.305991)",54729.44,New Construction,1.4432573684210526,-0.1422258335176616,1.4712210000000003,-0.14422902890232916,1.6018225000000001,-0.1501291170441247,1.722691,-0.16447580038539514,1.874672,-0.18886789457136355,2.0893395000000003,-0.22998494521244503,2.3701375000000002,-0.20513621996108738,1.3805263157894736,-0.11225869439342671,1.7857894736842108,-0.1123647198552955,1.9636842105263155,-0.09576780028638354,2.599473684210526,0.4861741358679878,2.8589473684210525,0.774731967991702,3.016842105263158,0.774722342554165,3.1310526315789478,0.7579371893985336,50407042046.8076,-0.5263322238837588,11318405616.2761,0.2769464269381307,87.46440959377459,0.3818048706419796,2.8,0.4991763396358008,1.5,0.4193817653805398,-76.628381,39.305991
21,2018-08,MD,BALTIMORE,2018-08,4.39,"(-76.601315, 39.297703999999996)",185342.01499999998,New Construction,1.916485,-0.1422258335176616,1.9541377272727276,-0.14422902890232916,2.074109545454545,-0.1501291170441247,2.18963,-0.16447580038539514,2.323575,-0.18886789457136355,2.5196563636363636,-0.22998494521244503,2.8215668181818185,-0.20513621996108738,1.9408695652173917,-0.11225869439342671,2.244347826086957,-0.1123647198552955,2.445652173913043,-0.09576780028638354,2.7678260869565223,0.4861741358679878,2.889130434782609,0.774731967991702,2.970434782608696,0.774722342554165,3.041739130434783,0.7579371893985336,52055589128.0929,-0.5263322238837588,12917630009.557,0.2769464269381307,88.437943439718,0.3818048706419796,2.6,0.4991763396358008,1.2,0.4193817653805398,-76.601315,39.297703999999996
