,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(1),Corr with student_vol(1),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(3),Corr with mortgage 90(3),long,lat
0,2010-08,TX,EL PASO,2010-08,4.295,"(-106.30323100000001, 31.746033)",79936,48341.505,New Construction,0.23101619047619049,0.3812670273406704,0.2659952380952381,0.38101960741703966,0.27546238095238096,0.38524142114971244,0.3123080952380952,0.397619220536522,0.3625466666666667,0.4125251371799771,0.5790957142857143,0.4169320317367644,0.9435780952380955,0.41326970633347776,0.15409090909090908,0.38638638130944464,0.19136363636363637,0.38754335945343976,0.25909090909090904,0.39039393596205085,1.4654545454545451,0.5034515096919787,2.6986363636363637,0.4449655081050135,3.516818181818181,0.24643784797592475,3.8031818181818178,0.16610004989218563,30512069858.4251,0.30189463285331136,12342273869.2704,0.5585943131227896,94.51558950569391,-0.24101870622794028,5.0,-0.4027565601468396,2.9,-0.24055640977027487,-106.30323100000001,31.746033
1,2012-07,TX,EL PASO,2012-07,3.95,"(-106.30308400000001, 31.747835)",79936,84101.41,New Construction,0.16720454545454547,0.3812670273406704,0.19873636363636368,0.38101960741703966,0.24646136363636365,0.38524142114971244,0.34024999999999994,0.397619220536522,0.4535545454545455,0.4125251371799771,0.7302181818181818,0.4169320317367644,1.0653181818181816,0.41326970633347776,0.06952380952380956,0.38638638130944464,0.14571428571428574,0.38754335945343976,0.18571428571428572,0.39039393596205085,0.6195238095238095,0.5034515096919787,1.5266666666666664,0.4449655081050135,2.217142857142857,0.24643784797592475,2.5900000000000003,0.16610004989218563,37571290060.6541,0.30189463285331136,11986368496.8635,0.5585943131227896,89.6061116730853,-0.24101870622794028,4.0,-0.4027565601468396,2.2,-0.24055640977027487,-106.30308400000001,31.747835
2,2012-10,TX,EL PASO,2012-10,2.65,"(-76.206549, 43.102003)",79912,39897.07,New Construction,0.15320434782608702,0.3812670273406704,0.17955217391304346,0.38101960741703966,0.21346521739130433,0.38524142114971244,0.2717391304347827,0.397619220536522,0.3304891304347827,0.4125251371799771,0.5823021739130435,0.4169320317367644,0.9185760869565219,0.41326970633347776,0.10952380952380951,0.38638638130944464,0.14904761904761904,0.38754335945343976,0.17952380952380956,0.39039393596205085,0.7085714285714285,0.5034515096919787,1.7461904761904758,0.4449655081050135,2.505714285714286,0.24643784797592475,2.90047619047619,0.16610004989218563,38808856509.5085,0.30189463285331136,10740081615.3953,0.5585943131227896,90.2956809830492,-0.24101870622794028,5.2,-0.4027565601468396,2.5,-0.24055640977027487,-76.206549,43.102003
3,2013-01,TX,EL PASO,2013-01,3.6,"(-106.27573659999999, 31.7301567)",79936,61049.4,New Construction,0.16043181818181818,0.3812670273406704,0.17947272727272726,0.38101960741703966,0.20497272727272725,0.38524142114971244,0.2497954545454545,0.397619220536522,0.30261363636363625,0.4125251371799771,0.48810454545454546,0.4169320317367644,0.8142727272727271,0.41326970633347776,0.05190476190476192,0.38638638130944464,0.10761904761904766,0.38754335945343976,0.14523809523809525,0.39039393596205085,0.8052380952380951,0.5034515096919787,1.9147619047619049,0.4449655081050135,2.681428571428571,0.24643784797592475,3.0804761904761913,0.16610004989218563,39298206327.5877,0.30189463285331136,11080080767.5225,0.5585943131227896,88.794109524791,-0.24101870622794028,5.6,-0.4027565601468396,2.1,-0.24055640977027487,-106.27573659999999,31.7301567
4,2013-06,TX,EL PASO,2013-06,2.9,"(9.23806, 4.15)",79912,47266.865000000005,New Construction,0.13074,0.3812670273406704,0.15964599999999998,0.38101960741703966,0.19319250000000002,0.38524142114971244,0.23164600000000002,0.397619220536522,0.27374,0.4125251371799771,0.4139935,0.4169320317367644,0.6839425000000002,0.41326970633347776,0.0345,0.38638638130944464,0.08750000000000002,0.38754335945343976,0.142,0.39039393596205085,1.2035,0.5034515096919787,2.3000000000000003,0.4449655081050135,3.0740000000000003,0.24643784797592475,3.400000000000001,0.16610004989218563,41334062733.8549,0.30189463285331136,8901986132.75728,0.5585943131227896,90.32258801944451,-0.24101870622794028,4.8,-0.4027565601468396,2.0,-0.24055640977027487,9.23806,4.15
5,2014-01,TX,EL PASO,2014-01,4.6,"(-106.295076, 31.790609999999997)",79936,47094.08,New Construction,0.09003181818181817,0.3812670273406704,0.1219931818181818,0.38101960741703966,0.1597090909090909,0.38524142114971244,0.204425,0.397619220536522,0.23822954545454544,0.4125251371799771,0.33795909090909093,0.4169320317367644,0.5752999999999999,0.41326970633347776,0.017142857142857144,0.38638638130944464,0.0690476190476191,0.38754335945343976,0.11619047619047623,0.39039393596205085,1.6466666666666665,0.5034515096919787,2.858095238095238,0.4449655081050135,3.521904761904762,0.24643784797592475,3.76904761904762,0.16610004989218563,44555116847.5878,0.30189463285331136,10011024566.6146,0.5585943131227896,83.69462947740479,-0.24101870622794028,4.2,-0.4027565601468396,1.8,-0.24055640977027487,-106.295076,31.790609999999997
6,2015-09,TX,EL PASO,2015-09,3.75,"(-106.351441, 31.738551)",79915,18879.68,New Construction,0.1344409090909091,0.3812670273406704,0.15661363636363634,0.38101960741703966,0.20107727272727274,0.38524142114971244,0.26589318181818195,0.397619220536522,0.3311113636363637,0.4125251371799771,0.5371681818181817,0.4169320317367644,0.8526636363636364,0.41326970633347776,0.008571428571428572,0.38638638130944464,0.17952380952380947,0.38754335945343976,0.3733333333333333,0.39039393596205085,1.4900000000000002,0.5034515096919787,2.1728571428571435,0.4449655081050135,2.618095238095238,0.24643784797592475,2.9528571428571433,0.16610004989218563,48491901272.6637,0.30189463285331136,11758109185.709,0.5585943131227896,82.4529898168143,-0.24101870622794028,3.7,-0.4027565601468396,1.8,-0.24055640977027487,-106.351441,31.738551
7,2016-07,TX,EL PASO,2016-07,4.13,"(-106.42301499999999, 31.935553999999996)",79934,88542.49,New Construction,0.41380476190476195,0.3812670273406704,0.43819285714285716,0.38101960741703966,0.4828833333333333,0.38524142114971244,0.5734595238095239,0.397619220536522,0.6963095238095237,0.4125251371799771,0.9990666666666668,0.4169320317367644,1.31707619047619,0.41326970633347776,0.2635000000000001,0.38638638130944464,0.4040000000000001,0.38754335945343976,0.5135000000000001,0.39039393596205085,1.0715,0.5034515096919787,1.504,0.4449655081050135,1.8224999999999998,0.24643784797592475,2.227,0.16610004989218563,50249654907.7038,0.30189463285331136,11412820253.2316,0.5585943131227896,88.1942388876454,-0.24101870622794028,3.0,-0.4027565601468396,1.8,-0.24055640977027487,-106.42301499999999,31.935553999999996
8,2016-08,TX,EL PASO,2016-08,4.13,"(-106.51337, 31.812689000000002)",79912,102978.25,New Construction,0.41817045454545454,0.3812670273406704,0.4429568181818182,0.38101960741703966,0.5122418181818182,0.38524142114971244,0.6351372727272727,0.397619220536522,0.810223181818182,0.4125251371799771,1.1977463636363632,0.4169320317367644,1.5097959090909088,0.41326970633347776,0.2608695652173914,0.38638638130944464,0.4460869565217393,0.38754335945343976,0.5682608695652173,0.39039393596205085,1.1330434782608694,0.5034515096919787,1.5565217391304347,0.4449655081050135,1.8895652173913038,0.24643784797592475,2.261739130434783,0.16610004989218563,50034086230.3872,0.30189463285331136,11482367114.4991,0.5585943131227896,88.3913281030881,-0.24101870622794028,3.1,-0.4027565601468396,1.6,-0.24055640977027487,-106.51337,31.812689000000002
9,2017-10,TX,EL PASO,2017-10,3.6,"(-106.04829, 31.846940000000004)",79907,47838.8,New Construction,1.1834895238095235,0.3812670273406704,1.2040609090909093,0.38101960741703966,1.2385486363636362,0.38524142114971244,1.287584090909091,0.397619220536522,1.3607931818181818,0.4125251371799771,1.541957272727273,0.4169320317367644,1.8208568181818179,0.41326970633347776,0.9957142857142858,0.38638638130944464,1.2495238095238093,0.38754335945343976,1.3976190476190478,0.39039393596205085,1.9809523809523806,0.5034515096919787,2.3600000000000003,0.4449655081050135,2.649047619047619,0.24643784797592475,2.8780952380952383,0.16610004989218563,50617906919.2487,0.30189463285331136,11707722927.962,0.5585943131227896,87.3618752869242,-0.24101870622794028,3.6,-0.4027565601468396,1.5,-0.24055640977027487,-106.04829,31.846940000000004
