,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(-3),Corr with student_vol(-3),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(-4),Corr with mortgage 90(-4)
10,2013-08,OH,CLEVELAND,2013-08,3.75,"(-81.836115, 41.481764)",11349.83,New Construction,0.11782999999999999,0.36506032052145765,0.1493142857142857,0.36812316215007934,0.1840704761904762,0.36696879795269743,0.22633523809523812,0.3601083876324756,0.2633952380952381,0.3430680841914776,0.3949285714285714,0.3051955752007088,0.6679499999999999,0.277783465480281,0.03681818181818183,0.3717725970218861,0.07181818181818184,0.35421384950381113,0.12681818181818183,0.35719922416875416,1.5204545454545455,0.46807033001110687,2.7372727272727273,0.45421164963076527,3.488181818181818,0.3038219906082263,3.757727272727273,0.19781548382779807,41561863313.5151,0.34443367238235706,9498561196.652071,-0.4582215702633793,88.4263020205016,-0.502802252086934,2.8,-0.5004849293457683,3.6,-0.33502974416005693
11,2013-10,OH,CLEVELAND,2013-10,4.925,"(-81.624496, 41.510293)",16937.105,New Construction,0.10426086956521738,0.36506032052145765,0.13668260869565219,0.36812316215007934,0.17241521739130433,0.36696879795269743,0.21265,0.3601083876324756,0.2417652173913043,0.3430680841914776,0.36121521739130424,0.3051955752007088,0.6177847826086957,0.277783465480281,0.1059090909090909,0.3717725970218861,0.07590909090909094,0.35421384950381113,0.12136363636363635,0.35719922416875416,1.366818181818182,0.46807033001110687,2.615909090909091,0.45421164963076527,3.3795454545454544,0.3038219906082263,3.6759090909090903,0.19781548382779807,43204378466.7468,0.34443367238235706,8901986132.75728,-0.4582215702633793,84.4459748156831,-0.502802252086934,2.6,-0.5004849293457683,3.4,-0.33502974416005693
12,2014-03,OH,CLEVELAND,2014-03,3.98,"(-81.660625, 41.490832)",64587.8,New Construction,0.0888,0.36506032052145765,0.1207452380952381,0.36812316215007934,0.15488333333333335,0.36696879795269743,0.19711666666666672,0.3601083876324756,0.23409761904761903,0.3430680841914776,0.33106666666666673,0.3051955752007088,0.5571428571428573,0.277783465480281,0.051428571428571455,0.3717725970218861,0.07857142857142858,0.35421384950381113,0.1280952380952381,0.35719922416875416,1.6395238095238096,0.46807033001110687,2.7233333333333327,0.45421164963076527,3.3466666666666667,0.3038219906082263,3.6209523809523807,0.19781548382779807,44931729222.7983,0.34443367238235706,9402239044.86975,-0.4582215702633793,81.9669757663089,-0.502802252086934,2.1,-0.5004849293457683,3.1,-0.33502974416005693
13,2015-02,OH,CLEVELAND,2015-02,4.4,"(-81.684226, 41.504082000000004)",48747.05,New Construction,0.11784999999999998,0.36506032052145765,0.13764249999999997,0.36812316215007934,0.17207499999999998,0.36696879795269743,0.2121925,0.3601083876324756,0.25842,0.3430680841914776,0.37596500000000005,0.3051955752007088,0.6601375,0.277783465480281,0.017894736842105265,0.3717725970218861,0.07105263157894741,0.35421384950381113,0.22421052631578947,0.35719922416875416,1.472631578947368,0.46807033001110687,1.9752631578947366,0.45421164963076527,2.3384210526315794,0.3038219906082263,2.566315789473684,0.19781548382779807,48997735451.5931,0.34443367238235706,11357071284.6333,-0.4582215702633793,83.34061286074021,-0.502802252086934,2.0,-0.5004849293457683,2.6,-0.33502974416005693
14,2015-07,OH,CLEVELAND,2015-07,3.9,"(-81.70714, 41.48966)",66752.71,New Construction,0.1263,0.36506032052145765,0.1488782608695652,0.36812316215007934,0.1881586956521739,0.36696879795269743,0.23940652173913043,0.3601083876324756,0.29066956521739135,0.3430680841914776,0.46192391304347824,0.3051955752007088,0.7858413043478262,0.277783465480281,0.030000000000000002,0.3717725970218861,0.11636363636363636,0.35421384950381113,0.2968181818181819,0.35719922416875416,1.632272727272727,0.46807033001110687,2.3245454545454547,0.45421164963076527,2.7663636363636357,0.3038219906082263,3.066363636363636,0.19781548382779807,48491901272.6637,0.34443367238235706,11835194000.8273,-0.4582215702633793,82.4529898168143,-0.502802252086934,2.6,-0.5004849293457683,2.3,-0.33502974416005693
15,2015-12,OH,CLEVELAND,2015-12,4.0,"(-81.63301899999999, 41.477058)",10489.84,New Construction,0.2286238095238095,0.36506032052145765,0.289352380952381,0.36812316215007934,0.3523071428571429,0.36696879795269743,0.44092857142857156,0.3601083876324756,0.5332357142857143,0.3430680841914776,0.7638285714285715,0.3051955752007088,1.0841380952380955,0.277783465480281,0.17181818181818184,0.3717725970218861,0.4990909090909091,0.35421384950381113,0.6536363636363638,0.35719922416875416,1.6986363636363635,0.46807033001110687,2.2427272727272736,0.45421164963076527,2.6072727272727274,0.3038219906082263,2.97,0.19781548382779807,48887248013.451,0.34443367238235706,11492007418.0579,-0.4582215702633793,83.5754036116387,-0.502802252086934,2.6,-0.5004849293457683,2.1,-0.33502974416005693
16,2016-09,OH,CLEVELAND,2016-09,3.56,"(-81.651685, 41.494389)",53566.68,New Construction,0.42159363636363634,0.36506032052145765,0.4495609090909092,0.36812316215007934,0.5270018181818182,0.36696879795269743,0.6625254545454545,0.3601083876324756,0.8496804545454547,0.3430680841914776,1.2471445454545458,0.3051955752007088,1.5560313636363639,0.277783465480281,0.1914285714285715,0.3717725970218861,0.4671428571428572,0.35421384950381113,0.5933333333333333,0.35719922416875416,1.178095238095238,0.46807033001110687,1.6304761904761906,0.45421164963076527,2.0152380952380957,0.3038219906082263,2.350476190476191,0.19781548382779807,49588706606.1033,0.34443367238235706,11496937509.4445,-0.4582215702633793,88.1697673489486,-0.502802252086934,2.7,-0.5004849293457683,1.9,-0.33502974416005693
17,2016-12,OH,CLEVELAND,2016-12,3.45,"(-81.683799, 41.50261)",28829.85,New Construction,0.5606285,0.36506032052145765,0.6315605,0.36812316215007934,0.7119585,0.36696879795269743,0.7883325000000001,0.3601083876324756,0.9753284999999998,0.3430680841914776,1.3063339999999999,0.3051955752007088,1.6692235,0.277783465480281,0.42333333333333334,0.3717725970218861,0.638095238095238,0.35421384950381113,0.8661904761904763,0.35719922416875416,1.9590476190476194,0.46807033001110687,2.491904761904762,0.45421164963076527,2.835238095238095,0.3038219906082263,3.1133333333333324,0.19781548382779807,47316214443.3566,0.34443367238235706,11482367114.4991,-0.4582215702633793,88.7707153640316,-0.502802252086934,2.7,-0.5004849293457683,1.8,-0.33502974416005693
18,2018-01,OH,CLEVELAND,2018-01,3.56,"(-81.661302, 41.492225)",42555.79,New Construction,1.4378880952380952,0.36506032052145765,1.467563181818182,0.36812316215007934,1.5610881818181819,0.36696879795269743,1.6355336363636364,0.3601083876324756,1.733970909090909,0.3430680841914776,1.9067609090909092,0.3051955752007088,2.196459545454545,0.277783465480281,1.3000000000000003,0.3717725970218861,1.6199999999999994,0.35421384950381113,1.8028571428571425,0.35719922416875416,2.381904761904762,0.46807033001110687,2.5838095238095242,0.45421164963076527,2.7342857142857144,0.3038219906082263,2.8776190476190475,0.19781548382779807,50407042046.8076,0.34443367238235706,11537595366.1601,-0.4582215702633793,88.437943439718,-0.502802252086934,2.2,-0.5004849293457683,1.4,-0.33502974416005693
19,2018-03,OH,CLEVELAND,2018-03,3.63,"(-81.613326, 41.503719)",66476.42,New Construction,1.5183047619047625,0.36506032052145765,1.6006185714285712,0.36812316215007934,1.7991309523809524,0.36696879795269743,1.9184628571428568,0.3601083876324756,2.173357619047619,0.3430680841914776,2.345182380952381,0.3051955752007088,2.596475714285714,0.277783465480281,1.636666666666667,0.3717725970218861,1.917142857142857,0.35421384950381113,2.0628571428571427,0.35719922416875416,2.6295238095238096,0.46807033001110687,2.8423809523809527,0.45421164963076527,2.9733333333333327,0.3038219906082263,3.0914285714285716,0.19781548382779807,50800995008.8069,0.34443367238235706,11223830878.8235,-0.4582215702633793,87.17587933428369,-0.502802252086934,2.0,-0.5004849293457683,1.3,-0.33502974416005693
20,2018-05,OH,CLEVELAND,2018-05,3.85,"(-81.655508, 41.493297)",22406.73,New Construction,1.7065971428571427,0.36506032052145765,1.7524533333333332,0.36812316215007934,1.94629,0.36696879795269743,2.0937409523809523,0.3601083876324756,2.3356085714285713,0.3430680841914776,2.499740476190476,0.3051955752007088,2.754757142857143,0.277783465480281,1.706818181818182,0.3717725970218861,2.0731818181818187,0.35421384950381113,2.2736363636363635,0.35719922416875416,2.816818181818181,0.46807033001110687,2.977727272727273,0.45421164963076527,3.0518181818181818,0.3038219906082263,3.1318181818181827,0.19781548382779807,50593420247.4287,0.34443367238235706,11318405616.2761,-0.4582215702633793,85.8866598662335,-0.502802252086934,2.0,-0.5004849293457683,1.2,-0.33502974416005693
