,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(-3),Corr with student_vol(-3),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(-4),Corr with mortgage 90(-4)
0,2010-06,OH,CLEVELAND,2010-06,3.07,"(-81.589984, 41.474133)",23464.4,New Construction,0.29840136363636366,0.36506032052145765,0.3291213636363637,0.36812316215007934,0.3487363636363637,0.36696879795269743,0.4336950000000001,0.3601083876324756,0.5368986363636363,0.3430680841914776,0.7518195454545455,0.3051955752007088,1.187955909090909,0.277783465480281,0.07954545454545457,0.3717725970218861,0.19090909090909092,0.35421384950381113,0.3181818181818181,0.35719922416875416,1.9963636363636363,0.46807033001110687,3.2040909090909095,0.45421164963076527,3.9499999999999997,0.3038219906082263,4.127727272727272,0.19781548382779807,30512069858.4251,0.34443367238235706,14217328271.8582,-0.4582215702633793,94.51558950569391,-0.502802252086934,3.7,-0.5004849293457683,4.6,-0.33502974416005693
1,2011-09,OH,CLEVELAND,2011-09,4.65,"(-81.61614, 41.522145)",21814.38,New Construction,0.14525181818181823,0.36506032052145765,0.1884,0.36812316215007934,0.23085045454545455,0.36696879795269743,0.2845913636363636,0.3601083876324756,0.3502268181818181,0.3430680841914776,0.5222018181818182,0.3051955752007088,0.8332045454545454,0.277783465480281,0.005714285714285713,0.3717725970218861,0.04333333333333335,0.35421384950381113,0.10476190476190479,0.35719922416875416,0.9004761904761904,0.46807033001110687,1.9752380952380955,0.45421164963076527,2.8271428571428574,0.3038219906082263,3.182380952380953,0.19781548382779807,35385458151.3724,0.34443367238235706,12472473242.0863,-0.4582215702633793,90.48744874686929,-0.502802252086934,3.4,-0.5004849293457683,3.7,-0.33502974416005693
2,2011-11,OH,CLEVELAND,2011-11,4.07,"(-81.79793199999999, 41.433918)",23184.41,New Construction,0.14255090909090912,0.36506032052145765,0.19244863636363635,0.36812316215007934,0.2536463636363637,0.36696879795269743,0.3593790909090909,0.3601083876324756,0.47529181818181826,0.3430680841914776,0.6805422727272729,0.3051955752007088,1.000305,0.277783465480281,0.013999999999999999,0.3717725970218861,0.04650000000000002,0.35421384950381113,0.11200000000000002,0.35719922416875416,0.908,0.46807033001110687,2.0134999999999996,0.45421164963076527,2.7180000000000004,0.3038219906082263,3.0155000000000003,0.19781548382779807,35767585536.868996,0.34443367238235706,12477113046.1263,-0.4582215702633793,90.6452366150782,-0.502802252086934,3.5,-0.5004849293457683,3.8,-0.33502974416005693
3,2012-02,OH,CLEVELAND,2012-02,3.85,"(-81.603938, 41.511146999999994)",11200.09,New Construction,0.1410714285714286,0.36506032052145765,0.19146190476190478,0.36812316215007934,0.2500238095238095,0.36696879795269743,0.3686547619047619,0.3601083876324756,0.5032404761904763,0.3430680841914776,0.7572880952380953,0.3051955752007088,1.0711880952380954,0.277783465480281,0.06350000000000003,0.3717725970218861,0.124,0.35421384950381113,0.161,0.35719922416875416,0.8310000000000001,0.46807033001110687,1.9674999999999998,0.45421164963076527,2.7479999999999998,0.3038219906082263,3.109,0.19781548382779807,36186315501.0541,0.34443367238235706,11784187253.6333,-0.4582215702633793,89.6038877472871,-0.502802252086934,3.0,-0.5004849293457683,3.9,-0.33502974416005693
4,2012-08,OH,CLEVELAND,2012-08,2.33,"(-81.61990899999999, 41.514340000000004)",23902.21,New Construction,0.15374090909090915,0.36506032052145765,0.18745454545454548,0.36812316215007934,0.23783863636363634,0.36696879795269743,0.3331136363636364,0.3601083876324756,0.43259999999999993,0.3430680841914776,0.7177749999999997,0.3051955752007088,1.0426272727272727,0.277783465480281,0.09217391304347829,0.3717725970218861,0.14043478260869566,0.35421384950381113,0.18347826086956526,0.35719922416875416,0.7139130434782609,0.46807033001110687,1.6782608695652175,0.45421164963076527,2.3978260869565218,0.3038219906082263,2.7708695652173914,0.19781548382779807,38808856509.5085,0.34443367238235706,12770391029.1034,-0.4582215702633793,90.2956809830492,-0.502802252086934,3.5,-0.5004849293457683,4.0,-0.33502974416005693
5,2012-10,OH,CLEVELAND,2012-10,2.4,"(-81.684264, 41.499381)",17724.17,New Construction,0.15320434782608702,0.36506032052145765,0.17955217391304346,0.36812316215007934,0.21346521739130433,0.36696879795269743,0.2717391304347827,0.3601083876324756,0.3304891304347827,0.3430680841914776,0.5823021739130435,0.3051955752007088,0.9185760869565219,0.277783465480281,0.10952380952380951,0.3717725970218861,0.14904761904761904,0.35421384950381113,0.17952380952380956,0.35719922416875416,0.7085714285714285,0.46807033001110687,1.7461904761904758,0.45421164963076527,2.505714285714286,0.3038219906082263,2.90047619047619,0.19781548382779807,39658399389.4891,0.34443367238235706,16111780903.4699,-0.4582215702633793,91.578064558499,-0.502802252086934,3.4,-0.5004849293457683,4.1,-0.33502974416005693
6,2012-11,OH,CLEVELAND,2012-11,2.33,"(-81.547445, 41.519549)",54480.11,New Construction,0.1555,0.36506032052145765,0.18060909090909089,0.36812316215007934,0.20888636363636362,0.36696879795269743,0.25813636363636355,0.3601083876324756,0.31102272727272723,0.3430680841914776,0.528347727272727,0.3051955752007088,0.8631931818181818,0.277783465480281,0.12449999999999999,0.3717725970218861,0.14450000000000002,0.35421384950381113,0.17850000000000002,0.35719922416875416,0.665,0.46807033001110687,1.654,0.45421164963076527,2.3894999999999995,0.3038219906082263,2.8034999999999997,0.19781548382779807,39298206327.5877,0.34443367238235706,11986368496.8635,-0.4582215702633793,88.794109524791,-0.502802252086934,3.5,-0.5004849293457683,4.0,-0.33502974416005693
7,2012-12,OH,CLEVELAND,2012-12,2.59,"(-81.70304399999999, 41.498983)",43566.35,New Construction,0.1631578947368421,0.36506032052145765,0.1875157894736842,0.36812316215007934,0.21092631578947374,0.36696879795269743,0.2552894736842105,0.3601083876324756,0.30947368421052623,0.3430680841914776,0.5145657894736843,0.3051955752007088,0.8483157894736841,0.277783465480281,0.039500000000000014,0.3717725970218861,0.11950000000000005,0.35421384950381113,0.1585,0.35719922416875416,0.6960000000000001,0.46807033001110687,1.7189999999999999,0.45421164963076527,2.4675000000000002,0.3038219906082263,2.8835,0.19781548382779807,40395555554.9932,0.34443367238235706,11631947675.6117,-0.4582215702633793,88.920473853359,-0.502802252086934,3.4,-0.5004849293457683,3.8,-0.33502974416005693
8,2013-01,OH,CLEVELAND,2013-01,3.27,"(-81.700906, 41.498847)",108278.24,New Construction,0.16043181818181818,0.36506032052145765,0.17947272727272726,0.36812316215007934,0.20497272727272725,0.36696879795269743,0.2497954545454545,0.3601083876324756,0.30261363636363625,0.3430680841914776,0.48810454545454546,0.3051955752007088,0.8142727272727271,0.277783465480281,0.05190476190476192,0.3717725970218861,0.10761904761904766,0.35421384950381113,0.14523809523809525,0.35719922416875416,0.8052380952380951,0.46807033001110687,1.9147619047619049,0.45421164963076527,2.681428571428571,0.3038219906082263,3.0804761904761913,0.19781548382779807,40995097959.5386,0.34443367238235706,12022315813.7363,-0.4582215702633793,86.5850023909696,-0.502802252086934,3.1,-0.5004849293457683,3.8,-0.33502974416005693
9,2013-03,OH,CLEVELAND,2013-03,3.205,"(-81.613163, 41.539257)",18473.629999999997,New Construction,0.15505000000000002,0.36506032052145765,0.17309999999999998,0.36812316215007934,0.20345,0.36696879795269743,0.2419,0.3601083876324756,0.28190000000000004,0.3430680841914776,0.44782500000000003,0.3051955752007088,0.7351250000000001,0.277783465480281,0.07800000000000003,0.3717725970218861,0.11450000000000005,0.35421384950381113,0.14750000000000002,0.35719922416875416,0.8185000000000002,0.46807033001110687,1.9575,0.45421164963076527,2.7840000000000003,0.3038219906082263,3.1625000000000005,0.19781548382779807,41471481477.9035,0.34443367238235706,11337096053.4966,-0.4582215702633793,89.95115518901541,-0.502802252086934,2.7,-0.5004849293457683,4.0,-0.33502974416005693
