,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(2),Corr with student_vol(2),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-2),Corr with mortgage 90(-2)
0,2010-03,LA,NEW ORLEANS,2010-03,3.78,"(-90.047723, 29.962533)",58636.21,New Construction,0.20298217391304352,0.10212811135636135,0.22118086956521738,0.10449038674866452,0.23731173913043485,0.10551322039874633,0.25031173913043475,0.09520106117053369,0.2684247826086957,0.07956807884103104,0.41060652173913054,0.04472459436684797,0.8732952173913044,0.021015866173962845,0.11652173913043477,0.11929544917903254,0.22565217391304354,0.09235417311260322,0.3956521739130435,0.09401591961396087,2.433043478260869,0.22758000737402242,3.7273913043478255,0.2769179413630065,4.489130434782608,0.23183649999823197,4.644782608695651,0.1935470561922542,27606233351.339,0.27327001081506885,11978266411.3233,-0.7868891308558187,95.21340255359091,-0.49927986555183973,4.9,-0.5238652113068013,4.4,-0.1824669149983749
1,2011-11,LA,NEW ORLEANS,2011-11,4.25,"(-90.021619, 29.923070000000003)",39025.82,New Construction,0.14255090909090912,0.10212811135636135,0.19244863636363635,0.10449038674866452,0.2536463636363637,0.10551322039874633,0.3593790909090909,0.09520106117053369,0.47529181818181826,0.07956807884103104,0.6805422727272729,0.04472459436684797,1.000305,0.021015866173962845,0.013999999999999999,0.11929544917903254,0.04650000000000002,0.09235417311260322,0.11200000000000002,0.09401591961396087,0.908,0.22758000737402242,2.0134999999999996,0.2769179413630065,2.7180000000000004,0.23183649999823197,3.0155000000000003,0.1935470561922542,35344521679.5642,0.27327001081506885,11510278467.2037,-0.7868891308558187,90.0868950067716,-0.49927986555183973,4.6,-0.5238652113068013,3.8,-0.1824669149983749
2,2012-01,LA,NEW ORLEANS,2012-01,4.4,"(-79.955151, 39.669837)",29354.15,New Construction,0.14564761904761903,0.10212811135636135,0.2014238095238095,0.10449038674866452,0.28289523809523814,0.10551322039874633,0.41424761904761903,0.09520106117053369,0.5659000000000001,0.07956807884103104,0.7969761904761906,0.04472459436684797,1.1145476190476191,0.021015866173962845,0.0245,0.11929544917903254,0.06550000000000003,0.09235417311260322,0.11500000000000003,0.09401591961396087,0.835,0.22758000737402242,1.9664999999999995,0.2769179413630065,2.6950000000000003,0.23183649999823197,3.026,0.1935470561922542,35532707747.113,0.27327001081506885,11251067892.2966,-0.7868891308558187,89.6038877472871,-0.49927986555183973,4.6,-0.5238652113068013,3.9,-0.1824669149983749
3,2012-05,LA,NEW ORLEANS,2012-05,2.57,"(-90.07406, 29.949894)",121449.61,New Construction,0.15161363636363637,0.10212811135636135,0.19053181818181822,0.10449038674866452,0.23893181818181805,0.10551322039874633,0.3457045454545453,0.09520106117053369,0.4665318181818183,0.07956807884103104,0.732990909090909,0.04472459436684797,1.0615068181818177,0.021015866173962845,0.06590909090909093,0.11929544917903254,0.14545454545454548,0.09235417311260322,0.19181818181818186,0.09401591961396087,0.7618181818181818,0.22758000737402242,1.8031818181818189,0.2769179413630065,2.525909090909091,0.23183649999823197,2.930909090909091,0.1935470561922542,36186315501.0541,0.27327001081506885,16111780903.4699,-0.7868891308558187,89.513287195688,-0.49927986555183973,5.9,-0.5238652113068013,4.2,-0.1824669149983749
4,2013-06,LA,NEW ORLEANS,2013-06,4.113333333333333,"(-90.074855, 29.948916999999998)",63996.55333333334,New Construction,0.13074,0.10212811135636135,0.15964599999999998,0.10449038674866452,0.19319250000000002,0.10551322039874633,0.23164600000000002,0.09520106117053369,0.27374,0.07956807884103104,0.4139935,0.04472459436684797,0.6839425000000002,0.021015866173962845,0.0345,0.11929544917903254,0.08750000000000002,0.09235417311260322,0.142,0.09401591961396087,1.2035,0.22758000737402242,2.3000000000000003,0.2769179413630065,3.0740000000000003,0.23183649999823197,3.400000000000001,0.1935470561922542,41471481477.9035,0.27327001081506885,10210246554.7955,-0.7868891308558187,85.7873584996498,-0.49927986555183973,4.9,-0.5238652113068013,3.5,-0.1824669149983749
5,2013-08,LA,NEW ORLEANS,2013-08,5.45,"(-89.98756800000001, 30.046598)",32551.03,New Construction,0.11782999999999999,0.10212811135636135,0.1493142857142857,0.10449038674866452,0.1840704761904762,0.10551322039874633,0.22633523809523812,0.09520106117053369,0.2633952380952381,0.07956807884103104,0.3949285714285714,0.04472459436684797,0.6679499999999999,0.021015866173962845,0.03681818181818183,0.11929544917903254,0.07181818181818184,0.09235417311260322,0.12681818181818183,0.09401591961396087,1.5204545454545455,0.22758000737402242,2.7372727272727273,0.2769179413630065,3.488181818181818,0.23183649999823197,3.757727272727273,0.1935470561922542,41062625933.5941,0.27327001081506885,9473893018.88319,-0.7868891308558187,85.3165844012547,-0.49927986555183973,4.2,-0.5238652113068013,3.4,-0.1824669149983749
6,2015-07,LA,NEW ORLEANS,2015-07,4.96,"(-90.006238, 30.011086)",19530.614999999998,New Construction,0.1263,0.10212811135636135,0.1488782608695652,0.10449038674866452,0.1881586956521739,0.10551322039874633,0.23940652173913043,0.09520106117053369,0.29066956521739135,0.07956807884103104,0.46192391304347824,0.04472459436684797,0.7858413043478262,0.021015866173962845,0.030000000000000002,0.11929544917903254,0.11636363636363636,0.09235417311260322,0.2968181818181819,0.09401591961396087,1.632272727272727,0.22758000737402242,2.3245454545454547,0.2769179413630065,2.7663636363636357,0.23183649999823197,3.066363636363636,0.1935470561922542,48836554747.323,0.27327001081506885,11492007418.0579,-0.7868891308558187,81.9752078939728,-0.49927986555183973,3.5,-0.5238652113068013,2.3,-0.1824669149983749
7,2016-07,LA,NEW ORLEANS,2016-07,3.7,"(-89.91395, 30.040774)",126043.24,New Construction,0.41380476190476195,0.10212811135636135,0.43819285714285716,0.10449038674866452,0.4828833333333333,0.10551322039874633,0.5734595238095239,0.09520106117053369,0.6963095238095237,0.07956807884103104,0.9990666666666668,0.04472459436684797,1.31707619047619,0.021015866173962845,0.2635000000000001,0.11929544917903254,0.4040000000000001,0.09235417311260322,0.5135000000000001,0.09401591961396087,1.0715,0.22758000737402242,1.504,0.2769179413630065,1.8224999999999998,0.23183649999823197,2.227,0.1935470561922542,50596067254.1766,0.27327001081506885,11482367114.4991,-0.7868891308558187,89.2057504560787,-0.49927986555183973,3.8,-0.5238652113068013,2.0,-0.1824669149983749
8,2018-01,LA,NEW ORLEANS,2018-01,3.84,"(-90.105047, 29.958232000000002)",129583.83,New Construction,1.4378880952380952,0.10212811135636135,1.467563181818182,0.10449038674866452,1.5610881818181819,0.10551322039874633,1.6355336363636364,0.09520106117053369,1.733970909090909,0.07956807884103104,1.9067609090909092,0.04472459436684797,2.196459545454545,0.021015866173962845,1.3000000000000003,0.11929544917903254,1.6199999999999994,0.09235417311260322,1.8028571428571425,0.09401591961396087,2.381904761904762,0.22758000737402242,2.5838095238095242,0.2769179413630065,2.7342857142857144,0.23183649999823197,2.8776190476190475,0.1935470561922542,49574400061.0285,0.27327001081506885,11725018303.5706,-0.7868891308558187,86.55198240492871,-0.49927986555183973,3.4,-0.5238652113068013,1.6,-0.1824669149983749
9,2018-04,LA,NEW ORLEANS,2018-04,3.99,"(-90.08773599999999, 29.960055999999998)",167672.44,New Construction,1.7027510000000003,0.10212811135636135,1.7432829999999995,0.10449038674866452,1.896724,0.10551322039874633,2.0408605,0.09520106117053369,2.349426,0.07956807884103104,2.493657999999999,0.04472459436684797,2.7355454999999997,0.021015866173962845,1.6604761904761904,0.11929544917903254,1.9780952380952381,0.09235417311260322,2.153809523809524,0.09401591961396087,2.701904761904762,0.22758000737402242,2.869047619047619,0.2769179413630065,2.9595238095238092,0.23183649999823197,3.0719047619047624,0.1935470561922542,50407042046.8076,0.27327001081506885,12484889768.5791,-0.7868891308558187,85.8866598662335,-0.49927986555183973,3.6,-0.5238652113068013,1.7,-0.1824669149983749
10,2018-06,LA,NEW ORLEANS,2018-06,4.44,"(-90.075981, 29.948159000000004)",309856.3,New Construction,1.8376333333333337,0.10212811135636135,1.9170571428571423,0.10449038674866452,2.068429047619047,0.10551322039874633,2.1502619047619045,0.09520106117053369,2.330264285714286,0.07956807884103104,2.4958952380952377,0.04472459436684797,2.759644285714286,0.021015866173962845,1.8052380952380953,0.11929544917903254,2.113809523809524,0.09235417311260322,2.328095238095238,0.09401591961396087,2.775714285714286,0.22758000737402242,2.9123809523809525,0.2769179413630065,2.9776190476190476,0.23183649999823197,3.0500000000000007,0.1935470561922542,50800995008.8069,0.27327001081506885,12917630009.557,-0.7868891308558187,,-0.49927986555183973,3.8,-0.5238652113068013,1.6,-0.1824669149983749
