,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(1),Corr with student_vol(1),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(-4),Corr with mortgage 90(-4)
0,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,6.7,-0.30482619877242534,4.0,-0.35223016478213404
1,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,6.7,-0.30482619877242534,4.1,-0.35223016478213404
2,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,6.7,-0.30482619877242534,1.9,-0.35223016478213404
3,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,6.7,-0.30482619877242534,1.9,-0.35223016478213404
4,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,2.1,-0.30482619877242534,4.0,-0.35223016478213404
5,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,2.1,-0.30482619877242534,4.1,-0.35223016478213404
6,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,2.1,-0.30482619877242534,1.9,-0.35223016478213404
7,BURLINGTON,2012-06,3.15,New Construction,0.163,2.987,-0.8389939163184145,0.19464736842105262,2.9553526315789473,-0.8572736846255395,0.24319736842105263,2.9068026315789472,-0.8389936098545445,0.3459342105263157,2.8040657894736842,-0.7963369589355547,0.46558684210526313,2.6844131578947366,-0.8042298894712039,0.7364000000000004,2.4135999999999997,-0.8207408844691026,1.0691894736842107,2.080810526315789,-0.8645535494144525,0.05190476190476193,3.098095238095238,-0.14724238180693475,0.14809523809523809,3.0019047619047616,-0.5720164689736092,0.18904761904761905,2.960952380952381,-0.3444066937540975,0.7114285714285714,2.4385714285714286,0.7098665086935491,1.6223809523809525,1.5276190476190474,0.697347059672682,2.3061904761904763,0.8438095238095236,0.58181304304609,2.698095238095238,0.4519047619047618,0.5246974794190064,35532707747.113,0.4836154194229752,16111780903.4699,-0.8697762970334338,89.513287195688,-0.8513522619804037,2.1,-0.30482619877242534,1.9,-0.35223016478213404
8,BURLINGTON,2013-10,4.5,New Construction,0.10426086956521738,4.395739130434783,-0.8389939163184145,0.13668260869565219,4.3633173913043475,-0.8572736846255395,0.17241521739130433,4.327584782608696,-0.8389936098545445,0.21265,4.28735,-0.7963369589355547,0.2417652173913043,4.258234782608696,-0.8042298894712039,0.36121521739130424,4.138784782608695,-0.8207408844691026,0.6177847826086957,3.8822152173913045,-0.8645535494144525,0.1059090909090909,4.3940909090909095,-0.14724238180693475,0.07590909090909094,4.424090909090909,-0.5720164689736092,0.12136363636363635,4.378636363636364,-0.3444066937540975,1.366818181818182,3.133181818181818,0.7098665086935491,2.615909090909091,1.8840909090909088,0.697347059672682,3.3795454545454544,1.1204545454545456,0.58181304304609,3.6759090909090903,0.8240909090909097,0.5246974794190064,41507587847.7023,0.4836154194229752,10396023519.0372,-0.8697762970334338,84.4459748156831,-0.8513522619804037,4.5,-0.30482619877242534,3.1,-0.35223016478213404
9,BURLINGTON,2013-10,4.5,New Construction,0.10426086956521738,4.395739130434783,-0.8389939163184145,0.13668260869565219,4.3633173913043475,-0.8572736846255395,0.17241521739130433,4.327584782608696,-0.8389936098545445,0.21265,4.28735,-0.7963369589355547,0.2417652173913043,4.258234782608696,-0.8042298894712039,0.36121521739130424,4.138784782608695,-0.8207408844691026,0.6177847826086957,3.8822152173913045,-0.8645535494144525,0.1059090909090909,4.3940909090909095,-0.14724238180693475,0.07590909090909094,4.424090909090909,-0.5720164689736092,0.12136363636363635,4.378636363636364,-0.3444066937540975,1.366818181818182,3.133181818181818,0.7098665086935491,2.615909090909091,1.8840909090909088,0.697347059672682,3.3795454545454544,1.1204545454545456,0.58181304304609,3.6759090909090903,0.8240909090909097,0.5246974794190064,41507587847.7023,0.4836154194229752,10396023519.0372,-0.8697762970334338,84.4459748156831,-0.8513522619804037,4.5,-0.30482619877242534,2.9,-0.35223016478213404
