,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(3),Corr with student_vol(3),credit_tightness(-2),Corr with credit_tightness(-2),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(4),Corr with mortgage 90(4)
0,GA,ATLANTA,2009-12,4.37,New Construction,0.17885714285714288,4.191142857142857,0.4363304875497817,0.2141833333333333,4.1558166666666665,0.4342112290088629,0.23288904761904766,4.137110952380953,0.42609999177101243,0.24197238095238102,4.128027619047619,0.4208238258709955,0.2530461904761905,4.116953809523809,0.40854888504467535,0.4528776190476191,3.917122380952381,0.38532541668602277,0.9993009523809523,3.370699047619048,0.38891137896584266,0.03181818181818183,4.338181818181818,0.4315258708927901,0.16772727272727275,4.202272727272727,0.417975928840646,0.37136363636363634,3.998636363636364,0.4248443142309017,2.3404545454545453,2.0295454545454548,0.7089150618538917,3.589999999999999,0.7800000000000011,0.723874042239592,4.399545454545455,-0.029545454545455208,0.5313695701032647,4.494090909090908,-0.12409090909090814,0.44463176125811554,27482962505.147003,-0.15007861926972993,14217328271.8582,0.47120050227605215,101.129830992893,0.24796961203411194,4.7,0.07771735496922395,6.4,0.08846053160135896
1,GA,ATLANTA,2010-05,4.795,New Construction,0.2957715789473684,4.499228421052631,0.4363304875497817,0.3152057894736842,4.4797942105263155,0.4342112290088629,0.3354642105263158,4.4595357894736845,0.42609999177101243,0.39242105263157895,4.402578947368421,0.4208238258709955,0.45851421052631586,4.336485789473684,0.40854888504467535,0.6592468421052632,4.135753157894737,0.38532541668602277,1.129987894736842,3.665012105263158,0.38891137896584266,0.147,4.648,0.4315258708927901,0.22350000000000003,4.5715,0.417975928840646,0.37099999999999994,4.424,0.4248443142309017,2.1799999999999997,2.615,0.7089150618538917,3.4199999999999995,1.3750000000000004,0.723874042239592,4.1145,0.6805000000000003,0.5313695701032647,4.286,0.5090000000000003,0.44463176125811554,29160609360.1217,-0.15007861926972993,11556490165.0911,0.47120050227605215,99.3021234972081,0.24796961203411194,5.2,0.07771735496922395,5.8,0.08846053160135896
2,GA,ATLANTA,2010-12,4.1,New Construction,0.24122190476190472,3.858778095238095,0.4363304875497817,0.25412380952380953,3.84587619047619,0.4342112290088629,0.26178857142857137,3.8382114285714284,0.42609999177101243,0.28196571428571415,3.8180342857142855,0.4208238258709955,0.30272333333333334,3.7972766666666664,0.40854888504467535,0.4583942857142857,3.641605714285714,0.38532541668602277,0.7839004761904763,3.316099523809523,0.38891137896584266,0.0854166666666667,4.0145833333333325,0.4315258708927901,0.19333333333333338,3.9066666666666663,0.417975928840646,0.2937499999999999,3.80625,0.4248443142309017,1.9429166666666664,2.1570833333333335,0.7089150618538917,3.2949999999999995,0.8050000000000002,0.723874042239592,4.173333333333333,-0.07333333333333325,0.5313695701032647,4.415,-0.3150000000000004,0.44463176125811554,31565012894.7234,-0.15007861926972993,11311909309.5948,0.47120050227605215,92.4549564204629,0.24796961203411194,4.2,0.07771735496922395,5.0,0.08846053160135896
3,GA,ATLANTA,2011-02,4.79,New Construction,0.23214,4.55786,0.4363304875497817,0.25165,4.53835,0.4342112290088629,0.26292499999999996,4.527075,0.42609999177101243,0.28731249999999997,4.5026875,0.4208238258709955,0.31189999999999996,4.4781,0.40854888504467535,0.46404500000000004,4.325955,0.38532541668602277,0.7933949999999999,3.996605,0.38891137896584266,0.11473684210526319,4.675263157894737,0.4315258708927901,0.16842105263157894,4.6215789473684215,0.417975928840646,0.2863157894736842,4.503684210526316,0.4248443142309017,2.257894736842106,2.532105263157894,0.7089150618538917,3.5763157894736834,1.2136842105263166,0.723874042239592,4.423684210526316,0.36631578947368393,0.5313695701032647,4.652105263157895,0.13789473684210485,0.44463176125811554,31041077337.2648,-0.15007861926972993,13753511368.0623,0.47120050227605215,94.7176548951663,0.24796961203411194,4.4,0.07771735496922395,4.8,0.08846053160135896
4,GA,ATLANTA,2011-08,3.95,New Construction,0.14468363636363638,3.8053163636363636,0.4363304875497817,0.18038681818181818,3.769613181818182,0.4342112290088629,0.21116590909090904,3.738834090909091,0.42609999177101243,0.24895727272727275,3.7010427272727275,0.4208238258709955,0.29323772727272723,3.656762272727273,0.40854888504467535,0.45919454545454547,3.4908054545454545,0.38532541668602277,0.7783581818181818,3.1716418181818185,0.38891137896584266,0.017391304347826094,3.932608695652174,0.4315258708927901,0.06217391304347828,3.887826086956522,0.417975928840646,0.11478260869565218,3.835217391304348,0.4248443142309017,1.021304347826087,2.9286956521739134,0.7089150618538917,2.303043478260869,1.6469565217391313,0.723874042239592,3.244782608695652,0.7052173913043482,0.5313695701032647,3.6513043478260867,0.2986956521739135,0.44463176125811554,34825519831.2788,-0.15007861926972993,11784187253.6333,0.47120050227605215,90.24550000965358,0.24796961203411194,4.8,0.07771735496922395,4.9,0.08846053160135896
5,GA,ATLANTA,2011-12,4.14,New Construction,0.1499335,3.9900664999999997,0.4363304875497817,0.2029985,3.9370014999999996,0.4342112290088629,0.2836085,3.8563914999999995,0.42609999177101243,0.40829250000000006,3.7317074999999997,0.4208238258709955,0.5557375,3.5842624999999995,0.40854888504467535,0.7798775000000001,3.3601224999999997,0.38532541668602277,1.1003555000000003,3.0396444999999996,0.38891137896584266,0.0033333333333333335,4.136666666666667,0.4315258708927901,0.048571428571428585,4.091428571428571,0.417975928840646,0.11523809523809528,4.024761904761904,0.4248443142309017,0.8914285714285713,3.248571428571428,0.7089150618538917,1.9780952380952384,2.1619047619047613,0.723874042239592,2.6676190476190476,1.4723809523809521,0.5313695701032647,2.9823809523809524,1.1576190476190473,0.44463176125811554,35767585536.868996,-0.15007861926972993,11251067892.2966,0.47120050227605215,91.3646878868074,0.24796961203411194,4.2,0.07771735496922395,4.7,0.08846053160135896
6,GA,ATLANTA,2012-08,2.44,New Construction,0.15374090909090915,2.2862590909090907,0.4363304875497817,0.18745454545454548,2.2525454545454546,0.4342112290088629,0.23783863636363634,2.2021613636363635,0.42609999177101243,0.3331136363636364,2.1068863636363635,0.4208238258709955,0.43259999999999993,2.0074,0.40854888504467535,0.7177749999999997,1.7222250000000003,0.38532541668602277,1.0426272727272727,1.3973727272727272,0.38891137896584266,0.09217391304347829,2.3478260869565215,0.4315258708927901,0.14043478260869566,2.2995652173913044,0.417975928840646,0.18347826086956526,2.256521739130435,0.4248443142309017,0.7139130434782609,1.7260869565217392,0.7089150618538917,1.6782608695652175,0.7617391304347825,0.723874042239592,2.3978260869565218,0.04217391304347817,0.5313695701032647,2.7708695652173914,-0.3308695652173914,0.44463176125811554,38410438812.4053,-0.15007861926972993,10740081615.3953,0.47120050227605215,89.56768058609659,0.24796961203411194,4.6,0.07771735496922395,4.2,0.08846053160135896
7,GA,ATLANTA,2012-10,3.15,New Construction,0.15320434782608702,2.9967956521739127,0.4363304875497817,0.17955217391304346,2.9704478260869562,0.4342112290088629,0.21346521739130433,2.9365347826086956,0.42609999177101243,0.2717391304347827,2.878260869565217,0.4208238258709955,0.3304891304347827,2.8195108695652173,0.40854888504467535,0.5823021739130435,2.5676978260869565,0.38532541668602277,0.9185760869565219,2.231423913043478,0.38891137896584266,0.10952380952380951,3.0404761904761903,0.4315258708927901,0.14904761904761904,3.000952380952381,0.417975928840646,0.17952380952380956,2.9704761904761905,0.4248443142309017,0.7085714285714285,2.4414285714285713,0.7089150618538917,1.7461904761904758,1.403809523809524,0.723874042239592,2.505714285714286,0.6442857142857141,0.5313695701032647,2.90047619047619,0.2495238095238097,0.44463176125811554,39268596272.9965,-0.15007861926972993,11154944519.578999,0.47120050227605215,89.6061116730853,0.24796961203411194,4.3,0.07771735496922395,4.0,0.08846053160135896
8,GA,ATLANTA,2012-12,2.7733333333333334,New Construction,0.1631578947368421,2.6101754385964915,0.4363304875497817,0.1875157894736842,2.5858175438596493,0.4342112290088629,0.21092631578947374,2.5624070175438596,0.42609999177101243,0.2552894736842105,2.518043859649123,0.4208238258709955,0.30947368421052623,2.4638596491228073,0.40854888504467535,0.5145657894736843,2.258767543859649,0.38532541668602277,0.8483157894736841,1.9250175438596493,0.38891137896584266,0.039500000000000014,2.7338333333333336,0.4315258708927901,0.11950000000000005,2.6538333333333335,0.417975928840646,0.1585,2.6148333333333333,0.4248443142309017,0.6960000000000001,2.0773333333333333,0.7089150618538917,1.7189999999999999,1.0543333333333336,0.723874042239592,2.4675000000000002,0.3058333333333332,0.5313695701032647,2.8835,-0.11016666666666675,0.44463176125811554,39298206327.5877,-0.15007861926972993,9855625468.0504,0.47120050227605215,90.37816904639429,0.24796961203411194,3.8,0.07771735496922395,3.6,0.08846053160135896
9,GA,ATLANTA,2013-01,2.4299999999999997,New Construction,0.16043181818181818,2.2695681818181814,0.4363304875497817,0.17947272727272726,2.2505272727272723,0.4342112290088629,0.20497272727272725,2.2250272727272726,0.42609999177101243,0.2497954545454545,2.1802045454545453,0.4208238258709955,0.30261363636363625,2.1273863636363632,0.40854888504467535,0.48810454545454546,1.9418954545454543,0.38532541668602277,0.8142727272727271,1.6157272727272725,0.38891137896584266,0.05190476190476192,2.378095238095238,0.4315258708927901,0.10761904761904766,2.322380952380952,0.417975928840646,0.14523809523809525,2.2847619047619045,0.4248443142309017,0.8052380952380951,1.6247619047619046,0.7089150618538917,1.9147619047619049,0.5152380952380948,0.723874042239592,2.681428571428571,-0.25142857142857133,0.5313695701032647,3.0804761904761913,-0.6504761904761915,0.44463176125811554,40395555554.9932,-0.15007861926972993,9123117418.53368,0.47120050227605215,90.2956809830492,0.24796961203411194,3.6,0.07771735496922395,3.5,0.08846053160135896
