,Month,PROPERTY CITY,mortgage 30-89,mortgage 90
56,2012-08,MIAMI,3.5,10.1
57,2012-09,MIAMI,3.5,9.8
58,2012-10,MIAMI,3.6,9.5
59,2012-11,MIAMI,3.6,9.2
60,2012-12,MIAMI,3.8,8.9
61,2013-01,MIAMI,3.8,8.7
62,2013-02,MIAMI,3.5,8.6
63,2013-03,MIAMI,3.5,8.5
64,2013-04,MIAMI,3.0,8.4
65,2013-05,MIAMI,3.0,8.1
66,2013-06,MIAMI,3.1,7.8
67,2013-07,MIAMI,3.0,6.5
68,2013-08,MIAMI,3.2,6.3
69,2013-09,MIAMI,2.7,6.3
70,2013-10,MIAMI,3.1,6.0
71,2013-11,MIAMI,2.7,6.0
72,2013-12,MIAMI,3.2,6.0
73,2014-01,MIAMI,3.2,5.9
74,2014-02,MIAMI,2.6,5.5
75,2014-03,MIAMI,2.8,5.2
76,2014-04,MIAMI,2.4,5.0
77,2014-05,MIAMI,2.8,5.0
78,2014-06,MIAMI,2.4,4.8
79,2014-07,MIAMI,2.8,4.7
80,2014-08,MIAMI,3.1,4.7
81,2014-09,MIAMI,2.8,4.5
82,2014-10,MIAMI,2.9,4.4
83,2014-11,MIAMI,2.8,4.2
84,2014-12,MIAMI,3.0,4.2
85,2015-01,MIAMI,3.1,4.1
86,2015-02,MIAMI,2.6,4.0
87,2015-03,MIAMI,2.4,3.7
88,2015-04,MIAMI,2.3,3.6
89,2015-05,MIAMI,2.3,3.5
90,2015-06,MIAMI,2.3,3.3
91,2015-07,MIAMI,2.4,3.2
92,2015-08,MIAMI,2.8,3.0
93,2015-09,MIAMI,2.6,2.9
94,2015-10,MIAMI,2.7,2.9
95,2015-11,MIAMI,2.5,2.7
96,2015-12,MIAMI,2.7,2.6
97,2016-01,MIAMI,3.0,2.5
98,2016-02,MIAMI,2.4,2.7
99,2016-03,MIAMI,2.3,2.4
100,2016-04,MIAMI,2.0,2.2
101,2016-05,MIAMI,2.2,2.2
102,2016-06,MIAMI,2.2,2.1
103,2016-07,MIAMI,2.3,2.1
104,2016-08,MIAMI,2.4,2.2
105,2016-09,MIAMI,2.3,2.0
106,2016-10,MIAMI,2.6,2.0
107,2016-11,MIAMI,2.3,2.0
108,2016-12,MIAMI,2.4,1.9
109,2017-01,MIAMI,2.5,1.9
110,2017-02,MIAMI,2.3,1.8
111,2017-03,MIAMI,2.4,1.8
112,2017-04,MIAMI,2.0,1.7
113,2017-05,MIAMI,2.2,1.7
114,2017-06,MIAMI,2.1,1.6
115,2017-07,MIAMI,2.4,1.6
116,2017-08,MIAMI,2.5,1.6
117,2017-09,MIAMI,2.1,1.4
118,2017-10,MIAMI,1.5,1.2
119,2017-11,MIAMI,1.0,1.0
120,2017-12,MIAMI,1.2,1.2
121,2018-01,MIAMI,1.5,1.3
122,2018-02,MIAMI,1.4,1.4
123,2018-03,MIAMI,1.5,1.4
124,2018-04,MIAMI,1.5,1.4
125,2018-05,MIAMI,1.6,1.5
126,2018-06,MIAMI,1.5,1.5
127,2018-07,MIAMI,1.8,1.5
128,2018-08,MIAMI,2.1,1.5
129,2018-09,MIAMI,2.0,1.5
130,2018-10,MIAMI,2.1,1.4
131,2018-11,MIAMI,2.0,1.3
132,2018-12,MIAMI,2.2,1.4
133,2019-01,MIAMI,2.4,1.3
134,2019-02,MIAMI,2.0,1.2
135,2019-03,MIAMI,1.9,1.1
