1 Mo,1 Yr,10 Yr,12M,1M,1W,20 Yr,2M,30 Yr,3M,5 Yr,6 Mo,6M,Category,Corr with 1 Mo treasury,Corr with 1 Yr treasury,Corr with 10 Yr treasury,Corr with 20 Yr treasury,Corr with 30 Yr treasury,Corr with 5 Yr treasury,Corr with 6 Mo treasury,Corr with auto_vol,Corr with auto_vol(-1),Corr with auto_vol(-3),Corr with auto_vol(-4),Corr with auto_vol(1),Corr with auto_vol(3),Corr with credit_tightness,Corr with credit_tightness(-3),Corr with credit_tightness(-4),Corr with credit_tightness(2),Corr with libor 12M,Corr with libor 1M,Corr with libor 1W,Corr with libor 2M,Corr with libor 3M,Corr with libor 6M,Corr with libor ON,Corr with student_vol,Corr with student_vol(-4),Corr with student_vol(1),Corr with student_vol(2),Corr with student_vol(4),INTEREST RATE,Month,ON,PROPERTY CITY,auto_vol,auto_vol(-1),auto_vol(-3),auto_vol(-4),auto_vol(1),auto_vol(3),credit_tightness,credit_tightness(-3),credit_tightness(-4),credit_tightness(2),spread between 1 Mo treasury,spread between 1 Yr treasury,spread between 10 Yr treasury,spread between 20 Yr treasury,spread between 30 Yr treasury,spread between 5 Yr treasury,spread between 6 Mo treasury,spread between libor 12M,spread between libor 1M,spread between libor 1W,spread between libor 2M,spread between libor 3M,spread between libor 6M,spread between libor ON,student_vol,student_vol(-4),student_vol(1),student_vol(2),student_vol(4)
0.052631578947368446,0.3131578947368421,3.402631578947368,1.0843766666666663,0.2378266666666667,0.21678666666666663,4.235263157894737,0.24931714285714288,4.314736842105263,0.2681409523809524,2.230526315789474,0.15473684210526314,0.516785238095238,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,3.78,2009-11,0.1780742857142857,BOSTON,,,25435545396.8332,,,,,,96.8995739482615,,3.727368421052631,3.466842105263158,0.377368421052632,-0.45526315789473726,-0.534736842105263,1.549473684210526,3.6252631578947367,2.6956233333333337,3.542173333333333,3.563213333333333,3.530682857142857,3.511859047619047,3.263214761904762,3.601925714285714,,,,,10534224377.9144
0.13400000000000004,0.25200000000000006,2.7630000000000003,0.7651345454545454,0.2541922727272727,0.24913818181818187,3.817999999999999,0.27004181818181816,4.186,0.2871204545454545,1.35,0.182,0.44597000000000014,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,5.1,2010-11,0.22869727272727272,BOSTON,,,31044830349.9256,,,,,,92.8594669911348,,4.965999999999999,4.848,2.3369999999999993,1.2820000000000005,0.9139999999999997,3.7499999999999996,4.917999999999999,4.334865454545454,4.845807727272727,4.8508618181818175,4.829958181818181,4.812879545454545,4.65403,4.8713027272727265,,,,,13238482167.5647
0.0190909090909091,0.18090909090909094,3.002272727272727,0.7268749999999999,0.18716409090909092,0.1615431818181819,3.9145454545454546,0.21923909090909086,4.2327272727272724,0.24782409090909094,1.5799999999999998,0.1013636363636364,0.39758,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,4.75,2011-06,0.12706818181818183,BOSTON,,,31992172727.7437,,,,,,90.24550000965358,,4.7309090909090905,4.569090909090909,1.747727272727273,0.8354545454545454,0.5172727272727276,3.17,4.6486363636363635,4.023125,4.562835909090909,4.588456818181818,4.530760909090909,4.5021759090909095,4.35242,4.622931818181818,,,,,10728874885.7875
0.013500000000000003,0.1145,2.1519999999999997,0.9086428571428572,0.24373904761904758,0.19074095238095234,2.8695,0.3185252380952381,3.128,0.4064785714285714,1.0614999999999999,0.05450000000000003,0.59521,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,3.8,2011-10,0.1416352380952381,BOSTON,,,34825519831.2788,,,,,,91.3646878868074,,3.7864999999999998,3.6854999999999998,1.6480000000000001,0.9304999999999999,0.6719999999999997,2.7385,3.7455,2.8913571428571427,3.5562609523809523,3.6092590476190476,3.481474761904762,3.3935214285714284,3.20479,3.6583647619047617,,,,,14585937143.4485
0.0033333333333333335,0.11523809523809528,1.9780952380952384,1.1003555000000003,0.2836085,0.2029985,2.6676190476190476,0.40829250000000006,2.9823809523809524,0.5557375,0.8914285714285713,0.048571428571428585,0.7798775000000001,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,3.6896,2011-12,0.1499335,BOSTON,,,35385458151.3724,,,,,,90.48744874686929,,3.6862666666666666,3.5743619047619046,1.7115047619047616,1.0219809523809524,0.7072190476190476,2.7981714285714285,3.6410285714285715,2.5892444999999995,3.4059915,3.4866015,3.2813075,3.1338625,2.9097225,3.5396665,,,,,11986368496.8635
0.0245,0.11500000000000003,1.9664999999999995,1.1145476190476191,0.28289523809523814,0.2014238095238095,2.6950000000000003,0.41424761904761903,3.026,0.5659000000000001,0.835,0.06550000000000003,0.7969761904761906,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,4.6,2012-01,0.14564761904761903,BOSTON,,,35532707747.113,,,,,,90.7743282432688,,4.5755,4.484999999999999,2.6335,1.9049999999999994,1.5739999999999998,3.7649999999999997,4.5344999999999995,3.4854523809523803,4.317104761904761,4.39857619047619,4.185752380952381,4.0341,3.803023809523809,4.454352380952381,,,,,11631947675.6117
0.06363636363636366,0.19000000000000003,2.1727272727272724,1.0534477272727274,0.24185227272727275,0.1893409090909091,2.9404545454545454,0.35079999999999995,3.281363636363636,0.4732886363636363,1.0172727272727273,0.14227272727272727,0.741275,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,4.45,2012-03,0.14720000000000003,BOSTON,,,36623269866.4569,,,,,,90.0868950067716,,4.386363636363637,4.26,2.277272727272728,1.5095454545454547,1.1686363636363644,3.4327272727272726,4.307727272727273,3.3965522727272726,4.208147727272728,4.260659090909091,4.099200000000001,3.976711363636364,3.7087250000000003,4.3028,,,,,10740081615.3953
0.06590909090909093,0.19181818181818186,1.8031818181818189,1.0615068181818177,0.23893181818181805,0.19053181818181822,2.525909090909091,0.3457045454545453,2.930909090909091,0.4665318181818183,0.7618181818181818,0.14545454545454548,0.732990909090909,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,4.8,2012-05,0.15161363636363637,BOSTON,,,36186315501.0541,,,,,,89.6038877472871,,4.7340909090909085,4.608181818181818,2.996818181818181,2.274090909090909,1.8690909090909087,4.038181818181818,4.654545454545454,3.738493181818182,4.5610681818181815,4.6094681818181815,4.454295454545455,4.333468181818182,4.067009090909091,4.648386363636363,,,,,11154944519.578999
0.05190476190476193,0.18904761904761905,1.6223809523809525,1.0691894736842107,0.24319736842105263,0.19464736842105262,2.3061904761904763,0.3459342105263157,2.698095238095238,0.46558684210526313,0.7114285714285714,0.14809523809523809,0.7364000000000004,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,3.8699999999999997,2012-06,0.163,BOSTON,,,36601383816.48,,,,,,89.56768058609659,,3.8180952380952378,3.6809523809523808,2.247619047619047,1.5638095238095233,1.1719047619047616,3.1585714285714284,3.7219047619047614,2.800810526315789,3.626802631578947,3.675352631578947,3.524065789473684,3.4044131578947363,3.1335999999999995,3.707,,,,,11080080767.5225
0.10952380952380951,0.17952380952380956,1.7461904761904758,0.9185760869565219,0.21346521739130433,0.17955217391304346,2.505714285714286,0.2717391304347827,2.90047619047619,0.3304891304347827,0.7085714285714285,0.14904761904761904,0.5823021739130435,Refinancing_Purchase of Apartments_Coops,0.189061515316767,0.11726314787901075,0.17758160245346816,0.18858317543753633,0.17416228459033062,0.08530231982861414,0.14667253602512828,,,-0.1985521479556361,,,,,,0.24990344285992816,,0.08531039824456595,0.160800425136134,0.16696144033920163,0.1583987310119647,0.1462380404181326,0.11380266312514284,0.1683261904667712,,,,,0.22346782579066565,4.15,2012-10,0.15320434782608702,BOSTON,,,38410438812.4053,,,,,,90.37816904639429,,4.040476190476191,3.970476190476191,2.4038095238095245,1.6442857142857146,1.2495238095238101,3.4414285714285717,4.0009523809523815,3.2314239130434785,3.936534782608696,3.970447826086957,3.8782608695652177,3.819510869565218,3.567697826086957,3.996795652173913,,,,,9260696074.4491
