PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto loan volume,auto_vol(-1),Corr with lag 1 auto loan volume,auto_vol(-2),Corr with lag 2 auto loan volume,auto_vol(-3),Corr with lag 3 auto loan volume,auto_vol(-4),Corr with lag 4 auto loan volume,auto_vol(1),Corr with lead 1 auto loan volume,auto_vol(2),Corr with lead 2 auto loan volume,auto_vol(3),Corr with lead 3 auto loan volume,auto_vol(4),Corr with lead 4 auto loan volume,student_vol,Corr with student loan volume,student_vol(-1),Corr with lag 1 student loan volume,student_vol(-2),Corr with lag 2 student loan volume,student_vol(-3),Corr with lag 3 student loan volume,student_vol(-4),Corr with lag 4 student loan volume,student_vol(1),Corr with lead 1 student loan volume,student_vol(2),Corr with lead 2 student loan volume,student_vol(3),Corr with lead 3 student loan volume,student_vol(4),Corr with lead 4 student loan volume,credit_tightness,Corr with credit tightness,credit_tightness(-1),Corr with lag 1 credit tightness,credit_tightness(-2),Corr with lag 2 credit tightness,credit_tightness(-3),Corr with lag 3 credit tightness,credit_tightness(-4),Corr with lag 4 credit tightness,credit_tightness(1),Corr with lead 1 credit tightness,credit_tightness(2),Corr with lead 2 credit tightness,credit_tightness(3),Corr with lead 3 credit tightness,credit_tightness(4),Corr with lead 4 credit tightness
BOSTON,2012-06,4.5,Risk Sharing,0.163,4.337,0.049728838566589044,0.19464736842105262,4.305352631578947,0.04934576961744508,0.24319736842105263,4.256802631578948,0.04438002467686229,0.3459342105263157,4.154065789473684,0.043815530317357486,0.46558684210526313,4.034413157894737,0.036922966256482406,0.7364000000000004,3.7635999999999994,0.017043685065042745,1.0691894736842107,3.4308105263157893,0.0017928061171542887,0.05190476190476193,4.448095238095238,0.06866468049887156,0.14809523809523809,4.351904761904762,0.04273372116508898,0.18904761904761905,4.310952380952381,0.026194873897513727,0.7114285714285714,3.7885714285714287,0.09562285481444827,1.6223809523809525,2.8776190476190475,0.24206991474996514,2.3061904761904763,2.1938095238095237,0.2692516373042637,2.698095238095238,1.801904761904762,0.26192480312567556,36186315501.0541,-0.1292392407622257,36777908030.9335,-0.12727639295466997,36623269866.4569,-0.1311252815635085,35767585536.868996,-0.11257796448591365,35532707747.113,-0.13655783865569404,36601383816.48,-0.17345187762010328,37160101000.5239,-0.226620620858672,37571290060.6541,-0.21560871120885508,37685204803.0042,-0.22328297601064706,14585937143.4485,0.15870983780519193,12770391029.1034,0.0748955621784227,11641401212.0971,0.2227530948033282,11251067892.2966,-0.10565524037406629,10728874885.7875,-0.3074528390614508,16111780903.4699,0.16069867594254364,11986368496.8635,0.05822165773802988,11631947675.6117,0.03464452383973386,12022315813.7363,0.0767254691031919,89.56768058609659,-0.1196003960992399,89.6038877472871,-0.13900640498671885,89.00857713430821,0.06346545171705431,90.0868950067716,-0.022826451051609218,90.6452366150782,0.2386284920665461,89.02745876405929,-0.10928019578411463,89.6061116730853,-0.12504054460553404,89.513287195688,0.008905846243996188,90.37816904639429,0.13180895302024737
BOSTON,2012-10,4.15,Risk Sharing,0.15320434782608702,3.996795652173913,0.049728838566589044,0.17955217391304346,3.970447826086957,0.04934576961744508,0.21346521739130433,3.936534782608696,0.04438002467686229,0.2717391304347827,3.8782608695652177,0.043815530317357486,0.3304891304347827,3.819510869565218,0.036922966256482406,0.5823021739130435,3.567697826086957,0.017043685065042745,0.9185760869565219,3.2314239130434785,0.0017928061171542887,0.10952380952380951,4.040476190476191,0.06866468049887156,0.14904761904761904,4.0009523809523815,0.04273372116508898,0.17952380952380956,3.970476190476191,0.026194873897513727,0.7085714285714285,3.4414285714285717,0.09562285481444827,1.7461904761904758,2.4038095238095245,0.24206991474996514,2.505714285714286,1.6442857142857146,0.2692516373042637,2.90047619047619,1.2495238095238101,0.26192480312567556,37685204803.0042,-0.1292392407622257,37571290060.6541,-0.12727639295466997,37160101000.5239,-0.1311252815635085,36601383816.48,-0.11257796448591365,36186315501.0541,-0.13655783865569404,38410438812.4053,-0.17345187762010328,38808856509.5085,-0.226620620858672,39268596272.9965,-0.21560871120885508,39658399389.4891,-0.22328297601064706,12022315813.7363,0.15870983780519193,11631947675.6117,0.0748955621784227,11986368496.8635,0.2227530948033282,16111780903.4699,-0.10565524037406629,14585937143.4485,-0.3074528390614508,10740081615.3953,0.16069867594254364,11337096053.4966,0.05822165773802988,11154944519.578999,0.03464452383973386,11080080767.5225,0.0767254691031919,90.37816904639429,-0.1196003960992399,89.513287195688,-0.13900640498671885,89.6061116730853,0.06346545171705431,89.02745876405929,-0.022826451051609218,89.56768058609659,0.2386284920665461,90.2956809830492,-0.10928019578411463,89.2801736441717,-0.12504054460553404,91.578064558499,0.008905846243996188,88.794109524791,0.13180895302024737
BOSTON,2012-12,3.33,Risk Sharing,0.1631578947368421,3.166842105263158,0.049728838566589044,0.1875157894736842,3.142484210526316,0.04934576961744508,0.21092631578947374,3.119073684210526,0.04438002467686229,0.2552894736842105,3.0747105263157897,0.043815530317357486,0.30947368421052623,3.020526315789474,0.036922966256482406,0.5145657894736843,2.8154342105263157,0.017043685065042745,0.8483157894736841,2.481684210526316,0.0017928061171542887,0.039500000000000014,3.2905,0.06866468049887156,0.11950000000000005,3.2105,0.04273372116508898,0.1585,3.1715,0.026194873897513727,0.6960000000000001,2.634,0.09562285481444827,1.7189999999999999,1.6110000000000002,0.24206991474996514,2.4675000000000002,0.8624999999999998,0.2692516373042637,2.8835,0.4464999999999999,0.26192480312567556,38808856509.5085,-0.1292392407622257,38410438812.4053,-0.12727639295466997,37685204803.0042,-0.1311252815635085,37571290060.6541,-0.11257796448591365,37160101000.5239,-0.13655783865569404,39268596272.9965,-0.17345187762010328,39658399389.4891,-0.226620620858672,39298206327.5877,-0.21560871120885508,40395555554.9932,-0.22328297601064706,11337096053.4966,0.15870983780519193,10740081615.3953,0.0748955621784227,12022315813.7363,0.2227530948033282,11631947675.6117,-0.10565524037406629,11986368496.8635,-0.3074528390614508,11154944519.578999,0.16069867594254364,11080080767.5225,0.05822165773802988,9855625468.0504,0.03464452383973386,9123117418.53368,0.0767254691031919,89.2801736441717,-0.1196003960992399,90.2956809830492,-0.13900640498671885,90.37816904639429,0.06346545171705431,89.513287195688,-0.022826451051609218,89.6061116730853,0.2386284920665461,91.578064558499,-0.10928019578411463,88.794109524791,-0.12504054460553404,88.920473853359,0.008905846243996188,86.5850023909696,0.13180895302024737
BOSTON,2013-06,2.29,Risk Sharing,0.13074,2.15926,0.049728838566589044,0.15964599999999998,2.130354,0.04934576961744508,0.19319250000000002,2.0968075,0.04438002467686229,0.23164600000000002,2.058354,0.043815530317357486,0.27374,2.01626,0.036922966256482406,0.4139935,1.8760065,0.017043685065042745,0.6839425000000002,1.6060575,0.0017928061171542887,0.0345,2.2555,0.06866468049887156,0.08750000000000002,2.2025,0.04273372116508898,0.142,2.148,0.026194873897513727,1.2035,1.0865,0.09562285481444827,2.3000000000000003,-0.010000000000000231,0.24206991474996514,3.0740000000000003,-0.7840000000000003,0.2692516373042637,3.400000000000001,-1.1100000000000008,0.26192480312567556,41507587847.7023,-0.1292392407622257,40995097959.5386,-0.12727639295466997,40395555554.9932,-0.1311252815635085,39298206327.5877,-0.11257796448591365,39658399389.4891,-0.13655783865569404,41471481477.9035,-0.17345187762010328,41334062733.8549,-0.226620620858672,41062625933.5941,-0.21560871120885508,41244159430.5284,-0.22328297601064706,9260696074.4491,0.15870983780519193,9498561196.652071,0.0748955621784227,9123117418.53368,0.2227530948033282,9855625468.0504,-0.10565524037406629,11080080767.5225,-0.3074528390614508,8901986132.75728,0.16069867594254364,10210246554.7955,0.05822165773802988,10216278752.7557,0.03464452383973386,9473893018.88319,0.0767254691031919,89.95115518901541,-0.1196003960992399,88.29263433660921,-0.13900640498671885,86.5850023909696,0.06346545171705431,88.920473853359,-0.022826451051609218,88.794109524791,0.2386284920665461,90.32258801944451,-0.10928019578411463,88.1059676388142,-0.12504054460553404,86.47441597957871,0.008905846243996188,85.7873584996498,0.13180895302024737
BOSTON,2013-07,5.0,Risk Sharing,0.12117913043478262,4.878820869565217,0.049728838566589044,0.15611695652173913,4.843883043478261,0.04934576961744508,0.19111913043478265,4.808880869565217,0.04438002467686229,0.232388695652174,4.767611304347826,0.043815530317357486,0.26758260869565215,4.732417391304348,0.036922966256482406,0.40307869565217386,4.596921304347826,0.017043685065042745,0.6838491304347826,4.3161508695652175,0.0017928061171542887,0.020909090909090912,4.9790909090909095,0.06866468049887156,0.07363636363636367,4.926363636363637,0.04273372116508898,0.12181818181818184,4.878181818181818,0.026194873897513727,1.4031818181818183,3.5968181818181817,0.09562285481444827,2.5822727272727275,2.4177272727272725,0.24206991474996514,3.3072727272727276,1.6927272727272724,0.2692516373042637,3.605,1.395,0.26192480312567556,41471481477.9035,-0.1292392407622257,41507587847.7023,-0.12727639295466997,40995097959.5386,-0.1311252815635085,40395555554.9932,-0.11257796448591365,39298206327.5877,-0.13655783865569404,41334062733.8549,-0.17345187762010328,41062625933.5941,-0.226620620858672,41244159430.5284,-0.21560871120885508,41658198449.9001,-0.22328297601064706,8901986132.75728,0.15870983780519193,9260696074.4491,0.0748955621784227,9498561196.652071,0.2227530948033282,9123117418.53368,-0.10565524037406629,9855625468.0504,-0.3074528390614508,10210246554.7955,0.16069867594254364,10216278752.7557,0.05822165773802988,9473893018.88319,0.03464452383973386,10396023519.0372,0.0767254691031919,90.32258801944451,-0.1196003960992399,89.95115518901541,-0.13900640498671885,88.29263433660921,0.06346545171705431,86.5850023909696,-0.022826451051609218,88.920473853359,0.2386284920665461,88.1059676388142,-0.10928019578411463,86.47441597957871,-0.12504054460553404,85.7873584996498,0.008905846243996188,88.4263020205016,0.13180895302024737
BOSTON,2013-11,5.25,Risk Sharing,0.10274761904761903,5.147252380952381,0.049728838566589044,0.12919047619047616,5.120809523809524,0.04934576961744508,0.1672714285714286,5.0827285714285715,0.04438002467686229,0.20747142857142856,5.042528571428571,0.043815530317357486,0.2382452380952381,5.011754761904762,0.036922966256482406,0.35063809523809525,4.899361904761904,0.017043685065042745,0.5866738095238094,4.663326190476191,0.0017928061171542887,0.046842105263157914,5.203157894736842,0.06866468049887156,0.09842105263157898,5.151578947368421,0.04273372116508898,0.12157894736842105,5.1284210526315785,0.026194873897513727,1.3710526315789473,3.878947368421053,0.09562285481444827,2.7184210526315793,2.5315789473684207,0.24206991474996514,3.503684210526316,1.7463157894736838,0.2692516373042637,3.7999999999999985,1.4500000000000015,0.26192480312567556,41658198449.9001,-0.1292392407622257,41244159430.5284,-0.12727639295466997,41062625933.5941,-0.1311252815635085,41334062733.8549,-0.11257796448591365,41471481477.9035,-0.13655783865569404,41561863313.5151,-0.17345187762010328,42151687038.4775,-0.226620620858672,43204378466.7468,-0.21560871120885508,44555116847.5878,-0.22328297601064706,10396023519.0372,0.15870983780519193,9473893018.88319,0.0748955621784227,10216278752.7557,0.2227530948033282,10210246554.7955,-0.10565524037406629,8901986132.75728,-0.3074528390614508,9402239044.86975,0.16069867594254364,9438159522.248821,0.05822165773802988,10011024566.6146,0.03464452383973386,10653400066.5467,0.0767254691031919,88.4263020205016,-0.1196003960992399,85.7873584996498,-0.13900640498671885,86.47441597957871,0.06346545171705431,88.1059676388142,-0.022826451051609218,90.32258801944451,0.2386284920665461,85.3165844012547,-0.10928019578411463,84.4459748156831,-0.12504054460553404,83.69462947740479,0.008905846243996188,80.910251046009,0.13180895302024737
BOSTON,2013-12,3.4,Risk Sharing,0.10022500000000001,3.299775,0.049728838566589044,0.1273025,3.2726975,0.04934576961744508,0.16723,3.23277,0.04438002467686229,0.2127325,3.1872675,0.043815530317357486,0.24389749999999996,3.1561025,0.036922966256482406,0.34639499999999995,3.053605,0.017043685065042745,0.579045,2.8209549999999997,0.0017928061171542887,0.019047619047619053,3.380952380952381,0.06866468049887156,0.09523809523809526,3.3047619047619046,0.04273372116508898,0.13285714285714287,3.267142857142857,0.026194873897513727,1.5761904761904764,1.8238095238095235,0.09562285481444827,2.901904761904762,0.4980952380952379,0.24206991474996514,3.6266666666666674,-0.22666666666666746,0.2692516373042637,3.889047619047619,-0.4890476190476192,0.26192480312567556,41561863313.5151,-0.1292392407622257,41658198449.9001,-0.12727639295466997,41244159430.5284,-0.1311252815635085,41062625933.5941,-0.11257796448591365,41334062733.8549,-0.13655783865569404,42151687038.4775,-0.17345187762010328,43204378466.7468,-0.226620620858672,44555116847.5878,-0.21560871120885508,44109559396.2995,-0.22328297601064706,9402239044.86975,0.15870983780519193,10396023519.0372,0.0748955621784227,9473893018.88319,0.2227530948033282,10216278752.7557,-0.10565524037406629,10210246554.7955,-0.3074528390614508,9438159522.248821,0.16069867594254364,10011024566.6146,0.05822165773802988,10653400066.5467,0.03464452383973386,11032404366.8063,0.0767254691031919,85.3165844012547,-0.1196003960992399,88.4263020205016,-0.13900640498671885,85.7873584996498,0.06346545171705431,86.47441597957871,-0.022826451051609218,88.1059676388142,0.2386284920665461,84.4459748156831,-0.10928019578411463,83.69462947740479,-0.12504054460553404,80.910251046009,0.008905846243996188,82.56600445924391,0.13180895302024737
BOSTON,2014-03,5.07,Risk Sharing,0.0888,4.9812,0.049728838566589044,0.1207452380952381,4.949254761904762,0.04934576961744508,0.15488333333333335,4.915116666666667,0.04438002467686229,0.19711666666666672,4.872883333333333,0.043815530317357486,0.23409761904761903,4.835902380952382,0.036922966256482406,0.33106666666666673,4.738933333333334,0.017043685065042745,0.5571428571428573,4.512857142857143,0.0017928061171542887,0.051428571428571455,5.018571428571429,0.06866468049887156,0.07857142857142858,4.991428571428572,0.04273372116508898,0.1280952380952381,4.9419047619047625,0.026194873897513727,1.6395238095238096,3.430476190476191,0.09562285481444827,2.7233333333333327,2.3466666666666676,0.24206991474996514,3.3466666666666667,1.7233333333333336,0.2692516373042637,3.6209523809523807,1.4490476190476196,0.26192480312567556,44555116847.5878,-0.1292392407622257,43204378466.7468,-0.12727639295466997,42151687038.4775,-0.1311252815635085,41561863313.5151,-0.11257796448591365,41658198449.9001,-0.13655783865569404,44109559396.2995,-0.17345187762010328,44462292713.4678,-0.226620620858672,43938467193.2505,-0.21560871120885508,44931729222.7983,-0.22328297601064706,10653400066.5467,0.15870983780519193,10011024566.6146,0.0748955621784227,9438159522.248821,0.2227530948033282,9402239044.86975,-0.10565524037406629,10396023519.0372,-0.3074528390614508,11032404366.8063,0.16069867594254364,9507943209.106209,0.05822165773802988,10121843859.6075,0.03464452383973386,10638305940.4607,0.0767254691031919,80.910251046009,-0.1196003960992399,83.69462947740479,-0.13900640498671885,84.4459748156831,0.06346545171705431,85.3165844012547,-0.022826451051609218,88.4263020205016,0.2386284920665461,82.56600445924391,-0.10928019578411463,82.11515832772571,-0.12504054460553404,81.9669757663089,0.008905846243996188,81.64661519553,0.13180895302024737
BOSTON,2014-06,5.6850000000000005,Risk Sharing,0.09278571428571428,5.592214285714286,0.049728838566589044,0.12241428571428574,5.5625857142857145,0.04934576961744508,0.1523738095238095,5.532626190476191,0.04438002467686229,0.19377380952380954,5.4912261904761905,0.043815530317357486,0.2309452380952381,5.454054761904763,0.036922966256482406,0.32388809523809525,5.361111904761906,0.017043685065042745,0.5421714285714285,5.142828571428572,0.0017928061171542887,0.024285714285714296,5.6607142857142865,0.06866468049887156,0.06047619047619051,5.62452380952381,0.04273372116508898,0.10476190476190479,5.580238095238096,0.026194873897513727,1.679047619047619,4.005952380952381,0.09562285481444827,2.5985714285714288,3.0864285714285717,0.24206991474996514,3.1533333333333333,2.531666666666667,0.2692516373042637,3.4199999999999995,2.265000000000001,0.26192480312567556,43938467193.2505,-0.1292392407622257,44462292713.4678,-0.12727639295466997,44109559396.2995,-0.1311252815635085,44555116847.5878,-0.11257796448591365,43204378466.7468,-0.13655783865569404,44931729222.7983,-0.17345187762010328,45277214883.1472,-0.226620620858672,44885858708.7515,-0.21560871120885508,44591810060.8257,-0.22328297601064706,10121843859.6075,0.15870983780519193,9507943209.106209,0.0748955621784227,11032404366.8063,0.2227530948033282,10653400066.5467,-0.10565524037406629,10011024566.6146,-0.3074528390614508,10638305940.4607,0.16069867594254364,11117378455.0815,0.05822165773802988,11159124696.1814,0.03464452383973386,10950177839.1879,0.0767254691031919,81.9669757663089,-0.1196003960992399,82.11515832772571,-0.13900640498671885,82.56600445924391,0.06346545171705431,80.910251046009,-0.022826451051609218,83.69462947740479,0.2386284920665461,81.64661519553,-0.10928019578411463,81.06604477988621,-0.12504054460553404,82.2508390398281,0.008905846243996188,82.08517590205541,0.13180895302024737
BOSTON,2014-12,3.4,Risk Sharing,0.1101,3.2899,0.049728838566589044,0.1330809523809524,3.2669190476190475,0.04934576961744508,0.16305,3.2369499999999998,0.04438002467686229,0.20744285714285715,3.192557142857143,0.043815530317357486,0.2446071428571429,3.155392857142857,0.036922966256482406,0.34302142857142864,3.056978571428571,0.017043685065042745,0.6021190476190476,2.7978809523809525,0.0017928061171542887,0.02500000000000001,3.375,0.06866468049887156,0.1063636363636364,3.2936363636363635,0.04273372116508898,0.21454545454545454,3.1854545454545455,0.026194873897513727,1.64,1.76,0.09562285481444827,2.2072727272727275,1.1927272727272724,0.24206991474996514,2.5504545454545453,0.8495454545454546,0.2692516373042637,2.8331818181818185,0.5668181818181814,0.26192480312567556,45241950015.4561,-0.1292392407622257,44940573200.2924,-0.12727639295466997,44591810060.8257,-0.1311252815635085,44885858708.7515,-0.11257796448591365,45277214883.1472,-0.13655783865569404,45667781053.6763,-0.17345187762010328,45758876905.2845,-0.226620620858672,47944164595.1044,-0.21560871120885508,47036055605.935,-0.22328297601064706,14245911418.8887,0.15870983780519193,11357071284.6333,0.0748955621784227,10950177839.1879,0.2227530948033282,11159124696.1814,-0.10565524037406629,11117378455.0815,-0.3074528390614508,11733364706.6996,0.16069867594254364,11837215038.8922,0.05822165773802988,12019442988.8631,0.03464452383973386,11835194000.8273,0.0767254691031919,82.4770523961592,-0.1196003960992399,82.72786465890579,-0.13900640498671885,82.08517590205541,0.06346545171705431,82.2508390398281,-0.022826451051609218,81.06604477988621,0.2386284920665461,80.33849809561521,-0.10928019578411463,82.122236078369,-0.12504054460553404,82.23381292700279,0.008905846243996188,79.25862065623551,0.13180895302024737
BOSTON,2016-07,4.54,Risk Sharing,0.41380476190476195,4.126195238095238,0.049728838566589044,0.43819285714285716,4.101807142857143,0.04934576961744508,0.4828833333333333,4.0571166666666665,0.04438002467686229,0.5734595238095239,3.966540476190476,0.043815530317357486,0.6963095238095237,3.8436904761904764,0.036922966256482406,0.9990666666666668,3.5409333333333333,0.017043685065042745,1.31707619047619,3.22292380952381,0.0017928061171542887,0.2635000000000001,4.2764999999999995,0.06866468049887156,0.4040000000000001,4.136,0.04273372116508898,0.5135000000000001,4.0265,0.026194873897513727,1.0715,3.4685,0.09562285481444827,1.504,3.036,0.24206991474996514,1.8224999999999998,2.7175000000000002,0.2692516373042637,2.227,2.313,0.26192480312567556,49692544708.3448,-0.1292392407622257,49206523977.8161,-0.12727639295466997,49276189942.4712,-0.1311252815635085,48887248013.451,-0.11257796448591365,48187387172.2131,-0.13655783865569404,50596067254.1766,-0.17345187762010328,50249654907.7038,-0.226620620858672,50034086230.3872,-0.21560871120885508,49971382532.5922,-0.22328297601064706,11531266279.4831,0.15870983780519193,11496937509.4445,0.0748955621784227,11703539581.608,0.2227530948033282,10916249757.9916,-0.10565524037406629,11362184412.0981,-0.3074528390614508,11412820253.2316,0.16069867594254364,11482367114.4991,0.05822165773802988,11692339154.1207,0.03464452383973386,12137144620.0221,0.0767254691031919,87.39008859346599,-0.1196003960992399,85.1896726255448,-0.13900640498671885,85.2359522201137,0.06346545171705431,84.0267577476249,-0.022826451051609218,83.5754036116387,0.2386284920665461,88.1942388876454,-0.10928019578411463,88.3913281030881,-0.12504054460553404,88.43997566936979,0.008905846243996188,89.2057504560787,0.13180895302024737
BOSTON,2016-10,3.14,Risk Sharing,0.4307719047619048,2.709228095238095,0.049728838566589044,0.457582380952381,2.682417619047619,0.04934576961744508,0.5307795238095238,2.6092204761904765,0.04438002467686229,0.6609890476190475,2.4790109523809525,0.043815530317357486,0.8786828571428573,2.261317142857143,0.036922966256482406,1.258856666666667,1.8811433333333332,0.017043685065042745,1.577814761904762,1.5621852380952381,0.0017928061171542887,0.24400000000000005,2.896,0.06866468049887156,0.47700000000000004,2.6630000000000003,0.04273372116508898,0.6595000000000001,2.4805,0.026194873897513727,1.2719999999999998,1.8680000000000003,0.09562285481444827,1.7645000000000004,1.3754999999999997,0.24206991474996514,2.1705,0.9695,0.2692516373042637,2.5004999999999997,0.6395000000000004,0.26192480312567556,50034086230.3872,-0.1292392407622257,50249654907.7038,-0.12727639295466997,50596067254.1766,-0.1311252815635085,49692544708.3448,-0.11257796448591365,49206523977.8161,-0.13655783865569404,49971382532.5922,-0.17345187762010328,51124149514.2735,-0.226620620858672,49588706606.1033,-0.21560871120885508,48913265551.9221,-0.22328297601064706,11692339154.1207,0.15870983780519193,11482367114.4991,0.0748955621784227,11412820253.2316,0.2227530948033282,11531266279.4831,-0.10565524037406629,11496937509.4445,-0.3074528390614508,12137144620.0221,0.16069867594254364,12605986919.9069,0.05822165773802988,12351593318.9066,0.03464452383973386,12722317795.1324,0.0767254691031919,88.43997566936979,-0.1196003960992399,88.3913281030881,-0.13900640498671885,88.1942388876454,0.06346545171705431,87.39008859346599,-0.022826451051609218,85.1896726255448,0.2386284920665461,89.2057504560787,-0.10928019578411463,88.1697673489486,-0.12504054460553404,87.62096056152771,0.008905846243996188,84.4501908643932,0.13180895302024737
BOSTON,2017-02,4.379,Risk Sharing,0.6863609999999999,3.692639,0.049728838566589044,0.7163664999999999,3.6626334999999997,0.04934576961744508,0.7767084999999999,3.6022914999999998,0.04438002467686229,0.8480275,3.5309724999999994,0.043815530317357486,1.0445964999999997,3.3344034999999996,0.036922966256482406,1.3514585000000001,3.0275414999999994,0.017043685065042745,1.723958,2.6550419999999995,0.0017928061171542887,0.48210526315789465,3.8968947368421047,0.06866468049887156,0.653157894736842,3.7258421052631574,0.04273372116508898,0.8205263157894739,3.558473684210526,0.026194873897513727,1.9015789473684213,2.4774210526315783,0.09562285481444827,2.4189473684210525,1.960052631578947,0.24206991474996514,2.763684210526316,1.6153157894736836,0.2692516373042637,3.0321052631578946,1.346894736842105,0.26192480312567556,48913265551.9221,-0.1292392407622257,49588706606.1033,-0.12727639295466997,51124149514.2735,-0.1311252815635085,49971382532.5922,-0.11257796448591365,50034086230.3872,-0.13655783865569404,48441183549.9275,-0.17345187762010328,47316214443.3566,-0.226620620858672,48693341763.9087,-0.21560871120885508,49068548953.9206,-0.22328297601064706,12722317795.1324,0.15870983780519193,12351593318.9066,0.0748955621784227,12605986919.9069,0.2227530948033282,12137144620.0221,-0.10565524037406629,11692339154.1207,-0.3074528390614508,12509011080.2031,0.16069867594254364,12388258203.7622,0.05822165773802988,12747516848.3499,0.03464452383973386,12745337772.3068,0.0767254691031919,84.4501908643932,-0.1196003960992399,87.62096056152771,-0.13900640498671885,88.1697673489486,0.06346545171705431,89.2057504560787,-0.022826451051609218,88.43997566936979,0.2386284920665461,88.7707153640316,-0.10928019578411463,89.1200725980081,-0.12504054460553404,89.1832712740787,0.008905846243996188,88.94830277813108,0.13180895302024737
BOSTON,2017-07,3.76,Risk Sharing,1.1766928571428568,2.583307142857143,0.049728838566589044,1.1913757142857144,2.5686242857142854,0.04934576961744508,1.2280366666666667,2.531963333333333,0.04438002467686229,1.2566676190476191,2.5033323809523806,0.043815530317357486,1.307512857142857,2.4524871428571426,0.036922966256482406,1.4570814285714284,2.302918571428571,0.017043685065042745,1.7410885714285718,2.0189114285714282,0.0017928061171542887,0.9720000000000001,2.788,0.06866468049887156,1.1284999999999996,2.6315,0.04273372116508898,1.2235,2.5364999999999998,0.026194873897513727,1.8720000000000003,1.8879999999999995,0.09562285481444827,2.3179999999999996,1.4420000000000002,0.24206991474996514,2.6505,1.1094999999999997,0.2692516373042637,2.884,0.8759999999999999,0.26192480312567556,48416221734.2909,-0.1292392407622257,49068548953.9206,-0.12727639295466997,48693341763.9087,-0.1311252815635085,47316214443.3566,-0.11257796448591365,48441183549.9275,-0.13655783865569404,47520522623.6854,-0.17345187762010328,49256214828.7987,-0.226620620858672,49855182727.6109,-0.21560871120885508,50938614889.0817,-0.22328297601064706,11814606928.6527,0.15870983780519193,12745337772.3068,0.0748955621784227,12747516848.3499,0.2227530948033282,12388258203.7622,-0.10565524037406629,12509011080.2031,-0.3074528390614508,12103218541.1776,0.16069867594254364,11813706431.8634,0.05822165773802988,11537595366.1601,0.03464452383973386,11707722927.962,0.0767254691031919,88.11497433433529,-0.1196003960992399,88.94830277813108,-0.13900640498671885,89.1832712740787,0.06346545171705431,89.1200725980081,-0.022826451051609218,88.7707153640316,0.2386284920665461,88.23467488709129,-0.10928019578411463,89.9213768261837,-0.12504054460553404,87.46440959377459,0.008905846243996188,87.3618752869242,0.13180895302024737
BOSTON,2017-08,4.465,Risk Sharing,1.1775518181818179,3.287448181818182,0.049728838566589044,1.197803181818182,3.2671968181818176,0.04934576961744508,1.2317690909090908,3.233230909090909,0.04438002467686229,1.264191818181818,3.200808181818182,0.043815530317357486,1.314176818181818,3.1508231818181818,0.036922966256482406,1.453699090909091,3.0113009090909086,0.017043685065042745,1.7253381818181814,2.739661818181818,0.0017928061171542887,0.9795652173913042,3.4854347826086958,0.06866468049887156,1.1291304347826083,3.3358695652173918,0.04273372116508898,1.2291304347826086,3.235869565217391,0.026194873897513727,1.7765217391304353,2.6884782608695645,0.09562285481444827,2.209130434782609,2.255869565217391,0.24206991474996514,2.552173913043478,1.912826086956522,0.2692516373042637,2.795217391304348,1.6697826086956518,0.26192480312567556,47520522623.6854,-0.1292392407622257,48416221734.2909,-0.12727639295466997,49068548953.9206,-0.1311252815635085,48693341763.9087,-0.11257796448591365,47316214443.3566,-0.13655783865569404,49256214828.7987,-0.17345187762010328,49855182727.6109,-0.226620620858672,50938614889.0817,-0.21560871120885508,50617906919.2487,-0.22328297601064706,12103218541.1776,0.15870983780519193,11814606928.6527,0.0748955621784227,12745337772.3068,0.2227530948033282,12747516848.3499,-0.10565524037406629,12388258203.7622,-0.3074528390614508,11813706431.8634,0.16069867594254364,11537595366.1601,0.05822165773802988,11707722927.962,0.03464452383973386,11223830878.8235,0.0767254691031919,88.23467488709129,-0.1196003960992399,88.11497433433529,-0.13900640498671885,88.94830277813108,0.06346545171705431,89.1832712740787,-0.022826451051609218,89.1200725980081,0.2386284920665461,89.9213768261837,-0.10928019578411463,87.46440959377459,-0.12504054460553404,87.3618752869242,0.008905846243996188,88.55316323110772,0.13180895302024737
