1 Mo,1 Yr,10 Yr,12M,1M,1W,20 Yr,2M,30 Yr,3M,5 Yr,6 Mo,6M,Category,Corr with 1 Mo treasury,Corr with 1 Yr treasury,Corr with 10 Yr treasury,Corr with 20 Yr treasury,Corr with 30 Yr treasury,Corr with 5 Yr treasury,Corr with 6 Mo treasury,Corr with auto_vol(-2),Corr with auto_vol(-3),Corr with auto_vol(-4),Corr with auto_vol(1),Corr with credit_tightness(-2),Corr with credit_tightness(-3),Corr with credit_tightness(-4),Corr with libor 12M,Corr with libor 1M,Corr with libor 1W,Corr with libor 2M,Corr with libor 3M,Corr with libor 6M,Corr with libor ON,Corr with student_vol(-3),Corr with student_vol(-4),Corr with student_vol(3),INTEREST RATE,Month,ON,PROPERTY CITY,auto_vol(-2),auto_vol(-3),auto_vol(-4),auto_vol(1),credit_tightness(-2),credit_tightness(-3),credit_tightness(-4),spread between 1 Mo treasury,spread between 1 Yr treasury,spread between 10 Yr treasury,spread between 20 Yr treasury,spread between 30 Yr treasury,spread between 5 Yr treasury,spread between 6 Mo treasury,spread between libor 12M,spread between libor 1M,spread between libor 1W,spread between libor 2M,spread between libor 3M,spread between libor 6M,spread between libor ON,student_vol(-3),student_vol(-4),student_vol(3)
0.13400000000000004,0.25200000000000006,2.7630000000000003,0.7651345454545454,0.2541922727272727,0.24913818181818187,3.817999999999999,0.27004181818181816,4.186,0.2871204545454545,1.35,0.182,0.44597000000000014,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,5.1,2010-11,0.22869727272727272,BOSTON,,31044830349.9256,,,94.0022251537174,,,4.965999999999999,4.848,2.3369999999999993,1.2820000000000005,0.9139999999999997,3.7499999999999996,4.917999999999999,4.334865454545454,4.845807727272727,4.8508618181818175,4.829958181818181,4.812879545454545,4.65403,4.8713027272727265,10792773250.4017,,
0.0190909090909091,0.18090909090909094,3.002272727272727,0.7268749999999999,0.18716409090909092,0.1615431818181819,3.9145454545454546,0.21923909090909086,4.2327272727272724,0.24782409090909094,1.5799999999999998,0.1013636363636364,0.39758,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,4.75,2011-06,0.12706818181818183,BOSTON,,31992172727.7437,,,88.33905735772379,,,4.7309090909090905,4.569090909090909,1.747727272727273,0.8354545454545454,0.5172727272727276,3.17,4.6486363636363635,4.023125,4.562835909090909,4.588456818181818,4.530760909090909,4.5021759090909095,4.35242,4.622931818181818,13238482167.5647,,
0.0033333333333333335,0.11523809523809528,1.9780952380952384,1.1003555000000003,0.2836085,0.2029985,2.6676190476190476,0.40829250000000006,2.9823809523809524,0.5557375,0.8914285714285713,0.048571428571428585,0.7798775000000001,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,3.6896,2011-12,0.1499335,BOSTON,,35385458151.3724,,,90.6452366150782,,,3.6862666666666666,3.5743619047619046,1.7115047619047616,1.0219809523809524,0.7072190476190476,2.7981714285714285,3.6410285714285715,2.5892444999999995,3.4059915,3.4866015,3.2813075,3.1338625,2.9097225,3.5396665,11510278467.2037,,
0.0245,0.11500000000000003,1.9664999999999995,1.1145476190476191,0.28289523809523814,0.2014238095238095,2.6950000000000003,0.41424761904761903,3.026,0.5659000000000001,0.835,0.06550000000000003,0.7969761904761906,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,4.6,2012-01,0.14564761904761903,BOSTON,,35532707747.113,,,90.0868950067716,,,4.5755,4.484999999999999,2.6335,1.9049999999999994,1.5739999999999998,3.7649999999999997,4.5344999999999995,3.4854523809523803,4.317104761904761,4.39857619047619,4.185752380952381,4.0341,3.803023809523809,4.454352380952381,10728874885.7875,,
0.06363636363636366,0.19000000000000003,2.1727272727272724,1.0534477272727274,0.24185227272727275,0.1893409090909091,2.9404545454545454,0.35079999999999995,3.281363636363636,0.4732886363636363,1.0172727272727273,0.14227272727272727,0.741275,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,4.45,2012-03,0.14720000000000003,BOSTON,,36623269866.4569,,,89.6038877472871,,,4.386363636363637,4.26,2.277272727272728,1.5095454545454547,1.1686363636363644,3.4327272727272726,4.307727272727273,3.3965522727272726,4.208147727272728,4.260659090909091,4.099200000000001,3.976711363636364,3.7087250000000003,4.3028,11641401212.0971,,
0.06590909090909093,0.19181818181818186,1.8031818181818189,1.0615068181818177,0.23893181818181805,0.19053181818181822,2.525909090909091,0.3457045454545453,2.930909090909091,0.4665318181818183,0.7618181818181818,0.14545454545454548,0.732990909090909,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,4.8,2012-05,0.15161363636363637,BOSTON,,36186315501.0541,,,89.02745876405929,,,4.7340909090909085,4.608181818181818,2.996818181818181,2.274090909090909,1.8690909090909087,4.038181818181818,4.654545454545454,3.738493181818182,4.5610681818181815,4.6094681818181815,4.454295454545455,4.333468181818182,4.067009090909091,4.648386363636363,14585937143.4485,,
0.05190476190476193,0.18904761904761905,1.6223809523809525,1.0691894736842107,0.24319736842105263,0.19464736842105262,2.3061904761904763,0.3459342105263157,2.698095238095238,0.46558684210526313,0.7114285714285714,0.14809523809523809,0.7364000000000004,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,4.5,2012-06,0.163,BOSTON,,36601383816.48,,,89.6061116730853,,,4.448095238095238,4.310952380952381,2.8776190476190475,2.1938095238095237,1.801904761904762,3.7885714285714287,4.351904761904762,3.4308105263157893,4.256802631578948,4.305352631578947,4.154065789473684,4.034413157894737,3.7635999999999994,4.337,16111780903.4699,,
0.10952380952380951,0.17952380952380956,1.7461904761904758,0.9185760869565219,0.21346521739130433,0.17955217391304346,2.505714285714286,0.2717391304347827,2.90047619047619,0.3304891304347827,0.7085714285714285,0.14904761904761904,0.5823021739130435,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,4.15,2012-10,0.15320434782608702,BOSTON,,38410438812.4053,,,89.2801736441717,,,4.040476190476191,3.970476190476191,2.4038095238095245,1.6442857142857146,1.2495238095238101,3.4414285714285717,4.0009523809523815,3.2314239130434785,3.936534782608696,3.970447826086957,3.8782608695652177,3.819510869565218,3.567697826086957,3.996795652173913,10740081615.3953,,
0.039500000000000014,0.1585,1.7189999999999999,0.8483157894736841,0.21092631578947374,0.1875157894736842,2.4675000000000002,0.2552894736842105,2.8835,0.30947368421052623,0.6960000000000001,0.11950000000000005,0.5145657894736843,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,3.33,2012-12,0.1631578947368421,BOSTON,,39268596272.9965,,,88.794109524791,,,3.2905,3.1715,1.6110000000000002,0.8624999999999998,0.4464999999999999,2.634,3.2105,2.481684210526316,3.119073684210526,3.142484210526316,3.0747105263157897,3.020526315789474,2.8154342105263157,3.166842105263158,11154944519.578999,,
0.0345,0.142,2.3000000000000003,0.6839425000000002,0.19319250000000002,0.15964599999999998,3.0740000000000003,0.23164600000000002,3.400000000000001,0.27374,1.2035,0.08750000000000002,0.4139935,Risk Sharing,0.06866468049887156,0.026194873897513727,0.24206991474996514,0.2692516373042637,0.26192480312567556,0.09562285481444827,0.04273372116508898,,0.19854238660389598,,,0.1747696355844634,,,0.0017928061171542887,0.04438002467686229,0.04934576961744508,0.043815530317357486,0.036922966256482406,0.017043685065042745,0.049728838566589044,-0.26831786349584397,,,2.29,2013-06,0.13074,BOSTON,,41471481477.9035,,,88.1059676388142,,,2.2555,2.148,-0.010000000000000231,-0.7840000000000003,-1.1100000000000008,1.0865,2.2025,1.6060575,2.0968075,2.130354,2.058354,2.01626,1.8760065,2.15926,8901986132.75728,,
