,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-2),Corr with auto_vol(-2),student_vol(4),Corr with student_vol(4),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-4),Corr with mortgage 90(-4)
0,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.5,-0.06741448937948942
1,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.6,-0.06741448937948942
2,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.5,-0.06741448937948942
3,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.6,-0.06741448937948942
4,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.5,-0.06741448937948942
5,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.6,-0.06741448937948942
6,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.5,-0.06741448937948942
7,CHATTANOOGA,2010-12,4.55,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.308778095238095,0.36939442323671057,0.25412380952380953,4.29587619047619,0.3607281508017423,0.26178857142857137,4.288211428571429,0.3513203682929815,0.28196571428571415,4.268034285714286,0.33379068563741,0.30272333333333334,4.247276666666666,0.3024278189672592,0.4583942857142857,4.0916057142857145,0.2354520992553279,0.7839004761904763,3.7660995238095234,0.20203968128247835,0.0854166666666667,4.464583333333334,0.36539373186395624,0.19333333333333338,4.3566666666666665,0.37002951874413437,0.2937499999999999,4.25625,0.36593974696997333,1.9429166666666664,2.6070833333333336,0.6599122791195953,3.2949999999999995,1.2550000000000003,0.7687880757442861,4.173333333333333,0.3766666666666669,0.6150991925168853,4.415,0.1349999999999998,0.5149169215754363,30512069858.4251,0.02993069640720332,15995126134.7035,0.5542327374028689,93.74313363440879,0.1880043273990206,4.5,0.33681190867155114,3.6,-0.06741448937948942
8,CHATTANOOGA,2012-05,3.5,Improvements_Additions for Apartments_Coops,0.15161363636363637,3.3483863636363638,0.36939442323671057,0.19053181818181822,3.3094681818181817,0.3607281508017423,0.23893181818181805,3.261068181818182,0.3513203682929815,0.3457045454545453,3.154295454545455,0.33379068563741,0.4665318181818183,3.033468181818182,0.3024278189672592,0.732990909090909,2.7670090909090908,0.2354520992553279,1.0615068181818177,2.438493181818182,0.20203968128247835,0.06590909090909093,3.434090909090909,0.36539373186395624,0.14545454545454548,3.3545454545454545,0.37002951874413437,0.19181818181818186,3.308181818181818,0.36593974696997333,0.7618181818181818,2.7381818181818183,0.6599122791195953,1.8031818181818189,1.6968181818181811,0.7687880757442861,2.525909090909091,0.9740909090909091,0.6150991925168853,2.930909090909091,0.5690909090909089,0.5149169215754363,35767585536.868996,0.02993069640720332,11631947675.6117,0.5542327374028689,89.02745876405929,0.1880043273990206,3.6,0.33681190867155114,3.0,-0.06741448937948942
9,CHATTANOOGA,2012-05,3.5,Improvements_Additions for Apartments_Coops,0.15161363636363637,3.3483863636363638,0.36939442323671057,0.19053181818181822,3.3094681818181817,0.3607281508017423,0.23893181818181805,3.261068181818182,0.3513203682929815,0.3457045454545453,3.154295454545455,0.33379068563741,0.4665318181818183,3.033468181818182,0.3024278189672592,0.732990909090909,2.7670090909090908,0.2354520992553279,1.0615068181818177,2.438493181818182,0.20203968128247835,0.06590909090909093,3.434090909090909,0.36539373186395624,0.14545454545454548,3.3545454545454545,0.37002951874413437,0.19181818181818186,3.308181818181818,0.36593974696997333,0.7618181818181818,2.7381818181818183,0.6599122791195953,1.8031818181818189,1.6968181818181811,0.7687880757442861,2.525909090909091,0.9740909090909091,0.6150991925168853,2.930909090909091,0.5690909090909089,0.5149169215754363,35767585536.868996,0.02993069640720332,11631947675.6117,0.5542327374028689,89.02745876405929,0.1880043273990206,3.6,0.33681190867155114,3.0,-0.06741448937948942
