,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(3),Corr with student_vol(3),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-3),Corr with mortgage 90(-3)
0,MD,BALTIMORE,2009-12,3.43,Improvements_Additions for Apartments_Coops,0.17885714285714288,3.2511428571428573,0.04156803424765095,0.2141833333333333,3.215816666666667,0.03939557151843797,0.23288904761904766,3.1971109523809527,0.033027869308545205,0.24197238095238102,3.1880276190476193,0.024393356935388348,0.2530461904761905,3.17695380952381,0.009903076146106115,0.4528776190476191,2.9771223809523812,-0.01561141174925742,0.9993009523809523,2.430699047619048,-0.0028341042723819382,0.03181818181818183,3.3981818181818184,0.0469568241266588,0.16772727272727275,3.262272727272727,0.03859356984824743,0.37136363636363634,3.0586363636363636,0.04240628309647248,2.3404545454545453,1.0895454545454548,0.3985287468369646,3.589999999999999,-0.1599999999999988,0.6258525488109206,4.399545454545455,-0.9695454545454552,0.6006189118404128,4.494090909090908,-1.064090909090908,0.5805950004513121,27482962505.147003,-0.3486591943195664,14217328271.8582,-0.16203573429065057,96.8995739482615,0.334443577458545,4.4,0.3007275147522734,4.3,0.2141637651623446
1,MD,BALTIMORE,2010-03,6.15,Improvements_Additions for Apartments_Coops,0.20298217391304352,5.947017826086957,0.04156803424765095,0.22118086956521738,5.928819130434783,0.03939557151843797,0.23731173913043485,5.912688260869565,0.033027869308545205,0.25031173913043475,5.899688260869565,0.024393356935388348,0.2684247826086957,5.881575217391305,0.009903076146106115,0.41060652173913054,5.73939347826087,-0.01561141174925742,0.8732952173913044,5.276704782608696,-0.0028341042723819382,0.11652173913043477,6.033478260869566,0.0469568241266588,0.22565217391304354,5.924347826086957,0.03859356984824743,0.3956521739130435,5.754347826086957,0.04240628309647248,2.433043478260869,3.716956521739131,0.3985287468369646,3.7273913043478255,2.422608695652175,0.6258525488109206,4.489130434782608,1.660869565217392,0.6006189118404128,4.644782608695651,1.505217391304349,0.5805950004513121,28389074974.2894,-0.3486591943195664,11833891080.8667,-0.16203573429065057,97.8799778094334,0.334443577458545,4.1,0.3007275147522734,4.9,0.2141637651623446
2,MD,BALTIMORE,2010-05,6.58,Improvements_Additions for Apartments_Coops,0.2957715789473684,6.284228421052632,0.04156803424765095,0.3152057894736842,6.264794210526316,0.03939557151843797,0.3354642105263158,6.244535789473685,0.033027869308545205,0.39242105263157895,6.187578947368421,0.024393356935388348,0.45851421052631586,6.1214857894736845,0.009903076146106115,0.6592468421052632,5.920753157894737,-0.01561141174925742,1.129987894736842,5.450012105263158,-0.0028341042723819382,0.147,6.433,0.0469568241266588,0.22350000000000003,6.3565000000000005,0.03859356984824743,0.37099999999999994,6.2090000000000005,0.04240628309647248,2.1799999999999997,4.4,0.3985287468369646,3.4199999999999995,3.1600000000000006,0.6258525488109206,4.1145,2.4655000000000005,0.6006189118404128,4.286,2.2940000000000005,0.5805950004513121,29160609360.1217,-0.3486591943195664,11556490165.0911,-0.16203573429065057,99.0214107435932,0.334443577458545,4.4,0.3007275147522734,5.0,0.2141637651623446
3,MD,BALTIMORE,2010-06,4.6,Improvements_Additions for Apartments_Coops,0.29840136363636366,4.301598636363636,0.04156803424765095,0.3291213636363637,4.270878636363636,0.03939557151843797,0.3487363636363637,4.251263636363636,0.033027869308545205,0.4336950000000001,4.1663049999999995,0.024393356935388348,0.5368986363636363,4.063101363636363,0.009903076146106115,0.7518195454545455,3.848180454545454,-0.01561141174925742,1.187955909090909,3.4120440909090908,-0.0028341042723819382,0.07954545454545457,4.5204545454545455,0.0469568241266588,0.19090909090909092,4.409090909090908,0.03859356984824743,0.3181818181818181,4.281818181818181,0.04240628309647248,1.9963636363636363,2.6036363636363635,0.3985287468369646,3.2040909090909095,1.39590909090909,0.6258525488109206,3.9499999999999997,0.6499999999999999,0.6006189118404128,4.127727272727272,0.4722727272727276,0.5805950004513121,29826615528.9652,-0.3486591943195664,12342273869.2704,-0.16203573429065057,98.6449594200431,0.334443577458545,4.2,0.3007275147522734,4.7,0.2141637651623446
4,MD,BALTIMORE,2010-12,5.0,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.758778095238095,0.04156803424765095,0.25412380952380953,4.74587619047619,0.03939557151843797,0.26178857142857137,4.738211428571429,0.033027869308545205,0.28196571428571415,4.718034285714285,0.024393356935388348,0.30272333333333334,4.697276666666666,0.009903076146106115,0.4583942857142857,4.541605714285715,-0.01561141174925742,0.7839004761904763,4.216099523809524,-0.0028341042723819382,0.0854166666666667,4.914583333333333,0.0469568241266588,0.19333333333333338,4.806666666666667,0.03859356984824743,0.2937499999999999,4.70625,0.04240628309647248,1.9429166666666664,3.057083333333334,0.3985287468369646,3.2949999999999995,1.7050000000000005,0.6258525488109206,4.173333333333333,0.8266666666666671,0.6006189118404128,4.415,0.585,0.5805950004513121,31565012894.7234,-0.3486591943195664,11311909309.5948,-0.16203573429065057,92.8594669911348,0.334443577458545,4.2,0.3007275147522734,4.3,0.2141637651623446
5,MD,BALTIMORE,2011-05,4.55,Improvements_Additions for Apartments_Coops,0.130775,4.419225,0.04156803424765095,0.16787249999999998,4.3821275,0.03939557151843797,0.1978005,4.3521995,0.033027869308545205,0.23078799999999994,4.319212,0.024393356935388348,0.260713,4.289287,0.009903076146106115,0.41407550000000004,4.1359245,-0.01561141174925742,0.7391499999999999,3.81085,-0.0028341042723819382,0.024285714285714285,4.525714285714286,0.0469568241266588,0.0866666666666667,4.463333333333333,0.03859356984824743,0.18809523809523812,4.3619047619047615,0.04240628309647248,1.8423809523809527,2.707619047619047,0.3985287468369646,3.168571428571429,1.3814285714285708,0.6258525488109206,4.011428571428572,0.5385714285714283,0.6006189118404128,4.293333333333333,0.2566666666666668,0.5805950004513121,31754785132.2305,-0.3486591943195664,12477113046.1263,-0.16203573429065057,92.5881563190625,0.334443577458545,4.3,0.3007275147522734,4.8,0.2141637651623446
6,MD,BALTIMORE,2011-06,4.01,Improvements_Additions for Apartments_Coops,0.12706818181818183,3.882931818181818,0.04156803424765095,0.1615431818181819,3.848456818181818,0.03939557151843797,0.18716409090909092,3.8228359090909088,0.033027869308545205,0.21923909090909086,3.790760909090909,0.024393356935388348,0.24782409090909094,3.762175909090909,0.009903076146106115,0.39758,3.6124199999999997,-0.01561141174925742,0.7268749999999999,3.283125,-0.0028341042723819382,0.0190909090909091,3.9909090909090907,0.0469568241266588,0.1013636363636364,3.9086363636363632,0.03859356984824743,0.18090909090909094,3.8290909090909087,0.04240628309647248,1.5799999999999998,2.4299999999999997,0.3985287468369646,3.002272727272727,1.0077272727272728,0.6258525488109206,3.9145454545454546,0.09545454545454524,0.6006189118404128,4.2327272727272724,-0.22272727272727266,0.5805950004513121,33690910289.8878,-0.3486591943195664,11655650147.2578,-0.16203573429065057,91.13289228397959,0.334443577458545,4.0,0.3007275147522734,4.7,0.2141637651623446
7,MD,BALTIMORE,2011-11,4.0,Improvements_Additions for Apartments_Coops,0.14255090909090912,3.857449090909091,0.04156803424765095,0.19244863636363635,3.807551363636364,0.03939557151843797,0.2536463636363637,3.7463536363636365,0.033027869308545205,0.3593790909090909,3.640620909090909,0.024393356935388348,0.47529181818181826,3.524708181818182,0.009903076146106115,0.6805422727272729,3.3194577272727273,-0.01561141174925742,1.000305,2.999695,-0.0028341042723819382,0.013999999999999999,3.986,0.0469568241266588,0.04650000000000002,3.9535,0.03859356984824743,0.11200000000000002,3.888,0.04240628309647248,0.908,3.092,0.3985287468369646,2.0134999999999996,1.9865000000000004,0.6258525488109206,2.7180000000000004,1.2819999999999996,0.6006189118404128,3.0155000000000003,0.9844999999999997,0.5805950004513121,35532707747.113,-0.3486591943195664,10728874885.7875,-0.16203573429065057,91.3646878868074,0.334443577458545,3.8,0.3007275147522734,4.6,0.2141637651623446
8,MD,BALTIMORE,2012-03,3.4,Improvements_Additions for Apartments_Coops,0.14720000000000003,3.2527999999999997,0.04156803424765095,0.1893409090909091,3.2106590909090906,0.03939557151843797,0.24185227272727275,3.158147727272727,0.033027869308545205,0.35079999999999995,3.0492,0.024393356935388348,0.4732886363636363,2.9267113636363637,0.009903076146106115,0.741275,2.658725,-0.01561141174925742,1.0534477272727274,2.3465522727272727,-0.0028341042723819382,0.06363636363636366,3.3363636363636364,0.0469568241266588,0.14227272727272727,3.257727272727273,0.03859356984824743,0.19000000000000003,3.21,0.04240628309647248,1.0172727272727273,2.382727272727273,0.3985287468369646,2.1727272727272724,1.2272727272727275,0.6258525488109206,2.9404545454545454,0.4595454545454545,0.6006189118404128,3.281363636363636,0.1186363636363641,0.5805950004513121,36186315501.0541,-0.3486591943195664,14585937143.4485,-0.16203573429065057,90.6452366150782,0.334443577458545,3.7,0.3007275147522734,4.8,0.2141637651623446
9,MD,BALTIMORE,2012-04,3.49,Improvements_Additions for Apartments_Coops,0.14868421052631575,3.3413157894736845,0.04156803424765095,0.18980526315789473,3.3001947368421054,0.03939557151843797,0.23982894736842097,3.250171052631579,0.033027869308545205,0.34777368421052635,3.1422263157894736,0.024393356935388348,0.46680789473684203,3.023192105263158,0.009903076146106115,0.7313999999999999,2.7586000000000004,-0.01561141174925742,1.048621052631579,2.4413789473684213,-0.0028341042723819382,0.0666666666666667,3.4233333333333333,0.0469568241266588,0.13904761904761903,3.350952380952381,0.03859356984824743,0.18333333333333335,3.3066666666666666,0.04240628309647248,0.8947619047619045,2.595238095238096,0.3985287468369646,2.0528571428571425,1.4371428571428577,0.6258525488109206,2.8166666666666664,0.6733333333333338,0.6006189118404128,3.1842857142857137,0.3057142857142865,0.5805950004513121,36601383816.48,-0.3486591943195664,16111780903.4699,-0.16203573429065057,90.0868950067716,0.334443577458545,4.1,0.3007275147522734,5.0,0.2141637651623446
10,MD,BALTIMORE,2012-06,2.71,Improvements_Additions for Apartments_Coops,0.163,2.547,0.04156803424765095,0.19464736842105262,2.5153526315789474,0.03939557151843797,0.24319736842105263,2.4668026315789473,0.033027869308545205,0.3459342105263157,2.3640657894736843,0.024393356935388348,0.46558684210526313,2.244413157894737,0.009903076146106115,0.7364000000000004,1.9735999999999996,-0.01561141174925742,1.0691894736842107,1.6408105263157893,-0.0028341042723819382,0.05190476190476193,2.658095238095238,0.0469568241266588,0.14809523809523809,2.5619047619047617,0.03859356984824743,0.18904761904761905,2.520952380952381,0.04240628309647248,0.7114285714285714,1.9985714285714287,0.3985287468369646,1.6223809523809525,1.0876190476190475,0.6258525488109206,2.3061904761904763,0.4038095238095236,0.6006189118404128,2.698095238095238,0.011904761904761862,0.5805950004513121,37571290060.6541,-0.3486591943195664,11631947675.6117,-0.16203573429065057,89.6038877472871,0.334443577458545,3.7,0.3007275147522734,4.8,0.2141637651623446
11,MD,BALTIMORE,2012-08,2.39,Improvements_Additions for Apartments_Coops,0.15374090909090915,2.236259090909091,0.04156803424765095,0.18745454545454548,2.202545454545455,0.03939557151843797,0.23783863636363634,2.1521613636363637,0.033027869308545205,0.3331136363636364,2.0568863636363637,0.024393356935388348,0.43259999999999993,1.9574000000000003,0.009903076146106115,0.7177749999999997,1.6722250000000005,-0.01561141174925742,1.0426272727272727,1.3473727272727274,-0.0028341042723819382,0.09217391304347829,2.2978260869565217,0.0469568241266588,0.14043478260869566,2.2495652173913046,0.03859356984824743,0.18347826086956526,2.206521739130435,0.04240628309647248,0.7139130434782609,1.6760869565217393,0.3985287468369646,1.6782608695652175,0.7117391304347827,0.6258525488109206,2.3978260869565218,-0.00782608695652165,0.6006189118404128,2.7708695652173914,-0.38086956521739124,0.5805950004513121,38410438812.4053,-0.3486591943195664,10740081615.3953,-0.16203573429065057,89.02745876405929,0.334443577458545,3.6,0.3007275147522734,4.9,0.2141637651623446
12,MD,BALTIMORE,2012-11,2.53,Improvements_Additions for Apartments_Coops,0.1555,2.3745,0.04156803424765095,0.18060909090909089,2.349390909090909,0.03939557151843797,0.20888636363636362,2.321113636363636,0.033027869308545205,0.25813636363636355,2.271863636363636,0.024393356935388348,0.31102272727272723,2.2189772727272725,0.009903076146106115,0.528347727272727,2.0016522727272728,-0.01561141174925742,0.8631931818181818,1.666806818181818,-0.0028341042723819382,0.12449999999999999,2.4055,0.0469568241266588,0.14450000000000002,2.3855,0.03859356984824743,0.17850000000000002,2.3514999999999997,0.04240628309647248,0.665,1.8649999999999998,0.3985287468369646,1.654,0.8759999999999999,0.6258525488109206,2.3894999999999995,0.1405000000000003,0.6006189118404128,2.8034999999999997,-0.27349999999999985,0.5805950004513121,39658399389.4891,-0.3486591943195664,11080080767.5225,-0.16203573429065057,90.37816904639429,0.334443577458545,3.6,0.3007275147522734,4.9,0.2141637651623446
13,MD,BALTIMORE,2013-03,4.76,Improvements_Additions for Apartments_Coops,0.15505000000000002,4.60495,0.04156803424765095,0.17309999999999998,4.5869,0.03939557151843797,0.20345,4.55655,0.033027869308545205,0.2419,4.5181,0.024393356935388348,0.28190000000000004,4.4780999999999995,0.009903076146106115,0.44782500000000003,4.312175,-0.01561141174925742,0.7351250000000001,4.024875,-0.0028341042723819382,0.07800000000000003,4.6819999999999995,0.0469568241266588,0.11450000000000005,4.6455,0.03859356984824743,0.14750000000000002,4.6125,0.04240628309647248,0.8185000000000002,3.9414999999999996,0.3985287468369646,1.9575,2.8024999999999998,0.6258525488109206,2.7840000000000003,1.9759999999999995,0.6006189118404128,3.1625000000000005,1.5974999999999993,0.5805950004513121,41507587847.7023,-0.3486591943195664,9260696074.4491,-0.16203573429065057,88.794109524791,0.334443577458545,3.5,0.3007275147522734,4.7,0.2141637651623446
14,MD,BALTIMORE,2013-05,2.94,Improvements_Additions for Apartments_Coops,0.1435047619047619,2.796495238095238,0.04156803424765095,0.1638380952380952,2.7761619047619046,0.03939557151843797,0.19670952380952378,2.7432904761904764,0.033027869308545205,0.23396000000000003,2.70604,0.024393356935388348,0.27416904761904765,2.6658309523809525,0.009903076146106115,0.42137333333333327,2.5186266666666666,-0.01561141174925742,0.6936104761904763,2.2463895238095235,-0.0028341042723819382,0.020454545454545458,2.9195454545454544,0.0469568241266588,0.08090909090909093,2.859090909090909,0.03859356984824743,0.11863636363636366,2.8213636363636363,0.04240628309647248,0.840909090909091,2.0990909090909087,0.3985287468369646,1.9281818181818182,1.0118181818181817,0.6258525488109206,2.7286363636363635,0.21136363636363642,0.6006189118404128,3.112727272727273,-0.17272727272727284,0.5805950004513121,41334062733.8549,-0.3486591943195664,10210246554.7955,-0.16203573429065057,86.5850023909696,0.334443577458545,3.8,0.3007275147522734,4.6,0.2141637651623446
15,MD,BALTIMORE,2013-07,3.365,Improvements_Additions for Apartments_Coops,0.12117913043478262,3.2438208695652175,0.04156803424765095,0.15611695652173913,3.208883043478261,0.03939557151843797,0.19111913043478265,3.1738808695652176,0.033027869308545205,0.232388695652174,3.1326113043478263,0.024393356935388348,0.26758260869565215,3.097417391304348,0.009903076146106115,0.40307869565217386,2.9619213043478263,-0.01561141174925742,0.6838491304347826,2.6811508695652178,-0.0028341042723819382,0.020909090909090912,3.3440909090909092,0.0469568241266588,0.07363636363636367,3.2913636363636365,0.03859356984824743,0.12181818181818184,3.243181818181818,0.04240628309647248,1.4031818181818183,1.961818181818182,0.3985287468369646,2.5822727272727275,0.7827272727272727,0.6258525488109206,3.3072727272727276,0.05772727272727263,0.6006189118404128,3.605,-0.23999999999999977,0.5805950004513121,41244159430.5284,-0.3486591943195664,9473893018.88319,-0.16203573429065057,89.95115518901541,0.334443577458545,3.4,0.3007275147522734,4.3,0.2141637651623446
16,MD,BALTIMORE,2013-08,3.83,Improvements_Additions for Apartments_Coops,0.11782999999999999,3.71217,0.04156803424765095,0.1493142857142857,3.6806857142857146,0.03939557151843797,0.1840704761904762,3.645929523809524,0.033027869308545205,0.22633523809523812,3.603664761904762,0.024393356935388348,0.2633952380952381,3.566604761904762,0.009903076146106115,0.3949285714285714,3.4350714285714288,-0.01561141174925742,0.6679499999999999,3.1620500000000002,-0.0028341042723819382,0.03681818181818183,3.7931818181818184,0.0469568241266588,0.07181818181818184,3.7581818181818183,0.03859356984824743,0.12681818181818183,3.703181818181818,0.04240628309647248,1.5204545454545455,2.3095454545454546,0.3985287468369646,2.7372727272727273,1.0927272727272728,0.6258525488109206,3.488181818181818,0.34181818181818224,0.6006189118404128,3.757727272727273,0.07227272727272727,0.5805950004513121,41658198449.9001,-0.3486591943195664,10396023519.0372,-0.16203573429065057,90.32258801944451,0.334443577458545,3.0,0.3007275147522734,4.2,0.2141637651623446
17,MD,BALTIMORE,2013-09,5.75,Improvements_Additions for Apartments_Coops,0.11272380952380952,5.63727619047619,0.04156803424765095,0.14323238095238094,5.606767619047619,0.03939557151843797,0.18057476190476196,5.5694252380952385,0.033027869308545205,0.22133904761904755,5.528660952380952,0.024393356935388348,0.2531785714285715,5.496821428571429,0.009903076146106115,0.38033809523809525,5.369661904761905,-0.01561141174925742,0.6526857142857143,5.097314285714286,-0.0028341042723819382,0.017500000000000005,5.7325,0.0469568241266588,0.04150000000000001,5.7085,0.03859356984824743,0.11850000000000002,5.6315,0.04240628309647248,1.5959999999999999,4.154,0.3985287468369646,2.8095,2.9405,0.6258525488109206,3.526,2.224,0.6006189118404128,3.7870000000000004,1.9629999999999996,0.5805950004513121,41561863313.5151,-0.3486591943195664,9402239044.86975,-0.16203573429065057,88.1059676388142,0.334443577458545,3.0,0.3007275147522734,4.0,0.2141637651623446
18,MD,BALTIMORE,2014-02,5.0,Improvements_Additions for Apartments_Coops,0.08627,4.91373,0.04156803424765095,0.11939250000000004,4.8806075,0.03939557151843797,0.155105,4.844895,0.033027869308545205,0.19663749999999997,4.8033625,0.024393356935388348,0.23520249999999998,4.7647975,0.009903076146106115,0.3308,4.6692,-0.01561141174925742,0.554605,4.4453949999999995,-0.0028341042723819382,0.046842105263157914,4.953157894736842,0.0469568241266588,0.08105263157894738,4.918947368421053,0.03859356984824743,0.11684210526315793,4.883157894736842,0.04240628309647248,1.5157894736842106,3.484210526315789,0.3985287468369646,2.7094736842105265,2.2905263157894735,0.6258525488109206,3.3847368421052626,1.6152631578947374,0.6006189118404128,3.6626315789473685,1.3373684210526315,0.5805950004513121,44462292713.4678,-0.3486591943195664,9507943209.106209,-0.16203573429065057,84.4459748156831,0.334443577458545,3.0,0.3007275147522734,3.6,0.2141637651623446
19,MD,BALTIMORE,2014-04,4.225,Improvements_Additions for Apartments_Coops,0.08864000000000001,4.13636,0.04156803424765095,0.120115,4.1048849999999995,0.03939557151843797,0.1517,4.0733,0.033027869308545205,0.1918625,4.0331375,0.024393356935388348,0.227495,3.9975049999999994,0.009903076146106115,0.32422500000000004,3.9007749999999994,-0.01561141174925742,0.550005,3.6749949999999996,-0.0028341042723819382,0.023333333333333345,4.201666666666666,0.0469568241266588,0.05333333333333336,4.171666666666666,0.03859356984824743,0.10761904761904763,4.117380952380952,0.04240628309647248,1.7009523809523805,2.524047619047619,0.3985287468369646,2.705238095238095,1.5197619047619044,0.6258525488109206,3.265238095238095,0.9597619047619048,0.6006189118404128,3.5176190476190476,0.707380952380952,0.5805950004513121,44931729222.7983,-0.3486591943195664,10638305940.4607,-0.16203573429065057,80.910251046009,0.334443577458545,3.2,0.3007275147522734,3.7,0.2141637651623446
20,MD,BALTIMORE,2014-05,4.95,Improvements_Additions for Apartments_Coops,0.08842000000000001,4.86158,0.04156803424765095,0.1198375,4.8301625,0.03939557151843797,0.15035749999999998,4.7996425,0.033027869308545205,0.1914675,4.7585325,0.024393356935388348,0.22609000000000004,4.72391,0.009903076146106115,0.3231200000000001,4.62688,-0.01561141174925742,0.537955,4.412045,-0.0028341042723819382,0.026666666666666665,4.923333333333334,0.0469568241266588,0.05190476190476192,4.898095238095238,0.03859356984824743,0.0966666666666667,4.8533333333333335,0.04240628309647248,1.5928571428571427,3.3571428571428577,0.3985287468369646,2.559047619047619,2.390952380952381,0.6258525488109206,3.1152380952380954,1.8347619047619048,0.6006189118404128,3.3899999999999997,1.5600000000000005,0.5805950004513121,45277214883.1472,-0.3486591943195664,11117378455.0815,-0.16203573429065057,82.56600445924391,0.334443577458545,3.3,0.3007275147522734,3.5,0.2141637651623446
