,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(-3),Corr with student_vol(-3),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(1),Corr with mortgage 90(1)
0,2012-09,LA,LAFAYETTE,2012-09,2.575,"(-92.008953, 30.256746999999997)",44717.86,Improvements_Additions for Apartments_Coops,0.15189500000000006,-0.1818894735325591,0.183625,-0.17915320981654687,0.22133750000000002,-0.18649986873410818,0.3079875,-0.22813193511435487,0.3856325000000001,-0.2771148087693073,0.6716749999999999,-0.3837752033652687,0.9997750000000002,-0.44125030166325496,0.07526315789473685,-0.16120347410657893,0.13736842105263158,-0.22970115532435847,0.17578947368421055,-0.24591961898790018,0.6689473684210526,0.5242993187140795,1.7231578947368422,0.8858785192612757,2.488421052631579,0.8358548180894926,2.8815789473684212,0.7866994088219511,39268596272.9965,0.09040177347212444,14585937143.4485,-0.8141649399812926,91.578064558499,-0.7704928308223167,3.9,-0.36822987464603874,1.9,-0.8781086730062013
1,2013-01,LA,LAFAYETTE,2013-01,2.75,"(-92.01173, 30.173126)",19380.06,Improvements_Additions for Apartments_Coops,0.16043181818181818,-0.1818894735325591,0.17947272727272726,-0.17915320981654687,0.20497272727272725,-0.18649986873410818,0.2497954545454545,-0.22813193511435487,0.30261363636363625,-0.2771148087693073,0.48810454545454546,-0.3837752033652687,0.8142727272727271,-0.44125030166325496,0.05190476190476192,-0.16120347410657893,0.10761904761904766,-0.22970115532435847,0.14523809523809525,-0.24591961898790018,0.8052380952380951,0.5242993187140795,1.9147619047619049,0.8858785192612757,2.681428571428571,0.8358548180894926,3.0804761904761913,0.7866994088219511,40995097959.5386,0.09040177347212444,12022315813.7363,-0.8141649399812926,88.29263433660921,-0.7704928308223167,4.2,-0.36822987464603874,2.1,-0.8781086730062013
2,2013-09,LA,LAFAYETTE,2013-09,4.95,"(-92.0429914, 30.1659885)",85688.23,Improvements_Additions for Apartments_Coops,0.11272380952380952,-0.1818894735325591,0.14323238095238094,-0.17915320981654687,0.18057476190476196,-0.18649986873410818,0.22133904761904755,-0.22813193511435487,0.2531785714285715,-0.2771148087693073,0.38033809523809525,-0.3837752033652687,0.6526857142857143,-0.44125030166325496,0.017500000000000005,-0.16120347410657893,0.04150000000000001,-0.22970115532435847,0.11850000000000002,-0.24591961898790018,1.5959999999999999,0.5242993187140795,2.8095,0.8858785192612757,3.526,0.8358548180894926,3.7870000000000004,0.7866994088219511,42151687038.4775,0.09040177347212444,9260696074.4491,-0.8141649399812926,84.4459748156831,-0.7704928308223167,3.3,-0.36822987464603874,1.4,-0.8781086730062013
3,2013-11,LA,LAFAYETTE,2013-11,5.48,"(1.51639, 42.54417)",11574.74,Improvements_Additions for Apartments_Coops,0.10274761904761903,-0.1818894735325591,0.12919047619047616,-0.17915320981654687,0.1672714285714286,-0.18649986873410818,0.20747142857142856,-0.22813193511435487,0.2382452380952381,-0.2771148087693073,0.35063809523809525,-0.3837752033652687,0.5866738095238094,-0.44125030166325496,0.046842105263157914,-0.16120347410657893,0.09842105263157898,-0.22970115532435847,0.12157894736842105,-0.24591961898790018,1.3710526315789473,0.5242993187140795,2.7184210526315793,0.8858785192612757,3.503684210526316,0.8358548180894926,3.7999999999999985,0.7866994088219511,44555116847.5878,0.09040177347212444,10210246554.7955,-0.8141649399812926,80.910251046009,-0.7704928308223167,3.2,-0.36822987464603874,1.2,-0.8781086730062013
4,2014-02,LA,LAFAYETTE,2014-02,3.9,"(-92.067961, 30.208534999999998)",7436.06,Improvements_Additions for Apartments_Coops,0.08627,-0.1818894735325591,0.11939250000000004,-0.17915320981654687,0.155105,-0.18649986873410818,0.19663749999999997,-0.22813193511435487,0.23520249999999998,-0.2771148087693073,0.3308,-0.3837752033652687,0.554605,-0.44125030166325496,0.046842105263157914,-0.16120347410657893,0.08105263157894738,-0.22970115532435847,0.11684210526315793,-0.24591961898790018,1.5157894736842106,0.5242993187140795,2.7094736842105265,0.8858785192612757,3.3847368421052626,0.8358548180894926,3.6626315789473685,0.7866994088219511,43938467193.2505,0.09040177347212444,10396023519.0372,-0.8141649399812926,81.9669757663089,-0.7704928308223167,4.4,-0.36822987464603874,1.6,-0.8781086730062013
5,2014-04,LA,LAFAYETTE,2014-04,4.53,"(-92.0198, 30.2241)",45149.31,Improvements_Additions for Apartments_Coops,0.08864000000000001,-0.1818894735325591,0.120115,-0.17915320981654687,0.1517,-0.18649986873410818,0.1918625,-0.22813193511435487,0.227495,-0.2771148087693073,0.32422500000000004,-0.3837752033652687,0.550005,-0.44125030166325496,0.023333333333333345,-0.16120347410657893,0.05333333333333336,-0.22970115532435847,0.10761904761904763,-0.24591961898790018,1.7009523809523805,0.5242993187140795,2.705238095238095,0.8858785192612757,3.265238095238095,0.8358548180894926,3.5176190476190476,0.7866994088219511,45277214883.1472,0.09040177347212444,9438159522.248821,-0.8141649399812926,81.06604477988621,-0.7704928308223167,2.8,-0.36822987464603874,1.5,-0.8781086730062013
6,2015-04,LA,LAFAYETTE,2015-04,3.55,"(-92.0715, 30.167441999999998)",116125.06,Improvements_Additions for Apartments_Coops,0.12200000000000003,-0.1818894735325591,0.14605250000000003,-0.17915320981654687,0.18076750000000003,-0.18649986873410818,0.22830999999999996,-0.22813193511435487,0.27596,-0.2771148087693073,0.404505,-0.3837752033652687,0.6969449999999999,-0.44125030166325496,0.018181818181818188,-0.16120347410657893,0.09363636363636368,-0.22970115532435847,0.23363636363636367,-0.24591961898790018,1.3545454545454545,0.5242993187140795,1.9349999999999996,0.8858785192612757,2.334090909090909,0.8358548180894926,2.5859090909090905,0.7866994088219511,48836554747.323,0.09040177347212444,11733364706.6996,-0.8141649399812926,82.89218119322959,-0.7704928308223167,2.6,-0.36822987464603874,1.5,-0.8781086730062013
7,2015-11,LA,LAFAYETTE,2015-11,3.56,"(-91.988008, 30.232837)",23181.0,Improvements_Additions for Apartments_Coops,0.13066666666666668,-0.1818894735325591,0.1559214285714286,-0.17915320981654687,0.20844761904761913,-0.18649986873410818,0.286702380952381,-0.22813193511435487,0.3709714285714286,-0.2771148087693073,0.6063738095238096,-0.3837752033652687,0.9343738095238093,-0.44125030166325496,0.07105263157894738,-0.16120347410657893,0.32789473684210524,-0.22970115532435847,0.47684210526315784,-0.24591961898790018,1.6710526315789473,0.5242993187140795,2.2631578947368416,0.8858785192612757,2.6863157894736847,0.8358548180894926,3.03,0.7866994088219511,48187387172.2131,0.09040177347212444,10986955735.8103,-0.8141649399812926,83.5754036116387,-0.7704928308223167,4.0,-0.36822987464603874,1.8,-0.8781086730062013
8,2016-11,LA,LAFAYETTE,2016-11,3.32,"(-92.02933, 30.273636)",77887.44,Improvements_Additions for Apartments_Coops,0.4339245454545454,-0.1818894735325591,0.45880500000000013,-0.17915320981654687,0.5631090909090911,-0.18649986873410818,0.7006386363636362,-0.22813193511435487,0.9084640909090909,-0.2771148087693073,1.2693081818181815,-0.3837752033652687,1.6029650000000002,-0.44125030166325496,0.29999999999999993,-0.16120347410657893,0.5834999999999999,-0.22970115532435847,0.736,-0.24591961898790018,1.596,0.5242993187140795,2.142,0.8858785192612757,2.5369999999999995,0.8358548180894926,2.8620000000000005,0.7866994088219511,48441183549.9275,0.09040177347212444,11412820253.2316,-0.8141649399812926,88.7707153640316,-0.7704928308223167,3.0,-0.36822987464603874,2.1,-0.8781086730062013
9,2017-07,LA,LAFAYETTE,2017-07,3.63,"(-92.1835056, 30.072331300000002)",24489.55,Improvements_Additions for Apartments_Coops,1.1766928571428568,-0.1818894735325591,1.1913757142857144,-0.17915320981654687,1.2280366666666667,-0.18649986873410818,1.2566676190476191,-0.22813193511435487,1.307512857142857,-0.2771148087693073,1.4570814285714284,-0.3837752033652687,1.7410885714285718,-0.44125030166325496,0.9720000000000001,-0.16120347410657893,1.1284999999999996,-0.22970115532435847,1.2235,-0.24591961898790018,1.8720000000000003,0.5242993187140795,2.3179999999999996,0.8858785192612757,2.6505,0.8358548180894926,2.884,0.7866994088219511,50938614889.0817,0.09040177347212444,12388258203.7622,-0.8141649399812926,87.3618752869242,-0.7704928308223167,3.0,-0.36822987464603874,1.8,-0.8781086730062013
