,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(4),Corr with student_vol(4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(4),Corr with mortgage 90(4)
0,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
1,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
2,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
3,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
4,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
5,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
6,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
7,MARTINSBURG,2010-12,4.4,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.1587780952380955,-0.7606162105869703,0.25412380952380953,4.145876190476191,-0.7637737798973667,0.26178857142857137,4.138211428571429,-0.7724364578686043,0.28196571428571415,4.118034285714286,-0.7798192299337161,0.30272333333333334,4.097276666666667,-0.7841154746220396,0.4583942857142857,3.9416057142857146,-0.7660773425243017,0.7839004761904763,3.616099523809524,-0.7167958092987347,0.0854166666666667,4.314583333333333,-0.7768046330707592,0.19333333333333338,4.206666666666667,-0.7647021520477744,0.2937499999999999,4.10625,-0.7806444210699487,1.9429166666666664,2.457083333333334,0.358613946145344,3.2949999999999995,1.1050000000000009,0.7588256295734837,4.173333333333333,0.22666666666666746,0.7973998144923322,4.415,-0.01499999999999968,0.8458893314858696,29160609360.1217,-0.924368283688852,15995126134.7035,0.956948366651874,94.51558950569391,0.9428391688444484,5.0,0.9626955255846735,5.1,0.9018992017277115
8,MARTINSBURG,2015-07,3.55,Improvements_Additions for Apartments_Coops,0.1263,3.4236999999999997,-0.7606162105869703,0.1488782608695652,3.4011217391304345,-0.7637737798973667,0.1881586956521739,3.361841304347826,-0.7724364578686043,0.23940652173913043,3.3105934782608695,-0.7798192299337161,0.29066956521739135,3.2593304347826084,-0.7841154746220396,0.46192391304347824,3.0880760869565216,-0.7660773425243017,0.7858413043478262,2.7641586956521738,-0.7167958092987347,0.030000000000000002,3.52,-0.7768046330707592,0.11636363636363636,3.4336363636363636,-0.7647021520477744,0.2968181818181819,3.253181818181818,-0.7806444210699487,1.632272727272727,1.9177272727272727,0.358613946145344,2.3245454545454547,1.2254545454545451,0.7588256295734837,2.7663636363636357,0.7836363636363641,0.7973998144923322,3.066363636363636,0.48363636363636386,0.8458893314858696,47944164595.1044,-0.924368283688852,10798655053.3939,0.956948366651874,79.25862065623551,0.9428391688444484,2.8,0.9626955255846735,2.4,0.9018992017277115
9,MARTINSBURG,2015-07,3.55,Improvements_Additions for Apartments_Coops,0.1263,3.4236999999999997,-0.7606162105869703,0.1488782608695652,3.4011217391304345,-0.7637737798973667,0.1881586956521739,3.361841304347826,-0.7724364578686043,0.23940652173913043,3.3105934782608695,-0.7798192299337161,0.29066956521739135,3.2593304347826084,-0.7841154746220396,0.46192391304347824,3.0880760869565216,-0.7660773425243017,0.7858413043478262,2.7641586956521738,-0.7167958092987347,0.030000000000000002,3.52,-0.7768046330707592,0.11636363636363636,3.4336363636363636,-0.7647021520477744,0.2968181818181819,3.253181818181818,-0.7806444210699487,1.632272727272727,1.9177272727272727,0.358613946145344,2.3245454545454547,1.2254545454545451,0.7588256295734837,2.7663636363636357,0.7836363636363641,0.7973998144923322,3.066363636363636,0.48363636363636386,0.8458893314858696,47944164595.1044,-0.924368283688852,10798655053.3939,0.956948366651874,79.25862065623551,0.9428391688444484,2.8,0.9626955255846735,2.4,0.9018992017277115
