,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(-2),Corr with student_vol(-2),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90,Corr with mortgage 90
0,EL PASO,2010-08,4.295,Improvements_Additions for Apartments_Coops,0.23101619047619049,4.063983809523809,0.15765554173017227,0.2659952380952381,4.029004761904762,0.15930347919742452,0.27546238095238096,4.019537619047619,0.16463275789796258,0.3123080952380952,3.9826919047619045,0.18145628326623248,0.3625466666666667,3.932453333333333,0.19537953023728388,0.5790957142857143,3.7159042857142857,0.21785597863928827,0.9435780952380955,3.3514219047619043,0.21897910142982763,0.15409090909090908,4.140909090909091,0.16223819671065073,0.19136363636363637,4.1036363636363635,0.16522299635755658,0.25909090909090904,4.035909090909091,0.1633961603135615,1.4654545454545451,2.829545454545455,0.16597477795983492,2.6986363636363637,1.5963636363636362,0.1550601644313474,3.516818181818181,0.7781818181818188,0.09253294421211872,3.8031818181818178,0.49181818181818215,0.05925159010579785,30512069858.4251,0.06941346442191927,11833891080.8667,0.6488080502364203,94.7176548951663,0.23302653117378005,5.8,0.1837496130814878,3.0,0.19364345618719295
1,EL PASO,2012-07,3.95,Improvements_Additions for Apartments_Coops,0.16720454545454547,3.7827954545454547,0.15765554173017227,0.19873636363636368,3.7512636363636367,0.15930347919742452,0.24646136363636365,3.7035386363636364,0.16463275789796258,0.34024999999999994,3.60975,0.18145628326623248,0.4535545454545455,3.4964454545454546,0.19537953023728388,0.7302181818181818,3.2197818181818185,0.21785597863928827,1.0653181818181816,2.884681818181819,0.21897910142982763,0.06952380952380956,3.8804761904761906,0.16223819671065073,0.14571428571428574,3.8042857142857143,0.16522299635755658,0.18571428571428572,3.7642857142857142,0.1633961603135615,0.6195238095238095,3.330476190476191,0.16597477795983492,1.5266666666666664,2.423333333333334,0.1550601644313474,2.217142857142857,1.732857142857143,0.09253294421211872,2.5900000000000003,1.3599999999999999,0.05925159010579785,37571290060.6541,0.06941346442191927,12770391029.1034,0.6488080502364203,90.2956809830492,0.23302653117378005,5.5,0.1837496130814878,2.4,0.19364345618719295
2,EL PASO,2012-09,6.332999999999998,Improvements_Additions for Apartments_Coops,0.15189500000000006,6.181104999999999,0.15765554173017227,0.183625,6.149374999999998,0.15930347919742452,0.22133750000000002,6.111662499999999,0.16463275789796258,0.3079875,6.025012499999998,0.18145628326623248,0.3856325000000001,5.947367499999999,0.19537953023728388,0.6716749999999999,5.661324999999999,0.21785597863928827,0.9997750000000002,5.333224999999998,0.21897910142982763,0.07526315789473685,6.2577368421052615,0.16223819671065073,0.13736842105263158,6.195631578947367,0.16522299635755658,0.17578947368421055,6.1572105263157875,0.1633961603135615,0.6689473684210526,5.6640526315789455,0.16597477795983492,1.7231578947368422,4.609842105263156,0.1550601644313474,2.488421052631579,3.8445789473684195,0.09253294421211872,2.8815789473684212,3.451421052631577,0.05925159010579785,38410438812.4053,0.06941346442191927,16111780903.4699,0.6488080502364203,91.578064558499,0.23302653117378005,5.4,0.1837496130814878,2.5,0.19364345618719295
3,EL PASO,2012-10,2.9433333333333334,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.790128985507246,0.15765554173017227,0.17955217391304346,2.76378115942029,0.15930347919742452,0.21346521739130433,2.729868115942029,0.16463275789796258,0.2717391304347827,2.6715942028985507,0.18145628326623248,0.3304891304347827,2.612844202898551,0.19537953023728388,0.5823021739130435,2.36103115942029,0.21785597863928827,0.9185760869565219,2.0247572463768115,0.21897910142982763,0.10952380952380951,2.833809523809524,0.16223819671065073,0.14904761904761904,2.7942857142857145,0.16522299635755658,0.17952380952380956,2.763809523809524,0.1633961603135615,0.7085714285714285,2.2347619047619047,0.16597477795983492,1.7461904761904758,1.1971428571428575,0.1550601644313474,2.505714285714286,0.4376190476190476,0.09253294421211872,2.90047619047619,0.04285714285714315,0.05925159010579785,38808856509.5085,0.06941346442191927,11986368496.8635,0.6488080502364203,88.794109524791,0.23302653117378005,4.8,0.1837496130814878,2.2,0.19364345618719295
4,EL PASO,2012-11,2.35,Improvements_Additions for Apartments_Coops,0.1555,2.1945,0.15765554173017227,0.18060909090909089,2.169390909090909,0.15930347919742452,0.20888636363636362,2.1411136363636363,0.16463275789796258,0.25813636363636355,2.0918636363636365,0.18145628326623248,0.31102272727272723,2.038977272727273,0.19537953023728388,0.528347727272727,1.821652272727273,0.21785597863928827,0.8631931818181818,1.4868068181818184,0.21897910142982763,0.12449999999999999,2.2255000000000003,0.16223819671065073,0.14450000000000002,2.2055000000000002,0.16522299635755658,0.17850000000000002,2.1715,0.1633961603135615,0.665,1.685,0.16597477795983492,1.654,0.6960000000000002,0.1550601644313474,2.3894999999999995,-0.039499999999999424,0.09253294421211872,2.8034999999999997,-0.45349999999999957,0.05925159010579785,39268596272.9965,0.06941346442191927,11631947675.6117,0.6488080502364203,88.920473853359,0.23302653117378005,4.3,0.1837496130814878,2.2,0.19364345618719295
5,EL PASO,2013-01,3.6,Improvements_Additions for Apartments_Coops,0.16043181818181818,3.439568181818182,0.15765554173017227,0.17947272727272726,3.4205272727272726,0.15930347919742452,0.20497272727272725,3.395027272727273,0.16463275789796258,0.2497954545454545,3.3502045454545457,0.18145628326623248,0.30261363636363625,3.297386363636364,0.19537953023728388,0.48810454545454546,3.1118954545454547,0.21785597863928827,0.8142727272727271,2.785727272727273,0.21897910142982763,0.05190476190476192,3.548095238095238,0.16223819671065073,0.10761904761904766,3.4923809523809526,0.16522299635755658,0.14523809523809525,3.454761904761905,0.1633961603135615,0.8052380952380951,2.794761904761905,0.16597477795983492,1.9147619047619049,1.6852380952380952,0.1550601644313474,2.681428571428571,0.918571428571429,0.09253294421211872,3.0804761904761913,0.5195238095238088,0.05925159010579785,39298206327.5877,0.06941346442191927,10740081615.3953,0.6488080502364203,88.29263433660921,0.23302653117378005,4.3,0.1837496130814878,2.5,0.19364345618719295
6,EL PASO,2013-06,2.9,Improvements_Additions for Apartments_Coops,0.13074,2.76926,0.15765554173017227,0.15964599999999998,2.740354,0.15930347919742452,0.19319250000000002,2.7068075,0.16463275789796258,0.23164600000000002,2.668354,0.18145628326623248,0.27374,2.62626,0.19537953023728388,0.4139935,2.4860065,0.21785597863928827,0.6839425000000002,2.2160575,0.21897910142982763,0.0345,2.8655,0.16223819671065073,0.08750000000000002,2.8125,0.16522299635755658,0.142,2.758,0.1633961603135615,1.2035,1.6965,0.16597477795983492,2.3000000000000003,0.5999999999999996,0.1550601644313474,3.0740000000000003,-0.17400000000000038,0.09253294421211872,3.400000000000001,-0.5000000000000009,0.05925159010579785,41334062733.8549,0.06941346442191927,9123117418.53368,0.6488080502364203,85.7873584996498,0.23302653117378005,4.9,0.1837496130814878,1.8,0.19364345618719295
7,EL PASO,2013-07,3.55,Improvements_Additions for Apartments_Coops,0.12117913043478262,3.428820869565217,0.15765554173017227,0.15611695652173913,3.3938830434782608,0.15930347919742452,0.19111913043478265,3.3588808695652173,0.16463275789796258,0.232388695652174,3.317611304347826,0.18145628326623248,0.26758260869565215,3.2824173913043477,0.19537953023728388,0.40307869565217386,3.146921304347826,0.21785597863928827,0.6838491304347826,2.8661508695652174,0.21897910142982763,0.020909090909090912,3.529090909090909,0.16223819671065073,0.07363636363636367,3.476363636363636,0.16522299635755658,0.12181818181818184,3.4281818181818178,0.1633961603135615,1.4031818181818183,2.1468181818181815,0.16597477795983492,2.5822727272727275,0.9677272727272723,0.1550601644313474,3.3072727272727276,0.24272727272727224,0.09253294421211872,3.605,-0.05500000000000016,0.05925159010579785,41062625933.5941,0.06941346442191927,9498561196.652071,0.6488080502364203,88.4263020205016,0.23302653117378005,4.7,0.1837496130814878,1.9,0.19364345618719295
8,EL PASO,2014-01,4.6,Improvements_Additions for Apartments_Coops,0.09003181818181817,4.509968181818182,0.15765554173017227,0.1219931818181818,4.478006818181818,0.15930347919742452,0.1597090909090909,4.440290909090908,0.16463275789796258,0.204425,4.395575,0.18145628326623248,0.23822954545454544,4.3617704545454545,0.19537953023728388,0.33795909090909093,4.262040909090909,0.21785597863928827,0.5752999999999999,4.024699999999999,0.21897910142982763,0.017142857142857144,4.582857142857143,0.16223819671065073,0.0690476190476191,4.530952380952381,0.16522299635755658,0.11619047619047623,4.483809523809524,0.1633961603135615,1.6466666666666665,2.953333333333333,0.16597477795983492,2.858095238095238,1.7419047619047618,0.1550601644313474,3.521904761904762,1.0780952380952376,0.09253294421211872,3.76904761904762,0.8309523809523798,0.05925159010579785,44555116847.5878,0.06941346442191927,10396023519.0372,0.6488080502364203,82.11515832772571,0.23302653117378005,3.9,0.1837496130814878,2.2,0.19364345618719295
9,EL PASO,2015-09,3.75,Improvements_Additions for Apartments_Coops,0.1344409090909091,3.615559090909091,0.15765554173017227,0.15661363636363634,3.5933863636363634,0.15930347919742452,0.20107727272727274,3.548922727272727,0.16463275789796258,0.26589318181818195,3.484106818181818,0.18145628326623248,0.3311113636363637,3.4188886363636364,0.19537953023728388,0.5371681818181817,3.2128318181818183,0.21785597863928827,0.8526636363636364,2.897336363636364,0.21897910142982763,0.008571428571428572,3.7414285714285715,0.16223819671065073,0.17952380952380947,3.5704761904761906,0.16522299635755658,0.3733333333333333,3.376666666666667,0.1633961603135615,1.4900000000000002,2.26,0.16597477795983492,2.1728571428571435,1.5771428571428565,0.1550601644313474,2.618095238095238,1.131904761904762,0.09253294421211872,2.9528571428571433,0.7971428571428567,0.05925159010579785,48491901272.6637,0.06941346442191927,11834405659.8436,0.6488080502364203,83.80897781081251,0.23302653117378005,4.3,0.1837496130814878,1.8,0.19364345618719295
