,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(1),Corr with auto_vol(1),student_vol(-4),Corr with student_vol(-4),credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(3),Corr with mortgage 90(3)
0,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
1,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
2,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
3,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
4,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
5,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
6,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
7,WARWICK,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,-0.5861253564225394,0.25412380952380953,5.9458761904761905,-0.5860774214293836,0.26178857142857137,5.938211428571429,-0.5838431147033198,0.28196571428571415,5.9180342857142865,-0.5859757255743329,0.30272333333333334,5.8972766666666665,-0.5482806953940225,0.4583942857142857,5.741605714285715,-0.5010838795639373,0.7839004761904763,5.416099523809524,-0.4702837113728195,0.0854166666666667,6.114583333333334,-0.6114758237937652,0.19333333333333338,6.006666666666667,-0.5969717948115677,0.2937499999999999,5.90625,-0.5824593053730707,1.9429166666666664,4.257083333333334,0.12907958643368475,3.2949999999999995,2.9050000000000007,0.37686914546135064,4.173333333333333,2.0266666666666673,0.4116334847683733,4.415,1.7850000000000001,0.4226079170183047,31618591270.7387,-0.4863165908279599,11556490165.0911,-0.8377043775780321,93.74313363440879,0.6916390220359268,3.4,0.6295336904577098,4.5,0.484252841315095
8,WARWICK,2011-01,3.6933333333333334,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.4542218333333334,-0.5861253564225394,0.25406500000000004,3.439268333333333,-0.5860774214293836,0.2606254999999999,3.4327078333333336,-0.5838431147033198,0.2827834999999999,3.4105498333333335,-0.5859757255743329,0.30341049999999997,3.3899228333333333,-0.5482806953940225,0.4554005000000002,3.2379328333333333,-0.5010838795639373,0.7818229999999999,2.911510333333333,-0.4702837113728195,0.14099999999999996,3.5523333333333333,-0.6114758237937652,0.1815,3.5118333333333336,-0.5969717948115677,0.27349999999999997,3.4198333333333335,-0.5824593053730707,1.9944999999999997,1.6988333333333336,0.12907958643368475,3.3940000000000006,0.2993333333333328,0.37686914546135064,4.281000000000001,-0.5876666666666672,0.4116334847683733,4.5230000000000015,-0.8296666666666681,0.4226079170183047,32217867353.4185,-0.4863165908279599,12342273869.2704,-0.8377043775780321,91.59671843464591,0.6916390220359268,3.3,0.6295336904577098,4.5,0.484252841315095
9,WARWICK,2011-01,3.6933333333333334,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.4542218333333334,-0.5861253564225394,0.25406500000000004,3.439268333333333,-0.5860774214293836,0.2606254999999999,3.4327078333333336,-0.5838431147033198,0.2827834999999999,3.4105498333333335,-0.5859757255743329,0.30341049999999997,3.3899228333333333,-0.5482806953940225,0.4554005000000002,3.2379328333333333,-0.5010838795639373,0.7818229999999999,2.911510333333333,-0.4702837113728195,0.14099999999999996,3.5523333333333333,-0.6114758237937652,0.1815,3.5118333333333336,-0.5969717948115677,0.27349999999999997,3.4198333333333335,-0.5824593053730707,1.9944999999999997,1.6988333333333336,0.12907958643368475,3.3940000000000006,0.2993333333333328,0.37686914546135064,4.281000000000001,-0.5876666666666672,0.4116334847683733,4.5230000000000015,-0.8296666666666681,0.4226079170183047,32217867353.4185,-0.4863165908279599,12342273869.2704,-0.8377043775780321,91.59671843464591,0.6916390220359268,3.3,0.6295336904577098,4.5,0.484252841315095
