,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(3),Corr with student_vol(3),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-4),Corr with mortgage 90(-4)
0,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,3.4,-0.4382887763457019
1,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,3.3,-0.4382887763457019
2,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,3.1,-0.4382887763457019
3,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,4.3,-0.4382887763457019
4,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,4.7,-0.4382887763457019
5,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,4.7,-0.4382887763457019
6,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,4.3,-0.4382887763457019
7,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,4.7,-0.4382887763457019
8,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,7.6,-0.3340601830510056,4.7,-0.4382887763457019
9,ALLEN,2013-03,2.65,Improvements_Additions for Apartments_Coops,0.15505000000000002,2.49495,0.7385043454020426,0.17309999999999998,2.4769,0.7333415578654627,0.20345,2.44655,0.7289827262981756,0.2419,2.4081,0.7363588808501157,0.28190000000000004,2.3681,0.7359411046992068,0.44782500000000003,2.202175,0.7029545126629463,0.7351250000000001,1.9148749999999999,0.6580423391883402,0.07800000000000003,2.572,0.7651052809836573,0.11450000000000005,2.5355,0.729643984452801,0.14750000000000002,2.5025,0.7108146697721935,0.8185000000000002,1.8314999999999997,0.7591282598650267,1.9575,0.6924999999999999,0.6134122094568837,2.7840000000000003,-0.13400000000000034,0.25741153018446916,3.1625000000000005,-0.5125000000000006,0.015089588537933435,40995097959.5386,0.740296437926131,9260696074.4491,0.9658160570161441,90.32258801944451,-0.7750439138203732,3.8,-0.3340601830510056,3.4,-0.4382887763457019
