,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(3),Corr with auto_vol(3),student_vol(4),Corr with student_vol(4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2010-01,SC,COLUMBIA,2010-01,4.25,"(-81.02105999999999, 33.998119)",53473.44,Improvements_Additions for Apartments_Coops,0.172129,0.25007796530631454,0.207845,0.2504457740349508,0.23159750000000004,0.24619259828539627,0.24093950000000003,0.24483440390303238,0.25011950000000005,0.23441440850015993,0.39936099999999997,0.19647225136501814,0.8985025,0.20700193073539525,0.022631578947368423,0.26648410506059056,0.14842105263157898,0.24885899012761706,0.3457894736842104,0.2671824221594692,2.4842105263157896,0.6931465963135524,3.7331578947368427,0.6871410898665233,4.501578947368422,0.5661051649118355,4.604736842105263,0.5029228282153935,27606233351.339,-0.2840615367387957,11978266411.3233,0.6527796747226404,101.129830992893,0.18281744825891302,4.8,0.3700692803854037,3.9,0.20471665896128718,-81.02105999999999,33.998119
1,2010-05,SC,COLUMBIA,2010-05,4.55,"(-81.04197099999999, 34.044565999999996)",10383.64,Improvements_Additions for Apartments_Coops,0.2957715789473684,0.25007796530631454,0.3152057894736842,0.2504457740349508,0.3354642105263158,0.24619259828539627,0.39242105263157895,0.24483440390303238,0.45851421052631586,0.23441440850015993,0.6592468421052632,0.19647225136501814,1.129987894736842,0.20700193073539525,0.147,0.26648410506059056,0.22350000000000003,0.24885899012761706,0.37099999999999994,0.2671824221594692,2.1799999999999997,0.6931465963135524,3.4199999999999995,0.6871410898665233,4.1145,0.5661051649118355,4.286,0.5029228282153935,29160609360.1217,-0.2840615367387957,12342273869.2704,0.6527796747226404,97.8799778094334,0.18281744825891302,4.7,0.3700692803854037,3.7,0.20471665896128718,-81.04197099999999,34.044565999999996
2,2011-03,SC,COLUMBIA,2011-03,3.9,"(-81.0343, 34.0007)",9667.13,Improvements_Additions for Apartments_Coops,0.2076739130434783,0.25007796530631454,0.23889782608695653,0.2504457740349508,0.2532847826086956,0.24619259828539627,0.2829456521739131,0.24483440390303238,0.30843478260869567,0.23441440850015993,0.4607826086956522,0.19647225136501814,0.7797065217391305,0.20700193073539525,0.06478260869565221,0.26648410506059056,0.15652173913043482,0.24885899012761706,0.25913043478260867,0.2671824221594692,2.1134782608695653,0.6931465963135524,3.414347826086956,0.6871410898665233,4.26608695652174,0.5661051649118355,4.5139130434782615,0.5029228282153935,31300541846.2612,-0.2840615367387957,13238482167.5647,0.6527796747226404,94.7176548951663,0.18281744825891302,4.7,0.3700692803854037,3.5,0.20471665896128718,-81.0343,34.0007
3,2012-03,SC,COLUMBIA,2012-03,4.07,"(-80.93520500000001, 34.07993)",22820.56,Improvements_Additions for Apartments_Coops,0.14720000000000003,0.25007796530631454,0.1893409090909091,0.2504457740349508,0.24185227272727275,0.24619259828539627,0.35079999999999995,0.24483440390303238,0.4732886363636363,0.23441440850015993,0.741275,0.19647225136501814,1.0534477272727274,0.20700193073539525,0.06363636363636366,0.26648410506059056,0.14227272727272727,0.24885899012761706,0.19000000000000003,0.2671824221594692,1.0172727272727273,0.6931465963135524,2.1727272727272724,0.6871410898665233,2.9404545454545454,0.5661051649118355,3.281363636363636,0.5029228282153935,36186315501.0541,-0.2840615367387957,16111780903.4699,0.6527796747226404,90.48744874686929,0.18281744825891302,4.7,0.3700692803854037,3.6,0.20471665896128718,-80.93520500000001,34.07993
4,2012-05,SC,COLUMBIA,2012-05,3.16,"(-80.956013, 33.981924)",37677.15,Improvements_Additions for Apartments_Coops,0.15161363636363637,0.25007796530631454,0.19053181818181822,0.2504457740349508,0.23893181818181805,0.24619259828539627,0.3457045454545453,0.24483440390303238,0.4665318181818183,0.23441440850015993,0.732990909090909,0.19647225136501814,1.0615068181818177,0.20700193073539525,0.06590909090909093,0.26648410506059056,0.14545454545454548,0.24885899012761706,0.19181818181818186,0.2671824221594692,0.7618181818181818,0.6931465963135524,1.8031818181818189,0.6871410898665233,2.525909090909091,0.5661051649118355,2.930909090909091,0.5029228282153935,37160101000.5239,-0.2840615367387957,11631947675.6117,0.6527796747226404,90.6452366150782,0.18281744825891302,5.1,0.3700692803854037,3.4,0.20471665896128718,-80.956013,33.981924
5,2012-11,SC,COLUMBIA,2012-11,2.6799999999999997,"(-149.88862350000002, 61.177657999999994)",34777.78,Improvements_Additions for Apartments_Coops,0.1555,0.25007796530631454,0.18060909090909089,0.2504457740349508,0.20888636363636362,0.24619259828539627,0.25813636363636355,0.24483440390303238,0.31102272727272723,0.23441440850015993,0.528347727272727,0.19647225136501814,0.8631931818181818,0.20700193073539525,0.12449999999999999,0.26648410506059056,0.14450000000000002,0.24885899012761706,0.17850000000000002,0.2671824221594692,0.665,0.6931465963135524,1.654,0.6871410898665233,2.3894999999999995,0.5661051649118355,2.8034999999999997,0.5029228282153935,39658399389.4891,-0.2840615367387957,9855625468.0504,0.6527796747226404,89.6061116730853,0.18281744825891302,4.1,0.3700692803854037,3.3,0.20471665896128718,-149.88862350000002,61.177657999999994
6,2012-12,SC,COLUMBIA,2012-12,2.81,"(-81.1643, 34.085177)",44286.35,Improvements_Additions for Apartments_Coops,0.1631578947368421,0.25007796530631454,0.1875157894736842,0.2504457740349508,0.21092631578947374,0.24619259828539627,0.2552894736842105,0.24483440390303238,0.30947368421052623,0.23441440850015993,0.5145657894736843,0.19647225136501814,0.8483157894736841,0.20700193073539525,0.039500000000000014,0.26648410506059056,0.11950000000000005,0.24885899012761706,0.1585,0.2671824221594692,0.6960000000000001,0.6931465963135524,1.7189999999999999,0.6871410898665233,2.4675000000000002,0.5661051649118355,2.8835,0.5029228282153935,39298206327.5877,-0.2840615367387957,9123117418.53368,0.6527796747226404,89.513287195688,0.18281744825891302,3.7,0.3700692803854037,3.3,0.20471665896128718,-81.1643,34.085177
7,2013-05,SC,COLUMBIA,2013-05,2.98,"(-81.17325, 34.058656)",13312.49,Improvements_Additions for Apartments_Coops,0.1435047619047619,0.25007796530631454,0.1638380952380952,0.2504457740349508,0.19670952380952378,0.24619259828539627,0.23396000000000003,0.24483440390303238,0.27416904761904765,0.23441440850015993,0.42137333333333327,0.19647225136501814,0.6936104761904763,0.20700193073539525,0.020454545454545458,0.26648410506059056,0.08090909090909093,0.24885899012761706,0.11863636363636366,0.2671824221594692,0.840909090909091,0.6931465963135524,1.9281818181818182,0.6871410898665233,2.7286363636363635,0.5661051649118355,3.112727272727273,0.5029228282153935,41334062733.8549,-0.2840615367387957,10216278752.7557,0.6527796747226404,88.794109524791,0.18281744825891302,3.9,0.3700692803854037,2.7,0.20471665896128718,-81.17325,34.058656
8,2013-07,SC,COLUMBIA,2013-07,2.82,"(-81.0343, 34.0007)",5651.47,Improvements_Additions for Apartments_Coops,0.12117913043478262,0.25007796530631454,0.15611695652173913,0.2504457740349508,0.19111913043478265,0.24619259828539627,0.232388695652174,0.24483440390303238,0.26758260869565215,0.23441440850015993,0.40307869565217386,0.19647225136501814,0.6838491304347826,0.20700193073539525,0.020909090909090912,0.26648410506059056,0.07363636363636367,0.24885899012761706,0.12181818181818184,0.2671824221594692,1.4031818181818183,0.6931465963135524,2.5822727272727275,0.6871410898665233,3.3072727272727276,0.5661051649118355,3.605,0.5029228282153935,41244159430.5284,-0.2840615367387957,10396023519.0372,0.6527796747226404,86.5850023909696,0.18281744825891302,3.8,0.3700692803854037,2.6,0.20471665896128718,-81.0343,34.0007
9,2014-03,SC,COLUMBIA,2014-03,4.05,"(-80.93931500000001, 34.089638)",40120.09,Improvements_Additions for Apartments_Coops,0.0888,0.25007796530631454,0.1207452380952381,0.2504457740349508,0.15488333333333335,0.24619259828539627,0.19711666666666672,0.24483440390303238,0.23409761904761903,0.23441440850015993,0.33106666666666673,0.19647225136501814,0.5571428571428573,0.20700193073539525,0.051428571428571455,0.26648410506059056,0.07857142857142858,0.24885899012761706,0.1280952380952381,0.2671824221594692,1.6395238095238096,0.6931465963135524,2.7233333333333327,0.6871410898665233,3.3466666666666667,0.5661051649118355,3.6209523809523807,0.5029228282153935,43938467193.2505,-0.2840615367387957,10638305940.4607,0.6527796747226404,85.3165844012547,0.18281744825891302,4.0,0.3700692803854037,2.5,0.20471665896128718,-80.93931500000001,34.089638
