,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol,Corr with student_vol,credit_tightness(2),Corr with credit_tightness(2),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-4),Corr with mortgage 90(-4)
0,NC,WILMINGTON,2010-09,3.63,Improvements_Additions for Apartments_Coops,0.22657136363636363,3.4034286363636364,0.36527836185536466,0.251059090909091,3.378940909090909,0.3673755879201013,0.25699454545454536,3.3730054545454546,0.3685954444551343,0.2738163636363636,3.356183636363636,0.3769116319805678,0.2913659090909092,3.338634090909091,0.37280240082827315,0.4777727272727273,3.1522272727272727,0.347534545357567,0.8043745454545456,2.825625454545454,0.32792730827612676,0.1166666666666667,3.513333333333333,0.3652318521953389,0.19333333333333336,3.4366666666666665,0.3431286118390148,0.2566666666666666,3.373333333333333,0.33306561818503855,1.4104761904761904,2.2195238095238095,0.4096641393944411,2.6476190476190475,0.9823809523809524,0.3760044602231567,3.4690476190476183,0.16095238095238162,0.19287697212252788,3.773333333333333,-0.1433333333333331,0.1142635537389251,29826615528.9652,0.2105950309622155,12342273869.2704,0.5976970205756607,92.8594669911348,-0.25833958396355844,4.2,-0.2344487249204471,3.9,-0.0898059451847318
1,NC,WILMINGTON,2010-11,3.69,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.4613027272727273,0.36527836185536466,0.24913818181818187,3.4408618181818182,0.3673755879201013,0.2541922727272727,3.4358077272727274,0.3685954444551343,0.27004181818181816,3.4199581818181817,0.3769116319805678,0.2871204545454545,3.4028795454545455,0.37280240082827315,0.44597000000000014,3.24403,0.347534545357567,0.7651345454545454,2.9248654545454547,0.32792730827612676,0.13400000000000004,3.556,0.3652318521953389,0.182,3.508,0.3431286118390148,0.25200000000000006,3.4379999999999997,0.33306561818503855,1.35,2.34,0.4096641393944411,2.7630000000000003,0.9269999999999996,0.3760044602231567,3.817999999999999,-0.12799999999999923,0.19287697212252788,4.186,-0.496,0.1142635537389251,30207558860.6451,0.2105950309622155,11082139451.8714,0.5976970205756607,94.0022251537174,-0.25833958396355844,4.5,-0.2344487249204471,4.3,-0.0898059451847318
2,NC,WILMINGTON,2011-11,4.15,Improvements_Additions for Apartments_Coops,0.14255090909090912,4.007449090909091,0.36527836185536466,0.19244863636363635,3.957551363636364,0.3673755879201013,0.2536463636363637,3.896353636363637,0.3685954444551343,0.3593790909090909,3.7906209090909093,0.3769116319805678,0.47529181818181826,3.674708181818182,0.37280240082827315,0.6805422727272729,3.4694577272727276,0.347534545357567,1.000305,3.1496950000000004,0.32792730827612676,0.013999999999999999,4.136,0.3652318521953389,0.04650000000000002,4.1035,0.3431286118390148,0.11200000000000002,4.038,0.33306561818503855,0.908,3.2420000000000004,0.4096641393944411,2.0134999999999996,2.1365000000000007,0.3760044602231567,2.7180000000000004,1.432,0.19287697212252788,3.0155000000000003,1.1345,0.1142635537389251,34825519831.2788,0.2105950309622155,11784187253.6333,0.5976970205756607,90.7743282432688,-0.25833958396355844,3.9,-0.2344487249204471,4.0,-0.0898059451847318
3,NC,WILMINGTON,2012-11,2.64,Improvements_Additions for Apartments_Coops,0.1555,2.4845,0.36527836185536466,0.18060909090909089,2.459390909090909,0.3673755879201013,0.20888636363636362,2.4311136363636363,0.3685954444551343,0.25813636363636355,2.3818636363636365,0.3769116319805678,0.31102272727272723,2.328977272727273,0.37280240082827315,0.528347727272727,2.111652272727273,0.347534545357567,0.8631931818181818,1.7768068181818184,0.32792730827612676,0.12449999999999999,2.5155000000000003,0.3652318521953389,0.14450000000000002,2.4955000000000003,0.3431286118390148,0.17850000000000002,2.4615,0.33306561818503855,0.665,1.975,0.4096641393944411,1.654,0.9860000000000002,0.3760044602231567,2.3894999999999995,0.2505000000000006,0.19287697212252788,2.8034999999999997,-0.16349999999999953,0.1142635537389251,38410438812.4053,0.2105950309622155,10740081615.3953,0.5976970205756607,91.578064558499,-0.25833958396355844,4.4,-0.2344487249204471,3.7,-0.0898059451847318
4,NC,WILMINGTON,2013-05,3.02,Improvements_Additions for Apartments_Coops,0.1435047619047619,2.876495238095238,0.36527836185536466,0.1638380952380952,2.8561619047619047,0.3673755879201013,0.19670952380952378,2.8232904761904765,0.3685954444551343,0.23396000000000003,2.78604,0.3769116319805678,0.27416904761904765,2.7458309523809525,0.37280240082827315,0.42137333333333327,2.5986266666666666,0.347534545357567,0.6936104761904763,2.3263895238095236,0.32792730827612676,0.020454545454545458,2.9995454545454545,0.3652318521953389,0.08090909090909093,2.939090909090909,0.3431286118390148,0.11863636363636366,2.9013636363636364,0.33306561818503855,0.840909090909091,2.1790909090909087,0.4096641393944411,1.9281818181818182,1.0918181818181818,0.3760044602231567,2.7286363636363635,0.2913636363636365,0.19287697212252788,3.112727272727273,-0.09272727272727277,0.1142635537389251,40995097959.5386,0.2105950309622155,9498561196.652071,0.5976970205756607,90.32258801944451,-0.25833958396355844,3.2,-0.2344487249204471,3.2,-0.0898059451847318
5,NC,WILMINGTON,2013-08,4.08,Improvements_Additions for Apartments_Coops,0.11782999999999999,3.96217,0.36527836185536466,0.1493142857142857,3.9306857142857146,0.3673755879201013,0.1840704761904762,3.895929523809524,0.3685954444551343,0.22633523809523812,3.853664761904762,0.3769116319805678,0.2633952380952381,3.816604761904762,0.37280240082827315,0.3949285714285714,3.6850714285714288,0.347534545357567,0.6679499999999999,3.4120500000000002,0.32792730827612676,0.03681818181818183,4.043181818181818,0.3652318521953389,0.07181818181818184,4.008181818181818,0.3431286118390148,0.12681818181818183,3.953181818181818,0.33306561818503855,1.5204545454545455,2.5595454545454546,0.4096641393944411,2.7372727272727273,1.3427272727272728,0.3760044602231567,3.488181818181818,0.5918181818181822,0.19287697212252788,3.757727272727273,0.32227272727272727,0.1142635537389251,41334062733.8549,0.2105950309622155,10210246554.7955,0.5976970205756607,85.7873584996498,-0.25833958396355844,3.1,-0.2344487249204471,2.7,-0.0898059451847318
6,NC,WILMINGTON,2014-12,3.98,Improvements_Additions for Apartments_Coops,0.1101,3.8699,0.36527836185536466,0.1330809523809524,3.8469190476190476,0.3673755879201013,0.16305,3.81695,0.3685954444551343,0.20744285714285715,3.772557142857143,0.3769116319805678,0.2446071428571429,3.735392857142857,0.37280240082827315,0.34302142857142864,3.636978571428571,0.347534545357567,0.6021190476190476,3.3778809523809525,0.32792730827612676,0.02500000000000001,3.955,0.3652318521953389,0.1063636363636364,3.8736363636363635,0.3431286118390148,0.21454545454545454,3.7654545454545456,0.33306561818503855,1.64,2.34,0.4096641393944411,2.2072727272727275,1.7727272727272725,0.3760044602231567,2.5504545454545453,1.4295454545454547,0.19287697212252788,2.8331818181818185,1.1468181818181815,0.1142635537389251,45241950015.4561,0.2105950309622155,14245911418.8887,0.5976970205756607,82.122236078369,-0.25833958396355844,3.0,-0.2344487249204471,2.3,-0.0898059451847318
7,NC,WILMINGTON,2016-03,3.23,Improvements_Additions for Apartments_Coops,0.3739333333333333,2.8560666666666665,0.36527836185536466,0.39734047619047613,2.832659523809524,0.3673755879201013,0.43639523809523806,2.7936047619047617,0.3685954444551343,0.5204357142857143,2.7095642857142854,0.3769116319805678,0.632,2.598,0.37280240082827315,0.9009761904761905,2.3290238095238096,0.347534545357567,1.2156690476190475,2.0143309523809525,0.32792730827612676,0.2531818181818182,2.9768181818181816,0.3652318521953389,0.47,2.76,0.3431286118390148,0.6563636363636364,2.5736363636363637,0.33306561818503855,1.3759090909090912,1.8540909090909088,0.4096641393944411,1.889090909090909,1.340909090909091,0.3760044602231567,2.2759090909090913,0.9540909090909087,0.19287697212252788,2.6845454545454546,0.5454545454545454,0.1142635537389251,48187387172.2131,0.2105950309622155,11362184412.0981,0.5976970205756607,85.2359522201137,-0.25833958396355844,3.0,-0.2344487249204471,1.4,-0.0898059451847318
8,NC,WILMINGTON,2016-06,4.28,Improvements_Additions for Apartments_Coops,0.3904409090909091,3.889559090909091,0.36527836185536466,0.41572500000000007,3.864275,0.3673755879201013,0.4527090909090909,3.8272909090909093,0.3685954444551343,0.5394386363636363,3.740561363636364,0.3769116319805678,0.6516204545454546,3.6283795454545458,0.37280240082827315,0.9360386363636366,3.343961363636364,0.347534545357567,1.2592227272727274,3.0207772727272726,0.32792730827612676,0.22136363636363632,4.058636363636364,0.3652318521953389,0.40409090909090906,3.875909090909091,0.3431286118390148,0.5522727272727272,3.727727272727273,0.33306561818503855,1.1663636363636367,3.1136363636363633,0.4096641393944411,1.6440909090909095,2.6359090909090908,0.3760044602231567,2.019090909090909,2.260909090909091,0.19287697212252788,2.452272727272727,1.827727272727273,0.1142635537389251,49206523977.8161,0.2105950309622155,11496937509.4445,0.5976970205756607,88.1942388876454,-0.25833958396355844,2.3,-0.2344487249204471,1.1,-0.0898059451847318
9,NC,WILMINGTON,2016-07,3.47,Improvements_Additions for Apartments_Coops,0.41380476190476195,3.0561952380952384,0.36527836185536466,0.43819285714285716,3.031807142857143,0.3673755879201013,0.4828833333333333,2.987116666666667,0.3685954444551343,0.5734595238095239,2.8965404761904763,0.3769116319805678,0.6963095238095237,2.7736904761904766,0.37280240082827315,0.9990666666666668,2.4709333333333334,0.347534545357567,1.31707619047619,2.15292380952381,0.32792730827612676,0.2635000000000001,3.2065,0.3652318521953389,0.4040000000000001,3.0660000000000003,0.3431286118390148,0.5135000000000001,2.9565,0.33306561818503855,1.0715,2.3985000000000003,0.4096641393944411,1.504,1.9660000000000002,0.3760044602231567,1.8224999999999998,1.6475000000000004,0.19287697212252788,2.227,1.2430000000000003,0.1142635537389251,49692544708.3448,0.2105950309622155,11531266279.4831,0.5976970205756607,88.3913281030881,-0.25833958396355844,2.1,-0.2344487249204471,1.2,-0.0898059451847318
