,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(4),Corr with student_vol(4),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(-2),Corr with mortgage 90(-2),long,lat
0,2010-05,VA,RICHMOND,2010-05,3.81,"(-77.6252746, 37.6193739)",54357.99,Improvements_Additions for Apartments_Coops,0.2957715789473684,0.4569169640683033,0.3152057894736842,0.4553368737977226,0.3354642105263158,0.45268485616452164,0.39242105263157895,0.4521934574687268,0.45851421052631586,0.4541406676283377,0.6592468421052632,0.42858065473383694,1.129987894736842,0.44815939125821086,0.147,0.4390450517616661,0.22350000000000003,0.4561227287522927,0.37099999999999994,0.48390126803928185,2.1799999999999997,0.7683955211192841,3.4199999999999995,0.6405616146237768,4.1145,0.3879990600148238,4.286,0.28194664387392526,29826615528.9652,0.0960220254716182,12342273869.2704,0.523416690610817,99.0214107435932,0.165956693790738,3.7,-0.38544200172010407,3.8,-0.2619311740201505,-77.6252746,37.6193739
1,2010-06,VA,RICHMOND,2010-06,4.39,"(-77.420096, 37.544695000000004)",27683.11,Improvements_Additions for Apartments_Coops,0.29840136363636366,0.4569169640683033,0.3291213636363637,0.4553368737977226,0.3487363636363637,0.45268485616452164,0.4336950000000001,0.4521934574687268,0.5368986363636363,0.4541406676283377,0.7518195454545455,0.42858065473383694,1.187955909090909,0.44815939125821086,0.07954545454545457,0.4390450517616661,0.19090909090909092,0.4561227287522927,0.3181818181818181,0.48390126803928185,1.9963636363636363,0.7683955211192841,3.2040909090909095,0.6405616146237768,3.9499999999999997,0.3879990600148238,4.127727272727272,0.28194664387392526,30512069858.4251,0.0960220254716182,11822726022.5574,0.523416690610817,98.6449594200431,0.165956693790738,3.3,-0.38544200172010407,3.8,-0.2619311740201505,-77.420096,37.544695000000004
2,2011-05,VA,RICHMOND,2011-05,3.61,"(-77.634863, 37.611802000000004)",33118.48,Improvements_Additions for Apartments_Coops,0.130775,0.4569169640683033,0.16787249999999998,0.4553368737977226,0.1978005,0.45268485616452164,0.23078799999999994,0.4521934574687268,0.260713,0.4541406676283377,0.41407550000000004,0.42858065473383694,0.7391499999999999,0.44815939125821086,0.024285714285714285,0.4390450517616661,0.0866666666666667,0.4561227287522927,0.18809523809523812,0.48390126803928185,1.8423809523809527,0.7683955211192841,3.168571428571429,0.6405616146237768,4.011428571428572,0.3879990600148238,4.293333333333333,0.28194664387392526,33690910289.8878,0.0960220254716182,11655650147.2578,0.523416690610817,92.5881563190625,0.165956693790738,3.4,-0.38544200172010407,3.4,-0.2619311740201505,-77.634863,37.611802000000004
3,2011-12,VA,RICHMOND,2011-12,3.37,"(-77.53308299999999, 37.605834)",50321.37,Improvements_Additions for Apartments_Coops,0.1499335,0.4569169640683033,0.2029985,0.4553368737977226,0.2836085,0.45268485616452164,0.40829250000000006,0.4521934574687268,0.5557375,0.4541406676283377,0.7798775000000001,0.42858065473383694,1.1003555000000003,0.44815939125821086,0.0033333333333333335,0.4390450517616661,0.048571428571428585,0.4561227287522927,0.11523809523809528,0.48390126803928185,0.8914285714285713,0.7683955211192841,1.9780952380952384,0.6405616146237768,2.6676190476190476,0.3879990600148238,2.9823809523809524,0.28194664387392526,36623269866.4569,0.0960220254716182,11641401212.0971,0.523416690610817,90.35087768078328,0.165956693790738,3.8,-0.38544200172010407,3.2,-0.2619311740201505,-77.53308299999999,37.605834
4,2012-04,VA,RICHMOND,2012-04,3.52,"(11.47, 51.971109999999996)",16518.98,Improvements_Additions for Apartments_Coops,0.14868421052631575,0.4569169640683033,0.18980526315789473,0.4553368737977226,0.23982894736842097,0.45268485616452164,0.34777368421052635,0.4521934574687268,0.46680789473684203,0.4541406676283377,0.7313999999999999,0.42858065473383694,1.048621052631579,0.44815939125821086,0.0666666666666667,0.4390450517616661,0.13904761904761903,0.4561227287522927,0.18333333333333335,0.48390126803928185,0.8947619047619045,0.7683955211192841,2.0528571428571425,0.6405616146237768,2.8166666666666664,0.3879990600148238,3.1842857142857137,0.28194664387392526,37160101000.5239,0.0960220254716182,11986368496.8635,0.523416690610817,90.0868950067716,0.165956693790738,3.7,-0.38544200172010407,3.4,-0.2619311740201505,11.47,51.971109999999996
5,2012-06,VA,RICHMOND,2012-06,2.96,"(-77.455399, 37.553346000000005)",37037.74,Improvements_Additions for Apartments_Coops,0.163,0.4569169640683033,0.19464736842105262,0.4553368737977226,0.24319736842105263,0.45268485616452164,0.3459342105263157,0.4521934574687268,0.46558684210526313,0.4541406676283377,0.7364000000000004,0.42858065473383694,1.0691894736842107,0.44815939125821086,0.05190476190476193,0.4390450517616661,0.14809523809523809,0.4561227287522927,0.18904761904761905,0.48390126803928185,0.7114285714285714,0.7683955211192841,1.6223809523809525,0.6405616146237768,2.3061904761904763,0.3879990600148238,2.698095238095238,0.28194664387392526,37685204803.0042,0.0960220254716182,12022315813.7363,0.523416690610817,89.6038877472871,0.165956693790738,3.2,-0.38544200172010407,3.3,-0.2619311740201505,-77.455399,37.553346000000005
6,2012-08,VA,RICHMOND,2012-08,2.7325,"(-77.424128, 37.537034000000006)",40781.5975,Improvements_Additions for Apartments_Coops,0.15374090909090915,0.4569169640683033,0.18745454545454548,0.4553368737977226,0.23783863636363634,0.45268485616452164,0.3331136363636364,0.4521934574687268,0.43259999999999993,0.4541406676283377,0.7177749999999997,0.42858065473383694,1.0426272727272727,0.44815939125821086,0.09217391304347829,0.4390450517616661,0.14043478260869566,0.4561227287522927,0.18347826086956526,0.48390126803928185,0.7139130434782609,0.7683955211192841,1.6782608695652175,0.6405616146237768,2.3978260869565218,0.3879990600148238,2.7708695652173914,0.28194664387392526,38808856509.5085,0.0960220254716182,11337096053.4966,0.523416690610817,89.02745876405929,0.165956693790738,3.5,-0.38544200172010407,3.3,-0.2619311740201505,-77.424128,37.537034000000006
7,2012-09,VA,RICHMOND,2012-09,2.39,"(-77.508, 37.5115)",28817.2,Improvements_Additions for Apartments_Coops,0.15189500000000006,0.4569169640683033,0.183625,0.4553368737977226,0.22133750000000002,0.45268485616452164,0.3079875,0.4521934574687268,0.3856325000000001,0.4541406676283377,0.6716749999999999,0.42858065473383694,0.9997750000000002,0.44815939125821086,0.07526315789473685,0.4390450517616661,0.13736842105263158,0.4561227287522927,0.17578947368421055,0.48390126803928185,0.6689473684210526,0.7683955211192841,1.7231578947368422,0.6405616146237768,2.488421052631579,0.3879990600148238,2.8815789473684212,0.28194664387392526,39268596272.9965,0.0960220254716182,11154944519.578999,0.523416690610817,89.6061116730853,0.165956693790738,3.7,-0.38544200172010407,3.3,-0.2619311740201505,-77.508,37.5115
8,2013-03,VA,RICHMOND,2013-03,2.98,"(-77.634074, 37.609991)",25437.63,Improvements_Additions for Apartments_Coops,0.15505000000000002,0.4569169640683033,0.17309999999999998,0.4553368737977226,0.20345,0.45268485616452164,0.2419,0.4521934574687268,0.28190000000000004,0.4541406676283377,0.44782500000000003,0.42858065473383694,0.7351250000000001,0.44815939125821086,0.07800000000000003,0.4390450517616661,0.11450000000000005,0.4561227287522927,0.14750000000000002,0.48390126803928185,0.8185000000000002,0.7683955211192841,1.9575,0.6405616146237768,2.7840000000000003,0.3879990600148238,3.1625000000000005,0.28194664387392526,41471481477.9035,0.0960220254716182,8901986132.75728,0.523416690610817,88.794109524791,0.165956693790738,3.6,-0.38544200172010407,3.1,-0.2619311740201505,-77.634074,37.609991
9,2013-04,VA,RICHMOND,2013-04,2.77,"(-77.524243, 37.514664)",22327.78,Improvements_Additions for Apartments_Coops,0.1539047619047619,0.4569169640683033,0.17210476190476193,0.4553368737977226,0.19953333333333334,0.45268485616452164,0.24005714285714277,0.4521934574687268,0.27714285714285714,0.4541406676283377,0.4360190476190476,0.42858065473383694,0.7168333333333334,0.44815939125821086,0.049090909090909116,0.4390450517616661,0.09409090909090913,0.4561227287522927,0.12454545454545456,0.48390126803928185,0.7104545454545454,0.7683955211192841,1.7590909090909093,0.6405616146237768,2.5500000000000003,0.3879990600148238,2.9327272727272726,0.28194664387392526,41334062733.8549,0.0960220254716182,10210246554.7955,0.523416690610817,88.920473853359,0.165956693790738,3.5,-0.38544200172010407,2.8,-0.2619311740201505,-77.524243,37.514664
