,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-3),Corr with auto_vol(-3),student_vol(4),Corr with student_vol(4),credit_tightness,Corr with credit_tightness,mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(2),Corr with mortgage 90(2)
0,DES MOINES,2010-11,3.68,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.4513027272727275,0.43440275965541014,0.24913818181818187,3.4308618181818185,0.44072168944127077,0.2541922727272727,3.4258077272727276,0.44661167840077665,0.27004181818181816,3.409958181818182,0.45543954325215164,0.2871204545454545,3.3928795454545457,0.4621283791140938,0.44597000000000014,3.23403,0.4394964944762847,0.7651345454545454,2.914865454545455,0.42215428217924655,0.13400000000000004,3.5460000000000003,0.43325023111293864,0.182,3.498,0.43391875212066394,0.25200000000000006,3.428,0.4493561489058052,1.35,2.33,0.6358896357204197,2.7630000000000003,0.9169999999999998,0.5277596108272893,3.817999999999999,-0.137999999999999,0.28046605060185154,4.186,-0.5059999999999998,0.18502002675204582,29160609360.1217,0.18280643087353005,11311909309.5948,0.6284396962930904,92.8594669911348,-0.2223495321626919,3.0,-0.1425613795994462,2.6,-0.11525010371844427
1,DES MOINES,2011-04,4.08,Improvements_Additions for Apartments_Coops,0.14759444444444447,3.9324055555555555,0.43440275965541014,0.19237777777777781,3.8876222222222223,0.44072168944127077,0.22143500000000005,3.858565,0.44661167840077665,0.25190277777777786,3.828097222222222,0.45543954325215164,0.28138222222222226,3.798617777777778,0.4621283791140938,0.44229888888888896,3.6377011111111113,0.4394964944762847,0.7700555555555555,3.3099444444444446,0.42215428217924655,0.029500000000000005,4.0505,0.43325023111293864,0.11950000000000002,3.9605,0.43391875212066394,0.24650000000000002,3.8335,0.4493561489058052,2.169,1.911,0.6358896357204197,3.4549999999999996,0.6250000000000004,0.5277596108272893,4.276000000000001,-0.19600000000000062,0.28046605060185154,4.5015,-0.4215,0.18502002675204582,31618591270.7387,0.18280643087353005,12477113046.1263,0.6284396962930904,92.5881563190625,-0.2223495321626919,2.5,-0.1425613795994462,2.3,-0.11525010371844427
2,DES MOINES,2012-01,4.07,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.9243523809523815,0.43440275965541014,0.2014238095238095,3.868576190476191,0.44072168944127077,0.28289523809523814,3.787104761904762,0.44661167840077665,0.41424761904761903,3.6557523809523813,0.45543954325215164,0.5659000000000001,3.5041,0.4621283791140938,0.7969761904761906,3.2730238095238096,0.4394964944762847,1.1145476190476191,2.955452380952381,0.42215428217924655,0.0245,4.0455000000000005,0.43325023111293864,0.06550000000000003,4.0045,0.43391875212066394,0.11500000000000003,3.955,0.4493561489058052,0.835,3.2350000000000003,0.6358896357204197,1.9664999999999995,2.103500000000001,0.5277596108272893,2.6950000000000003,1.375,0.28046605060185154,3.026,1.0440000000000005,0.18502002675204582,34623712775.9563,0.18280643087353005,12770391029.1034,0.6284396962930904,90.7743282432688,-0.2223495321626919,2.4,-0.1425613795994462,1.9,-0.11525010371844427
3,DES MOINES,2012-02,3.99,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.8489285714285715,0.43440275965541014,0.19146190476190478,3.7985380952380954,0.44072168944127077,0.2500238095238095,3.739976190476191,0.44661167840077665,0.3686547619047619,3.6213452380952385,0.45543954325215164,0.5032404761904763,3.486759523809524,0.4621283791140938,0.7572880952380953,3.232711904761905,0.4394964944762847,1.0711880952380954,2.9188119047619048,0.42215428217924655,0.06350000000000003,3.9265000000000003,0.43325023111293864,0.124,3.866,0.43391875212066394,0.161,3.829,0.4493561489058052,0.8310000000000001,3.1590000000000003,0.6358896357204197,1.9674999999999998,2.0225000000000004,0.5277596108272893,2.7479999999999998,1.2420000000000004,0.28046605060185154,3.109,0.8810000000000002,0.18502002675204582,34825519831.2788,0.18280643087353005,14585937143.4485,0.6284396962930904,90.6452366150782,-0.2223495321626919,2.3,-0.1425613795994462,1.8,-0.11525010371844427
4,DES MOINES,2012-10,2.38,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.2267956521739127,0.43440275965541014,0.17955217391304346,2.2004478260869567,0.44072168944127077,0.21346521739130433,2.1665347826086956,0.44661167840077665,0.2717391304347827,2.108260869565217,0.45543954325215164,0.3304891304347827,2.0495108695652173,0.4621283791140938,0.5823021739130435,1.7976978260869565,0.4394964944762847,0.9185760869565219,1.461423913043478,0.42215428217924655,0.10952380952380951,2.2704761904761903,0.43325023111293864,0.14904761904761904,2.230952380952381,0.43391875212066394,0.17952380952380956,2.2004761904761905,0.4493561489058052,0.7085714285714285,1.6714285714285713,0.6358896357204197,1.7461904761904758,0.633809523809524,0.5277596108272893,2.505714285714286,-0.1257142857142859,0.28046605060185154,2.90047619047619,-0.5204761904761903,0.18502002675204582,36601383816.48,0.18280643087353005,11080080767.5225,0.6284396962930904,90.37816904639429,-0.2223495321626919,2.5,-0.1425613795994462,1.9,-0.11525010371844427
5,DES MOINES,2013-01,2.5,Improvements_Additions for Apartments_Coops,0.16043181818181818,2.3395681818181817,0.43440275965541014,0.17947272727272726,2.3205272727272725,0.44072168944127077,0.20497272727272725,2.295027272727273,0.44661167840077665,0.2497954545454545,2.2502045454545456,0.45543954325215164,0.30261363636363625,2.1973863636363635,0.4621283791140938,0.48810454545454546,2.0118954545454546,0.4394964944762847,0.8142727272727271,1.6857272727272727,0.42215428217924655,0.05190476190476192,2.448095238095238,0.43325023111293864,0.10761904761904766,2.3923809523809525,0.43391875212066394,0.14523809523809525,2.354761904761905,0.4493561489058052,0.8052380952380951,1.694761904761905,0.6358896357204197,1.9147619047619049,0.5852380952380951,0.5277596108272893,2.681428571428571,-0.18142857142857105,0.28046605060185154,3.0804761904761913,-0.5804761904761913,0.18502002675204582,37685204803.0042,0.18280643087353005,9498561196.652071,0.6284396962930904,91.578064558499,-0.2223495321626919,2.2,-0.1425613795994462,1.9,-0.11525010371844427
6,DES MOINES,2013-03,3.45,Improvements_Additions for Apartments_Coops,0.15505000000000002,3.29495,0.43440275965541014,0.17309999999999998,3.2769000000000004,0.44072168944127077,0.20345,3.24655,0.44661167840077665,0.2419,3.2081,0.45543954325215164,0.28190000000000004,3.1681,0.4621283791140938,0.44782500000000003,3.0021750000000003,0.4394964944762847,0.7351250000000001,2.714875,0.42215428217924655,0.07800000000000003,3.3720000000000003,0.43325023111293864,0.11450000000000005,3.3355,0.43391875212066394,0.14750000000000002,3.3025,0.4493561489058052,0.8185000000000002,2.6315,0.6358896357204197,1.9575,1.4925000000000002,0.5277596108272893,2.7840000000000003,0.6659999999999999,0.28046605060185154,3.1625000000000005,0.28749999999999964,0.18502002675204582,38808856509.5085,0.18280643087353005,8901986132.75728,0.6284396962930904,88.920473853359,-0.2223495321626919,2.3,-0.1425613795994462,1.8,-0.11525010371844427
7,DES MOINES,2013-05,3.15,Improvements_Additions for Apartments_Coops,0.1435047619047619,3.006495238095238,0.43440275965541014,0.1638380952380952,2.9861619047619046,0.44072168944127077,0.19670952380952378,2.9532904761904764,0.44661167840077665,0.23396000000000003,2.9160399999999997,0.45543954325215164,0.27416904761904765,2.8758309523809524,0.4621283791140938,0.42137333333333327,2.7286266666666665,0.4394964944762847,0.6936104761904763,2.4563895238095235,0.42215428217924655,0.020454545454545458,3.1295454545454544,0.43325023111293864,0.08090909090909093,3.069090909090909,0.43391875212066394,0.11863636363636366,3.0313636363636363,0.4493561489058052,0.840909090909091,2.3090909090909086,0.6358896357204197,1.9281818181818182,1.2218181818181817,0.5277596108272893,2.7286363636363635,0.4213636363636364,0.28046605060185154,3.112727272727273,0.037272727272727124,0.18502002675204582,39658399389.4891,0.18280643087353005,10216278752.7557,0.6284396962930904,88.29263433660921,-0.2223495321626919,2.1,-0.1425613795994462,1.6,-0.11525010371844427
8,DES MOINES,2014-10,4.05,Improvements_Additions for Apartments_Coops,0.09059565217391304,3.9594043478260867,0.43440275965541014,0.11953260869565213,3.9304673913043477,0.44072168944127077,0.15351739130434783,3.896482608695652,0.44661167840077665,0.1974043478260869,3.852595652173913,0.45543954325215164,0.2313760869565217,3.8186239130434783,0.4621283791140938,0.3236195652173913,3.7263804347826084,0.4394964944762847,0.5523869565217392,3.4976130434782604,0.42215428217924655,0.020909090909090912,4.029090909090909,0.43325023111293864,0.05045454545454548,3.9995454545454545,0.43391875212066394,0.10454545454545458,3.9454545454545453,0.4493561489058052,1.5459090909090911,2.504090909090909,0.6358896357204197,2.304090909090909,1.7459090909090906,0.5277596108272893,2.7731818181818184,1.2768181818181814,0.28046605060185154,3.039999999999999,1.0100000000000007,0.18502002675204582,44931729222.7983,0.18280643087353005,11837215038.8922,0.6284396962930904,82.08517590205541,-0.2223495321626919,2.1,-0.1425613795994462,1.3,-0.11525010371844427
9,DES MOINES,2014-12,3.83,Improvements_Additions for Apartments_Coops,0.1101,3.7199,0.43440275965541014,0.1330809523809524,3.6969190476190477,0.44072168944127077,0.16305,3.66695,0.44661167840077665,0.20744285714285715,3.622557142857143,0.45543954325215164,0.2446071428571429,3.5853928571428573,0.4621283791140938,0.34302142857142864,3.4869785714285713,0.4394964944762847,0.6021190476190476,3.2278809523809526,0.42215428217924655,0.02500000000000001,3.805,0.43325023111293864,0.1063636363636364,3.7236363636363636,0.43391875212066394,0.21454545454545454,3.6154545454545457,0.4493561489058052,1.64,2.1900000000000004,0.6358896357204197,2.2072727272727275,1.6227272727272726,0.5277596108272893,2.5504545454545453,1.2795454545454548,0.28046605060185154,2.8331818181818185,0.9968181818181816,0.18502002675204582,44885858708.7515,0.18280643087353005,11835194000.8273,0.6284396962930904,82.4770523961592,-0.2223495321626919,1.4,-0.1425613795994462,1.3,-0.11525010371844427
