,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(-3),Corr with student_vol(-3),credit_tightness,Corr with credit_tightness,mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90,Corr with mortgage 90
0,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,4.8,-0.39671271293153926,4.9,-0.4304668997294034
1,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,4.8,-0.39671271293153926,4.9,-0.4304668997294034
2,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,4.8,-0.39671271293153926,3.6,-0.4304668997294034
3,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,4.8,-0.39671271293153926,3.6,-0.4304668997294034
4,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,3.4,-0.39671271293153926,4.9,-0.4304668997294034
5,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,3.4,-0.39671271293153926,4.9,-0.4304668997294034
6,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,3.4,-0.39671271293153926,3.6,-0.4304668997294034
7,GAINESVILLE,2010-11,3.73,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.5013027272727273,0.537725727721865,0.24913818181818187,3.4808618181818183,0.536372194896222,0.2541922727272727,3.4758077272727275,0.5254258152014044,0.27004181818181816,3.4599581818181817,0.5077047012746269,0.2871204545454545,3.4428795454545456,0.4838691553585312,0.44597000000000014,3.28403,0.4420636993298091,0.7651345454545454,2.9648654545454547,0.4205460617004159,0.13400000000000004,3.596,0.5266645973115501,0.182,3.548,0.5162500551421906,0.25200000000000006,3.4779999999999998,0.5241274972882158,1.35,2.38,0.6882920818746121,2.7630000000000003,0.9669999999999996,0.4843136240325916,3.817999999999999,-0.08799999999999919,0.2237820260032615,4.186,-0.45599999999999996,0.13589774490007478,32217867353.4185,0.24478107534331975,11556490165.0911,-0.405351221308978,92.8594669911348,-0.23880105733373108,3.4,-0.39671271293153926,3.6,-0.4304668997294034
8,GAINESVILLE,2010-12,4.074999999999999,Improvements_Additions for Apartments_Coops,0.24122190476190472,3.8337780952380944,0.537725727721865,0.25412380952380953,3.8208761904761896,0.536372194896222,0.26178857142857137,3.813211428571428,0.5254258152014044,0.28196571428571415,3.793034285714285,0.5077047012746269,0.30272333333333334,3.772276666666666,0.4838691553585312,0.4583942857142857,3.6166057142857135,0.4420636993298091,0.7839004761904763,3.291099523809523,0.4205460617004159,0.0854166666666667,3.9895833333333326,0.5266645973115501,0.19333333333333338,3.881666666666666,0.5162500551421906,0.2937499999999999,3.7812499999999996,0.5241274972882158,1.9429166666666664,2.132083333333333,0.6882920818746121,3.2949999999999995,0.7799999999999998,0.4843136240325916,4.173333333333333,-0.0983333333333336,0.2237820260032615,4.415,-0.34000000000000075,0.13589774490007478,31565012894.7234,0.24478107534331975,12342273869.2704,-0.405351221308978,94.7176548951663,-0.23880105733373108,4.9,-0.39671271293153926,4.6,-0.4304668997294034
9,GAINESVILLE,2010-12,4.074999999999999,Improvements_Additions for Apartments_Coops,0.24122190476190472,3.8337780952380944,0.537725727721865,0.25412380952380953,3.8208761904761896,0.536372194896222,0.26178857142857137,3.813211428571428,0.5254258152014044,0.28196571428571415,3.793034285714285,0.5077047012746269,0.30272333333333334,3.772276666666666,0.4838691553585312,0.4583942857142857,3.6166057142857135,0.4420636993298091,0.7839004761904763,3.291099523809523,0.4205460617004159,0.0854166666666667,3.9895833333333326,0.5266645973115501,0.19333333333333338,3.881666666666666,0.5162500551421906,0.2937499999999999,3.7812499999999996,0.5241274972882158,1.9429166666666664,2.132083333333333,0.6882920818746121,3.2949999999999995,0.7799999999999998,0.4843136240325916,4.173333333333333,-0.0983333333333336,0.2237820260032615,4.415,-0.34000000000000075,0.13589774490007478,31565012894.7234,0.24478107534331975,12342273869.2704,-0.405351221308978,94.7176548951663,-0.23880105733373108,4.9,-0.39671271293153926,4.6,-0.4304668997294034
