,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol(-3),Corr with student_vol(-3),credit_tightness,Corr with credit_tightness,mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(4),Corr with mortgage 90(4)
0,ALBANY,2010-12,6.2,Improvements_Additions for Apartments_Coops,0.24122190476190472,5.958778095238095,0.09598642055879383,0.25412380952380953,5.9458761904761905,0.08965553522878528,0.26178857142857137,5.938211428571429,0.0820671765057992,0.28196571428571415,5.9180342857142865,0.07258232040874463,0.30272333333333334,5.8972766666666665,0.059399398961885765,0.4583942857142857,5.741605714285715,0.057649305051007536,0.7839004761904763,5.416099523809524,0.07411736511078715,0.0854166666666667,6.114583333333334,0.0855124527429199,0.19333333333333338,6.006666666666667,0.08775573248845843,0.2937499999999999,5.90625,0.07065326036267965,1.9429166666666664,4.257083333333334,0.26054669002999603,3.2949999999999995,2.9050000000000007,0.6130196190224441,4.173333333333333,2.0266666666666673,0.6745605802643346,4.415,1.7850000000000001,0.6424496211675971,31044830349.9256,-0.7776066899849797,12342273869.2704,0.377795331639045,94.7176548951663,0.760384550619814,3.7,0.8865946450641364,2.9,0.35294824850094364
1,ALBANY,2011-11,4.25,Improvements_Additions for Apartments_Coops,0.14255090909090912,4.107449090909091,0.09598642055879383,0.19244863636363635,4.057551363636364,0.08965553522878528,0.2536463636363637,3.9963536363636365,0.0820671765057992,0.3593790909090909,3.890620909090909,0.07258232040874463,0.47529181818181826,3.774708181818182,0.059399398961885765,0.6805422727272729,3.5694577272727273,0.057649305051007536,1.000305,3.249695,0.07411736511078715,0.013999999999999999,4.236,0.0855124527429199,0.04650000000000002,4.2035,0.08775573248845843,0.11200000000000002,4.138,0.07065326036267965,0.908,3.342,0.26054669002999603,2.0134999999999996,2.2365000000000004,0.6130196190224441,2.7180000000000004,1.5319999999999996,0.6745605802643346,3.0155000000000003,1.2344999999999997,0.6424496211675971,34825519831.2788,-0.7776066899849797,12477113046.1263,0.377795331639045,90.35087768078328,0.760384550619814,3.0,0.8865946450641364,3.6,0.35294824850094364
2,ALBANY,2014-02,3.86,Improvements_Additions for Apartments_Coops,0.08627,3.77373,0.09598642055879383,0.11939250000000004,3.7406075,0.08965553522878528,0.155105,3.704895,0.0820671765057992,0.19663749999999997,3.6633625,0.07258232040874463,0.23520249999999998,3.6247974999999997,0.059399398961885765,0.3308,3.5292,0.057649305051007536,0.554605,3.305395,0.07411736511078715,0.046842105263157914,3.813157894736842,0.0855124527429199,0.08105263157894738,3.7789473684210524,0.08775573248845843,0.11684210526315793,3.743157894736842,0.07065326036267965,1.5157894736842106,2.3442105263157895,0.26054669002999603,2.7094736842105265,1.1505263157894734,0.6130196190224441,3.3847368421052626,0.4752631578947373,0.6745605802643346,3.6626315789473685,0.19736842105263142,0.6424496211675971,43204378466.7468,-0.7776066899849797,10396023519.0372,0.377795331639045,83.69462947740479,0.760384550619814,2.3,0.8865946450641364,2.8,0.35294824850094364
3,ALBANY,2014-06,3.88,Improvements_Additions for Apartments_Coops,0.09278571428571428,3.7872142857142856,0.09598642055879383,0.12241428571428574,3.7575857142857143,0.08965553522878528,0.1523738095238095,3.7276261904761903,0.0820671765057992,0.19377380952380954,3.6862261904761904,0.07258232040874463,0.2309452380952381,3.649054761904762,0.059399398961885765,0.32388809523809525,3.5561119047619045,0.057649305051007536,0.5421714285714285,3.337828571428571,0.07411736511078715,0.024285714285714296,3.8557142857142854,0.0855124527429199,0.06047619047619051,3.8195238095238095,0.08775573248845843,0.10476190476190479,3.775238095238095,0.07065326036267965,1.679047619047619,2.2009523809523808,0.26054669002999603,2.5985714285714288,1.2814285714285711,0.6130196190224441,3.1533333333333333,0.7266666666666666,0.6745605802643346,3.4199999999999995,0.4600000000000004,0.6424496211675971,43938467193.2505,-0.7776066899849797,10653400066.5467,0.377795331639045,81.9669757663089,0.760384550619814,2.2,0.8865946450641364,2.5,0.35294824850094364
4,ALBANY,2014-11,4.39,Improvements_Additions for Apartments_Coops,0.09656999999999999,4.29343,0.09598642055879383,0.12222499999999999,4.267774999999999,0.08965553522878528,0.1548075,4.2351925,0.0820671765057992,0.20246,4.187539999999999,0.07258232040874463,0.23286250000000003,4.157137499999999,0.059399398961885765,0.32679500000000006,4.063205,0.057649305051007536,0.56206,3.82794,0.07411736511078715,0.04166666666666668,4.348333333333333,0.0855124527429199,0.06944444444444448,4.320555555555555,0.08775573248845843,0.13444444444444448,4.2555555555555555,0.07065326036267965,1.6205555555555557,2.769444444444444,0.26054669002999603,2.325555555555556,2.064444444444444,0.6130196190224441,2.7644444444444445,1.6255555555555552,0.6745605802643346,3.038333333333333,1.3516666666666666,0.6424496211675971,44940573200.2924,-0.7776066899849797,11117378455.0815,0.377795331639045,82.72786465890579,0.760384550619814,2.1,0.8865946450641364,2.9,0.35294824850094364
5,ALBANY,2015-02,3.94,Improvements_Additions for Apartments_Coops,0.11784999999999998,3.82215,0.09598642055879383,0.13764249999999997,3.8023575,0.08965553522878528,0.17207499999999998,3.767925,0.0820671765057992,0.2121925,3.7278075,0.07258232040874463,0.25842,3.68158,0.059399398961885765,0.37596500000000005,3.564035,0.057649305051007536,0.6601375,3.2798625,0.07411736511078715,0.017894736842105265,3.9221052631578948,0.0855124527429199,0.07105263157894741,3.8689473684210527,0.08775573248845843,0.22421052631578947,3.7157894736842105,0.07065326036267965,1.472631578947368,2.467368421052632,0.26054669002999603,1.9752631578947366,1.9647368421052633,0.6130196190224441,2.3384210526315794,1.6015789473684205,0.6745605802643346,2.566315789473684,1.3736842105263158,0.6424496211675971,45758876905.2845,-0.7776066899849797,11357071284.6333,0.377795331639045,82.122236078369,0.760384550619814,2.4,0.8865946450641364,2.6,0.35294824850094364
6,ALBANY,2015-07,3.3,Improvements_Additions for Apartments_Coops,0.1263,3.1736999999999997,0.09598642055879383,0.1488782608695652,3.1511217391304345,0.08965553522878528,0.1881586956521739,3.111841304347826,0.0820671765057992,0.23940652173913043,3.0605934782608695,0.07258232040874463,0.29066956521739135,3.0093304347826084,0.059399398961885765,0.46192391304347824,2.8380760869565216,0.057649305051007536,0.7858413043478262,2.5141586956521738,0.07411736511078715,0.030000000000000002,3.27,0.0855124527429199,0.11636363636363636,3.1836363636363636,0.08775573248845843,0.2968181818181819,3.003181818181818,0.07065326036267965,1.632272727272727,1.6677272727272727,0.26054669002999603,2.3245454545454547,0.9754545454545451,0.6130196190224441,2.7663636363636357,0.5336363636363641,0.6745605802643346,3.066363636363636,0.23363636363636386,0.6424496211675971,48668534366.8701,-0.7776066899849797,11835194000.8273,0.377795331639045,81.7923503982947,0.760384550619814,1.9,0.8865946450641364,2.2,0.35294824850094364
7,ALBANY,2015-09,3.59,Improvements_Additions for Apartments_Coops,0.1344409090909091,3.455559090909091,0.09598642055879383,0.15661363636363634,3.4333863636363633,0.08965553522878528,0.20107727272727274,3.388922727272727,0.0820671765057992,0.26589318181818195,3.324106818181818,0.07258232040874463,0.3311113636363637,3.2588886363636362,0.059399398961885765,0.5371681818181817,3.052831818181818,0.057649305051007536,0.8526636363636364,2.7373363636363637,0.07411736511078715,0.008571428571428572,3.5814285714285714,0.0855124527429199,0.17952380952380947,3.4104761904761904,0.08775573248845843,0.3733333333333333,3.216666666666667,0.07065326036267965,1.4900000000000002,2.0999999999999996,0.26054669002999603,2.1728571428571435,1.4171428571428564,0.6130196190224441,2.618095238095238,0.9719047619047618,0.6745605802643346,2.9528571428571433,0.6371428571428566,0.6424496211675971,49379202635.7798,-0.7776066899849797,11517159733.1957,0.377795331639045,81.36742750908279,0.760384550619814,1.9,0.8865946450641364,2.1,0.35294824850094364
8,ALBANY,2016-12,3.65,Improvements_Additions for Apartments_Coops,0.5606285,3.0893715,0.09598642055879383,0.6315605,3.0184395,0.08965553522878528,0.7119585,2.9380414999999998,0.0820671765057992,0.7883325000000001,2.8616675,0.07258232040874463,0.9753284999999998,2.6746715,0.059399398961885765,1.3063339999999999,2.343666,0.057649305051007536,1.6692235,1.9807765,0.07411736511078715,0.42333333333333334,3.2266666666666666,0.0855124527429199,0.638095238095238,3.011904761904762,0.08775573248845843,0.8661904761904763,2.7838095238095235,0.07065326036267965,1.9590476190476194,1.6909523809523805,0.26054669002999603,2.491904761904762,1.158095238095238,0.6130196190224441,2.835238095238095,0.8147619047619048,0.6745605802643346,3.1133333333333324,0.5366666666666675,0.6424496211675971,51124149514.2735,-0.7776066899849797,11482367114.4991,0.377795331639045,88.1697673489486,0.760384550619814,2.0,0.8865946450641364,1.5,0.35294824850094364
9,ALBANY,2017-04,4.26,Improvements_Additions for Apartments_Coops,0.9290682352941175,3.3309317647058823,0.09598642055879383,0.9469605882352942,3.3130394117647057,0.08965553522878528,0.9906858823529412,3.269314117647059,0.0820671765057992,1.0343464705882355,3.2256535294117645,0.07258232040874463,1.1592282352941174,3.1007717647058826,0.059399398961885765,1.4162570588235293,2.8437429411764708,0.057649305051007536,1.7758141176470588,2.484185882352941,0.07411736511078715,0.7457894736842106,3.5142105263157895,0.0855124527429199,0.9489473684210525,3.3110526315789475,0.08775573248845843,1.0421052631578949,3.217894736842105,0.07065326036267965,1.8242105263157897,2.43578947368421,0.26054669002999603,2.297368421052632,1.9626315789473678,0.6130196190224441,2.6673684210526316,1.5926315789473682,0.6745605802643346,2.9415789473684213,1.3184210526315785,0.6424496211675971,47316214443.3566,-0.7776066899849797,12351593318.9066,0.377795331639045,89.1200725980081,0.760384550619814,2.2,0.8865946450641364,1.3,0.35294824850094364
