,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(-2),Corr with student_vol(-2),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(4),Corr with mortgage 30-89(4),mortgage 90(4),Corr with mortgage 90(4)
0,OK,OKLAHOMA CITY,2011-08,4.4,Improvements_Additions for Apartments_Coops,0.14468363636363638,4.255316363636364,-0.07148723568073188,0.18038681818181818,4.219613181818183,-0.06419760156519147,0.21116590909090904,4.188834090909092,-0.06405244116266348,0.24895727272727275,4.151042727272728,-0.0827131148708117,0.29323772727272723,4.1067622727272735,-0.09344362033043278,0.45919454545454547,3.9408054545454547,-0.16170308317843332,0.7783581818181818,3.6216418181818186,-0.17203151394116728,0.017391304347826094,4.382608695652174,-0.09138537954896409,0.06217391304347828,4.337826086956522,-0.11759258373711212,0.11478260869565218,4.285217391304348,-0.10512862207926921,1.021304347826087,3.3786956521739135,0.22208370806020578,2.303043478260869,2.0969565217391315,0.5331769696376286,3.244782608695652,1.1552173913043484,0.6118433762569514,3.6513043478260867,0.7486956521739137,0.5898476295559661,34825519831.2788,-0.25098887665699393,12472473242.0863,-0.5824251152102263,91.13289228397959,0.36321020078147503,3.8,0.19738654758668353,2.6,0.15973635219825005
1,OK,OKLAHOMA CITY,2011-10,4.25,Improvements_Additions for Apartments_Coops,0.1416352380952381,4.108364761904762,-0.07148723568073188,0.19074095238095234,4.059259047619047,-0.06419760156519147,0.24373904761904758,4.006260952380952,-0.06405244116266348,0.3185252380952381,3.931474761904762,-0.0827131148708117,0.4064785714285714,3.8435214285714285,-0.09344362033043278,0.59521,3.65479,-0.16170308317843332,0.9086428571428572,3.341357142857143,-0.17203151394116728,0.013500000000000003,4.2365,-0.09138537954896409,0.05450000000000003,4.1955,-0.11759258373711212,0.1145,4.1355,-0.10512862207926921,1.0614999999999999,3.1885000000000003,0.22208370806020578,2.1519999999999997,2.0980000000000003,0.5331769696376286,2.8695,1.3805,0.6118433762569514,3.128,1.1219999999999999,0.5898476295559661,35385458151.3724,-0.25098887665699393,12477113046.1263,-0.5824251152102263,90.5649414475864,0.36321020078147503,3.4,0.19738654758668353,2.7,0.15973635219825005
2,OK,OKLAHOMA CITY,2012-05,4.34,Improvements_Additions for Apartments_Coops,0.15161363636363637,4.188386363636363,-0.07148723568073188,0.19053181818181822,4.1494681818181816,-0.06419760156519147,0.23893181818181805,4.101068181818182,-0.06405244116266348,0.3457045454545453,3.9942954545454548,-0.0827131148708117,0.4665318181818183,3.8734681818181818,-0.09344362033043278,0.732990909090909,3.6070090909090906,-0.16170308317843332,1.0615068181818177,3.278493181818182,-0.17203151394116728,0.06590909090909093,4.2740909090909085,-0.09138537954896409,0.14545454545454548,4.194545454545454,-0.11759258373711212,0.19181818181818186,4.148181818181818,-0.10512862207926921,0.7618181818181818,3.578181818181818,0.22208370806020578,1.8031818181818189,2.536818181818181,0.5331769696376286,2.525909090909091,1.814090909090909,0.6118433762569514,2.930909090909091,1.4090909090909087,0.5898476295559661,37160101000.5239,-0.25098887665699393,11251067892.2966,-0.5824251152102263,90.6452366150782,0.36321020078147503,3.4,0.19738654758668353,2.5,0.15973635219825005
3,OK,OKLAHOMA CITY,2012-07,3.55,Improvements_Additions for Apartments_Coops,0.16720454545454547,3.3827954545454544,-0.07148723568073188,0.19873636363636368,3.3512636363636363,-0.06419760156519147,0.24646136363636365,3.303538636363636,-0.06405244116266348,0.34024999999999994,3.2097499999999997,-0.0827131148708117,0.4535545454545455,3.0964454545454543,-0.09344362033043278,0.7302181818181818,2.819781818181818,-0.16170308317843332,1.0653181818181816,2.4846818181818184,-0.17203151394116728,0.06952380952380956,3.4804761904761903,-0.09138537954896409,0.14571428571428574,3.404285714285714,-0.11759258373711212,0.18571428571428572,3.364285714285714,-0.10512862207926921,0.6195238095238095,2.9304761904761905,0.22208370806020578,1.5266666666666664,2.0233333333333334,0.5331769696376286,2.217142857142857,1.3328571428571427,0.6118433762569514,2.5900000000000003,0.9599999999999995,0.5898476295559661,37685204803.0042,-0.25098887665699393,12770391029.1034,-0.5824251152102263,89.00857713430821,0.36321020078147503,3.2,0.19738654758668353,2.7,0.15973635219825005
4,OK,OKLAHOMA CITY,2012-09,2.4,Improvements_Additions for Apartments_Coops,0.15189500000000006,2.248105,-0.07148723568073188,0.183625,2.2163749999999998,-0.06419760156519147,0.22133750000000002,2.1786624999999997,-0.06405244116266348,0.3079875,2.0920125,-0.0827131148708117,0.3856325000000001,2.0143674999999996,-0.09344362033043278,0.6716749999999999,1.728325,-0.16170308317843332,0.9997750000000002,1.4002249999999998,-0.17203151394116728,0.07526315789473685,2.324736842105263,-0.09138537954896409,0.13736842105263158,2.262631578947368,-0.11759258373711212,0.17578947368421055,2.2242105263157894,-0.10512862207926921,0.6689473684210526,1.7310526315789474,0.22208370806020578,1.7231578947368422,0.6768421052631577,0.5331769696376286,2.488421052631579,-0.08842105263157896,0.6118433762569514,2.8815789473684212,-0.48157894736842133,0.5898476295559661,38808856509.5085,-0.25098887665699393,16111780903.4699,-0.5824251152102263,89.56768058609659,0.36321020078147503,3.4,0.19738654758668353,2.5,0.15973635219825005
5,OK,OKLAHOMA CITY,2012-10,2.79,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.636795652173913,-0.07148723568073188,0.17955217391304346,2.610447826086957,-0.06419760156519147,0.21346521739130433,2.5765347826086957,-0.06405244116266348,0.2717391304347827,2.5182608695652173,-0.0827131148708117,0.3304891304347827,2.4595108695652175,-0.09344362033043278,0.5823021739130435,2.2076978260869566,-0.16170308317843332,0.9185760869565219,1.8714239130434782,-0.17203151394116728,0.10952380952380951,2.6804761904761905,-0.09138537954896409,0.14904761904761904,2.640952380952381,-0.11759258373711212,0.17952380952380956,2.6104761904761906,-0.10512862207926921,0.7085714285714285,2.0814285714285714,0.22208370806020578,1.7461904761904758,1.0438095238095242,0.5331769696376286,2.505714285714286,0.28428571428571425,0.6118433762569514,2.90047619047619,-0.11047619047619017,0.5898476295559661,39268596272.9965,-0.25098887665699393,11986368496.8635,-0.5824251152102263,89.02745876405929,0.36321020078147503,2.9,0.19738654758668353,2.5,0.15973635219825005
6,OK,OKLAHOMA CITY,2013-02,3.69,Improvements_Additions for Apartments_Coops,0.15464999999999998,3.5353499999999998,-0.07148723568073188,0.17315,3.51685,-0.06419760156519147,0.20129999999999998,3.4887,-0.06405244116266348,0.2455,3.4445,-0.0827131148708117,0.29049499999999995,3.399505,-0.09344362033043278,0.463425,3.226575,-0.16170308317843332,0.761875,2.928125,-0.17203151394116728,0.0768421052631579,3.613157894736842,-0.09138537954896409,0.12421052631578947,3.5657894736842106,-0.11759258373711212,0.15736842105263157,3.5326315789473686,-0.10512862207926921,0.8463157894736841,2.843684210526316,0.22208370806020578,1.9842105263157896,1.7057894736842103,0.5331769696376286,2.782631578947368,0.9073684210526318,0.6118433762569514,3.165263157894737,0.5247368421052632,0.5898476295559661,40995097959.5386,-0.25098887665699393,11337096053.4966,-0.5824251152102263,90.2956809830492,0.36321020078147503,2.2,0.19738654758668353,2.1,0.15973635219825005
7,OK,OKLAHOMA CITY,2013-07,3.55,Improvements_Additions for Apartments_Coops,0.12117913043478262,3.428820869565217,-0.07148723568073188,0.15611695652173913,3.3938830434782608,-0.06419760156519147,0.19111913043478265,3.3588808695652173,-0.06405244116266348,0.232388695652174,3.317611304347826,-0.0827131148708117,0.26758260869565215,3.2824173913043477,-0.09344362033043278,0.40307869565217386,3.146921304347826,-0.16170308317843332,0.6838491304347826,2.8661508695652174,-0.17203151394116728,0.020909090909090912,3.529090909090909,-0.09138537954896409,0.07363636363636367,3.476363636363636,-0.11759258373711212,0.12181818181818184,3.4281818181818178,-0.10512862207926921,1.4031818181818183,2.1468181818181815,0.22208370806020578,2.5822727272727275,0.9677272727272723,0.5331769696376286,3.3072727272727276,0.24272727272727224,0.6118433762569514,3.605,-0.05500000000000016,0.5898476295559661,41244159430.5284,-0.25098887665699393,9498561196.652071,-0.5824251152102263,86.5850023909696,0.36321020078147503,2.8,0.19738654758668353,2.1,0.15973635219825005
8,OK,OKLAHOMA CITY,2013-09,4.8,Improvements_Additions for Apartments_Coops,0.11272380952380952,4.68727619047619,-0.07148723568073188,0.14323238095238094,4.656767619047619,-0.06419760156519147,0.18057476190476196,4.619425238095237,-0.06405244116266348,0.22133904761904755,4.578660952380952,-0.0827131148708117,0.2531785714285715,4.546821428571429,-0.09344362033043278,0.38033809523809525,4.419661904761904,-0.16170308317843332,0.6526857142857143,4.147314285714286,-0.17203151394116728,0.017500000000000005,4.7825,-0.09138537954896409,0.04150000000000001,4.7585,-0.11759258373711212,0.11850000000000002,4.6815,-0.10512862207926921,1.5959999999999999,3.2039999999999997,0.22208370806020578,2.8095,1.9905,0.5331769696376286,3.526,1.274,0.6118433762569514,3.7870000000000004,1.0129999999999995,0.5898476295559661,41561863313.5151,-0.25098887665699393,8901986132.75728,-0.5824251152102263,89.95115518901541,0.36321020078147503,3.0,0.19738654758668353,2.3,0.15973635219825005
9,OK,OKLAHOMA CITY,2015-04,3.39,Improvements_Additions for Apartments_Coops,0.12200000000000003,3.2680000000000002,-0.07148723568073188,0.14605250000000003,3.2439475,-0.06419760156519147,0.18076750000000003,3.2092325,-0.06405244116266348,0.22830999999999996,3.16169,-0.0827131148708117,0.27596,3.11404,-0.09344362033043278,0.404505,2.9854950000000002,-0.16170308317843332,0.6969449999999999,2.693055,-0.17203151394116728,0.018181818181818188,3.371818181818182,-0.09138537954896409,0.09363636363636368,3.2963636363636364,-0.11759258373711212,0.23363636363636367,3.1563636363636363,-0.10512862207926921,1.3545454545454545,2.0354545454545456,0.22208370806020578,1.9349999999999996,1.4550000000000005,0.5331769696376286,2.334090909090909,1.0559090909090911,0.6118433762569514,2.5859090909090905,0.8040909090909096,0.5898476295559661,48668534366.8701,-0.25098887665699393,11837215038.8922,-0.5824251152102263,80.33849809561521,0.36321020078147503,2.3,0.19738654758668353,1.2,0.15973635219825005
10,OK,OKLAHOMA CITY,2016-09,3.19,Improvements_Additions for Apartments_Coops,0.42159363636363634,2.7684063636363634,-0.07148723568073188,0.4495609090909092,2.7404390909090908,-0.06419760156519147,0.5270018181818182,2.662998181818182,-0.06405244116266348,0.6625254545454545,2.5274745454545453,-0.0827131148708117,0.8496804545454547,2.340319545454545,-0.09344362033043278,1.2471445454545458,1.9428554545454542,-0.16170308317843332,1.5560313636363639,1.633968636363636,-0.17203151394116728,0.1914285714285715,2.998571428571428,-0.09138537954896409,0.4671428571428572,2.722857142857143,-0.11759258373711212,0.5933333333333333,2.5966666666666667,-0.10512862207926921,1.178095238095238,2.011904761904762,0.22208370806020578,1.6304761904761906,1.5595238095238093,0.5331769696376286,2.0152380952380957,1.1747619047619042,0.6118433762569514,2.350476190476191,0.8395238095238091,0.5898476295559661,51124149514.2735,-0.25098887665699393,11531266279.4831,-0.5824251152102263,85.1896726255448,0.36321020078147503,3.0,0.19738654758668353,1.6,0.15973635219825005
11,OK,OKLAHOMA CITY,2016-12,3.6,Improvements_Additions for Apartments_Coops,0.5606285,3.0393715,-0.07148723568073188,0.6315605,2.9684395,-0.06419760156519147,0.7119585,2.8880415,-0.06405244116266348,0.7883325000000001,2.8116675,-0.0827131148708117,0.9753284999999998,2.6246715000000003,-0.09344362033043278,1.3063339999999999,2.293666,-0.16170308317843332,1.6692235,1.9307765000000001,-0.17203151394116728,0.42333333333333334,3.1766666666666667,-0.09138537954896409,0.638095238095238,2.961904761904762,-0.11759258373711212,0.8661904761904763,2.7338095238095237,-0.10512862207926921,1.9590476190476194,1.6409523809523807,0.22208370806020578,2.491904761904762,1.1080952380952382,0.5331769696376286,2.835238095238095,0.764761904761905,0.6118433762569514,3.1133333333333324,0.4866666666666677,0.5898476295559661,48441183549.9275,-0.25098887665699393,11692339154.1207,-0.5824251152102263,88.3913281030881,0.36321020078147503,2.4,0.19738654758668353,1.4,0.15973635219825005
12,OK,OKLAHOMA CITY,2017-02,3.8,Improvements_Additions for Apartments_Coops,0.6863609999999999,3.113639,-0.07148723568073188,0.7163664999999999,3.0836335,-0.06419760156519147,0.7767084999999999,3.0232915,-0.06405244116266348,0.8480275,2.9519724999999997,-0.0827131148708117,1.0445964999999997,2.7554035,-0.09344362033043278,1.3514585000000001,2.4485414999999997,-0.16170308317843332,1.723958,2.0760419999999997,-0.17203151394116728,0.48210526315789465,3.317894736842105,-0.09138537954896409,0.653157894736842,3.1468421052631577,-0.11759258373711212,0.8205263157894739,2.979473684210526,-0.10512862207926921,1.9015789473684213,1.8984210526315786,0.22208370806020578,2.4189473684210525,1.3810526315789473,0.5331769696376286,2.763684210526316,1.0363157894736839,0.6118433762569514,3.0321052631578946,0.7678947368421052,0.5898476295559661,48693341763.9087,-0.25098887665699393,12605986919.9069,-0.5824251152102263,89.2057504560787,0.36321020078147503,2.3,0.19738654758668353,1.4,0.15973635219825005
13,OK,OKLAHOMA CITY,2018-01,3.6,Improvements_Additions for Apartments_Coops,1.4378880952380952,2.162111904761905,-0.07148723568073188,1.467563181818182,2.132436818181818,-0.06419760156519147,1.5610881818181819,2.038911818181818,-0.06405244116266348,1.6355336363636364,1.9644663636363637,-0.0827131148708117,1.733970909090909,1.866029090909091,-0.09344362033043278,1.9067609090909092,1.6932390909090909,-0.16170308317843332,2.196459545454545,1.403540454545455,-0.17203151394116728,1.3000000000000003,2.3,-0.09138537954896409,1.6199999999999994,1.9800000000000006,-0.11759258373711212,1.8028571428571425,1.7971428571428576,-0.10512862207926921,2.381904761904762,1.2180952380952381,0.22208370806020578,2.5838095238095242,1.0161904761904759,0.5331769696376286,2.7342857142857144,0.8657142857142857,0.6118433762569514,2.8776190476190475,0.7223809523809526,0.5898476295559661,50505964400.0098,-0.25098887665699393,11707722927.962,-0.5824251152102263,87.46440959377459,0.36321020078147503,2.6,0.19738654758668353,1.0,0.15973635219825005
