,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(4),Corr with auto_vol(4),student_vol(1),Corr with student_vol(1),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(-2),Corr with mortgage 90(-2)
0,MI,DETROIT,2010-04,6.0,Improvements_Additions for Apartments_Coops,0.24183250000000003,5.7581675,0.05482564872751188,0.2495495,5.7504505,0.05415274208406169,0.2597455000000001,5.7402545,0.05014772998424184,0.2840375,5.7159625,0.04247688554490143,0.3116065,5.6883935,0.03130765848893109,0.4758610000000001,5.524139,0.0038888624979286153,0.9598030000000002,5.040197,0.016837236695464507,0.15045454545454548,5.849545454545455,0.05912581477985963,0.2440909090909091,5.755909090909091,0.06448918476907695,0.44499999999999995,5.555,0.09155152664496927,2.581363636363637,3.418636363636363,0.5542617024003693,3.8468181818181817,2.1531818181818183,0.7094987381902708,4.531363636363637,1.4686363636363629,0.6200783370005792,4.693181818181819,1.3068181818181808,0.5888154667255521,29160609360.1217,-0.1937426828475069,11978266411.3233,0.3448917219156727,99.3021234972081,0.13402425827335704,4.8,0.18155531686717855,6.4,0.17787039321677556
1,MI,DETROIT,2010-08,3.61,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.3789838095238096,0.05482564872751188,0.2659952380952381,3.344004761904762,0.05415274208406169,0.27546238095238096,3.334537619047619,0.05014772998424184,0.3123080952380952,3.297691904761905,0.04247688554490143,0.3625466666666667,3.247453333333333,0.03130765848893109,0.5790957142857143,3.0309042857142856,0.0038888624979286153,0.9435780952380955,2.666421904761904,0.016837236695464507,0.15409090909090908,3.4559090909090906,0.05912581477985963,0.19136363636363637,3.4186363636363635,0.06448918476907695,0.25909090909090904,3.3509090909090906,0.09155152664496927,1.4654545454545451,2.1445454545454545,0.5542617024003693,2.6986363636363637,0.9113636363636362,0.7094987381902708,3.516818181818181,0.0931818181818187,0.6200783370005792,3.8031818181818178,-0.1931818181818179,0.5888154667255521,31044830349.9256,-0.1937426828475069,12342273869.2704,0.3448917219156727,95.21340255359091,0.13402425827335704,4.1,0.18155531686717855,5.5,0.17787039321677556
2,MI,DETROIT,2010-10,2.95,Improvements_Additions for Apartments_Coops,0.22598619047619048,2.7240138095238096,0.05482564872751188,0.25051619047619045,2.6994838095238096,0.05415274208406169,0.25605714285714287,2.6939428571428574,0.05014772998424184,0.2720304761904762,2.677969523809524,0.04247688554490143,0.28884,2.66116,0.03130765848893109,0.45499142857142844,2.495008571428572,0.0038888624979286153,0.7680966666666665,2.1819033333333335,0.016837236695464507,0.14050000000000004,2.8095000000000003,0.05912581477985963,0.17650000000000005,2.7735000000000003,0.06448918476907695,0.22800000000000006,2.722,0.09155152664496927,1.1824999999999999,1.7675000000000003,0.5542617024003693,2.54,0.41000000000000014,0.7094987381902708,3.524,-0.5739999999999998,0.6200783370005792,3.8724999999999996,-0.9224999999999994,0.5888154667255521,32217867353.4185,-0.1937426828475069,11082139451.8714,0.3448917219156727,94.51558950569391,0.13402425827335704,4.4,0.18155531686717855,5.3,0.17787039321677556
3,MI,DETROIT,2011-03,5.71,Improvements_Additions for Apartments_Coops,0.2076739130434783,5.502326086956522,0.05482564872751188,0.23889782608695653,5.471102173913043,0.05415274208406169,0.2532847826086956,5.456715217391304,0.05014772998424184,0.2829456521739131,5.427054347826087,0.04247688554490143,0.30843478260869567,5.401565217391305,0.03130765848893109,0.4607826086956522,5.249217391304348,0.0038888624979286153,0.7797065217391305,4.93029347826087,0.016837236695464507,0.06478260869565221,5.645217391304348,0.05912581477985963,0.15652173913043482,5.553478260869565,0.06448918476907695,0.25913043478260867,5.450869565217391,0.09155152664496927,2.1134782608695653,3.5965217391304347,0.5542617024003693,3.414347826086956,2.295652173913044,0.7094987381902708,4.26608695652174,1.4439130434782603,0.6200783370005792,4.5139130434782615,1.1960869565217385,0.5888154667255521,31992172727.7437,-0.1937426828475069,15995126134.7035,0.3448917219156727,93.74313363440879,0.13402425827335704,4.5,0.18155531686717855,4.9,0.17787039321677556
4,MI,DETROIT,2012-02,3.48,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.3389285714285712,0.05482564872751188,0.19146190476190478,3.288538095238095,0.05415274208406169,0.2500238095238095,3.2299761904761906,0.05014772998424184,0.3686547619047619,3.111345238095238,0.04247688554490143,0.5032404761904763,2.9767595238095237,0.03130765848893109,0.7572880952380953,2.722711904761905,0.0038888624979286153,1.0711880952380954,2.4088119047619045,0.016837236695464507,0.06350000000000003,3.4165,0.05912581477985963,0.124,3.356,0.06448918476907695,0.161,3.319,0.09155152664496927,0.8310000000000001,2.649,0.5542617024003693,1.9674999999999998,1.5125000000000002,0.7094987381902708,2.7479999999999998,0.7320000000000002,0.6200783370005792,3.109,0.371,0.5888154667255521,36186315501.0541,-0.1937426828475069,11251067892.2966,0.3448917219156727,90.7743282432688,0.13402425827335704,3.6,0.18155531686717855,4.3,0.17787039321677556
5,MI,DETROIT,2012-04,3.55,Improvements_Additions for Apartments_Coops,0.14868421052631575,3.401315789473684,0.05482564872751188,0.18980526315789473,3.360194736842105,0.05415274208406169,0.23982894736842097,3.3101710526315786,0.05014772998424184,0.34777368421052635,3.2022263157894733,0.04247688554490143,0.46680789473684203,3.0831921052631577,0.03130765848893109,0.7313999999999999,2.8186,0.0038888624979286153,1.048621052631579,2.501378947368421,0.016837236695464507,0.0666666666666667,3.483333333333333,0.05912581477985963,0.13904761904761903,3.4109523809523807,0.06448918476907695,0.18333333333333335,3.3666666666666663,0.09155152664496927,0.8947619047619045,2.6552380952380954,0.5542617024003693,2.0528571428571425,1.4971428571428573,0.7094987381902708,2.8166666666666664,0.7333333333333334,0.6200783370005792,3.1842857142857137,0.3657142857142861,0.5888154667255521,37160101000.5239,-0.1937426828475069,12770391029.1034,0.3448917219156727,90.0868950067716,0.13402425827335704,4.0,0.18155531686717855,4.2,0.17787039321677556
6,MI,DETROIT,2012-05,3.37,Improvements_Additions for Apartments_Coops,0.15161363636363637,3.218386363636364,0.05482564872751188,0.19053181818181822,3.179468181818182,0.05415274208406169,0.23893181818181805,3.1310681818181822,0.05014772998424184,0.3457045454545453,3.024295454545455,0.04247688554490143,0.4665318181818183,2.903468181818182,0.03130765848893109,0.732990909090909,2.637009090909091,0.0038888624979286153,1.0615068181818177,2.308493181818182,0.016837236695464507,0.06590909090909093,3.304090909090909,0.05912581477985963,0.14545454545454548,3.2245454545454546,0.06448918476907695,0.19181818181818186,3.178181818181818,0.09155152664496927,0.7618181818181818,2.6081818181818184,0.5542617024003693,1.8031818181818189,1.5668181818181812,0.7094987381902708,2.525909090909091,0.8440909090909092,0.6200783370005792,2.930909090909091,0.439090909090909,0.5888154667255521,37571290060.6541,-0.1937426828475069,14585937143.4485,0.3448917219156727,89.00857713430821,0.13402425827335704,3.5,0.18155531686717855,4.1,0.17787039321677556
7,MI,DETROIT,2012-09,2.65,Improvements_Additions for Apartments_Coops,0.15189500000000006,2.498105,0.05482564872751188,0.183625,2.4663749999999998,0.05415274208406169,0.22133750000000002,2.4286624999999997,0.05014772998424184,0.3079875,2.3420125,0.04247688554490143,0.3856325000000001,2.2643674999999996,0.03130765848893109,0.6716749999999999,1.978325,0.0038888624979286153,0.9997750000000002,1.6502249999999998,0.016837236695464507,0.07526315789473685,2.574736842105263,0.05912581477985963,0.13736842105263158,2.512631578947368,0.06448918476907695,0.17578947368421055,2.4742105263157894,0.09155152664496927,0.6689473684210526,1.9810526315789474,0.5542617024003693,1.7231578947368422,0.9268421052631577,0.7094987381902708,2.488421052631579,0.16157894736842104,0.6200783370005792,2.8815789473684212,-0.23157894736842133,0.5888154667255521,39268596272.9965,-0.1937426828475069,12022315813.7363,0.3448917219156727,89.6061116730853,0.13402425827335704,3.3,0.18155531686717855,3.7,0.17787039321677556
8,MI,DETROIT,2012-11,2.46,Improvements_Additions for Apartments_Coops,0.1555,2.3045,0.05482564872751188,0.18060909090909089,2.279390909090909,0.05415274208406169,0.20888636363636362,2.251113636363636,0.05014772998424184,0.25813636363636355,2.2018636363636364,0.04247688554490143,0.31102272727272723,2.1489772727272727,0.03130765848893109,0.528347727272727,1.931652272727273,0.0038888624979286153,0.8631931818181818,1.5968068181818182,0.016837236695464507,0.12449999999999999,2.3355,0.05912581477985963,0.14450000000000002,2.3155,0.06448918476907695,0.17850000000000002,2.2815,0.09155152664496927,0.665,1.795,0.5542617024003693,1.654,0.806,0.7094987381902708,2.3894999999999995,0.07050000000000045,0.6200783370005792,2.8034999999999997,-0.3434999999999997,0.5888154667255521,39298206327.5877,-0.1937426828475069,11337096053.4966,0.3448917219156727,90.37816904639429,0.13402425827335704,3.5,0.18155531686717855,3.7,0.17787039321677556
9,MI,DETROIT,2013-01,3.6,Improvements_Additions for Apartments_Coops,0.16043181818181818,3.439568181818182,0.05482564872751188,0.17947272727272726,3.4205272727272726,0.05415274208406169,0.20497272727272725,3.395027272727273,0.05014772998424184,0.2497954545454545,3.3502045454545457,0.04247688554490143,0.30261363636363625,3.297386363636364,0.03130765848893109,0.48810454545454546,3.1118954545454547,0.0038888624979286153,0.8142727272727271,2.785727272727273,0.016837236695464507,0.05190476190476192,3.548095238095238,0.05912581477985963,0.10761904761904766,3.4923809523809526,0.06448918476907695,0.14523809523809525,3.454761904761905,0.09155152664496927,0.8052380952380951,2.794761904761905,0.5542617024003693,1.9147619047619049,1.6852380952380952,0.7094987381902708,2.681428571428571,0.918571428571429,0.6200783370005792,3.0804761904761913,0.5195238095238088,0.5888154667255521,40995097959.5386,-0.1937426828475069,11080080767.5225,0.3448917219156727,89.2801736441717,0.13402425827335704,3.4,0.18155531686717855,3.6,0.17787039321677556
