,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol,Corr with student_vol,credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(1),Corr with mortgage 90(1)
10,AURORA,2014-11,3.8,Improvements_Additions for Apartments_Coops,0.09656999999999999,3.70343,-0.05724951961984408,0.12222499999999999,3.677775,-0.05874884164869478,0.1548075,3.6451925,-0.07277536022816841,0.20246,3.59754,-0.09211699610652638,0.23286250000000003,3.5671375,-0.13070420253436937,0.32679500000000006,3.4732049999999997,-0.19091032083002207,0.56206,3.23794,-0.20639642372011754,0.04166666666666668,3.7583333333333333,-0.05847290001943366,0.06944444444444448,3.730555555555555,-0.0471521531538501,0.13444444444444448,3.6655555555555552,-0.04642439605590858,1.6205555555555557,2.179444444444444,0.17729606087298078,2.325555555555556,1.474444444444444,0.20616053928005218,2.7644444444444445,1.0355555555555553,0.18643075770139886,3.038333333333333,0.7616666666666667,0.19261211703955683,44940573200.2924,-0.18810639313399663,11357071284.6333,0.3325556941594966,81.06604477988621,-0.12325449906428602,1.5,0.18786730316274758,0.9,0.19235529332870646
11,AURORA,2014-12,4.5,Improvements_Additions for Apartments_Coops,0.1101,4.3899,-0.05724951961984408,0.1330809523809524,4.366919047619048,-0.05874884164869478,0.16305,4.33695,-0.07277536022816841,0.20744285714285715,4.2925571428571425,-0.09211699610652638,0.2446071428571429,4.255392857142857,-0.13070420253436937,0.34302142857142864,4.156978571428572,-0.19091032083002207,0.6021190476190476,3.8978809523809526,-0.20639642372011754,0.02500000000000001,4.475,-0.05847290001943366,0.1063636363636364,4.393636363636364,-0.0471521531538501,0.21454545454545454,4.285454545454545,-0.04642439605590858,1.64,2.8600000000000003,0.17729606087298078,2.2072727272727275,2.2927272727272725,0.20616053928005218,2.5504545454545453,1.9495454545454547,0.18643075770139886,2.8331818181818185,1.6668181818181815,0.19261211703955683,45241950015.4561,-0.18810639313399663,14245911418.8887,0.3325556941594966,82.2508390398281,-0.12325449906428602,1.4,0.18786730316274758,0.9,0.19235529332870646
12,AURORA,2015-03,3.62,Improvements_Additions for Apartments_Coops,0.12134999999999999,3.49865,-0.05724951961984408,0.14022954545454547,3.479770454545455,-0.05874884164869478,0.17560000000000003,3.4444,-0.07277536022816841,0.21958181818181813,3.400418181818182,-0.09211699610652638,0.26829772727272727,3.3517022727272727,-0.13070420253436937,0.39945,3.2205500000000002,-0.19091032083002207,0.700025,2.919975,-0.20639642372011754,0.02272727272727273,3.597272727272727,-0.05847290001943366,0.11000000000000001,3.5100000000000002,-0.0471521531538501,0.25363636363636366,3.3663636363636362,-0.04642439605590858,1.5190909090909088,2.1009090909090915,0.17729606087298078,2.042727272727273,1.5772727272727272,0.20616053928005218,2.4068181818181817,1.2131818181818184,0.18643075770139886,2.626363636363636,0.9936363636363641,0.19261211703955683,47944164595.1044,-0.18810639313399663,12019442988.8631,0.3325556941594966,82.4770523961592,-0.12325449906428602,1.1,0.18786730316274758,0.7,0.19235529332870646
13,AURORA,2015-09,3.69,Improvements_Additions for Apartments_Coops,0.1344409090909091,3.5555590909090906,-0.05724951961984408,0.15661363636363634,3.533386363636364,-0.05874884164869478,0.20107727272727274,3.488922727272727,-0.07277536022816841,0.26589318181818195,3.424106818181818,-0.09211699610652638,0.3311113636363637,3.3588886363636363,-0.13070420253436937,0.5371681818181817,3.1528318181818182,-0.19091032083002207,0.8526636363636364,2.8373363636363633,-0.20639642372011754,0.008571428571428572,3.6814285714285715,-0.05847290001943366,0.17952380952380947,3.5104761904761905,-0.0471521531538501,0.3733333333333333,3.3166666666666664,-0.04642439605590858,1.4900000000000002,2.1999999999999997,0.17729606087298078,2.1728571428571435,1.5171428571428565,0.20616053928005218,2.618095238095238,1.071904761904762,0.18643075770139886,2.9528571428571433,0.7371428571428567,0.19261211703955683,49379202635.7798,-0.18810639313399663,11492007418.0579,0.3325556941594966,82.75451956383341,-0.12325449906428602,1.4,0.18786730316274758,0.6,0.19235529332870646
14,AURORA,2015-10,3.5,Improvements_Additions for Apartments_Coops,0.13160454545454547,3.3683954545454546,-0.05724951961984408,0.15531363636363638,3.3446863636363635,-0.05874884164869478,0.19451136363636365,3.3054886363636364,-0.07277536022816841,0.2514522727272726,3.2485477272727272,-0.09211699610652638,0.32135909090909087,3.178640909090909,-0.13070420253436937,0.5284272727272726,2.9715727272727275,-0.19091032083002207,0.8378659090909092,2.662134090909091,-0.20639642372011754,0.014285714285714287,3.4857142857142858,-0.05847290001943366,0.11380952380952382,3.386190476190476,-0.0471521531538501,0.26333333333333336,3.236666666666667,-0.04642439605590858,1.3857142857142857,2.1142857142857143,0.17729606087298078,2.0699999999999994,1.4300000000000006,0.20616053928005218,2.5028571428571427,0.9971428571428573,0.18643075770139886,2.8880952380952376,0.6119047619047624,0.19261211703955683,48752987466.2114,-0.18810639313399663,11758109185.709,0.3325556941594966,81.7923503982947,-0.12325449906428602,1.3,0.18786730316274758,0.6,0.19235529332870646
15,AURORA,2015-11,3.45,Improvements_Additions for Apartments_Coops,0.13066666666666668,3.3193333333333337,-0.05724951961984408,0.1559214285714286,3.2940785714285714,-0.05874884164869478,0.20844761904761913,3.241552380952381,-0.07277536022816841,0.286702380952381,3.1632976190476194,-0.09211699610652638,0.3709714285714286,3.0790285714285717,-0.13070420253436937,0.6063738095238096,2.843626190476191,-0.19091032083002207,0.9343738095238093,2.515626190476191,-0.20639642372011754,0.07105263157894738,3.378947368421053,-0.05847290001943366,0.32789473684210524,3.122105263157895,-0.0471521531538501,0.47684210526315784,2.9731578947368424,-0.04642439605590858,1.6710526315789473,1.7789473684210528,0.17729606087298078,2.2631578947368416,1.1868421052631586,0.20616053928005218,2.6863157894736847,0.7636842105263155,0.18643075770139886,3.03,0.4200000000000004,0.19261211703955683,48491901272.6637,-0.18810639313399663,10798655053.3939,0.3325556941594966,82.89218119322959,-0.12325449906428602,1.4,0.18786730316274758,0.6,0.19235529332870646
16,AURORA,2015-12,4.5,Improvements_Additions for Apartments_Coops,0.2286238095238095,4.27137619047619,-0.05724951961984408,0.289352380952381,4.210647619047619,-0.05874884164869478,0.3523071428571429,4.147692857142857,-0.07277536022816841,0.44092857142857156,4.059071428571428,-0.09211699610652638,0.5332357142857143,3.9667642857142855,-0.13070420253436937,0.7638285714285715,3.7361714285714287,-0.19091032083002207,1.0841380952380955,3.4158619047619045,-0.20639642372011754,0.17181818181818184,4.328181818181818,-0.05847290001943366,0.4990909090909091,4.000909090909091,-0.0471521531538501,0.6536363636363638,3.846363636363636,-0.04642439605590858,1.6986363636363635,2.8013636363636367,0.17729606087298078,2.2427272727272736,2.2572727272727264,0.20616053928005218,2.6072727272727274,1.8927272727272726,0.18643075770139886,2.97,1.5299999999999998,0.19261211703955683,48291644449.3811,-0.18810639313399663,13039171751.3192,0.3325556941594966,81.36742750908279,-0.12325449906428602,1.5,0.18786730316274758,0.6,0.19235529332870646
17,AURORA,2016-11,3.33,Improvements_Additions for Apartments_Coops,0.4339245454545454,2.896075454545455,-0.05724951961984408,0.45880500000000013,2.871195,-0.05874884164869478,0.5631090909090911,2.766890909090909,-0.07277536022816841,0.7006386363636362,2.629361363636364,-0.09211699610652638,0.9084640909090909,2.421535909090909,-0.13070420253436937,1.2693081818181815,2.0606918181818186,-0.19091032083002207,1.6029650000000002,1.7270349999999999,-0.20639642372011754,0.29999999999999993,3.0300000000000002,-0.05847290001943366,0.5834999999999999,2.7465,-0.0471521531538501,0.736,2.5940000000000003,-0.04642439605590858,1.596,1.734,0.17729606087298078,2.142,1.1880000000000002,0.20616053928005218,2.5369999999999995,0.7930000000000006,0.18643075770139886,2.8620000000000005,0.4679999999999995,0.19261211703955683,49971382532.5922,-0.18810639313399663,12137144620.0221,0.3325556941594966,88.1942388876454,-0.12325449906428602,1.3,0.18786730316274758,0.4,0.19235529332870646
18,AURORA,2016-12,2.97,Improvements_Additions for Apartments_Coops,0.5606285,2.4093715,-0.05724951961984408,0.6315605,2.3384395000000002,-0.05874884164869478,0.7119585,2.2580415,-0.07277536022816841,0.7883325000000001,2.1816675,-0.09211699610652638,0.9753284999999998,1.9946715000000004,-0.13070420253436937,1.3063339999999999,1.6636660000000003,-0.19091032083002207,1.6692235,1.3007765000000002,-0.20639642372011754,0.42333333333333334,2.546666666666667,-0.05847290001943366,0.638095238095238,2.331904761904762,-0.0471521531538501,0.8661904761904763,2.103809523809524,-0.04642439605590858,1.9590476190476194,1.0109523809523808,0.17729606087298078,2.491904761904762,0.47809523809523835,0.20616053928005218,2.835238095238095,0.13476190476190508,0.18643075770139886,3.1133333333333324,-0.1433333333333322,0.19261211703955683,51124149514.2735,-0.18810639313399663,12605986919.9069,0.3325556941594966,88.3913281030881,-0.12325449906428602,1.4,0.18786730316274758,0.4,0.19235529332870646
19,AURORA,2017-02,3.35,Improvements_Additions for Apartments_Coops,0.6863609999999999,2.6636390000000003,-0.05724951961984408,0.7163664999999999,2.6336335,-0.05874884164869478,0.7767084999999999,2.5732915000000003,-0.07277536022816841,0.8480275,2.5019725,-0.09211699610652638,1.0445964999999997,2.3054035000000006,-0.13070420253436937,1.3514585000000001,1.9985415,-0.19091032083002207,1.723958,1.626042,-0.20639642372011754,0.48210526315789465,2.8678947368421053,-0.05847290001943366,0.653157894736842,2.696842105263158,-0.0471521531538501,0.8205263157894739,2.5294736842105263,-0.04642439605590858,1.9015789473684213,1.4484210526315788,0.17729606087298078,2.4189473684210525,0.9310526315789476,0.20616053928005218,2.763684210526316,0.5863157894736841,0.18643075770139886,3.0321052631578946,0.31789473684210545,0.19261211703955683,48913265551.9221,-0.18810639313399663,12722317795.1324,0.3325556941594966,89.2057504560787,-0.12325449906428602,1.2,0.18786730316274758,0.4,0.19235529332870646
20,AURORA,2017-04,3.64,Improvements_Additions for Apartments_Coops,0.9290682352941175,2.7109317647058826,-0.05724951961984408,0.9469605882352942,2.693039411764706,-0.05874884164869478,0.9906858823529412,2.6493141176470587,-0.07277536022816841,1.0343464705882355,2.6056535294117644,-0.09211699610652638,1.1592282352941174,2.4807717647058825,-0.13070420253436937,1.4162570588235293,2.2237429411764706,-0.19091032083002207,1.7758141176470588,1.8641858823529414,-0.20639642372011754,0.7457894736842106,2.8942105263157893,-0.05847290001943366,0.9489473684210525,2.6910526315789474,-0.0471521531538501,1.0421052631578949,2.5978947368421053,-0.04642439605590858,1.8242105263157897,1.8157894736842104,0.17729606087298078,2.297368421052632,1.3426315789473682,0.20616053928005218,2.6673684210526316,0.9726315789473685,0.18643075770139886,2.9415789473684213,0.6984210526315788,0.19261211703955683,47316214443.3566,-0.18810639313399663,12388258203.7622,0.3325556941594966,87.62096056152771,-0.12325449906428602,1.2,0.18786730316274758,0.4,0.19235529332870646
21,AURORA,2017-12,3.49,Improvements_Additions for Apartments_Coops,1.3144094736842107,2.1755905263157898,-0.05724951961984408,1.3913115789473685,2.098688421052632,-0.05874884164869478,1.4850410526315792,2.0049589473684213,-0.07277536022816841,1.5354463157894738,1.9545536842105264,-0.09211699610652638,1.6017521052631578,1.8882478947368424,-0.13070420253436937,1.7680373684210524,1.7219626315789478,-0.19091032083002207,2.0434931578947366,1.4465068421052636,-0.20639642372011754,1.204,2.2860000000000005,-0.05847290001943366,1.4950000000000003,1.9949999999999999,-0.0471521531538501,1.7005,1.7895000000000003,-0.04642439605590858,2.1819999999999995,1.3080000000000007,0.17729606087298078,2.4025,1.0875000000000004,0.20616053928005218,2.5970000000000004,0.8929999999999998,0.18643075770139886,2.768,0.7220000000000004,0.19261211703955683,50617906919.2487,-0.18810639313399663,11223830878.8235,0.3325556941594966,89.9213768261837,-0.12325449906428602,1.3,0.18786730316274758,0.4,0.19235529332870646
