,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol,Corr with student_vol,credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(1),Corr with mortgage 90(1)
0,AURORA,2010-11,4.05,Improvements_Additions for Apartments_Coops,0.22869727272727272,3.821302727272727,-0.05724951961984408,0.24913818181818187,3.800861818181818,-0.05874884164869478,0.2541922727272727,3.7958077272727273,-0.07277536022816841,0.27004181818181816,3.7799581818181816,-0.09211699610652638,0.2871204545454545,3.7628795454545454,-0.13070420253436937,0.44597000000000014,3.60403,-0.19091032083002207,0.7651345454545454,3.2848654545454545,-0.20639642372011754,0.13400000000000004,3.916,-0.05847290001943366,0.182,3.868,-0.0471521531538501,0.25200000000000006,3.7979999999999996,-0.04642439605590858,1.35,2.6999999999999997,0.17729606087298078,2.7630000000000003,1.2869999999999995,0.20616053928005218,3.817999999999999,0.23200000000000065,0.18643075770139886,4.186,-0.13600000000000012,0.19261211703955683,30207558860.6451,-0.18810639313399663,11082139451.8714,0.3325556941594966,95.6415096715633,-0.12325449906428602,2.9,0.18786730316274758,2.7,0.19235529332870646
1,AURORA,2011-02,3.94,Improvements_Additions for Apartments_Coops,0.23214,3.70786,-0.05724951961984408,0.25165,3.68835,-0.05874884164869478,0.26292499999999996,3.677075,-0.07277536022816841,0.28731249999999997,3.6526875,-0.09211699610652638,0.31189999999999996,3.6281,-0.13070420253436937,0.46404500000000004,3.475955,-0.19091032083002207,0.7933949999999999,3.146605,-0.20639642372011754,0.11473684210526319,3.825263157894737,-0.05847290001943366,0.16842105263157894,3.771578947368421,-0.0471521531538501,0.2863157894736842,3.6536842105263156,-0.04642439605590858,2.257894736842106,1.682105263157894,0.17729606087298078,3.5763157894736834,0.3636842105263165,0.20616053928005218,4.423684210526316,-0.48368421052631616,0.18643075770139886,4.652105263157895,-0.7121052631578952,0.19261211703955683,32217867353.4185,-0.18810639313399663,11726514214.1317,0.3325556941594966,92.8594669911348,-0.12325449906428602,2.4,0.18786730316274758,2.6,0.19235529332870646
2,AURORA,2011-04,3.52,Improvements_Additions for Apartments_Coops,0.14759444444444447,3.3724055555555554,-0.05724951961984408,0.19237777777777781,3.3276222222222223,-0.05874884164869478,0.22143500000000005,3.298565,-0.07277536022816841,0.25190277777777786,3.268097222222222,-0.09211699610652638,0.28138222222222226,3.238617777777778,-0.13070420253436937,0.44229888888888896,3.077701111111111,-0.19091032083002207,0.7700555555555555,2.7499444444444445,-0.20639642372011754,0.029500000000000005,3.4905,-0.05847290001943366,0.11950000000000002,3.4005,-0.0471521531538501,0.24650000000000002,3.2735,-0.04642439605590858,2.169,1.351,0.17729606087298078,3.4549999999999996,0.06500000000000039,0.20616053928005218,4.276000000000001,-0.7560000000000007,0.18643075770139886,4.5015,-0.9815,0.19261211703955683,31252070876.7547,-0.18810639313399663,15995126134.7035,0.3325556941594966,94.0022251537174,-0.12325449906428602,2.4,0.18786730316274758,2.5,0.19235529332870646
3,AURORA,2011-06,3.95,Improvements_Additions for Apartments_Coops,0.12706818181818183,3.8229318181818184,-0.05724951961984408,0.1615431818181819,3.7884568181818183,-0.05874884164869478,0.18716409090909092,3.762835909090909,-0.07277536022816841,0.21923909090909086,3.7307609090909093,-0.09211699610652638,0.24782409090909094,3.702175909090909,-0.13070420253436937,0.39758,3.55242,-0.19091032083002207,0.7268749999999999,3.2231250000000005,-0.20639642372011754,0.0190909090909091,3.930909090909091,-0.05847290001943366,0.1013636363636364,3.8486363636363636,-0.0471521531538501,0.18090909090909094,3.769090909090909,-0.04642439605590858,1.5799999999999998,2.37,0.17729606087298078,3.002272727272727,0.9477272727272732,0.20616053928005218,3.9145454545454546,0.03545454545454563,0.18643075770139886,4.2327272727272724,-0.28272727272727227,0.19261211703955683,31300541846.2612,-0.18810639313399663,12472473242.0863,0.3325556941594966,91.59671843464591,-0.12325449906428602,2.5,0.18786730316274758,2.5,0.19235529332870646
4,AURORA,2011-08,4.25,Improvements_Additions for Apartments_Coops,0.14468363636363638,4.105316363636364,-0.05724951961984408,0.18038681818181818,4.069613181818182,-0.05874884164869478,0.21116590909090904,4.038834090909091,-0.07277536022816841,0.24895727272727275,4.001042727272727,-0.09211699610652638,0.29323772727272723,3.9567622727272727,-0.13070420253436937,0.45919454545454547,3.7908054545454544,-0.19091032083002207,0.7783581818181818,3.4716418181818183,-0.20639642372011754,0.017391304347826094,4.232608695652174,-0.05847290001943366,0.06217391304347828,4.187826086956521,-0.0471521531538501,0.11478260869565218,4.135217391304348,-0.04642439605590858,1.021304347826087,3.228695652173913,0.17729606087298078,2.303043478260869,1.9469565217391311,0.20616053928005218,3.244782608695652,1.005217391304348,0.18643075770139886,3.6513043478260867,0.5986956521739133,0.19261211703955683,31754785132.2305,-0.18810639313399663,12477113046.1263,0.3325556941594966,91.13289228397959,-0.12325449906428602,2.3,0.18786730316274758,2.5,0.19235529332870646
5,AURORA,2012-03,3.45,Improvements_Additions for Apartments_Coops,0.14720000000000003,3.3028,-0.05724951961984408,0.1893409090909091,3.260659090909091,-0.05874884164869478,0.24185227272727275,3.2081477272727272,-0.07277536022816841,0.35079999999999995,3.0992,-0.09211699610652638,0.4732886363636363,2.976711363636364,-0.13070420253436937,0.741275,2.7087250000000003,-0.19091032083002207,1.0534477272727274,2.3965522727272726,-0.20639642372011754,0.06363636363636366,3.3863636363636367,-0.05847290001943366,0.14227272727272727,3.307727272727273,-0.0471521531538501,0.19000000000000003,3.2600000000000002,-0.04642439605590858,1.0172727272727273,2.4327272727272726,0.17729606087298078,2.1727272727272724,1.2772727272727278,0.20616053928005218,2.9404545454545454,0.5095454545454547,0.18643075770139886,3.281363636363636,0.16863636363636436,0.19261211703955683,35767585536.868996,-0.18810639313399663,11251067892.2966,0.3325556941594966,90.48744874686929,-0.12325449906428602,2.3,0.18786730316274758,2.1,0.19235529332870646
6,AURORA,2012-05,3.75,Improvements_Additions for Apartments_Coops,0.15161363636363637,3.5983863636363638,-0.05724951961984408,0.19053181818181822,3.5594681818181817,-0.05874884164869478,0.23893181818181805,3.511068181818182,-0.07277536022816841,0.3457045454545453,3.404295454545455,-0.09211699610652638,0.4665318181818183,3.283468181818182,-0.13070420253436937,0.732990909090909,3.0170090909090908,-0.19091032083002207,1.0615068181818177,2.688493181818182,-0.20639642372011754,0.06590909090909093,3.684090909090909,-0.05847290001943366,0.14545454545454548,3.6045454545454545,-0.0471521531538501,0.19181818181818186,3.558181818181818,-0.04642439605590858,0.7618181818181818,2.9881818181818183,0.17729606087298078,1.8031818181818189,1.9468181818181811,0.20616053928005218,2.525909090909091,1.2240909090909091,0.18643075770139886,2.930909090909091,0.8190909090909089,0.19261211703955683,36777908030.9335,-0.18810639313399663,12770391029.1034,0.3325556941594966,90.6452366150782,-0.12325449906428602,2.2,0.18786730316274758,2.1,0.19235529332870646
7,AURORA,2012-08,2.365,Improvements_Additions for Apartments_Coops,0.15374090909090915,2.211259090909091,-0.05724951961984408,0.18745454545454548,2.177545454545455,-0.05874884164869478,0.23783863636363634,2.1271613636363638,-0.07277536022816841,0.3331136363636364,2.0318863636363638,-0.09211699610652638,0.43259999999999993,1.9324000000000003,-0.13070420253436937,0.7177749999999997,1.6472250000000006,-0.19091032083002207,1.0426272727272727,1.3223727272727275,-0.20639642372011754,0.09217391304347829,2.2728260869565218,-0.05847290001943366,0.14043478260869566,2.2245652173913046,-0.0471521531538501,0.18347826086956526,2.181521739130435,-0.04642439605590858,0.7139130434782609,1.6510869565217394,0.17729606087298078,1.6782608695652175,0.6867391304347827,0.20616053928005218,2.3978260869565218,-0.03282608695652156,0.18643075770139886,2.7708695652173914,-0.40586956521739115,0.19261211703955683,37160101000.5239,-0.18810639313399663,11986368496.8635,0.3325556941594966,89.6038877472871,-0.12325449906428602,2.2,0.18786730316274758,1.9,0.19235529332870646
8,AURORA,2013-04,3.13,Improvements_Additions for Apartments_Coops,0.1539047619047619,2.976095238095238,-0.05724951961984408,0.17210476190476193,2.957895238095238,-0.05874884164869478,0.19953333333333334,2.9304666666666668,-0.07277536022816841,0.24005714285714277,2.889942857142857,-0.09211699610652638,0.27714285714285714,2.8528571428571428,-0.13070420253436937,0.4360190476190476,2.693980952380952,-0.19091032083002207,0.7168333333333334,2.4131666666666662,-0.20639642372011754,0.049090909090909116,3.0809090909090906,-0.05847290001943366,0.09409090909090913,3.0359090909090907,-0.0471521531538501,0.12454545454545456,3.0054545454545454,-0.04642439605590858,0.7104545454545454,2.4195454545454544,0.17729606087298078,1.7590909090909093,1.3709090909090906,0.20616053928005218,2.5500000000000003,0.5799999999999996,0.18643075770139886,2.9327272727272726,0.19727272727272727,0.19261211703955683,40395555554.9932,-0.18810639313399663,9123117418.53368,0.3325556941594966,91.578064558499,-0.12325449906428602,1.7,0.18786730316274758,1.4,0.19235529332870646
9,AURORA,2014-03,2.75,Improvements_Additions for Apartments_Coops,0.0888,2.6612,-0.05724951961984408,0.1207452380952381,2.629254761904762,-0.05874884164869478,0.15488333333333335,2.5951166666666667,-0.07277536022816841,0.19711666666666672,2.5528833333333334,-0.09211699610652638,0.23409761904761903,2.515902380952381,-0.13070420253436937,0.33106666666666673,2.4189333333333334,-0.19091032083002207,0.5571428571428573,2.1928571428571426,-0.20639642372011754,0.051428571428571455,2.6985714285714284,-0.05847290001943366,0.07857142857142858,2.6714285714285713,-0.0471521531538501,0.1280952380952381,2.6219047619047617,-0.04642439605590858,1.6395238095238096,1.1104761904761904,0.17729606087298078,2.7233333333333327,0.026666666666667282,0.20616053928005218,3.3466666666666667,-0.5966666666666667,0.18643075770139886,3.6209523809523807,-0.8709523809523807,0.19261211703955683,44555116847.5878,-0.18810639313399663,10653400066.5467,0.3325556941594966,85.3165844012547,-0.12325449906428602,1.3,0.18786730316274758,0.9,0.19235529332870646
