,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(-2),Corr with student_vol(-2),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(1),Corr with mortgage 90(1)
0,OR,PORTLAND,2010-09,4.19,Improvements_Additions for Apartments_Coops,0.22657136363636363,3.963428636363637,0.3446752994910355,0.251059090909091,3.9389409090909093,0.34718687739719223,0.25699454545454536,3.933005454545455,0.3482078326134228,0.2738163636363636,3.9161836363636366,0.3395360665074306,0.2913659090909092,3.8986340909090913,0.32884679241089476,0.4777727272727273,3.712227272727273,0.2824865097384997,0.8043745454545456,3.3856254545454547,0.2571342225279952,0.1166666666666667,4.073333333333334,0.3518012081540402,0.19333333333333336,3.996666666666667,0.3487845255951281,0.2566666666666666,3.9333333333333336,0.3534857358008324,1.4104761904761904,2.77952380952381,0.6452487650304515,2.6476190476190475,1.5423809523809529,0.7789339764792685,3.4690476190476183,0.7209523809523821,0.6804598855615124,3.773333333333333,0.4166666666666674,0.6198386577457647,27396832704.0094,0.2653028682691928,10534224377.9144,-0.5712410522099661,92.4549564204629,-0.24653581834468022,2.4,-0.3326221611342254,3.2,-0.35524343047078993
1,OR,PORTLAND,2012-03,4.25,Improvements_Additions for Apartments_Coops,0.14720000000000003,4.1028,0.3446752994910355,0.1893409090909091,4.060659090909091,0.34718687739719223,0.24185227272727275,4.0081477272727275,0.3482078326134228,0.35079999999999995,3.8992,0.3395360665074306,0.4732886363636363,3.776711363636364,0.32884679241089476,0.741275,3.508725,0.2824865097384997,1.0534477272727274,3.1965522727272724,0.2571342225279952,0.06363636363636366,4.1863636363636365,0.3518012081540402,0.14227272727272727,4.1077272727272724,0.3487845255951281,0.19000000000000003,4.06,0.3534857358008324,1.0172727272727273,3.2327272727272724,0.6452487650304515,2.1727272727272724,2.0772727272727276,0.7789339764792685,2.9404545454545454,1.3095454545454546,0.6804598855615124,3.281363636363636,0.9686363636363642,0.6198386577457647,34825519831.2788,0.2653028682691928,11510278467.2037,-0.5712410522099661,89.00857713430821,-0.24653581834468022,2.0,-0.3326221611342254,3.1,-0.35524343047078993
2,OR,PORTLAND,2012-06,2.9,Improvements_Additions for Apartments_Coops,0.163,2.737,0.3446752994910355,0.19464736842105262,2.7053526315789473,0.34718687739719223,0.24319736842105263,2.6568026315789472,0.3482078326134228,0.3459342105263157,2.5540657894736842,0.3395360665074306,0.46558684210526313,2.4344131578947366,0.32884679241089476,0.7364000000000004,2.1635999999999997,0.2824865097384997,1.0691894736842107,1.8308105263157892,0.2571342225279952,0.05190476190476193,2.848095238095238,0.3518012081540402,0.14809523809523809,2.7519047619047616,0.3487845255951281,0.18904761904761905,2.710952380952381,0.3534857358008324,0.7114285714285714,2.1885714285714286,0.6452487650304515,1.6223809523809525,1.2776190476190474,0.7789339764792685,2.3061904761904763,0.5938095238095236,0.6804598855615124,2.698095238095238,0.2019047619047618,0.6198386577457647,35532707747.113,0.2653028682691928,11641401212.0971,-0.5712410522099661,89.02745876405929,-0.24653581834468022,2.2,-0.3326221611342254,3.0,-0.35524343047078993
3,OR,PORTLAND,2012-07,2.99,Improvements_Additions for Apartments_Coops,0.16720454545454547,2.8227954545454548,0.3446752994910355,0.19873636363636368,2.7912636363636367,0.34718687739719223,0.24646136363636365,2.7435386363636365,0.3482078326134228,0.34024999999999994,2.64975,0.3395360665074306,0.4535545454545455,2.5364454545454547,0.32884679241089476,0.7302181818181818,2.2597818181818186,0.2824865097384997,1.0653181818181816,1.9246818181818186,0.2571342225279952,0.06952380952380956,2.9204761904761907,0.3518012081540402,0.14571428571428574,2.8442857142857143,0.3487845255951281,0.18571428571428572,2.8042857142857143,0.3534857358008324,0.6195238095238095,2.370476190476191,0.6452487650304515,1.5266666666666664,1.4633333333333338,0.7789339764792685,2.217142857142857,0.7728571428571431,0.6804598855615124,2.5900000000000003,0.3999999999999999,0.6198386577457647,35767585536.868996,0.2653028682691928,12770391029.1034,-0.5712410522099661,89.6061116730853,-0.24653581834468022,2.0,-0.3326221611342254,3.0,-0.35524343047078993
4,OR,PORTLAND,2012-08,2.65,Improvements_Additions for Apartments_Coops,0.15374090909090915,2.4962590909090907,0.3446752994910355,0.18745454545454548,2.4625454545454546,0.34718687739719223,0.23783863636363634,2.4121613636363635,0.3482078326134228,0.3331136363636364,2.3168863636363635,0.3395360665074306,0.43259999999999993,2.2174,0.32884679241089476,0.7177749999999997,1.9322250000000003,0.2824865097384997,1.0426272727272727,1.6073727272727272,0.2571342225279952,0.09217391304347829,2.5578260869565215,0.3518012081540402,0.14043478260869566,2.5095652173913043,0.3487845255951281,0.18347826086956526,2.466521739130435,0.3534857358008324,0.7139130434782609,1.9360869565217391,0.6452487650304515,1.6782608695652175,0.9717391304347824,0.7789339764792685,2.3978260869565218,0.25217391304347814,0.6804598855615124,2.7708695652173914,-0.12086956521739145,0.6198386577457647,36623269866.4569,0.2653028682691928,14585937143.4485,-0.5712410522099661,89.513287195688,-0.24653581834468022,2.0,-0.3326221611342254,3.0,-0.35524343047078993
5,OR,PORTLAND,2012-10,3.05,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.8967956521739127,0.3446752994910355,0.17955217391304346,2.8704478260869566,0.34718687739719223,0.21346521739130433,2.8365347826086955,0.3482078326134228,0.2717391304347827,2.778260869565217,0.3395360665074306,0.3304891304347827,2.7195108695652173,0.32884679241089476,0.5823021739130435,2.4676978260869564,0.2824865097384997,0.9185760869565219,2.131423913043478,0.2571342225279952,0.10952380952380951,2.9404761904761902,0.3518012081540402,0.14904761904761904,2.900952380952381,0.3487845255951281,0.17952380952380956,2.8704761904761904,0.3534857358008324,0.7085714285714285,2.341428571428571,0.6452487650304515,1.7461904761904758,1.303809523809524,0.7789339764792685,2.505714285714286,0.544285714285714,0.6804598855615124,2.90047619047619,0.14952380952380961,0.6198386577457647,36186315501.0541,0.2653028682691928,11986368496.8635,-0.5712410522099661,90.2956809830492,-0.24653581834468022,2.1,-0.3326221611342254,2.8,-0.35524343047078993
6,OR,PORTLAND,2012-12,2.64,Improvements_Additions for Apartments_Coops,0.1631578947368421,2.476842105263158,0.3446752994910355,0.1875157894736842,2.452484210526316,0.34718687739719223,0.21092631578947374,2.4290736842105263,0.3482078326134228,0.2552894736842105,2.3847105263157897,0.3395360665074306,0.30947368421052623,2.330526315789474,0.32884679241089476,0.5145657894736843,2.1254342105263158,0.2824865097384997,0.8483157894736841,1.791684210526316,0.2571342225279952,0.039500000000000014,2.6005000000000003,0.3518012081540402,0.11950000000000005,2.5205,0.3487845255951281,0.1585,2.4815,0.3534857358008324,0.6960000000000001,1.944,0.6452487650304515,1.7189999999999999,0.9210000000000003,0.7789339764792685,2.4675000000000002,0.17249999999999988,0.6804598855615124,2.8835,-0.24350000000000005,0.6198386577457647,37160101000.5239,0.2653028682691928,12022315813.7363,-0.5712410522099661,91.578064558499,-0.24653581834468022,2.1,-0.3326221611342254,2.8,-0.35524343047078993
7,OR,PORTLAND,2013-02,2.9,Improvements_Additions for Apartments_Coops,0.15464999999999998,2.7453499999999997,0.3446752994910355,0.17315,2.7268499999999998,0.34718687739719223,0.20129999999999998,2.6987,0.3482078326134228,0.2455,2.6545,0.3395360665074306,0.29049499999999995,2.609505,0.32884679241089476,0.463425,2.436575,0.2824865097384997,0.761875,2.138125,0.2571342225279952,0.0768421052631579,2.823157894736842,0.3518012081540402,0.12421052631578947,2.7757894736842106,0.3487845255951281,0.15736842105263157,2.7426315789473685,0.3534857358008324,0.8463157894736841,2.053684210526316,0.6452487650304515,1.9842105263157896,0.9157894736842103,0.7789339764792685,2.782631578947368,0.11736842105263179,0.6804598855615124,3.165263157894737,-0.26526315789473687,0.6198386577457647,37685204803.0042,0.2653028682691928,11337096053.4966,-0.5712410522099661,88.920473853359,-0.24653581834468022,1.8,-0.3326221611342254,2.8,-0.35524343047078993
8,OR,PORTLAND,2013-07,3.95,Improvements_Additions for Apartments_Coops,0.12117913043478262,3.8288208695652175,0.3446752994910355,0.15611695652173913,3.793883043478261,0.34718687739719223,0.19111913043478265,3.7588808695652176,0.3482078326134228,0.232388695652174,3.7176113043478263,0.3395360665074306,0.26758260869565215,3.682417391304348,0.32884679241089476,0.40307869565217386,3.5469213043478263,0.2824865097384997,0.6838491304347826,3.2661508695652177,0.2571342225279952,0.020909090909090912,3.929090909090909,0.3518012081540402,0.07363636363636367,3.8763636363636365,0.3487845255951281,0.12181818181818184,3.828181818181818,0.3534857358008324,1.4031818181818183,2.546818181818182,0.6452487650304515,2.5822727272727275,1.3677272727272727,0.7789339764792685,3.3072727272727276,0.6427272727272726,0.6804598855615124,3.605,0.3450000000000002,0.6198386577457647,39298206327.5877,0.2653028682691928,9498561196.652071,-0.5712410522099661,88.1059676388142,-0.24653581834468022,1.5,-0.3326221611342254,2.1,-0.35524343047078993
9,OR,PORTLAND,2013-09,4.05,Improvements_Additions for Apartments_Coops,0.11272380952380952,3.93727619047619,0.3446752994910355,0.14323238095238094,3.906767619047619,0.34718687739719223,0.18057476190476196,3.869425238095238,0.3482078326134228,0.22133904761904755,3.828660952380952,0.3395360665074306,0.2531785714285715,3.7968214285714286,0.32884679241089476,0.38033809523809525,3.6696619047619046,0.2824865097384997,0.6526857142857143,3.3973142857142857,0.2571342225279952,0.017500000000000005,4.0325,0.3518012081540402,0.04150000000000001,4.0085,0.3487845255951281,0.11850000000000002,3.9314999999999998,0.3534857358008324,1.5959999999999999,2.4539999999999997,0.6452487650304515,2.8095,1.2405,0.7789339764792685,3.526,0.524,0.6804598855615124,3.7870000000000004,0.26299999999999946,0.6198386577457647,40995097959.5386,0.2653028682691928,8901986132.75728,-0.5712410522099661,85.7873584996498,-0.24653581834468022,1.4,-0.3326221611342254,1.9,-0.35524343047078993
