,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-2),Corr with auto_vol(-2),student_vol(3),Corr with student_vol(3),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(2),Corr with mortgage 90(2),long,lat
0,2012-01,SC,GREENVILLE,2012-01,3.85,"(-82.416278, 34.905758)",74820.4,Improvements_Additions for Apartments_Coops,0.14564761904761903,0.3965908245454478,0.2014238095238095,0.402712146441023,0.28289523809523814,0.41300580976359613,0.41424761904761903,0.43787738511082824,0.5659000000000001,0.4619519368023886,0.7969761904761906,0.4952027693926988,1.1145476190476191,0.500403266558842,0.0245,0.38904311152014126,0.06550000000000003,0.39371944449264423,0.11500000000000003,0.40134848106259813,0.835,0.2917850656682051,1.9664999999999995,0.0074554213185657235,2.6950000000000003,-0.250647296915777,3.026,-0.32956064822045034,34825519831.2788,0.2208778394773952,11641401212.0971,0.7881565416922813,90.48744874686929,-0.4800283321610492,4.2,-0.394437457640482,3.0,-0.22376028374931567,-82.416278,34.905758
1,2012-02,SC,GREENVILLE,2012-02,3.97,"(-82.3985, 34.8514)",29570.51,Improvements_Additions for Apartments_Coops,0.1410714285714286,0.3965908245454478,0.19146190476190478,0.402712146441023,0.2500238095238095,0.41300580976359613,0.3686547619047619,0.43787738511082824,0.5032404761904763,0.4619519368023886,0.7572880952380953,0.4952027693926988,1.0711880952380954,0.500403266558842,0.06350000000000003,0.38904311152014126,0.124,0.39371944449264423,0.161,0.40134848106259813,0.8310000000000001,0.2917850656682051,1.9674999999999998,0.0074554213185657235,2.7479999999999998,-0.250647296915777,3.109,-0.32956064822045034,35344521679.5642,0.2208778394773952,12770391029.1034,0.7881565416922813,90.7743282432688,-0.4800283321610492,3.9,-0.394437457640482,2.7,-0.22376028374931567,-82.3985,34.8514
2,2013-02,SC,GREENVILLE,2013-02,2.5,"(-82.286752, 34.837706)",76747.07,Improvements_Additions for Apartments_Coops,0.15464999999999998,0.3965908245454478,0.17315,0.402712146441023,0.20129999999999998,0.41300580976359613,0.2455,0.43787738511082824,0.29049499999999995,0.4619519368023886,0.463425,0.4952027693926988,0.761875,0.500403266558842,0.0768421052631579,0.38904311152014126,0.12421052631578947,0.39371944449264423,0.15736842105263157,0.40134848106259813,0.8463157894736841,0.2917850656682051,1.9842105263157896,0.0074554213185657235,2.782631578947368,-0.250647296915777,3.165263157894737,-0.32956064822045034,38808856509.5085,0.2208778394773952,9498561196.652071,0.7881565416922813,91.578064558499,-0.4800283321610492,4.0,-0.394437457640482,2.6,-0.22376028374931567,-82.286752,34.837706
3,2013-05,SC,GREENVILLE,2013-05,3.4,"(-82.41713299999999, 34.871481)",22408.21,Improvements_Additions for Apartments_Coops,0.1435047619047619,0.3965908245454478,0.1638380952380952,0.402712146441023,0.19670952380952378,0.41300580976359613,0.23396000000000003,0.43787738511082824,0.27416904761904765,0.4619519368023886,0.42137333333333327,0.4952027693926988,0.6936104761904763,0.500403266558842,0.020454545454545458,0.38904311152014126,0.08090909090909093,0.39371944449264423,0.11863636363636366,0.40134848106259813,0.840909090909091,0.2917850656682051,1.9281818181818182,0.0074554213185657235,2.7286363636363635,-0.250647296915777,3.112727272727273,-0.32956064822045034,39298206327.5877,0.2208778394773952,10210246554.7955,0.7881565416922813,86.5850023909696,-0.4800283321610492,3.2,-0.394437457640482,2.3,-0.22376028374931567,-82.41713299999999,34.871481
4,2013-08,SC,GREENVILLE,2013-08,3.21,"(-82.397249, 34.781855)",32677.17,Improvements_Additions for Apartments_Coops,0.11782999999999999,0.3965908245454478,0.1493142857142857,0.402712146441023,0.1840704761904762,0.41300580976359613,0.22633523809523812,0.43787738511082824,0.2633952380952381,0.4619519368023886,0.3949285714285714,0.4952027693926988,0.6679499999999999,0.500403266558842,0.03681818181818183,0.38904311152014126,0.07181818181818184,0.39371944449264423,0.12681818181818183,0.40134848106259813,1.5204545454545455,0.2917850656682051,2.7372727272727273,0.0074554213185657235,3.488181818181818,-0.250647296915777,3.757727272727273,-0.32956064822045034,41507587847.7023,0.2208778394773952,10396023519.0372,0.7881565416922813,90.32258801944451,-0.4800283321610492,3.6,-0.394437457640482,2.1,-0.22376028374931567,-82.397249,34.781855
5,2016-02,SC,GREENVILLE,2016-02,3.7,"(-82.409463, 34.856153000000006)",9995.09,Improvements_Additions for Apartments_Coops,0.3714619047619048,0.3965908245454478,0.39233095238095245,0.402712146441023,0.43129761904761904,0.41300580976359613,0.5186452380952381,0.43787738511082824,0.6227190476190477,0.4619519368023886,0.8697642857142857,0.4952027693926988,1.1407690476190477,0.500403266558842,0.25600000000000006,0.38904311152014126,0.445,0.39371944449264423,0.534,0.40134848106259813,1.222,0.2917850656682051,1.7794999999999999,0.0074554213185657235,2.1990000000000003,-0.250647296915777,2.623,-0.32956064822045034,48291644449.3811,0.2208778394773952,11703539581.608,0.7881565416922813,83.80897781081251,-0.4800283321610492,3.0,-0.394437457640482,1.4,-0.22376028374931567,-82.409463,34.856153000000006
6,2016-04,SC,GREENVILLE,2016-04,4.28,"(-76.61182600000001, 39.287005)",31142.27,Improvements_Additions for Apartments_Coops,0.38031428571428566,0.3965908245454478,0.39864523809523805,0.402712146441023,0.4373976190476192,0.41300580976359613,0.5229452380952381,0.43787738511082824,0.6327499999999999,0.4619519368023886,0.9025404761904764,0.4952027693926988,1.2222214285714286,0.500403266558842,0.18761904761904763,0.38904311152014126,0.37238095238095237,0.39371944449264423,0.5557142857142858,0.40134848106259813,1.2580952380952382,0.2917850656682051,1.8052380952380953,0.0074554213185657235,2.2104761904761907,-0.250647296915777,2.6233333333333335,-0.32956064822045034,48927223434.2447,0.2208778394773952,11531266279.4831,0.7881565416922813,83.5754036116387,-0.4800283321610492,2.5,-0.394437457640482,1.4,-0.22376028374931567,-76.61182600000001,39.287005
7,2016-06,SC,GREENVILLE,2016-06,3.5,"(-82.447501, 34.811617)",12494.6,Improvements_Additions for Apartments_Coops,0.3904409090909091,0.3965908245454478,0.41572500000000007,0.402712146441023,0.4527090909090909,0.41300580976359613,0.5394386363636363,0.43787738511082824,0.6516204545454546,0.4619519368023886,0.9360386363636366,0.4952027693926988,1.2592227272727274,0.500403266558842,0.22136363636363632,0.38904311152014126,0.40409090909090906,0.39371944449264423,0.5522727272727272,0.40134848106259813,1.1663636363636367,0.2917850656682051,1.6440909090909095,0.0074554213185657235,2.019090909090909,-0.250647296915777,2.452272727272727,-0.32956064822045034,48887248013.451,0.2208778394773952,11482367114.4991,0.7881565416922813,85.2359522201137,-0.4800283321610492,2.7,-0.394437457640482,1.3,-0.22376028374931567,-82.447501,34.811617
8,2016-08,SC,GREENVILLE,2016-08,3.69,"(-82.44810600000001, 34.853925)",56811.57,Improvements_Additions for Apartments_Coops,0.41817045454545454,0.3965908245454478,0.4429568181818182,0.402712146441023,0.5122418181818182,0.41300580976359613,0.6351372727272727,0.43787738511082824,0.810223181818182,0.4619519368023886,1.1977463636363632,0.4952027693926988,1.5097959090909088,0.500403266558842,0.2608695652173914,0.38904311152014126,0.4460869565217393,0.39371944449264423,0.5682608695652173,0.40134848106259813,1.1330434782608694,0.2917850656682051,1.5565217391304347,0.0074554213185657235,1.8895652173913038,-0.250647296915777,2.261739130434783,-0.32956064822045034,49206523977.8161,0.2208778394773952,12137144620.0221,0.7881565416922813,87.39008859346599,-0.4800283321610492,3.3,-0.394437457640482,1.4,-0.22376028374931567,-82.44810600000001,34.853925
9,2017-10,SC,GREENVILLE,2017-10,3.25,"(-82.346476, 34.863199)",28723.48,Improvements_Additions for Apartments_Coops,1.1834895238095235,0.3965908245454478,1.2040609090909093,0.402712146441023,1.2385486363636362,0.41300580976359613,1.287584090909091,0.43787738511082824,1.3607931818181818,0.4619519368023886,1.541957272727273,0.4952027693926988,1.8208568181818179,0.500403266558842,0.9957142857142858,0.38904311152014126,1.2495238095238093,0.39371944449264423,1.3976190476190478,0.40134848106259813,1.9809523809523806,0.2917850656682051,2.3600000000000003,0.0074554213185657235,2.649047619047619,-0.250647296915777,2.8780952380952383,-0.32956064822045034,47520522623.6854,0.2208778394773952,11226317067.5623,0.7881565416922813,89.9213768261837,-0.4800283321610492,3.1,-0.394437457640482,1.2,-0.22376028374931567,-82.346476,34.863199
10,2018-04,SC,GREENVILLE,2018-04,3.9,"(-75.658833, 43.102408000000004)",104725.47,Improvements_Additions for Apartments_Coops,1.7027510000000003,0.3965908245454478,1.7432829999999995,0.402712146441023,1.896724,0.41300580976359613,2.0408605,0.43787738511082824,2.349426,0.4619519368023886,2.493657999999999,0.4952027693926988,2.7355454999999997,0.500403266558842,1.6604761904761904,0.38904311152014126,1.9780952380952381,0.39371944449264423,2.153809523809524,0.40134848106259813,2.701904761904762,0.2917850656682051,2.869047619047619,0.0074554213185657235,2.9595238095238092,-0.250647296915777,3.0719047619047624,-0.32956064822045034,49574400061.0285,0.2208778394773952,13062636860.3963,0.7881565416922813,88.50967086025801,-0.4800283321610492,2.4,-0.394437457640482,1.1,-0.22376028374931567,-75.658833,43.102408000000004
