,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(4),Corr with auto_vol(4),student_vol(3),Corr with student_vol(3),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(1),Corr with mortgage 90(1)
0,TN,MEMPHIS,2010-12,3.6149999999999993,Improvements_Additions for Apartments_Coops,0.24122190476190472,3.3737780952380945,0.2920270705492356,0.25412380952380953,3.3608761904761897,0.29585017077246434,0.26178857142857137,3.353211428571428,0.29567219937684114,0.28196571428571415,3.333034285714285,0.28151352118400025,0.30272333333333334,3.312276666666666,0.25693357135347605,0.4583942857142857,3.1566057142857136,0.20610896114321844,0.7839004761904763,2.831099523809523,0.18829007850040588,0.0854166666666667,3.5295833333333326,0.3102841430617127,0.19333333333333338,3.421666666666666,0.30119873905309935,0.2937499999999999,3.3212499999999996,0.3101704422368265,1.9429166666666664,1.672083333333333,0.6586483858884974,3.2949999999999995,0.31999999999999984,0.7328240225174116,4.173333333333333,-0.5583333333333336,0.5992372978675041,4.415,-0.8000000000000007,0.5224573746392441,31252070876.7547,-0.03515638847964437,11311909309.5948,0.39302349474506737,91.59671843464591,-0.21763770996440496,5.2,-0.1684666534999581,5.6,0.11290086386702479
1,TN,MEMPHIS,2011-01,4.35,Improvements_Additions for Apartments_Coops,0.2391115000000001,4.1108885,0.2920270705492356,0.25406500000000004,4.095935,0.29585017077246434,0.2606254999999999,4.0893745,0.29567219937684114,0.2827834999999999,4.0672165,0.28151352118400025,0.30341049999999997,4.0465895,0.25693357135347605,0.4554005000000002,3.8945994999999995,0.20610896114321844,0.7818229999999999,3.5681769999999995,0.18829007850040588,0.14099999999999996,4.209,0.3102841430617127,0.1815,4.1685,0.30119873905309935,0.27349999999999997,4.076499999999999,0.3101704422368265,1.9944999999999997,2.3555,0.6586483858884974,3.3940000000000006,0.9559999999999991,0.7328240225174116,4.281000000000001,0.06899999999999906,0.5992372978675041,4.5230000000000015,-0.17300000000000182,0.5224573746392441,31041077337.2648,-0.03515638847964437,15995126134.7035,0.39302349474506737,92.5881563190625,-0.21763770996440496,5.0,-0.1684666534999581,5.4,0.11290086386702479
2,TN,MEMPHIS,2011-02,3.92,Improvements_Additions for Apartments_Coops,0.23214,3.6878599999999997,0.2920270705492356,0.25165,3.6683499999999998,0.29585017077246434,0.26292499999999996,3.657075,0.29567219937684114,0.28731249999999997,3.6326875,0.28151352118400025,0.31189999999999996,3.6081,0.25693357135347605,0.46404500000000004,3.455955,0.20610896114321844,0.7933949999999999,3.126605,0.18829007850040588,0.11473684210526319,3.805263157894737,0.3102841430617127,0.16842105263157894,3.751578947368421,0.30119873905309935,0.2863157894736842,3.6336842105263156,0.3101704422368265,2.257894736842106,1.662105263157894,0.6586483858884974,3.5763157894736834,0.3436842105263165,0.7328240225174116,4.423684210526316,-0.5036842105263162,0.5992372978675041,4.652105263157895,-0.7321052631578953,0.5224573746392441,31300541846.2612,-0.03515638847964437,13753511368.0623,0.39302349474506737,91.13289228397959,-0.21763770996440496,5.4,-0.1684666534999581,5.3,0.11290086386702479
3,TN,MEMPHIS,2011-05,4.23,Improvements_Additions for Apartments_Coops,0.130775,4.099225000000001,0.2920270705492356,0.16787249999999998,4.062127500000001,0.29585017077246434,0.1978005,4.032199500000001,0.29567219937684114,0.23078799999999994,3.9992120000000004,0.28151352118400025,0.260713,3.9692870000000005,0.25693357135347605,0.41407550000000004,3.8159245000000004,0.20610896114321844,0.7391499999999999,3.4908500000000005,0.18829007850040588,0.024285714285714285,4.205714285714286,0.3102841430617127,0.0866666666666667,4.1433333333333335,0.30119873905309935,0.18809523809523812,4.041904761904762,0.3101704422368265,1.8423809523809527,2.3876190476190478,0.6586483858884974,3.168571428571429,1.0614285714285714,0.7328240225174116,4.011428571428572,0.21857142857142886,0.5992372978675041,4.293333333333333,-0.06333333333333258,0.5224573746392441,33690910289.8878,-0.03515638847964437,12477113046.1263,0.39302349474506737,88.33905735772379,-0.21763770996440496,5.6,-0.1684666534999581,5.0,0.11290086386702479
4,TN,MEMPHIS,2011-10,3.98,Improvements_Additions for Apartments_Coops,0.1416352380952381,3.838364761904762,0.2920270705492356,0.19074095238095234,3.7892590476190477,0.29585017077246434,0.24373904761904758,3.7362609523809525,0.29567219937684114,0.3185252380952381,3.661474761904762,0.28151352118400025,0.4064785714285714,3.5735214285714285,0.25693357135347605,0.59521,3.3847899999999997,0.20610896114321844,0.9086428571428572,3.071357142857143,0.18829007850040588,0.013500000000000003,3.9665,0.3102841430617127,0.05450000000000003,3.9255,0.30119873905309935,0.1145,3.8655,0.3101704422368265,1.0614999999999999,2.9185,0.6586483858884974,2.1519999999999997,1.8280000000000003,0.7328240225174116,2.8695,1.1105,0.5992372978675041,3.128,0.8519999999999999,0.5224573746392441,35532707747.113,-0.03515638847964437,11510278467.2037,0.39302349474506737,90.7743282432688,-0.21763770996440496,6.4,-0.1684666534999581,5.0,0.11290086386702479
5,TN,MEMPHIS,2012-06,2.75,Improvements_Additions for Apartments_Coops,0.163,2.587,0.2920270705492356,0.19464736842105262,2.5553526315789474,0.29585017077246434,0.24319736842105263,2.5068026315789473,0.29567219937684114,0.3459342105263157,2.4040657894736843,0.28151352118400025,0.46558684210526313,2.284413157894737,0.25693357135347605,0.7364000000000004,2.0135999999999994,0.20610896114321844,1.0691894736842107,1.6808105263157893,0.18829007850040588,0.05190476190476193,2.698095238095238,0.3102841430617127,0.14809523809523809,2.6019047619047617,0.30119873905309935,0.18904761904761905,2.560952380952381,0.3101704422368265,0.7114285714285714,2.0385714285714287,0.6586483858884974,1.6223809523809525,1.1276190476190475,0.7328240225174116,2.3061904761904763,0.44380952380952365,0.5992372978675041,2.698095238095238,0.0519047619047619,0.5224573746392441,37685204803.0042,-0.03515638847964437,11631947675.6117,0.39302349474506737,89.513287195688,-0.21763770996440496,6.3,-0.1684666534999581,4.5,0.11290086386702479
6,TN,MEMPHIS,2012-07,2.77,Improvements_Additions for Apartments_Coops,0.16720454545454547,2.6027954545454546,0.2920270705492356,0.19873636363636368,2.5712636363636365,0.29585017077246434,0.24646136363636365,2.5235386363636363,0.29567219937684114,0.34024999999999994,2.4297500000000003,0.28151352118400025,0.4535545454545455,2.3164454545454545,0.25693357135347605,0.7302181818181818,2.0397818181818184,0.20610896114321844,1.0653181818181816,1.7046818181818184,0.18829007850040588,0.06952380952380956,2.7004761904761905,0.3102841430617127,0.14571428571428574,2.624285714285714,0.30119873905309935,0.18571428571428572,2.5842857142857145,0.3101704422368265,0.6195238095238095,2.1504761904761907,0.6586483858884974,1.5266666666666664,1.2433333333333336,0.7328240225174116,2.217142857142857,0.5528571428571429,0.5992372978675041,2.5900000000000003,0.17999999999999972,0.5224573746392441,38410438812.4053,-0.03515638847964437,12022315813.7363,0.39302349474506737,90.37816904639429,-0.21763770996440496,6.4,-0.1684666534999581,4.4,0.11290086386702479
7,TN,MEMPHIS,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.2920270705492356,0.17955217391304346,2.5704478260869568,0.29585017077246434,0.21346521739130433,2.5365347826086957,0.29567219937684114,0.2717391304347827,2.4782608695652173,0.28151352118400025,0.3304891304347827,2.4195108695652174,0.25693357135347605,0.5823021739130435,2.1676978260869566,0.20610896114321844,0.9185760869565219,1.8314239130434782,0.18829007850040588,0.10952380952380951,2.6404761904761904,0.3102841430617127,0.14904761904761904,2.600952380952381,0.30119873905309935,0.17952380952380956,2.5704761904761906,0.3101704422368265,0.7085714285714285,2.0414285714285714,0.6586483858884974,1.7461904761904758,1.0038095238095242,0.7328240225174116,2.505714285714286,0.24428571428571422,0.5992372978675041,2.90047619047619,-0.1504761904761902,0.5224573746392441,39658399389.4891,-0.03515638847964437,11154944519.578999,0.39302349474506737,91.578064558499,-0.21763770996440496,6.0,-0.1684666534999581,4.5,0.11290086386702479
8,TN,MEMPHIS,2013-02,2.65,Improvements_Additions for Apartments_Coops,0.15464999999999998,2.4953499999999997,0.2920270705492356,0.17315,2.4768499999999998,0.29585017077246434,0.20129999999999998,2.4487,0.29567219937684114,0.2455,2.4045,0.28151352118400025,0.29049499999999995,2.359505,0.25693357135347605,0.463425,2.186575,0.20610896114321844,0.761875,1.888125,0.18829007850040588,0.0768421052631579,2.573157894736842,0.3102841430617127,0.12421052631578947,2.5257894736842106,0.30119873905309935,0.15736842105263157,2.4926315789473685,0.3101704422368265,0.8463157894736841,1.8036842105263158,0.6586483858884974,1.9842105263157896,0.6657894736842103,0.7328240225174116,2.782631578947368,-0.1326315789473682,0.5992372978675041,3.165263157894737,-0.5152631578947369,0.5224573746392441,41507587847.7023,-0.03515638847964437,9498561196.652071,0.39302349474506737,88.29263433660921,-0.21763770996440496,5.1,-0.1684666534999581,4.3,0.11290086386702479
9,TN,MEMPHIS,2013-04,3.48,Improvements_Additions for Apartments_Coops,0.1539047619047619,3.326095238095238,0.2920270705492356,0.17210476190476193,3.307895238095238,0.29585017077246434,0.19953333333333334,3.2804666666666664,0.29567219937684114,0.24005714285714277,3.2399428571428572,0.28151352118400025,0.27714285714285714,3.202857142857143,0.25693357135347605,0.4360190476190476,3.0439809523809522,0.20610896114321844,0.7168333333333334,2.7631666666666668,0.18829007850040588,0.049090909090909116,3.4309090909090907,0.3102841430617127,0.09409090909090913,3.3859090909090908,0.30119873905309935,0.12454545454545456,3.3554545454545455,0.3101704422368265,0.7104545454545454,2.7695454545454545,0.6586483858884974,1.7590909090909093,1.7209090909090907,0.7328240225174116,2.5500000000000003,0.9299999999999997,0.5992372978675041,2.9327272727272726,0.5472727272727274,0.5224573746392441,41334062733.8549,-0.03515638847964437,8901986132.75728,0.39302349474506737,90.32258801944451,-0.21763770996440496,5.4,-0.1684666534999581,3.7,0.11290086386702479
