,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(4),Corr with auto_vol(4),student_vol(3),Corr with student_vol(3),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2011-08,OR,MEDFORD,2011-08,3.97,"(-122.867222, 42.339652)",97504,19012.43,Improvements_Additions for Apartments_Coops,0.14468363636363638,-0.37258333317151215,0.18038681818181818,-0.36188650621606383,0.21116590909090904,-0.336984593768291,0.24895727272727275,-0.334531436312218,0.29323772727272723,-0.3148326707205629,0.45919454545454547,-0.2638354974542456,0.7783581818181818,-0.19527910494379583,0.017391304347826094,-0.3338432177900818,0.06217391304347828,-0.28025789999665646,0.11478260869565218,-0.2335432447477103,1.021304347826087,0.23593510569220738,2.303043478260869,0.6324085443685538,3.244782608695652,0.6439718419379798,3.6513043478260867,0.6504032696621407,35344521679.5642,0.08155745552705106,11784187253.6333,0.45451819189278414,91.13289228397959,-0.6418320114948217,2.4,-0.27700182825123737,3.7,0.4617918973036318,-122.867222,42.339652
1,2013-04,OR,MEDFORD,2013-04,3.35,"(-122.844315, 42.314793)",97504,11386.36,Improvements_Additions for Apartments_Coops,0.1539047619047619,-0.37258333317151215,0.17210476190476193,-0.36188650621606383,0.19953333333333334,-0.336984593768291,0.24005714285714277,-0.334531436312218,0.27714285714285714,-0.3148326707205629,0.4360190476190476,-0.2638354974542456,0.7168333333333334,-0.19527910494379583,0.049090909090909116,-0.3338432177900818,0.09409090909090913,-0.28025789999665646,0.12454545454545456,-0.2335432447477103,0.7104545454545454,0.23593510569220738,1.7590909090909093,0.6324085443685538,2.5500000000000003,0.6439718419379798,2.9327272727272726,0.6504032696621407,41334062733.8549,0.08155745552705106,8901986132.75728,0.45451819189278414,91.578064558499,-0.6418320114948217,1.6,-0.27700182825123737,3.1,0.4617918973036318,-122.844315,42.314793
2,2014-01,OR,MEDFORD,2014-01,4.43,"(-122.831547, 42.31449)",97504,9327.51,Improvements_Additions for Apartments_Coops,0.09003181818181817,-0.37258333317151215,0.1219931818181818,-0.36188650621606383,0.1597090909090909,-0.336984593768291,0.204425,-0.334531436312218,0.23822954545454544,-0.3148326707205629,0.33795909090909093,-0.2638354974542456,0.5752999999999999,-0.19527910494379583,0.017142857142857144,-0.3338432177900818,0.0690476190476191,-0.28025789999665646,0.11619047619047623,-0.2335432447477103,1.6466666666666665,0.23593510569220738,2.858095238095238,0.6324085443685538,3.521904761904762,0.6439718419379798,3.76904761904762,0.6504032696621407,44462292713.4678,0.08155745552705106,11032404366.8063,0.45451819189278414,85.7873584996498,-0.6418320114948217,0.6,-0.27700182825123737,3.4,0.4617918973036318,-122.831547,42.31449
3,2014-03,OR,MEDFORD,2014-03,3.97,"(-122.847171, 42.302471000000004)",97501,31385.66,Improvements_Additions for Apartments_Coops,0.0888,-0.37258333317151215,0.1207452380952381,-0.36188650621606383,0.15488333333333335,-0.336984593768291,0.19711666666666672,-0.334531436312218,0.23409761904761903,-0.3148326707205629,0.33106666666666673,-0.2638354974542456,0.5571428571428573,-0.19527910494379583,0.051428571428571455,-0.3338432177900818,0.07857142857142858,-0.28025789999665646,0.1280952380952381,-0.2335432447477103,1.6395238095238096,0.23593510569220738,2.7233333333333327,0.6324085443685538,3.3466666666666667,0.6439718419379798,3.6209523809523807,0.6504032696621407,44931729222.7983,0.08155745552705106,10121843859.6075,0.45451819189278414,85.3165844012547,-0.6418320114948217,1.1,-0.27700182825123737,3.1,0.4617918973036318,-122.847171,42.302471000000004
4,2016-07,OR,MEDFORD,2016-07,3.97,"(-122.845215, 42.304588)",97501,23947.17,Improvements_Additions for Apartments_Coops,0.41380476190476195,-0.37258333317151215,0.43819285714285716,-0.36188650621606383,0.4828833333333333,-0.336984593768291,0.5734595238095239,-0.334531436312218,0.6963095238095237,-0.3148326707205629,0.9990666666666668,-0.2638354974542456,1.31707619047619,-0.19527910494379583,0.2635000000000001,-0.3338432177900818,0.4040000000000001,-0.28025789999665646,0.5135000000000001,-0.2335432447477103,1.0715,0.23593510569220738,1.504,0.6324085443685538,1.8224999999999998,0.6439718419379798,2.227,0.6504032696621407,49971382532.5922,0.08155745552705106,11692339154.1207,0.45451819189278414,84.0267577476249,-0.6418320114948217,1.0,-0.27700182825123737,1.2,0.4617918973036318,-122.845215,42.304588
5,2017-12,OR,MEDFORD,2017-12,3.3,"(-122.86666899999999, 42.336178000000004)",97504,27651.77,Improvements_Additions for Apartments_Coops,1.3144094736842107,-0.37258333317151215,1.3913115789473685,-0.36188650621606383,1.4850410526315792,-0.336984593768291,1.5354463157894738,-0.334531436312218,1.6017521052631578,-0.3148326707205629,1.7680373684210524,-0.2638354974542456,2.0434931578947366,-0.19527910494379583,1.204,-0.3338432177900818,1.4950000000000003,-0.28025789999665646,1.7005,-0.2335432447477103,2.1819999999999995,0.23593510569220738,2.4025,0.6324085443685538,2.5970000000000004,0.6439718419379798,2.768,0.6504032696621407,50505964400.0098,0.08155745552705106,11725018303.5706,0.45451819189278414,89.9213768261837,-0.6418320114948217,1.1,-0.27700182825123737,0.8,0.4617918973036318,-122.86666899999999,42.336178000000004
