,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(-2),Corr with student_vol(-2),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(4),Corr with mortgage 90(4)
0,TX,LUBBOCK,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,-0.10430216479534342,0.2029985,3.5470015,-0.10487937121721472,0.2836085,3.4663915,-0.10813544813520469,0.40829250000000006,3.3417075,-0.13727398201930704,0.5557375,3.1942625,-0.17774983561268592,0.7798775000000001,2.9701225,-0.30837531312669925,1.1003555000000003,2.6496445,-0.4025598339404613,0.0033333333333333335,3.7466666666666666,-0.09384966999149592,0.048571428571428585,3.7014285714285715,-0.1341159692739094,0.11523809523809528,3.6347619047619046,-0.14294831594174415,0.8914285714285713,2.8585714285714285,0.584277379757357,1.9780952380952384,1.7719047619047616,0.7680142904182348,2.6676190476190476,1.0823809523809524,0.7108630565531768,2.9823809523809524,0.7676190476190476,0.6550229719072825,35532707747.113,0.23073806620608747,10258833668.6773,-0.8182563120250548,89.00857713430821,-0.7268575722368619,3.6,-0.6239052783935958,1.9,-0.40223361721022344
1,TX,LUBBOCK,2012-05,2.55,Improvements_Additions for Apartments_Coops,0.15161363636363637,2.3983863636363636,-0.10430216479534342,0.19053181818181822,2.3594681818181815,-0.10487937121721472,0.23893181818181805,2.311068181818182,-0.10813544813520469,0.3457045454545453,2.2042954545454547,-0.13727398201930704,0.4665318181818183,2.0834681818181817,-0.17774983561268592,0.732990909090909,1.8170090909090908,-0.30837531312669925,1.0615068181818177,1.4884931818181821,-0.4025598339404613,0.06590909090909093,2.484090909090909,-0.09384966999149592,0.14545454545454548,2.4045454545454543,-0.1341159692739094,0.19181818181818186,2.358181818181818,-0.14294831594174415,0.7618181818181818,1.788181818181818,0.584277379757357,1.8031818181818189,0.7468181818181809,0.7680142904182348,2.525909090909091,0.02409090909090894,0.7108630565531768,2.930909090909091,-0.3809090909090913,0.6550229719072825,36601383816.48,0.23073806620608747,11251067892.2966,-0.8182563120250548,89.513287195688,-0.7268575722368619,4.1,-0.6239052783935958,2.3,-0.40223361721022344
2,TX,LUBBOCK,2012-06,3.15,Improvements_Additions for Apartments_Coops,0.163,2.987,-0.10430216479534342,0.19464736842105262,2.9553526315789473,-0.10487937121721472,0.24319736842105263,2.9068026315789472,-0.10813544813520469,0.3459342105263157,2.8040657894736842,-0.13727398201930704,0.46558684210526313,2.6844131578947366,-0.17774983561268592,0.7364000000000004,2.4135999999999997,-0.30837531312669925,1.0691894736842107,2.080810526315789,-0.4025598339404613,0.05190476190476193,3.098095238095238,-0.09384966999149592,0.14809523809523809,3.0019047619047616,-0.1341159692739094,0.18904761904761905,2.960952380952381,-0.14294831594174415,0.7114285714285714,2.4385714285714286,0.584277379757357,1.6223809523809525,1.5276190476190474,0.7680142904182348,2.3061904761904763,0.8438095238095236,0.7108630565531768,2.698095238095238,0.4519047619047618,0.6550229719072825,37160101000.5239,0.23073806620608747,11641401212.0971,-0.8182563120250548,90.37816904639429,-0.7268575722368619,4.9,-0.6239052783935958,2.4,-0.40223361721022344
3,TX,LUBBOCK,2012-09,2.22,Improvements_Additions for Apartments_Coops,0.15189500000000006,2.068105,-0.10430216479534342,0.183625,2.036375,-0.10487937121721472,0.22133750000000002,1.9986625000000002,-0.10813544813520469,0.3079875,1.9120125000000001,-0.13727398201930704,0.3856325000000001,1.8343675000000002,-0.17774983561268592,0.6716749999999999,1.5483250000000002,-0.30837531312669925,0.9997750000000002,1.2202250000000001,-0.4025598339404613,0.07526315789473685,2.1447368421052633,-0.09384966999149592,0.13736842105263158,2.0826315789473684,-0.1341159692739094,0.17578947368421055,2.0442105263157897,-0.14294831594174415,0.6689473684210526,1.5510526315789477,0.584277379757357,1.7231578947368422,0.496842105263158,0.7680142904182348,2.488421052631579,-0.26842105263157867,0.7108630565531768,2.8815789473684212,-0.661578947368421,0.6550229719072825,38410438812.4053,0.23073806620608747,16111780903.4699,-0.8182563120250548,91.578064558499,-0.7268575722368619,5.0,-0.6239052783935958,2.6,-0.40223361721022344
4,TX,LUBBOCK,2012-11,2.95,Improvements_Additions for Apartments_Coops,0.1555,2.7945,-0.10430216479534342,0.18060909090909089,2.7693909090909092,-0.10487937121721472,0.20888636363636362,2.7411136363636364,-0.10813544813520469,0.25813636363636355,2.6918636363636366,-0.13727398201930704,0.31102272727272723,2.638977272727273,-0.17774983561268592,0.528347727272727,2.421652272727273,-0.30837531312669925,0.8631931818181818,2.0868068181818185,-0.4025598339404613,0.12449999999999999,2.8255000000000003,-0.09384966999149592,0.14450000000000002,2.8055000000000003,-0.1341159692739094,0.17850000000000002,2.7715,-0.14294831594174415,0.665,2.285,0.584277379757357,1.654,1.2960000000000003,0.7680142904182348,2.3894999999999995,0.5605000000000007,0.7108630565531768,2.8034999999999997,0.14650000000000052,0.6550229719072825,39268596272.9965,0.23073806620608747,11631947675.6117,-0.8182563120250548,88.920473853359,-0.7268575722368619,4.2,-0.6239052783935958,2.5,-0.40223361721022344
5,TX,LUBBOCK,2013-03,3.61,Improvements_Additions for Apartments_Coops,0.15505000000000002,3.4549499999999997,-0.10430216479534342,0.17309999999999998,3.4369,-0.10487937121721472,0.20345,3.4065499999999997,-0.10813544813520469,0.2419,3.3681,-0.13727398201930704,0.28190000000000004,3.3281,-0.17774983561268592,0.44782500000000003,3.162175,-0.30837531312669925,0.7351250000000001,2.874875,-0.4025598339404613,0.07800000000000003,3.532,-0.09384966999149592,0.11450000000000005,3.4955,-0.1341159692739094,0.14750000000000002,3.4625,-0.14294831594174415,0.8185000000000002,2.7914999999999996,0.584277379757357,1.9575,1.6524999999999999,0.7680142904182348,2.7840000000000003,0.8259999999999996,0.7108630565531768,3.1625000000000005,0.44749999999999934,0.6550229719072825,40995097959.5386,0.23073806620608747,11154944519.578999,-0.8182563120250548,90.32258801944451,-0.7268575722368619,3.9,-0.6239052783935958,2.1,-0.40223361721022344
6,TX,LUBBOCK,2013-05,3.73,Improvements_Additions for Apartments_Coops,0.1435047619047619,3.586495238095238,-0.10430216479534342,0.1638380952380952,3.5661619047619046,-0.10487937121721472,0.19670952380952378,3.5332904761904764,-0.10813544813520469,0.23396000000000003,3.49604,-0.13727398201930704,0.27416904761904765,3.4558309523809525,-0.17774983561268592,0.42137333333333327,3.3086266666666666,-0.30837531312669925,0.6936104761904763,3.0363895238095235,-0.4025598339404613,0.020454545454545458,3.7095454545454545,-0.09384966999149592,0.08090909090909093,3.649090909090909,-0.1341159692739094,0.11863636363636366,3.6113636363636363,-0.14294831594174415,0.840909090909091,2.8890909090909087,0.584277379757357,1.9281818181818182,1.8018181818181818,0.7680142904182348,2.7286363636363635,1.0013636363636365,0.7108630565531768,3.112727272727273,0.6172727272727272,0.6550229719072825,41471481477.9035,0.23073806620608747,9855625468.0504,-0.8182563120250548,86.47441597957871,-0.7268575722368619,3.6,-0.6239052783935958,2.1,-0.40223361721022344
7,TX,LUBBOCK,2013-09,4.55,Improvements_Additions for Apartments_Coops,0.11272380952380952,4.43727619047619,-0.10430216479534342,0.14323238095238094,4.406767619047619,-0.10487937121721472,0.18057476190476196,4.369425238095237,-0.10813544813520469,0.22133904761904755,4.328660952380952,-0.13727398201930704,0.2531785714285715,4.296821428571429,-0.17774983561268592,0.38033809523809525,4.169661904761904,-0.30837531312669925,0.6526857142857143,3.8973142857142857,-0.4025598339404613,0.017500000000000005,4.5325,-0.09384966999149592,0.04150000000000001,4.5085,-0.1341159692739094,0.11850000000000002,4.4315,-0.14294831594174415,1.5959999999999999,2.9539999999999997,0.584277379757357,2.8095,1.7405,0.7680142904182348,3.526,1.024,0.7108630565531768,3.7870000000000004,0.7629999999999995,0.6550229719072825,41658198449.9001,0.23073806620608747,8901986132.75728,-0.8182563120250548,84.4459748156831,-0.7268575722368619,3.8,-0.6239052783935958,2.3,-0.40223361721022344
8,TX,LUBBOCK,2014-01,4.23,Improvements_Additions for Apartments_Coops,0.09003181818181817,4.139968181818182,-0.10430216479534342,0.1219931818181818,4.108006818181819,-0.10487937121721472,0.1597090909090909,4.070290909090909,-0.10813544813520469,0.204425,4.025575000000001,-0.13727398201930704,0.23822954545454544,3.991770454545455,-0.17774983561268592,0.33795909090909093,3.8920409090909094,-0.30837531312669925,0.5752999999999999,3.6547000000000005,-0.4025598339404613,0.017142857142857144,4.2128571428571435,-0.09384966999149592,0.0690476190476191,4.160952380952382,-0.1341159692739094,0.11619047619047623,4.1138095238095245,-0.14294831594174415,1.6466666666666665,2.583333333333334,0.584277379757357,2.858095238095238,1.3719047619047626,0.7680142904182348,3.521904761904762,0.7080952380952383,0.7108630565531768,3.76904761904762,0.46095238095238056,0.6550229719072825,44555116847.5878,0.23073806620608747,10396023519.0372,-0.8182563120250548,82.11515832772571,-0.7268575722368619,2.5,-0.6239052783935958,1.7,-0.40223361721022344
9,TX,LUBBOCK,2014-02,4.38,Improvements_Additions for Apartments_Coops,0.08627,4.29373,-0.10430216479534342,0.11939250000000004,4.2606075,-0.10487937121721472,0.155105,4.224895,-0.10813544813520469,0.19663749999999997,4.1833625,-0.13727398201930704,0.23520249999999998,4.1447975,-0.17774983561268592,0.3308,4.0492,-0.30837531312669925,0.554605,3.825395,-0.4025598339404613,0.046842105263157914,4.333157894736842,-0.09384966999149592,0.08105263157894738,4.298947368421053,-0.1341159692739094,0.11684210526315793,4.263157894736842,-0.14294831594174415,1.5157894736842106,2.864210526315789,0.584277379757357,2.7094736842105265,1.6705263157894734,0.7680142904182348,3.3847368421052626,0.9952631578947373,0.7108630565531768,3.6626315789473685,0.7173684210526314,0.6550229719072825,44109559396.2995,0.23073806620608747,9402239044.86975,-0.8182563120250548,81.9669757663089,-0.7268575722368619,3.0,-0.6239052783935958,1.4,-0.40223361721022344
