,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol(-4),Corr with student_vol(-4),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-4),Corr with mortgage 90(-4)
0,2010-12,FL,GAINESVILLE,2010-12,4.074999999999999,"(-82.32392, 29.691281699999998)",22490.125,Improvements_Additions for Apartments_Coops,0.24122190476190472,0.6861180906216734,0.25412380952380953,0.6868207645047687,0.26178857142857137,0.679917720531343,0.28196571428571415,0.667268892129001,0.30272333333333334,0.6508987505521849,0.4583942857142857,0.6179915459972438,0.7839004761904763,0.5977230729335608,0.0854166666666667,0.6779548334207502,0.19333333333333338,0.6727010654049226,0.2937499999999999,0.6812489709126957,1.9429166666666664,0.7978153627347582,3.2949999999999995,0.6396012844231114,4.173333333333333,0.2902772821060077,4.415,0.14094119295361782,32217867353.4185,0.37939831696730236,11556490165.0911,-0.5225236221517114,92.8594669911348,-0.4419043299678067,3.6,-0.5047321630537673,3.3,-0.6899338080968188
1,2011-12,FL,GAINESVILLE,2011-12,3.05,"(-82.418263, 29.651816999999998)",17805.68,Improvements_Additions for Apartments_Coops,0.1499335,0.6861180906216734,0.2029985,0.6868207645047687,0.2836085,0.679917720531343,0.40829250000000006,0.667268892129001,0.5557375,0.6508987505521849,0.7798775000000001,0.6179915459972438,1.1003555000000003,0.5977230729335608,0.0033333333333333335,0.6779548334207502,0.048571428571428585,0.6727010654049226,0.11523809523809528,0.6812489709126957,0.8914285714285713,0.7978153627347582,1.9780952380952384,0.6396012844231114,2.6676190476190476,0.2902772821060077,2.9823809523809524,0.14094119295361782,35532707747.113,0.37939831696730236,12477113046.1263,-0.5225236221517114,90.35087768078328,-0.4419043299678067,3.8,-0.5047321630537673,4.7,-0.6899338080968188
2,2012-03,FL,GAINESVILLE,2012-03,2.74,"(-82.370222, 29.616431)",42159.84,Improvements_Additions for Apartments_Coops,0.14720000000000003,0.6861180906216734,0.1893409090909091,0.6868207645047687,0.24185227272727275,0.679917720531343,0.35079999999999995,0.667268892129001,0.4732886363636363,0.6508987505521849,0.741275,0.6179915459972438,1.0534477272727274,0.5977230729335608,0.06363636363636366,0.6779548334207502,0.14227272727272727,0.6727010654049226,0.19000000000000003,0.6812489709126957,1.0172727272727273,0.7978153627347582,2.1727272727272724,0.6396012844231114,2.9404545454545454,0.2902772821060077,3.281363636363636,0.14094119295361782,36777908030.9335,0.37939831696730236,11784187253.6333,-0.5225236221517114,90.6452366150782,-0.4419043299678067,3.4,-0.5047321630537673,4.8,-0.6899338080968188
3,2012-10,FL,GAINESVILLE,2012-10,2.63,"(-82.3248, 29.6519)",27795.1,Improvements_Additions for Apartments_Coops,0.15320434782608702,0.6861180906216734,0.17955217391304346,0.6868207645047687,0.21346521739130433,0.679917720531343,0.2717391304347827,0.667268892129001,0.3304891304347827,0.6508987505521849,0.5823021739130435,0.6179915459972438,0.9185760869565219,0.5977230729335608,0.10952380952380951,0.6779548334207502,0.14904761904761904,0.6727010654049226,0.17952380952380956,0.6812489709126957,0.7085714285714285,0.7978153627347582,1.7461904761904758,0.6396012844231114,2.505714285714286,0.2902772821060077,2.90047619047619,0.14094119295361782,38808856509.5085,0.37939831696730236,14585937143.4485,-0.5225236221517114,89.513287195688,-0.4419043299678067,3.1,-0.5047321630537673,5.4,-0.6899338080968188
4,2013-01,FL,GAINESVILLE,2013-01,2.41,"(-82.392137, 29.620381)",47002.93,Improvements_Additions for Apartments_Coops,0.16043181818181818,0.6861180906216734,0.17947272727272726,0.6868207645047687,0.20497272727272725,0.679917720531343,0.2497954545454545,0.667268892129001,0.30261363636363625,0.6508987505521849,0.48810454545454546,0.6179915459972438,0.8142727272727271,0.5977230729335608,0.05190476190476192,0.6779548334207502,0.10761904761904766,0.6727010654049226,0.14523809523809525,0.6812489709126957,0.8052380952380951,0.7978153627347582,1.9147619047619049,0.6396012844231114,2.681428571428571,0.2902772821060077,3.0804761904761913,0.14094119295361782,39298206327.5877,0.37939831696730236,11631947675.6117,-0.5225236221517114,89.2801736441717,-0.4419043299678067,3.0,-0.5047321630537673,5.0,-0.6899338080968188
5,2014-04,FL,GAINESVILLE,2014-04,3.98,"(-82.42018, 29.626682000000002)",90410.9,Improvements_Additions for Apartments_Coops,0.08864000000000001,0.6861180906216734,0.120115,0.6868207645047687,0.1517,0.679917720531343,0.1918625,0.667268892129001,0.227495,0.6508987505521849,0.32422500000000004,0.6179915459972438,0.550005,0.5977230729335608,0.023333333333333345,0.6779548334207502,0.05333333333333336,0.6727010654049226,0.10761904761904763,0.6812489709126957,1.7009523809523805,0.7978153627347582,2.705238095238095,0.6396012844231114,3.265238095238095,0.2902772821060077,3.5176190476190476,0.14094119295361782,43938467193.2505,0.37939831696730236,9402239044.86975,-0.5225236221517114,80.910251046009,-0.4419043299678067,2.3,-0.5047321630537673,3.5,-0.6899338080968188
6,2016-05,FL,GAINESVILLE,2016-05,4.05,"(-95.69491500000001, 39.042258000000004)",7957.91,Improvements_Additions for Apartments_Coops,0.38527368421052627,0.6861180906216734,0.4053315789473685,0.6868207645047687,0.4424947368421052,0.679917720531343,0.5332263157894737,0.667268892129001,0.6455710526315791,0.6508987505521849,0.9348736842105263,0.6179915459972438,1.2675078947368421,0.5977230729335608,0.2261904761904762,0.6779548334207502,0.4185714285714286,0.6727010654049226,0.5914285714285713,0.6812489709126957,1.3004761904761903,0.7978153627347582,1.8061904761904766,0.6396012844231114,2.2166666666666663,0.2902772821060077,2.627619047619048,0.14094119295361782,49692544708.3448,0.37939831696730236,11404853913.5663,-0.5225236221517114,84.0267577476249,-0.4419043299678067,1.7,-0.5047321630537673,2.2,-0.6899338080968188
7,2016-11,FL,GAINESVILLE,2016-11,2.93,"(-82.3248, 29.6519)",20496.1,Improvements_Additions for Apartments_Coops,0.4339245454545454,0.6861180906216734,0.45880500000000013,0.6868207645047687,0.5631090909090911,0.679917720531343,0.7006386363636362,0.667268892129001,0.9084640909090909,0.6508987505521849,1.2693081818181815,0.6179915459972438,1.6029650000000002,0.5977230729335608,0.29999999999999993,0.6779548334207502,0.5834999999999999,0.6727010654049226,0.736,0.6812489709126957,1.596,0.7978153627347582,2.142,0.6396012844231114,2.5369999999999995,0.2902772821060077,2.8620000000000005,0.14094119295361782,49588706606.1033,0.37939831696730236,11531266279.4831,-0.5225236221517114,88.43997566936979,-0.4419043299678067,1.9,-0.5047321630537673,2.0,-0.6899338080968188
8,2018-02,FL,GAINESVILLE,2018-02,3.47,"(-82.427545, 29.678271999999996)",388239.79,Improvements_Additions for Apartments_Coops,1.4432573684210526,0.6861180906216734,1.4712210000000003,0.6868207645047687,1.6018225000000001,0.679917720531343,1.722691,0.667268892129001,1.874672,0.6508987505521849,2.0893395000000003,0.6179915459972438,2.3701375000000002,0.5977230729335608,1.3805263157894736,0.6779548334207502,1.7857894736842108,0.6727010654049226,1.9636842105263155,0.6812489709126957,2.599473684210526,0.7978153627347582,2.8589473684210525,0.6396012844231114,3.016842105263158,0.2902772821060077,3.1310526315789478,0.14094119295361782,50505964400.0098,0.37939831696730236,11537595366.1601,-0.5225236221517114,88.1148323663994,-0.4419043299678067,1.5,-0.5047321630537673,1.2,-0.6899338080968188
9,2018-06,FL,GAINESVILLE,2018-06,4.65,"(-82.36591800000001, 29.619004999999998)",4325.92,Improvements_Additions for Apartments_Coops,1.8376333333333337,0.6861180906216734,1.9170571428571423,0.6868207645047687,2.068429047619047,0.679917720531343,2.1502619047619045,0.667268892129001,2.330264285714286,0.6508987505521849,2.4958952380952377,0.6179915459972438,2.759644285714286,0.5977230729335608,1.8052380952380953,0.6779548334207502,2.113809523809524,0.6727010654049226,2.328095238095238,0.6812489709126957,2.775714285714286,0.7978153627347582,2.9123809523809525,0.6396012844231114,2.9776190476190476,0.2902772821060077,3.0500000000000007,0.14094119295361782,50563742345.0186,0.37939831696730236,11318405616.2761,-0.5225236221517114,86.55198240492871,-0.4419043299678067,1.3,-0.5047321630537673,1.2,-0.6899338080968188
