,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-2),Corr with auto_vol(-2),student_vol(1),Corr with student_vol(1),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(3),Corr with mortgage 90(3)
0,LINCOLN,2009-10,3.79,Improvements_Additions for Apartments_Coops,0.18474166666666667,3.6052583333333335,0.12751182538378733,0.22661833333333328,3.563381666666667,0.12616450646324737,0.24403166666666665,3.5459683333333336,0.11501141929197506,0.2545108333333333,3.535489166666667,0.10691498658345283,0.2821075,3.5078925,0.08289874097508307,0.5802633333333334,3.2097366666666667,0.04478845284039948,1.2295858333333334,2.560414166666667,0.03934639867295394,0.04,3.75,0.14896136074804794,0.16833333333333333,3.6216666666666666,0.11956852407261802,0.3858333333333334,3.404166666666667,0.11430208742867551,2.394166666666667,1.395833333333333,0.3496191881185842,3.459166666666667,0.3308333333333331,0.3872730933013828,4.238333333333332,-0.44833333333333236,0.35315062902311145,4.263333333333333,-0.4733333333333327,0.36252911535552057,28639144125.4552,-0.3847895609715132,14438684843.1307,0.36033341089710996,105.55167238105,0.12786317566203032,2.4,0.4580853264389685,2.2,0.36474347961679654
1,LINCOLN,2009-12,4.05,Improvements_Additions for Apartments_Coops,0.17885714285714288,3.871142857142857,0.12751182538378733,0.2141833333333333,3.8358166666666667,0.12616450646324737,0.23288904761904766,3.8171109523809523,0.11501141929197506,0.24197238095238102,3.808027619047619,0.10691498658345283,0.2530461904761905,3.796953809523809,0.08289874097508307,0.4528776190476191,3.597122380952381,0.04478845284039948,0.9993009523809523,3.0506990476190476,0.03934639867295394,0.03181818181818183,4.018181818181818,0.14896136074804794,0.16772727272727275,3.882272727272727,0.11956852407261802,0.37136363636363634,3.6786363636363637,0.11430208742867551,2.3404545454545453,1.7095454545454545,0.3496191881185842,3.589999999999999,0.46000000000000085,0.3872730933013828,4.399545454545455,-0.3495454545454555,0.35315062902311145,4.494090909090908,-0.4440909090909084,0.36252911535552057,23715763008.5817,-0.3847895609715132,14107591663.4702,0.36033341089710996,103.99632208797199,0.12786317566203032,1.8,0.4580853264389685,1.8,0.36474347961679654
2,LINCOLN,2010-03,4.0,Improvements_Additions for Apartments_Coops,0.20298217391304352,3.7970178260869565,0.12751182538378733,0.22118086956521738,3.7788191304347825,0.12616450646324737,0.23731173913043485,3.7626882608695653,0.11501141929197506,0.25031173913043475,3.7496882608695654,0.10691498658345283,0.2684247826086957,3.7315752173913044,0.08289874097508307,0.41060652173913054,3.5893934782608694,0.04478845284039948,0.8732952173913044,3.1267047826086953,0.03934639867295394,0.11652173913043477,3.8834782608695653,0.14896136074804794,0.22565217391304354,3.7743478260869563,0.11956852407261802,0.3956521739130435,3.6043478260869564,0.11430208742867551,2.433043478260869,1.5669565217391308,0.3496191881185842,3.7273913043478255,0.2726086956521745,0.3872730933013828,4.489130434782608,-0.4891304347826084,0.35315062902311145,4.644782608695651,-0.6447826086956514,0.36252911535552057,25615073952.9669,-0.3847895609715132,13493693756.3064,0.36033341089710996,96.94128995699529,0.12786317566203032,2.1,0.4580853264389685,1.5,0.36474347961679654
3,LINCOLN,2011-03,5.24,Improvements_Additions for Apartments_Coops,0.2076739130434783,5.032326086956522,0.12751182538378733,0.23889782608695653,5.0011021739130435,0.12616450646324737,0.2532847826086956,4.986715217391304,0.11501141929197506,0.2829456521739131,4.957054347826087,0.10691498658345283,0.30843478260869567,4.931565217391305,0.08289874097508307,0.4607826086956522,4.779217391304348,0.04478845284039948,0.7797065217391305,4.46029347826087,0.03934639867295394,0.06478260869565221,5.175217391304348,0.14896136074804794,0.15652173913043482,5.0834782608695654,0.11956852407261802,0.25913043478260867,4.980869565217391,0.11430208742867551,2.1134782608695653,3.126521739130435,0.3496191881185842,3.414347826086956,1.8256521739130442,0.3872730933013828,4.26608695652174,0.9739130434782606,0.35315062902311145,4.5139130434782615,0.7260869565217387,0.36252911535552057,31618591270.7387,-0.3847895609715132,15995126134.7035,0.36033341089710996,94.7176548951663,0.12786317566203032,2.7,0.4580853264389685,1.5,0.36474347961679654
4,LINCOLN,2013-02,3.135,Improvements_Additions for Apartments_Coops,0.15464999999999998,2.9803499999999996,0.12751182538378733,0.17315,2.9618499999999996,0.12616450646324737,0.20129999999999998,2.9337,0.11501141929197506,0.2455,2.8895,0.10691498658345283,0.29049499999999995,2.844505,0.08289874097508307,0.463425,2.671575,0.04478845284039948,0.761875,2.373125,0.03934639867295394,0.0768421052631579,3.058157894736842,0.14896136074804794,0.12421052631578947,3.0107894736842105,0.11956852407261802,0.15736842105263157,2.9776315789473684,0.11430208742867551,0.8463157894736841,2.2886842105263154,0.3496191881185842,1.9842105263157896,1.1507894736842101,0.3872730933013828,2.782631578947368,0.35236842105263166,0.35315062902311145,3.165263157894737,-0.03026315789473699,0.36252911535552057,38808856509.5085,-0.3847895609715132,9855625468.0504,0.36033341089710996,90.2956809830492,0.12786317566203032,1.7,0.4580853264389685,0.8,0.36474347961679654
5,LINCOLN,2013-04,3.65,Improvements_Additions for Apartments_Coops,0.1539047619047619,3.496095238095238,0.12751182538378733,0.17210476190476193,3.477895238095238,0.12616450646324737,0.19953333333333334,3.4504666666666663,0.11501141929197506,0.24005714285714277,3.409942857142857,0.10691498658345283,0.27714285714285714,3.3728571428571428,0.08289874097508307,0.4360190476190476,3.213980952380952,0.04478845284039948,0.7168333333333334,2.9331666666666667,0.03934639867295394,0.049090909090909116,3.6009090909090906,0.14896136074804794,0.09409090909090913,3.5559090909090907,0.11956852407261802,0.12454545454545456,3.5254545454545454,0.11430208742867551,0.7104545454545454,2.9395454545454545,0.3496191881185842,1.7590909090909093,1.8909090909090907,0.3872730933013828,2.5500000000000003,1.0999999999999996,0.35315062902311145,2.9327272727272726,0.7172727272727273,0.36252911535552057,39658399389.4891,-0.3847895609715132,9498561196.652071,0.36033341089710996,91.578064558499,0.12786317566203032,1.8,0.4580853264389685,0.9,0.36474347961679654
6,LINCOLN,2013-07,3.6,Improvements_Additions for Apartments_Coops,0.12117913043478262,3.4788208695652174,0.12751182538378733,0.15611695652173913,3.443883043478261,0.12616450646324737,0.19111913043478265,3.4088808695652175,0.11501141929197506,0.232388695652174,3.367611304347826,0.10691498658345283,0.26758260869565215,3.332417391304348,0.08289874097508307,0.40307869565217386,3.196921304347826,0.04478845284039948,0.6838491304347826,2.9161508695652176,0.03934639867295394,0.020909090909090912,3.579090909090909,0.14896136074804794,0.07363636363636367,3.5263636363636364,0.11956852407261802,0.12181818181818184,3.478181818181818,0.11430208742867551,1.4031818181818183,2.196818181818182,0.3496191881185842,2.5822727272727275,1.0177272727272726,0.3872730933013828,3.3072727272727276,0.2927272727272725,0.35315062902311145,3.605,-0.004999999999999893,0.36252911535552057,40995097959.5386,-0.3847895609715132,10210246554.7955,0.36033341089710996,86.5850023909696,0.12786317566203032,1.8,0.4580853264389685,1.0,0.36474347961679654
7,LINCOLN,2013-08,3.96,Improvements_Additions for Apartments_Coops,0.11782999999999999,3.84217,0.12751182538378733,0.1493142857142857,3.8106857142857145,0.12616450646324737,0.1840704761904762,3.775929523809524,0.11501141929197506,0.22633523809523812,3.733664761904762,0.10691498658345283,0.2633952380952381,3.6966047619047617,0.08289874097508307,0.3949285714285714,3.5650714285714287,0.04478845284039948,0.6679499999999999,3.29205,0.03934639867295394,0.03681818181818183,3.9231818181818183,0.14896136074804794,0.07181818181818184,3.888181818181818,0.11956852407261802,0.12681818181818183,3.833181818181818,0.11430208742867551,1.5204545454545455,2.4395454545454545,0.3496191881185842,2.7372727272727273,1.2227272727272727,0.3872730933013828,3.488181818181818,0.47181818181818214,0.35315062902311145,3.757727272727273,0.20227272727272716,0.36252911535552057,41507587847.7023,-0.3847895609715132,10216278752.7557,0.36033341089710996,88.29263433660921,0.12786317566203032,1.9,0.4580853264389685,1.1,0.36474347961679654
8,LINCOLN,2014-01,4.36,Improvements_Additions for Apartments_Coops,0.09003181818181817,4.269968181818182,0.12751182538378733,0.1219931818181818,4.238006818181819,0.12616450646324737,0.1597090909090909,4.200290909090909,0.11501141929197506,0.204425,4.155575000000001,0.10691498658345283,0.23822954545454544,4.121770454545455,0.08289874097508307,0.33795909090909093,4.02204090909091,0.04478845284039948,0.5752999999999999,3.7847000000000004,0.03934639867295394,0.017142857142857144,4.342857142857143,0.14896136074804794,0.0690476190476191,4.2909523809523815,0.11956852407261802,0.11619047619047623,4.243809523809524,0.11430208742867551,1.6466666666666665,2.713333333333334,0.3496191881185842,2.858095238095238,1.5019047619047625,0.3872730933013828,3.521904761904762,0.8380952380952382,0.35315062902311145,3.76904761904762,0.5909523809523805,0.36252911535552057,41658198449.9001,-0.3847895609715132,10011024566.6146,0.36033341089710996,85.7873584996498,0.12786317566203032,1.7,0.4580853264389685,0.7,0.36474347961679654
9,LINCOLN,2014-04,4.19,Improvements_Additions for Apartments_Coops,0.08864000000000001,4.101360000000001,0.12751182538378733,0.120115,4.069885,0.12616450646324737,0.1517,4.0383000000000004,0.11501141929197506,0.1918625,3.9981375000000003,0.10691498658345283,0.227495,3.962505,0.08289874097508307,0.32422500000000004,3.865775,0.04478845284039948,0.550005,3.6399950000000003,0.03934639867295394,0.023333333333333345,4.166666666666667,0.14896136074804794,0.05333333333333336,4.136666666666667,0.11956852407261802,0.10761904761904763,4.082380952380952,0.11430208742867551,1.7009523809523805,2.4890476190476196,0.3496191881185842,2.705238095238095,1.4847619047619052,0.3872730933013828,3.265238095238095,0.9247619047619056,0.35315062902311145,3.5176190476190476,0.6723809523809527,0.36252911535552057,43204378466.7468,-0.3847895609715132,9507943209.106209,0.36033341089710996,84.4459748156831,0.12786317566203032,1.8,0.4580853264389685,0.7,0.36474347961679654
