,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-3),Corr with auto_vol(-3),student_vol(-4),Corr with student_vol(-4),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-2),Corr with mortgage 30-89(-2),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2012-04,WI,MADISON,2012-04,3.12,"(-89.364081, 43.0971597)",13470.3,Improvements_Additions for Apartments_Coops,0.14868421052631575,0.381336139022727,0.18980526315789473,0.39274766930250476,0.23982894736842097,0.41335467831876627,0.34777368421052635,0.41427828158668667,0.46680789473684203,0.4370322933404635,0.7313999999999999,0.4478148931157332,1.048621052631579,0.46551126147294974,0.0666666666666667,0.36070936207003107,0.13904761904761903,0.4238090387028108,0.18333333333333335,0.46886948222841324,0.8947619047619045,0.714134470347327,2.0528571428571425,0.7691258163360638,2.8166666666666664,0.5632379674191758,3.1842857142857137,0.3774480862632588,35385458151.3724,0.6527606562198299,11508699084.1195,-0.5892473303277818,89.6061116730853,-0.40683606143025747,1.4,-0.6911784186108157,1.5,-0.6171505288662652,-89.364081,43.0971597
1,2012-05,WI,MADISON,2012-05,3.13,"(-89.459692, 43.071971999999995)",20579.22,Improvements_Additions for Apartments_Coops,0.15161363636363637,0.381336139022727,0.19053181818181822,0.39274766930250476,0.23893181818181805,0.41335467831876627,0.3457045454545453,0.41427828158668667,0.4665318181818183,0.4370322933404635,0.732990909090909,0.4478148931157332,1.0615068181818177,0.46551126147294974,0.06590909090909093,0.36070936207003107,0.14545454545454548,0.4238090387028108,0.19181818181818186,0.46886948222841324,0.7618181818181818,0.714134470347327,1.8031818181818189,0.7691258163360638,2.525909090909091,0.5632379674191758,2.930909090909091,0.3774480862632588,35532707747.113,0.6527606562198299,11510278467.2037,-0.5892473303277818,89.513287195688,-0.40683606143025747,1.3,-0.6911784186108157,1.4,-0.6171505288662652,-89.459692,43.071971999999995
2,2012-06,WI,MADISON,2012-06,3.25,"(-92.56299174, 40.17838594)",21343.14,Improvements_Additions for Apartments_Coops,0.163,0.381336139022727,0.19464736842105262,0.39274766930250476,0.24319736842105263,0.41335467831876627,0.3459342105263157,0.41427828158668667,0.46558684210526313,0.4370322933404635,0.7364000000000004,0.4478148931157332,1.0691894736842107,0.46551126147294974,0.05190476190476193,0.36070936207003107,0.14809523809523809,0.4238090387028108,0.18904761904761905,0.46886948222841324,0.7114285714285714,0.714134470347327,1.6223809523809525,0.7691258163360638,2.3061904761904763,0.5632379674191758,2.698095238095238,0.3774480862632588,35767585536.868996,0.6527606562198299,10728874885.7875,-0.5892473303277818,90.37816904639429,-0.40683606143025747,1.3,-0.6911784186108157,1.3,-0.6171505288662652,-92.56299174,40.17838594
3,2012-08,WI,MADISON,2012-08,2.9000000000000004,"(-89.520496, 43.073260999999995)",26895.305,Improvements_Additions for Apartments_Coops,0.15374090909090915,0.381336139022727,0.18745454545454548,0.39274766930250476,0.23783863636363634,0.41335467831876627,0.3331136363636364,0.41427828158668667,0.43259999999999993,0.4370322933404635,0.7177749999999997,0.4478148931157332,1.0426272727272727,0.46551126147294974,0.09217391304347829,0.36070936207003107,0.14043478260869566,0.4238090387028108,0.18347826086956526,0.46886948222841324,0.7139130434782609,0.714134470347327,1.6782608695652175,0.7691258163360638,2.3978260869565218,0.5632379674191758,2.7708695652173914,0.3774480862632588,36777908030.9335,0.6527606562198299,11641401212.0971,-0.5892473303277818,89.2801736441717,-0.40683606143025747,1.4,-0.6911784186108157,1.2,-0.6171505288662652,-89.520496,43.073260999999995
4,2012-11,WI,MADISON,2012-11,2.33,"(-89.343521, 43.048459)",19513.12,Improvements_Additions for Apartments_Coops,0.1555,0.381336139022727,0.18060909090909089,0.39274766930250476,0.20888636363636362,0.41335467831876627,0.25813636363636355,0.41427828158668667,0.31102272727272723,0.4370322933404635,0.528347727272727,0.4478148931157332,0.8631931818181818,0.46551126147294974,0.12449999999999999,0.36070936207003107,0.14450000000000002,0.4238090387028108,0.17850000000000002,0.46886948222841324,0.665,0.714134470347327,1.654,0.7691258163360638,2.3894999999999995,0.5632379674191758,2.8034999999999997,0.3774480862632588,37160101000.5239,0.6527606562198299,16111780903.4699,-0.5892473303277818,88.920473853359,-0.40683606143025747,1.6,-0.6911784186108157,1.3,-0.6171505288662652,-89.343521,43.048459
5,2013-02,WI,MADISON,2013-02,2.85,"(-89.390826, 43.073537)",44806.82,Improvements_Additions for Apartments_Coops,0.15464999999999998,0.381336139022727,0.17315,0.39274766930250476,0.20129999999999998,0.41335467831876627,0.2455,0.41427828158668667,0.29049499999999995,0.4370322933404635,0.463425,0.4478148931157332,0.761875,0.46551126147294974,0.0768421052631579,0.36070936207003107,0.12421052631578947,0.4238090387028108,0.15736842105263157,0.46886948222841324,0.8463157894736841,0.714134470347327,1.9842105263157896,0.7691258163360638,2.782631578947368,0.5632379674191758,3.165263157894737,0.3774480862632588,38410438812.4053,0.6527606562198299,12022315813.7363,-0.5892473303277818,89.95115518901541,-0.40683606143025747,1.4,-0.6911784186108157,1.2,-0.6171505288662652,-89.390826,43.073537
6,2013-03,WI,MADISON,2013-03,2.74,"(-89.33886, 43.109134000000005)",15649.4,Improvements_Additions for Apartments_Coops,0.15505000000000002,0.381336139022727,0.17309999999999998,0.39274766930250476,0.20345,0.41335467831876627,0.2419,0.41427828158668667,0.28190000000000004,0.4370322933404635,0.44782500000000003,0.4478148931157332,0.7351250000000001,0.46551126147294974,0.07800000000000003,0.36070936207003107,0.11450000000000005,0.4238090387028108,0.14750000000000002,0.46886948222841324,0.8185000000000002,0.714134470347327,1.9575,0.7691258163360638,2.7840000000000003,0.5632379674191758,3.1625000000000005,0.3774480862632588,38808856509.5085,0.6527606562198299,10740081615.3953,-0.5892473303277818,90.32258801944451,-0.40683606143025747,1.4,-0.6911784186108157,1.1,-0.6171505288662652,-89.33886,43.109134000000005
7,2013-04,WI,MADISON,2013-04,3.55,"(-89.365842, 43.035151)",60568.67,Improvements_Additions for Apartments_Coops,0.1539047619047619,0.381336139022727,0.17210476190476193,0.39274766930250476,0.19953333333333334,0.41335467831876627,0.24005714285714277,0.41427828158668667,0.27714285714285714,0.4370322933404635,0.4360190476190476,0.4478148931157332,0.7168333333333334,0.46551126147294974,0.049090909090909116,0.36070936207003107,0.09409090909090913,0.4238090387028108,0.12454545454545456,0.46886948222841324,0.7104545454545454,0.714134470347327,1.7590909090909093,0.7691258163360638,2.5500000000000003,0.5632379674191758,2.9327272727272726,0.3774480862632588,39268596272.9965,0.6527606562198299,11337096053.4966,-0.5892473303277818,88.1059676388142,-0.40683606143025747,1.4,-0.6911784186108157,1.1,-0.6171505288662652,-89.365842,43.035151
8,2013-05,WI,MADISON,2013-05,3.14,"(-76.45258488, 40.34690029)",39270.58,Improvements_Additions for Apartments_Coops,0.1435047619047619,0.381336139022727,0.1638380952380952,0.39274766930250476,0.19670952380952378,0.41335467831876627,0.23396000000000003,0.41427828158668667,0.27416904761904765,0.4370322933404635,0.42137333333333327,0.4478148931157332,0.6936104761904763,0.46551126147294974,0.020454545454545458,0.36070936207003107,0.08090909090909093,0.4238090387028108,0.11863636363636366,0.46886948222841324,0.840909090909091,0.714134470347327,1.9281818181818182,0.7691258163360638,2.7286363636363635,0.5632379674191758,3.112727272727273,0.3774480862632588,39658399389.4891,0.6527606562198299,11154944519.578999,-0.5892473303277818,86.47441597957871,-0.40683606143025747,1.3,-0.6911784186108157,1.1,-0.6171505288662652,-76.45258488,40.34690029
9,2013-09,WI,MADISON,2013-09,3.78,"(-87.84, 42.63)",17736.6,Improvements_Additions for Apartments_Coops,0.11272380952380952,0.381336139022727,0.14323238095238094,0.39274766930250476,0.18057476190476196,0.41335467831876627,0.22133904761904755,0.41427828158668667,0.2531785714285715,0.4370322933404635,0.38033809523809525,0.4478148931157332,0.6526857142857143,0.46551126147294974,0.017500000000000005,0.36070936207003107,0.04150000000000001,0.4238090387028108,0.11850000000000002,0.46886948222841324,1.5959999999999999,0.714134470347327,2.8095,0.7691258163360638,3.526,0.5632379674191758,3.7870000000000004,0.3774480862632588,41507587847.7023,0.6527606562198299,9498561196.652071,-0.5892473303277818,84.4459748156831,-0.40683606143025747,1.2,-0.6911784186108157,0.9,-0.6171505288662652,-87.84,42.63
