,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(4),Corr with student_vol(4),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4)
0,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,3.8,-0.12015188933594596,2.6,-0.11296752606352542
1,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,3.8,-0.12015188933594596,2.5,-0.11296752606352542
2,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,3.8,-0.12015188933594596,3.3,-0.11296752606352542
3,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,3.8,-0.12015188933594596,3.3,-0.11296752606352542
4,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,4.2,-0.12015188933594596,2.6,-0.11296752606352542
5,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,4.2,-0.12015188933594596,2.5,-0.11296752606352542
6,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,4.2,-0.12015188933594596,3.3,-0.11296752606352542
7,GREENVILLE,2010-08,4.05,Improvements_Additions for Apartments_Coops,0.23101619047619049,3.818983809523809,0.3976346820085922,0.2659952380952381,3.784004761904762,0.39917036547173024,0.27546238095238096,3.774537619047619,0.39803563355690813,0.3123080952380952,3.7376919047619044,0.400965479385903,0.3625466666666667,3.687453333333333,0.3969793098769094,0.5790957142857143,3.4709042857142856,0.38846541003714435,0.9435780952380955,3.106421904761904,0.3839030849404991,0.15409090909090908,3.8959090909090905,0.3952558649078733,0.19136363636363637,3.8586363636363634,0.3899876067105504,0.25909090909090904,3.790909090909091,0.3977590960222498,1.4654545454545451,2.584545454545455,0.5466118396008491,2.6986363636363637,1.351363636363636,0.5132720494539846,3.516818181818181,0.5331818181818186,0.35661103737096583,3.8031818181818178,0.24681818181818205,0.29391366298046523,30207558860.6451,-0.10915006936416519,10792773250.4017,0.6608685455837706,92.8594669911348,0.33506400250662854,4.2,-0.12015188933594596,3.3,-0.11296752606352542
8,GREENVILLE,2010-12,4.25,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.008778095238095,0.3976346820085922,0.25412380952380953,3.9958761904761904,0.39917036547173024,0.26178857142857137,3.9882114285714287,0.39803563355690813,0.28196571428571415,3.968034285714286,0.400965479385903,0.30272333333333334,3.9472766666666668,0.3969793098769094,0.4583942857142857,3.7916057142857142,0.38846541003714435,0.7839004761904763,3.4660995238095236,0.3839030849404991,0.0854166666666667,4.164583333333333,0.3952558649078733,0.19333333333333338,4.056666666666667,0.3899876067105504,0.2937499999999999,3.9562500000000003,0.3977590960222498,1.9429166666666664,2.307083333333334,0.5466118396008491,3.2949999999999995,0.9550000000000005,0.5132720494539846,4.173333333333333,0.0766666666666671,0.35661103737096583,4.415,-0.16500000000000004,0.29391366298046523,31565012894.7234,-0.10915006936416519,15995126134.7035,0.6608685455837706,91.59671843464591,0.33506400250662854,4.3,-0.12015188933594596,3.0,-0.11296752606352542
9,GREENVILLE,2010-12,4.25,Improvements_Additions for Apartments_Coops,0.24122190476190472,4.008778095238095,0.3976346820085922,0.25412380952380953,3.9958761904761904,0.39917036547173024,0.26178857142857137,3.9882114285714287,0.39803563355690813,0.28196571428571415,3.968034285714286,0.400965479385903,0.30272333333333334,3.9472766666666668,0.3969793098769094,0.4583942857142857,3.7916057142857142,0.38846541003714435,0.7839004761904763,3.4660995238095236,0.3839030849404991,0.0854166666666667,4.164583333333333,0.3952558649078733,0.19333333333333338,4.056666666666667,0.3899876067105504,0.2937499999999999,3.9562500000000003,0.3977590960222498,1.9429166666666664,2.307083333333334,0.5466118396008491,3.2949999999999995,0.9550000000000005,0.5132720494539846,4.173333333333333,0.0766666666666671,0.35661103737096583,4.415,-0.16500000000000004,0.29391366298046523,31565012894.7234,-0.10915006936416519,15995126134.7035,0.6608685455837706,91.59671843464591,0.33506400250662854,4.3,-0.12015188933594596,2.8,-0.11296752606352542
