,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(1),Corr with auto_vol(1),student_vol(2),Corr with student_vol(2),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(3),Corr with mortgage 90(3)
0,MS,JACKSON,2010-10,3.7,Improvements_Additions for Apartments_Coops,0.22598619047619048,3.4740138095238096,0.22760069293136914,0.25051619047619045,3.4494838095238096,0.22932892658256013,0.25605714285714287,3.4439428571428574,0.22738818345074818,0.2720304761904762,3.427969523809524,0.22480210198899525,0.28884,3.41116,0.21082800037995686,0.45499142857142844,3.245008571428572,0.1602994153704171,0.7680966666666665,2.9319033333333335,0.11049751579572159,0.14050000000000004,3.5595000000000003,0.24477512490882386,0.17650000000000005,3.5235000000000003,0.19490609722654648,0.22800000000000006,3.472,0.1704248585176765,1.1824999999999999,2.5175,0.2552110982106726,2.54,1.1600000000000001,0.4490535319896098,3.524,0.17600000000000016,0.38046223139043994,3.8724999999999996,-0.17249999999999943,0.2848643201636247,30207558860.6451,0.12006339710604694,10792773250.4017,-0.40449718979737653,92.8594669911348,-0.35644887060330543,5.9,-0.18179229156317772,5.1,0.15593031005445468
1,MS,JACKSON,2011-11,4.69,Improvements_Additions for Apartments_Coops,0.14255090909090912,4.547449090909091,0.22760069293136914,0.19244863636363635,4.497551363636364,0.22932892658256013,0.2536463636363637,4.436353636363637,0.22738818345074818,0.3593790909090909,4.33062090909091,0.22480210198899525,0.47529181818181826,4.214708181818182,0.21082800037995686,0.6805422727272729,4.009457727272728,0.1602994153704171,1.000305,3.6896950000000004,0.11049751579572159,0.013999999999999999,4.676,0.24477512490882386,0.04650000000000002,4.6435,0.19490609722654648,0.11200000000000002,4.578,0.1704248585176765,0.908,3.7820000000000005,0.2552110982106726,2.0134999999999996,2.6765000000000008,0.4490535319896098,2.7180000000000004,1.972,0.38046223139043994,3.0155000000000003,1.6745,0.2848643201636247,35344521679.5642,0.12006339710604694,11510278467.2037,-0.40449718979737653,90.48744874686929,-0.35644887060330543,6.7,-0.18179229156317772,4.9,0.15593031005445468
2,MS,JACKSON,2012-04,3.03,Improvements_Additions for Apartments_Coops,0.14868421052631575,2.881315789473684,0.22760069293136914,0.18980526315789473,2.840194736842105,0.22932892658256013,0.23982894736842097,2.790171052631579,0.22738818345074818,0.34777368421052635,2.6822263157894737,0.22480210198899525,0.46680789473684203,2.5631921052631577,0.21082800037995686,0.7313999999999999,2.2986,0.1602994153704171,1.048621052631579,1.981378947368421,0.11049751579572159,0.0666666666666667,2.963333333333333,0.24477512490882386,0.13904761904761903,2.8909523809523807,0.19490609722654648,0.18333333333333335,2.8466666666666667,0.1704248585176765,0.8947619047619045,2.1352380952380954,0.2552110982106726,2.0528571428571425,0.9771428571428573,0.4490535319896098,2.8166666666666664,0.21333333333333337,0.38046223139043994,3.1842857142857137,-0.15428571428571392,0.2848643201636247,36777908030.9335,0.12006339710604694,14585937143.4485,-0.40449718979737653,89.6038877472871,-0.35644887060330543,7.6,-0.18179229156317772,4.1,0.15593031005445468
3,MS,JACKSON,2012-12,2.51,Improvements_Additions for Apartments_Coops,0.1631578947368421,2.346842105263158,0.22760069293136914,0.1875157894736842,2.3224842105263157,0.22932892658256013,0.21092631578947374,2.299073684210526,0.22738818345074818,0.2552894736842105,2.2547105263157894,0.22480210198899525,0.30947368421052623,2.2005263157894737,0.21082800037995686,0.5145657894736843,1.9954342105263154,0.1602994153704171,0.8483157894736841,1.6616842105263157,0.11049751579572159,0.039500000000000014,2.4705,0.24477512490882386,0.11950000000000005,2.3905,0.19490609722654648,0.1585,2.3514999999999997,0.1704248585176765,0.6960000000000001,1.8139999999999996,0.2552110982106726,1.7189999999999999,0.7909999999999999,0.4490535319896098,2.4675000000000002,0.04249999999999954,0.38046223139043994,2.8835,-0.3735000000000004,0.2848643201636247,39268596272.9965,0.12006339710604694,11080080767.5225,-0.40449718979737653,91.578064558499,-0.35644887060330543,7.0,-0.18179229156317772,4.0,0.15593031005445468
4,MS,JACKSON,2013-06,3.61,Improvements_Additions for Apartments_Coops,0.13074,3.47926,0.22760069293136914,0.15964599999999998,3.450354,0.22932892658256013,0.19319250000000002,3.4168075,0.22738818345074818,0.23164600000000002,3.378354,0.22480210198899525,0.27374,3.33626,0.21082800037995686,0.4139935,3.1960064999999998,0.1602994153704171,0.6839425000000002,2.9260574999999998,0.11049751579572159,0.0345,3.5755,0.24477512490882386,0.08750000000000002,3.5225,0.19490609722654648,0.142,3.468,0.1704248585176765,1.2035,2.4065,0.2552110982106726,2.3000000000000003,1.3099999999999996,0.4490535319896098,3.0740000000000003,0.5359999999999996,0.38046223139043994,3.400000000000001,0.20999999999999908,0.2848643201636247,41471481477.9035,0.12006339710604694,10210246554.7955,-0.40449718979737653,90.32258801944451,-0.35644887060330543,6.3,-0.18179229156317772,3.2,0.15593031005445468
5,MS,JACKSON,2013-12,4.37,Improvements_Additions for Apartments_Coops,0.10022500000000001,4.269775,0.22760069293136914,0.1273025,4.2426975,0.22932892658256013,0.16723,4.20277,0.22738818345074818,0.2127325,4.1572675,0.22480210198899525,0.24389749999999996,4.1261025,0.21082800037995686,0.34639499999999995,4.023605,0.1602994153704171,0.579045,3.7909550000000003,0.11049751579572159,0.019047619047619053,4.350952380952381,0.24477512490882386,0.09523809523809526,4.274761904761905,0.19490609722654648,0.13285714285714287,4.2371428571428575,0.1704248585176765,1.5761904761904764,2.7938095238095237,0.2552110982106726,2.901904761904762,1.4680952380952381,0.4490535319896098,3.6266666666666674,0.7433333333333327,0.38046223139043994,3.889047619047619,0.480952380952381,0.2848643201636247,42151687038.4775,0.12006339710604694,10011024566.6146,-0.40449718979737653,84.4459748156831,-0.35644887060330543,5.6,-0.18179229156317772,3.4,0.15593031005445468
6,MS,JACKSON,2014-02,4.73,Improvements_Additions for Apartments_Coops,0.08627,4.643730000000001,0.22760069293136914,0.11939250000000004,4.6106075,0.22932892658256013,0.155105,4.574895000000001,0.22738818345074818,0.19663749999999997,4.533362500000001,0.22480210198899525,0.23520249999999998,4.494797500000001,0.21082800037995686,0.3308,4.3992,0.1602994153704171,0.554605,4.175395,0.11049751579572159,0.046842105263157914,4.683157894736842,0.24477512490882386,0.08105263157894738,4.648947368421053,0.19490609722654648,0.11684210526315793,4.613157894736842,0.1704248585176765,1.5157894736842106,3.2142105263157896,0.2552110982106726,2.7094736842105265,2.020526315789474,0.4490535319896098,3.3847368421052626,1.3452631578947378,0.38046223139043994,3.6626315789473685,1.067368421052632,0.2848643201636247,44555116847.5878,0.12006339710604694,11032404366.8063,-0.40449718979737653,80.910251046009,-0.35644887060330543,6.0,-0.18179229156317772,3.2,0.15593031005445468
7,MS,JACKSON,2014-05,4.03,Improvements_Additions for Apartments_Coops,0.08842000000000001,3.94158,0.22760069293136914,0.1198375,3.9101625,0.22932892658256013,0.15035749999999998,3.8796425,0.22738818345074818,0.1914675,3.8385325000000003,0.22480210198899525,0.22609000000000004,3.80391,0.21082800037995686,0.3231200000000001,3.70688,0.1602994153704171,0.537955,3.492045,0.11049751579572159,0.026666666666666665,4.003333333333334,0.24477512490882386,0.05190476190476192,3.9780952380952384,0.19490609722654648,0.0966666666666667,3.9333333333333336,0.1704248585176765,1.5928571428571427,2.4371428571428577,0.2552110982106726,2.559047619047619,1.4709523809523812,0.4490535319896098,3.1152380952380954,0.9147619047619049,0.38046223139043994,3.3899999999999997,0.6400000000000006,0.2848643201636247,43938467193.2505,0.12006339710604694,10638305940.4607,-0.40449718979737653,81.9669757663089,-0.35644887060330543,5.3,-0.18179229156317772,3.3,0.15593031005445468
8,MS,JACKSON,2015-03,3.29,Improvements_Additions for Apartments_Coops,0.12134999999999999,3.16865,0.22760069293136914,0.14022954545454547,3.149770454545455,0.22932892658256013,0.17560000000000003,3.1144,0.22738818345074818,0.21958181818181813,3.070418181818182,0.22480210198899525,0.26829772727272727,3.0217022727272727,0.21082800037995686,0.39945,2.89055,0.1602994153704171,0.700025,2.589975,0.11049751579572159,0.02272727272727273,3.267272727272727,0.24477512490882386,0.11000000000000001,3.18,0.19490609722654648,0.25363636363636366,3.036363636363636,0.1704248585176765,1.5190909090909088,1.7709090909090912,0.2552110982106726,2.042727272727273,1.247272727272727,0.4490535319896098,2.4068181818181817,0.8831818181818183,0.38046223139043994,2.626363636363636,0.663636363636364,0.2848643201636247,47036055605.935,0.12006339710604694,11119760586.3258,-0.40449718979737653,79.25862065623551,-0.35644887060330543,5.6,-0.18179229156317772,2.8,0.15593031005445468
9,MS,JACKSON,2017-03,3.3,Improvements_Additions for Apartments_Coops,0.8095565217391305,2.490443478260869,0.22760069293136914,0.8706386956521739,2.429361304347826,0.22932892658256013,0.9286352173913045,2.3713647826086954,0.22738818345074818,0.982656956521739,2.3173430434782607,0.22480210198899525,1.134713043478261,2.1652869565217387,0.21082800037995686,1.4258673913043478,1.874132608695652,0.1602994153704171,1.8069104347826086,1.4930895652173912,0.11049751579572159,0.662608695652174,2.637391304347826,0.24477512490882386,0.8856521739130436,2.4143478260869564,0.19490609722654648,1.0104347826086957,2.289565217391304,0.1704248585176765,2.013478260869565,1.2865217391304347,0.2552110982106726,2.4817391304347827,0.8182608695652172,0.4490535319896098,2.8317391304347823,0.4682608695652175,0.38046223139043994,3.0813043478260873,0.2186956521739125,0.2848643201636247,47316214443.3566,0.12006339710604694,12747516848.3499,-0.40449718979737653,89.1200725980081,-0.35644887060330543,5.1,-0.18179229156317772,2.0,0.15593031005445468
