,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(1),Corr with auto_vol(1),student_vol(1),Corr with student_vol(1),credit_tightness(1),Corr with credit_tightness(1),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(-4),Corr with mortgage 90(-4)
0,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.5,0.42777700694968823
1,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.1,0.42777700694968823
2,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.5,0.42777700694968823
3,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.1,0.42777700694968823
4,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.5,0.42777700694968823
5,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.1,0.42777700694968823
6,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.5,0.42777700694968823
7,BRISTOL,2011-12,3.75,Improvements_Additions for Apartments_Coops,0.1499335,3.6000665,0.7169451972190184,0.2029985,3.5470015,0.7251528170720761,0.2836085,3.4663915,0.7385260324944624,0.40829250000000006,3.3417075,0.744982500182624,0.5557375,3.1942625,0.759859480210012,0.7798775000000001,2.9701225,0.7590014169621683,1.1003555000000003,2.6496445,0.7580882817974639,0.0033333333333333335,3.7466666666666666,0.7432560435933138,0.048571428571428585,3.7014285714285715,0.756695116021161,0.11523809523809528,3.6347619047619046,0.7671916065177203,0.8914285714285713,2.8585714285714285,0.7491878282895655,1.9780952380952384,1.7719047619047616,0.626750441723346,2.6676190476190476,1.0823809523809524,0.3200975245036769,2.9823809523809524,0.7676190476190476,0.13997019786628717,35385458151.3724,0.6063526458240494,11510278467.2037,0.965329305128122,90.7743282432688,0.2266105140666885,4.4,0.9712118898176599,2.1,0.42777700694968823
8,BRISTOL,2012-03,3.22,Improvements_Additions for Apartments_Coops,0.14720000000000003,3.0728,0.7169451972190184,0.1893409090909091,3.030659090909091,0.7251528170720761,0.24185227272727275,2.9781477272727273,0.7385260324944624,0.35079999999999995,2.8692,0.744982500182624,0.4732886363636363,2.746711363636364,0.759859480210012,0.741275,2.4787250000000003,0.7590014169621683,1.0534477272727274,2.166552272727273,0.7580882817974639,0.06363636363636366,3.1563636363636367,0.7432560435933138,0.14227272727272727,3.077727272727273,0.756695116021161,0.19000000000000003,3.0300000000000002,0.7671916065177203,1.0172727272727273,2.202727272727273,0.7491878282895655,2.1727272727272724,1.0472727272727278,0.626750441723346,2.9404545454545454,0.27954545454545476,0.3200975245036769,3.281363636363636,-0.06136363636363562,0.13997019786628717,36623269866.4569,0.6063526458240494,11641401212.0971,0.965329305128122,89.00857713430821,0.2266105140666885,3.4,0.9712118898176599,2.0,0.42777700694968823
9,BRISTOL,2012-03,3.22,Improvements_Additions for Apartments_Coops,0.14720000000000003,3.0728,0.7169451972190184,0.1893409090909091,3.030659090909091,0.7251528170720761,0.24185227272727275,2.9781477272727273,0.7385260324944624,0.35079999999999995,2.8692,0.744982500182624,0.4732886363636363,2.746711363636364,0.759859480210012,0.741275,2.4787250000000003,0.7590014169621683,1.0534477272727274,2.166552272727273,0.7580882817974639,0.06363636363636366,3.1563636363636367,0.7432560435933138,0.14227272727272727,3.077727272727273,0.756695116021161,0.19000000000000003,3.0300000000000002,0.7671916065177203,1.0172727272727273,2.202727272727273,0.7491878282895655,2.1727272727272724,1.0472727272727278,0.626750441723346,2.9404545454545454,0.27954545454545476,0.3200975245036769,3.281363636363636,-0.06136363636363562,0.13997019786628717,36623269866.4569,0.6063526458240494,11641401212.0971,0.965329305128122,89.00857713430821,0.2266105140666885,3.4,0.9712118898176599,2.0,0.42777700694968823
