,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(2),Corr with auto_vol(2),student_vol,Corr with student_vol,credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(2),Corr with mortgage 90(2)
0,2010-12,RI,PROVIDENCE,2010-12,6.2,"(-71.43327, 41.856846000000004)",48748.5,Improvements_Additions for Apartments_Coops,0.24122190476190472,-0.1759829827129005,0.25412380952380953,-0.16943557998270606,0.26178857142857137,-0.17354258998487515,0.28196571428571415,-0.17754998149779125,0.30272333333333334,-0.1840655683528699,0.4583942857142857,-0.19304808099975082,0.7839004761904763,-0.19249834624554782,0.0854166666666667,-0.1757404278612041,0.19333333333333338,-0.16848308814657798,0.2937499999999999,-0.15900186117896145,1.9429166666666664,0.09869709501149397,3.2949999999999995,0.14086262407916036,4.173333333333333,0.12202209813942935,4.415,0.12526978325549074,32217867353.4185,-0.19487621778731132,10792773250.4017,0.6520921408123748,92.5881563190625,-0.23723767236924753,4.0,0.3844733416258262,4.5,0.1997023799530602
1,2011-04,RI,PROVIDENCE,2011-04,6.5,"(-71.4128, 41.824)",12060.41,Improvements_Additions for Apartments_Coops,0.14759444444444447,-0.1759829827129005,0.19237777777777781,-0.16943557998270606,0.22143500000000005,-0.17354258998487515,0.25190277777777786,-0.17754998149779125,0.28138222222222226,-0.1840655683528699,0.44229888888888896,-0.19304808099975082,0.7700555555555555,-0.19249834624554782,0.029500000000000005,-0.1757404278612041,0.11950000000000002,-0.16848308814657798,0.24650000000000002,-0.15900186117896145,2.169,0.09869709501149397,3.4549999999999996,0.14086262407916036,4.276000000000001,0.12202209813942935,4.5015,0.12526978325549074,31300541846.2612,-0.19487621778731132,15995126134.7035,0.6520921408123748,88.33905735772379,-0.23723767236924753,3.2,0.3844733416258262,4.4,0.1997023799530602
2,2011-09,RI,PROVIDENCE,2011-09,5.659999999999999,"(-75.37966800000001, 43.044878999999995)",29771.206666666665,Improvements_Additions for Apartments_Coops,0.14525181818181823,-0.1759829827129005,0.1884,-0.16943557998270606,0.23085045454545455,-0.17354258998487515,0.2845913636363636,-0.17754998149779125,0.3502268181818181,-0.1840655683528699,0.5222018181818182,-0.19304808099975082,0.8332045454545454,-0.19249834624554782,0.005714285714285713,-0.1757404278612041,0.04333333333333335,-0.16848308814657798,0.10476190476190479,-0.15900186117896145,0.9004761904761904,0.09869709501149397,1.9752380952380955,0.14086262407916036,2.8271428571428574,0.12202209813942935,3.182380952380953,0.12526978325549074,34825519831.2788,-0.19487621778731132,11655650147.2578,0.6520921408123748,90.7743282432688,-0.23723767236924753,3.5,0.3844733416258262,4.0,0.1997023799530602
3,2012-03,RI,PROVIDENCE,2012-03,4.7,"(-71.426666, 41.814398)",80918.38,Improvements_Additions for Apartments_Coops,0.14720000000000003,-0.1759829827129005,0.1893409090909091,-0.16943557998270606,0.24185227272727275,-0.17354258998487515,0.35079999999999995,-0.17754998149779125,0.4732886363636363,-0.1840655683528699,0.741275,-0.19304808099975082,1.0534477272727274,-0.19249834624554782,0.06363636363636366,-0.1757404278612041,0.14227272727272727,-0.16848308814657798,0.19000000000000003,-0.15900186117896145,1.0172727272727273,0.09869709501149397,2.1727272727272724,0.14086262407916036,2.9404545454545454,0.12202209813942935,3.281363636363636,0.12526978325549074,36777908030.9335,-0.19487621778731132,11251067892.2966,0.6520921408123748,89.02745876405929,-0.23723767236924753,3.2,0.3844733416258262,4.0,0.1997023799530602
4,2013-02,RI,PROVIDENCE,2013-02,3.5,"(-71.4128, 41.824)",19990.95,Improvements_Additions for Apartments_Coops,0.15464999999999998,-0.1759829827129005,0.17315,-0.16943557998270606,0.20129999999999998,-0.17354258998487515,0.2455,-0.17754998149779125,0.29049499999999995,-0.1840655683528699,0.463425,-0.19304808099975082,0.761875,-0.19249834624554782,0.0768421052631579,-0.1757404278612041,0.12421052631578947,-0.16848308814657798,0.15736842105263157,-0.15900186117896145,0.8463157894736841,0.09869709501149397,1.9842105263157896,0.14086262407916036,2.782631578947368,0.12202209813942935,3.165263157894737,0.12526978325549074,40395555554.9932,-0.19487621778731132,11080080767.5225,0.6520921408123748,89.95115518901541,-0.23723767236924753,3.2,0.3844733416258262,3.6,0.1997023799530602
5,2013-03,RI,PROVIDENCE,2013-03,2.9,"(-0.24250500000000003, 52.572538)",31253.59,Improvements_Additions for Apartments_Coops,0.15505000000000002,-0.1759829827129005,0.17309999999999998,-0.16943557998270606,0.20345,-0.17354258998487515,0.2419,-0.17754998149779125,0.28190000000000004,-0.1840655683528699,0.44782500000000003,-0.19304808099975082,0.7351250000000001,-0.19249834624554782,0.07800000000000003,-0.1757404278612041,0.11450000000000005,-0.16848308814657798,0.14750000000000002,-0.15900186117896145,0.8185000000000002,0.09869709501149397,1.9575,0.14086262407916036,2.7840000000000003,0.12202209813942935,3.1625000000000005,0.12526978325549074,40995097959.5386,-0.19487621778731132,9855625468.0504,0.6520921408123748,90.32258801944451,-0.23723767236924753,2.6,0.3844733416258262,3.5,0.1997023799530602
6,2013-11,RI,PROVIDENCE,2013-11,4.35,"(-71.391453, 41.81993)",43876.81,Improvements_Additions for Apartments_Coops,0.10274761904761903,-0.1759829827129005,0.12919047619047616,-0.16943557998270606,0.1672714285714286,-0.17354258998487515,0.20747142857142856,-0.17754998149779125,0.2382452380952381,-0.1840655683528699,0.35063809523809525,-0.19304808099975082,0.5866738095238094,-0.19249834624554782,0.046842105263157914,-0.1757404278612041,0.09842105263157898,-0.16848308814657798,0.12157894736842105,-0.15900186117896145,1.3710526315789473,0.09869709501149397,2.7184210526315793,0.14086262407916036,3.503684210526316,0.12202209813942935,3.7999999999999985,0.12526978325549074,42151687038.4775,-0.19487621778731132,10396023519.0372,0.6520921408123748,80.910251046009,-0.23723767236924753,3.2,0.3844733416258262,3.3,0.1997023799530602
7,2014-10,RI,PROVIDENCE,2014-10,3.48,"(-71.39437, 41.856543)",48747.05,Improvements_Additions for Apartments_Coops,0.09059565217391304,-0.1759829827129005,0.11953260869565213,-0.16943557998270606,0.15351739130434783,-0.17354258998487515,0.1974043478260869,-0.17754998149779125,0.2313760869565217,-0.1840655683528699,0.3236195652173913,-0.19304808099975082,0.5523869565217392,-0.19249834624554782,0.020909090909090912,-0.1757404278612041,0.05045454545454548,-0.16848308814657798,0.10454545454545458,-0.15900186117896145,1.5459090909090911,0.09869709501149397,2.304090909090909,0.14086262407916036,2.7731818181818184,0.12202209813942935,3.039999999999999,0.12526978325549074,45241950015.4561,-0.19487621778731132,10950177839.1879,0.6520921408123748,82.122236078369,-0.23723767236924753,2.7,0.3844733416258262,2.8,0.1997023799530602
8,2014-12,RI,PROVIDENCE,2014-12,8.0,"(-71.431147, 41.806828)",12474.0,Improvements_Additions for Apartments_Coops,0.1101,-0.1759829827129005,0.1330809523809524,-0.16943557998270606,0.16305,-0.17354258998487515,0.20744285714285715,-0.17754998149779125,0.2446071428571429,-0.1840655683528699,0.34302142857142864,-0.19304808099975082,0.6021190476190476,-0.19249834624554782,0.02500000000000001,-0.1757404278612041,0.1063636363636364,-0.16848308814657798,0.21454545454545454,-0.15900186117896145,1.64,0.09869709501149397,2.2072727272727275,0.14086262407916036,2.5504545454545453,0.12202209813942935,2.8331818181818185,0.12526978325549074,45758876905.2845,-0.19487621778731132,14245911418.8887,0.6520921408123748,79.25862065623551,-0.23723767236924753,3.1,0.3844733416258262,2.7,0.1997023799530602
9,2015-01,RI,PROVIDENCE,2015-01,6.0,"(-71.405106, 41.839256)",14254.74,Improvements_Additions for Apartments_Coops,0.11871428571428574,-0.1759829827129005,0.1349785714285714,-0.16943557998270606,0.16807857142857144,-0.17354258998487515,0.2135952380952381,-0.17754998149779125,0.2543190476190476,-0.1840655683528699,0.35825714285714294,-0.19304808099975082,0.6221666666666666,-0.19249834624554782,0.018000000000000006,-0.1757404278612041,0.08300000000000003,-0.16848308814657798,0.19549999999999998,-0.15900186117896145,1.3744999999999998,0.09869709501149397,1.8814999999999997,0.14086262407916036,2.199,0.12202209813942935,2.455,0.12526978325549074,47944164595.1044,-0.19487621778731132,11733364706.6996,0.6520921408123748,83.34061286074021,-0.23723767236924753,2.6,0.3844733416258262,2.7,0.1997023799530602
10,2015-12,RI,PROVIDENCE,2015-12,8.0,"(123.51754, 10.85064)",5870.12,Improvements_Additions for Apartments_Coops,0.2286238095238095,-0.1759829827129005,0.289352380952381,-0.16943557998270606,0.3523071428571429,-0.17354258998487515,0.44092857142857156,-0.17754998149779125,0.5332357142857143,-0.1840655683528699,0.7638285714285715,-0.19304808099975082,1.0841380952380955,-0.19249834624554782,0.17181818181818184,-0.1757404278612041,0.4990909090909091,-0.16848308814657798,0.6536363636363638,-0.15900186117896145,1.6986363636363635,0.09869709501149397,2.2427272727272736,0.14086262407916036,2.6072727272727274,0.12202209813942935,2.97,0.12526978325549074,48927223434.2447,-0.19487621778731132,13039171751.3192,0.6520921408123748,84.0267577476249,-0.23723767236924753,2.9,0.3844733416258262,2.4,0.1997023799530602
11,2016-02,RI,PROVIDENCE,2016-02,3.38,"(-71.41468499999999, 41.814446999999994)",25305.93,Improvements_Additions for Apartments_Coops,0.3714619047619048,-0.1759829827129005,0.39233095238095245,-0.16943557998270606,0.43129761904761904,-0.17354258998487515,0.5186452380952381,-0.17754998149779125,0.6227190476190477,-0.1840655683528699,0.8697642857142857,-0.19304808099975082,1.1407690476190477,-0.19249834624554782,0.25600000000000006,-0.1757404278612041,0.445,-0.16848308814657798,0.534,-0.15900186117896145,1.222,0.09869709501149397,1.7794999999999999,0.14086262407916036,2.1990000000000003,0.12202209813942935,2.623,0.12526978325549074,48887248013.451,-0.19487621778731132,11240513229.2606,0.6520921408123748,85.1896726255448,-0.23723767236924753,2.1,0.3844733416258262,2.0,0.1997023799530602
12,2016-06,RI,PROVIDENCE,2016-06,3.24,"(-71.355187, 41.790308)",58121.18,Improvements_Additions for Apartments_Coops,0.3904409090909091,-0.1759829827129005,0.41572500000000007,-0.16943557998270606,0.4527090909090909,-0.17354258998487515,0.5394386363636363,-0.17754998149779125,0.6516204545454546,-0.1840655683528699,0.9360386363636366,-0.19304808099975082,1.2592227272727274,-0.19249834624554782,0.22136363636363632,-0.1757404278612041,0.40409090909090906,-0.16848308814657798,0.5522727272727272,-0.15900186117896145,1.1663636363636367,0.09869709501149397,1.6440909090909095,0.14086262407916036,2.019090909090909,0.12202209813942935,2.452272727272727,0.12526978325549074,50596067254.1766,-0.19487621778731132,11496937509.4445,0.6520921408123748,88.43997566936979,-0.23723767236924753,2.3,0.3844733416258262,1.7,0.1997023799530602
