,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol(4),Corr with student_vol(4),credit_tightness(-2),Corr with credit_tightness(-2),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90,Corr with mortgage 90
0,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
1,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
2,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
3,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
4,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
5,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
6,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
7,AUGUSTA,2011-01,3.95,Improvements_Additions for Apartments_Coops,0.2391115000000001,3.7108885000000003,0.613754867998876,0.25406500000000004,3.695935,0.6122694642419251,0.2606254999999999,3.6893745000000004,0.5974539154379653,0.2827834999999999,3.6672165000000003,0.5831581725134837,0.30341049999999997,3.6465895,0.5624047172611232,0.4554005000000002,3.4945995,0.525685195904922,0.7818229999999999,3.168177,0.5050786496308041,0.14099999999999996,3.809,0.6180992994025241,0.1815,3.7685000000000004,0.5735676651330358,0.27349999999999997,3.6765000000000003,0.5645366264001395,1.9944999999999997,1.9555000000000005,0.629740161004052,3.3940000000000006,0.5559999999999996,0.5172257874287682,4.281000000000001,-0.3310000000000004,0.36261813169002416,4.5230000000000015,-0.5730000000000013,0.3197743655888874,31618591270.7387,0.2794329531732396,13753511368.0623,0.6134760588091881,92.8594669911348,-0.21760951466312597,3.6,-0.3564778513658673,2.9,-0.2810112898334044
8,AUGUSTA,2012-07,2.57,Improvements_Additions for Apartments_Coops,0.16720454545454547,2.4027954545454544,0.613754867998876,0.19873636363636368,2.3712636363636364,0.6122694642419251,0.24646136363636365,2.323538636363636,0.5974539154379653,0.34024999999999994,2.22975,0.5831581725134837,0.4535545454545455,2.1164454545454543,0.5624047172611232,0.7302181818181818,1.8397818181818182,0.525685195904922,1.0653181818181816,1.5046818181818182,0.5050786496308041,0.06952380952380956,2.5004761904761903,0.6180992994025241,0.14571428571428574,2.424285714285714,0.5735676651330358,0.18571428571428572,2.3842857142857143,0.5645366264001395,0.6195238095238095,1.9504761904761905,0.629740161004052,1.5266666666666664,1.0433333333333334,0.5172257874287682,2.217142857142857,0.35285714285714276,0.36261813169002416,2.5900000000000003,-0.020000000000000462,0.3197743655888874,36601383816.48,0.2794329531732396,10740081615.3953,0.6134760588091881,89.6038877472871,-0.21760951466312597,4.2,-0.3564778513658673,3.1,-0.2810112898334044
9,AUGUSTA,2012-07,2.57,Improvements_Additions for Apartments_Coops,0.16720454545454547,2.4027954545454544,0.613754867998876,0.19873636363636368,2.3712636363636364,0.6122694642419251,0.24646136363636365,2.323538636363636,0.5974539154379653,0.34024999999999994,2.22975,0.5831581725134837,0.4535545454545455,2.1164454545454543,0.5624047172611232,0.7302181818181818,1.8397818181818182,0.525685195904922,1.0653181818181816,1.5046818181818182,0.5050786496308041,0.06952380952380956,2.5004761904761903,0.6180992994025241,0.14571428571428574,2.424285714285714,0.5735676651330358,0.18571428571428572,2.3842857142857143,0.5645366264001395,0.6195238095238095,1.9504761904761905,0.629740161004052,1.5266666666666664,1.0433333333333334,0.5172257874287682,2.217142857142857,0.35285714285714276,0.36261813169002416,2.5900000000000003,-0.020000000000000462,0.3197743655888874,36601383816.48,0.2794329531732396,10740081615.3953,0.6134760588091881,89.6038877472871,-0.21760951466312597,4.2,-0.3564778513658673,3.1,-0.2810112898334044
