,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('PROPERTY ZIP', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-4),Corr with auto_vol(-4),student_vol(4),Corr with student_vol(4),credit_tightness,Corr with credit_tightness,mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(4),Corr with mortgage 90(4),long,lat
0,2009-10,NY,BUFFALO,2009-10,6.2,"(-101.939764, 40.011540000000004)",14201,6277.19,Improvements_Additions for Apartments_Coops,0.18474166666666667,-0.09208480908943653,0.22661833333333328,-0.09784794479721266,0.24403166666666665,-0.11228839852287013,0.2545108333333333,-0.12742367416941455,0.2821075,-0.14887188495037754,0.5802633333333334,-0.12379361066062468,1.2295858333333334,-0.04024945113583118,0.04,-0.10985217754239357,0.16833333333333333,-0.09994890895329593,0.3858333333333334,-0.08832903421745492,2.394166666666667,0.2266624711534904,3.459166666666667,0.5817812396469203,4.238333333333332,0.6208475319681666,4.263333333333333,0.5801920664668138,23455620687.4635,-0.6975088829769067,14228362706.5907,0.6369393224963434,101.129830992893,0.7043062113630468,3.6,0.8534017035767081,2.4,0.34549143830480916,-101.939764,40.011540000000004
1,2009-12,NY,BUFFALO,2009-12,4.24,"(-78.84954599999999, 42.875074)",14203,538736.81,Improvements_Additions for Apartments_Coops,0.17885714285714288,-0.09208480908943653,0.2141833333333333,-0.09784794479721266,0.23288904761904766,-0.11228839852287013,0.24197238095238102,-0.12742367416941455,0.2530461904761905,-0.14887188495037754,0.4528776190476191,-0.12379361066062468,0.9993009523809523,-0.04024945113583118,0.03181818181818183,-0.10985217754239357,0.16772727272727275,-0.09994890895329593,0.37136363636363634,-0.08832903421745492,2.3404545454545453,0.2266624711534904,3.589999999999999,0.5817812396469203,4.399545454545455,0.6208475319681666,4.494090909090908,0.5801920664668138,28639144125.4552,-0.6975088829769067,13493693756.3064,0.6369393224963434,96.94128995699529,0.7043062113630468,3.4,0.8534017035767081,2.3,0.34549143830480916,-78.84954599999999,42.875074
2,2010-12,NY,BUFFALO,2010-12,5.725,"(-78.84954599999999, 42.875074)",14203,325497.3,Improvements_Additions for Apartments_Coops,0.24122190476190472,-0.09208480908943653,0.25412380952380953,-0.09784794479721266,0.26178857142857137,-0.11228839852287013,0.28196571428571415,-0.12742367416941455,0.30272333333333334,-0.14887188495037754,0.4583942857142857,-0.12379361066062468,0.7839004761904763,-0.04024945113583118,0.0854166666666667,-0.10985217754239357,0.19333333333333338,-0.09994890895329593,0.2937499999999999,-0.08832903421745492,1.9429166666666664,0.2266624711534904,3.2949999999999995,0.5817812396469203,4.173333333333333,0.6208475319681666,4.415,0.5801920664668138,29160609360.1217,-0.6975088829769067,15995126134.7035,0.6369393224963434,94.7176548951663,0.7043062113630468,3.8,0.8534017035767081,2.2,0.34549143830480916,-78.84954599999999,42.875074
3,2011-07,NY,BUFFALO,2011-07,3.75,"(-101.939764, 40.011540000000004)",14201,22935.4,Improvements_Additions for Apartments_Coops,0.12388095238095237,-0.09208480908943653,0.1598857142857143,-0.09784794479721266,0.18661904761904766,-0.11228839852287013,0.2182333333333334,-0.12742367416941455,0.24991190476190472,-0.14887188495037754,0.41392857142857137,-0.12379361066062468,0.7452261904761905,-0.04024945113583118,0.037500000000000006,-0.10985217754239357,0.08400000000000002,-0.09994890895329593,0.185,-0.08832903421745492,1.541,0.2266624711534904,3.003,0.5817812396469203,3.9475000000000002,0.6208475319681666,4.2705,0.5801920664668138,31565012894.7234,-0.6975088829769067,11784187253.6333,0.6369393224963434,90.5649414475864,0.7043062113630468,2.3,0.8534017035767081,2.4,0.34549143830480916,-101.939764,40.011540000000004
4,2013-10,NY,BUFFALO,2013-10,4.6,"(-78.73096600000001, 42.997021999999994)",14221,76352.74,Improvements_Additions for Apartments_Coops,0.10426086956521738,-0.09208480908943653,0.13668260869565219,-0.09784794479721266,0.17241521739130433,-0.11228839852287013,0.21265,-0.12742367416941455,0.2417652173913043,-0.14887188495037754,0.36121521739130424,-0.12379361066062468,0.6177847826086957,-0.04024945113583118,0.1059090909090909,-0.10985217754239357,0.07590909090909094,-0.09994890895329593,0.12136363636363635,-0.08832903421745492,1.366818181818182,0.2266624711534904,2.615909090909091,0.5817812396469203,3.3795454545454544,0.6208475319681666,3.6759090909090903,0.5801920664668138,41507587847.7023,-0.6975088829769067,10011024566.6146,0.6369393224963434,85.7873584996498,0.7043062113630468,3.1,0.8534017035767081,2.3,0.34549143830480916,-78.73096600000001,42.997021999999994
5,2014-09,NY,BUFFALO,2014-09,3.5,"(-78.751559, 42.88445)",14227,11779.2,Improvements_Additions for Apartments_Coops,0.09027272727272727,-0.09208480908943653,0.12087045454545454,-0.09784794479721266,0.15410454545454544,-0.11228839852287013,0.19699999999999998,-0.12742367416941455,0.23403181818181817,-0.14887188495037754,0.32999090909090917,-0.12379361066062468,0.5770545454545455,-0.04024945113583118,0.01142857142857143,-0.10985217754239357,0.04380952380952382,-0.09994890895329593,0.10952380952380954,-0.08832903421745492,1.7738095238095242,0.2266624711534904,2.5342857142857147,0.5817812396469203,3.0133333333333328,0.6208475319681666,3.26,0.5801920664668138,44462292713.4678,-0.6975088829769067,11733364706.6996,0.6369393224963434,82.2508390398281,0.7043062113630468,2.5,0.8534017035767081,2.3,0.34549143830480916,-78.751559,42.88445
6,2014-10,NY,BUFFALO,2014-10,3.95,"(-78.75769, 42.883961)",14206,9273.21,Improvements_Additions for Apartments_Coops,0.09059565217391304,-0.09208480908943653,0.11953260869565213,-0.09784794479721266,0.15351739130434783,-0.11228839852287013,0.1974043478260869,-0.12742367416941455,0.2313760869565217,-0.14887188495037754,0.3236195652173913,-0.12379361066062468,0.5523869565217392,-0.04024945113583118,0.020909090909090912,-0.10985217754239357,0.05045454545454548,-0.09994890895329593,0.10454545454545458,-0.08832903421745492,1.5459090909090911,0.2266624711534904,2.304090909090909,0.5817812396469203,2.7731818181818184,0.6208475319681666,3.039999999999999,0.5801920664668138,43938467193.2505,-0.6975088829769067,11837215038.8922,0.6369393224963434,82.08517590205541,0.7043062113630468,2.8,0.8534017035767081,2.0,0.34549143830480916,-78.75769,42.883961
7,2014-12,NY,BUFFALO,2014-12,4.175,"(-78.84954599999999, 42.875074)",14203,688288.51,Improvements_Additions for Apartments_Coops,0.1101,-0.09208480908943653,0.1330809523809524,-0.09784794479721266,0.16305,-0.11228839852287013,0.20744285714285715,-0.12742367416941455,0.2446071428571429,-0.14887188495037754,0.34302142857142864,-0.12379361066062468,0.6021190476190476,-0.04024945113583118,0.02500000000000001,-0.10985217754239357,0.1063636363636364,-0.09994890895329593,0.21454545454545454,-0.08832903421745492,1.64,0.2266624711534904,2.2072727272727275,0.5817812396469203,2.5504545454545453,0.6208475319681666,2.8331818181818185,0.5801920664668138,45277214883.1472,-0.6975088829769067,11835194000.8273,0.6369393224963434,82.4770523961592,0.7043062113630468,2.8,0.8534017035767081,2.0,0.34549143830480916,-78.84954599999999,42.875074
8,2015-02,NY,BUFFALO,2015-02,3.83,"(-78.86953000000001, 42.911757)",14209,21077.58,Improvements_Additions for Apartments_Coops,0.11784999999999998,-0.09208480908943653,0.13764249999999997,-0.09784794479721266,0.17207499999999998,-0.11228839852287013,0.2121925,-0.12742367416941455,0.25842,-0.14887188495037754,0.37596500000000005,-0.12379361066062468,0.6601375,-0.04024945113583118,0.017894736842105265,-0.10985217754239357,0.07105263157894741,-0.09994890895329593,0.22421052631578947,-0.08832903421745492,1.472631578947368,0.2266624711534904,1.9752631578947366,0.5817812396469203,2.3384210526315794,0.6208475319681666,2.566315789473684,0.5801920664668138,44591810060.8257,-0.6975088829769067,11517159733.1957,0.6369393224963434,82.122236078369,0.7043062113630468,2.8,0.8534017035767081,2.1,0.34549143830480916,-78.86953000000001,42.911757
9,2016-12,NY,BUFFALO,2016-12,3.3,"(-78.85698000000001, 42.881212)",14204,11510.19,Improvements_Additions for Apartments_Coops,0.5606285,-0.09208480908943653,0.6315605,-0.09784794479721266,0.7119585,-0.11228839852287013,0.7883325000000001,-0.12742367416941455,0.9753284999999998,-0.14887188495037754,1.3063339999999999,-0.12379361066062468,1.6692235,-0.04024945113583118,0.42333333333333334,-0.10985217754239357,0.638095238095238,-0.09994890895329593,0.8661904761904763,-0.08832903421745492,1.9590476190476194,0.2266624711534904,2.491904761904762,0.5817812396469203,2.835238095238095,0.6208475319681666,3.1133333333333324,0.5801920664668138,50596067254.1766,-0.6975088829769067,12388258203.7622,0.6369393224963434,88.1697673489486,0.7043062113630468,2.3,0.8534017035767081,1.5,0.34549143830480916,-78.85698000000001,42.881212
