,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(3),Corr with student_vol(3),credit_tightness,Corr with credit_tightness,mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(2),Corr with mortgage 90(2)
10,CONCORD,2012-02,3.85,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.7089285714285714,0.41298465371969934,0.19146190476190478,3.6585380952380953,0.4216114221031733,0.2500238095238095,3.5999761904761907,0.42948519411096164,0.3686547619047619,3.4813452380952383,0.4343075226127833,0.5032404761904763,3.346759523809524,0.42584183869788295,0.7572880952380953,3.092711904761905,0.3792712578888717,1.0711880952380954,2.7788119047619046,0.35870859371237884,0.06350000000000003,3.7865,0.4899604079876184,0.124,3.726,0.4245345587969489,0.161,3.689,0.3905437091836323,0.8310000000000001,3.019,0.4444275801116903,1.9674999999999998,1.8825000000000003,0.6356860495794119,2.7479999999999998,1.1020000000000003,0.584985758871933,3.109,0.7410000000000001,0.5420660473517691,36623269866.4569,-0.9707548061842282,12770391029.1034,0.8863823044897454,90.6452366150782,0.6293667991854628,4.4,0.9870964000922543,3.7,0.9434273065513795
11,CONCORD,2012-02,3.85,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.7089285714285714,0.41298465371969934,0.19146190476190478,3.6585380952380953,0.4216114221031733,0.2500238095238095,3.5999761904761907,0.42948519411096164,0.3686547619047619,3.4813452380952383,0.4343075226127833,0.5032404761904763,3.346759523809524,0.42584183869788295,0.7572880952380953,3.092711904761905,0.3792712578888717,1.0711880952380954,2.7788119047619046,0.35870859371237884,0.06350000000000003,3.7865,0.4899604079876184,0.124,3.726,0.4245345587969489,0.161,3.689,0.3905437091836323,0.8310000000000001,3.019,0.4444275801116903,1.9674999999999998,1.8825000000000003,0.6356860495794119,2.7479999999999998,1.1020000000000003,0.584985758871933,3.109,0.7410000000000001,0.5420660473517691,36623269866.4569,-0.9707548061842282,12770391029.1034,0.8863823044897454,90.6452366150782,0.6293667991854628,4.4,0.9870964000922543,3.6,0.9434273065513795
12,CONCORD,2012-02,3.85,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.7089285714285714,0.41298465371969934,0.19146190476190478,3.6585380952380953,0.4216114221031733,0.2500238095238095,3.5999761904761907,0.42948519411096164,0.3686547619047619,3.4813452380952383,0.4343075226127833,0.5032404761904763,3.346759523809524,0.42584183869788295,0.7572880952380953,3.092711904761905,0.3792712578888717,1.0711880952380954,2.7788119047619046,0.35870859371237884,0.06350000000000003,3.7865,0.4899604079876184,0.124,3.726,0.4245345587969489,0.161,3.689,0.3905437091836323,0.8310000000000001,3.019,0.4444275801116903,1.9674999999999998,1.8825000000000003,0.6356860495794119,2.7479999999999998,1.1020000000000003,0.584985758871933,3.109,0.7410000000000001,0.5420660473517691,36623269866.4569,-0.9707548061842282,12770391029.1034,0.8863823044897454,90.6452366150782,0.6293667991854628,4.4,0.9870964000922543,3.7,0.9434273065513795
13,CONCORD,2012-02,3.85,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.7089285714285714,0.41298465371969934,0.19146190476190478,3.6585380952380953,0.4216114221031733,0.2500238095238095,3.5999761904761907,0.42948519411096164,0.3686547619047619,3.4813452380952383,0.4343075226127833,0.5032404761904763,3.346759523809524,0.42584183869788295,0.7572880952380953,3.092711904761905,0.3792712578888717,1.0711880952380954,2.7788119047619046,0.35870859371237884,0.06350000000000003,3.7865,0.4899604079876184,0.124,3.726,0.4245345587969489,0.161,3.689,0.3905437091836323,0.8310000000000001,3.019,0.4444275801116903,1.9674999999999998,1.8825000000000003,0.6356860495794119,2.7479999999999998,1.1020000000000003,0.584985758871933,3.109,0.7410000000000001,0.5420660473517691,36623269866.4569,-0.9707548061842282,12770391029.1034,0.8863823044897454,90.6452366150782,0.6293667991854628,4.4,0.9870964000922543,3.6,0.9434273065513795
14,CONCORD,2012-02,3.85,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.7089285714285714,0.41298465371969934,0.19146190476190478,3.6585380952380953,0.4216114221031733,0.2500238095238095,3.5999761904761907,0.42948519411096164,0.3686547619047619,3.4813452380952383,0.4343075226127833,0.5032404761904763,3.346759523809524,0.42584183869788295,0.7572880952380953,3.092711904761905,0.3792712578888717,1.0711880952380954,2.7788119047619046,0.35870859371237884,0.06350000000000003,3.7865,0.4899604079876184,0.124,3.726,0.4245345587969489,0.161,3.689,0.3905437091836323,0.8310000000000001,3.019,0.4444275801116903,1.9674999999999998,1.8825000000000003,0.6356860495794119,2.7479999999999998,1.1020000000000003,0.584985758871933,3.109,0.7410000000000001,0.5420660473517691,36623269866.4569,-0.9707548061842282,12770391029.1034,0.8863823044897454,90.6452366150782,0.6293667991854628,4.4,0.9870964000922543,3.7,0.9434273065513795
15,CONCORD,2012-02,3.85,Improvements_Additions for Apartments_Coops,0.1410714285714286,3.7089285714285714,0.41298465371969934,0.19146190476190478,3.6585380952380953,0.4216114221031733,0.2500238095238095,3.5999761904761907,0.42948519411096164,0.3686547619047619,3.4813452380952383,0.4343075226127833,0.5032404761904763,3.346759523809524,0.42584183869788295,0.7572880952380953,3.092711904761905,0.3792712578888717,1.0711880952380954,2.7788119047619046,0.35870859371237884,0.06350000000000003,3.7865,0.4899604079876184,0.124,3.726,0.4245345587969489,0.161,3.689,0.3905437091836323,0.8310000000000001,3.019,0.4444275801116903,1.9674999999999998,1.8825000000000003,0.6356860495794119,2.7479999999999998,1.1020000000000003,0.584985758871933,3.109,0.7410000000000001,0.5420660473517691,36623269866.4569,-0.9707548061842282,12770391029.1034,0.8863823044897454,90.6452366150782,0.6293667991854628,4.4,0.9870964000922543,3.6,0.9434273065513795
16,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.3,0.9434273065513795
17,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.1,0.9434273065513795
18,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.3,0.9434273065513795
19,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.1,0.9434273065513795
20,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.3,0.9434273065513795
21,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.1,0.9434273065513795
22,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.3,0.9434273065513795
23,CONCORD,2014-12,3.63,Improvements_Additions for Apartments_Coops,0.1101,3.5199,0.41298465371969934,0.1330809523809524,3.4969190476190475,0.4216114221031733,0.16305,3.4669499999999998,0.42948519411096164,0.20744285714285715,3.422557142857143,0.4343075226127833,0.2446071428571429,3.385392857142857,0.42584183869788295,0.34302142857142864,3.286978571428571,0.3792712578888717,0.6021190476190476,3.0278809523809525,0.35870859371237884,0.02500000000000001,3.605,0.4899604079876184,0.1063636363636364,3.5236363636363635,0.4245345587969489,0.21454545454545454,3.4154545454545455,0.3905437091836323,1.64,1.99,0.4444275801116903,2.2072727272727275,1.4227272727272724,0.6356860495794119,2.5504545454545453,1.0795454545454546,0.584985758871933,2.8331818181818185,0.7968181818181814,0.5420660473517691,45758876905.2845,-0.9707548061842282,12019442988.8631,0.8863823044897454,82.4770523961592,0.6293667991854628,3.6,0.9870964000922543,2.1,0.9434273065513795
24,CONCORD,2015-06,3.32,Improvements_Additions for Apartments_Coops,0.12293636363636364,3.197063636363636,0.41298465371969934,0.14681590909090908,3.173184090909091,0.4216114221031733,0.1858840909090909,3.1341159090909088,0.42948519411096164,0.23472954545454539,3.0852704545454546,0.4343075226127833,0.2827113636363637,3.037288636363636,0.42584183869788295,0.43974545454545466,2.8802545454545454,0.3792712578888717,0.7702659090909093,2.5497340909090904,0.35870859371237884,0.007727272727272728,3.312272727272727,0.4899604079876184,0.08681818181818185,3.233181818181818,0.4245345587969489,0.2754545454545455,3.0445454545454544,0.3905437091836323,1.6836363636363636,1.6363636363636362,0.4444275801116903,2.3636363636363638,0.9563636363636361,0.6356860495794119,2.8454545454545452,0.4745454545454546,0.584985758871933,3.1118181818181814,0.20818181818181847,0.5420660473517691,48836554747.323,-0.9707548061842282,11492007418.0579,0.8863823044897454,82.75451956383341,0.6293667991854628,2.7,0.9870964000922543,1.9,0.9434273065513795
25,CONCORD,2015-06,3.32,Improvements_Additions for Apartments_Coops,0.12293636363636364,3.197063636363636,0.41298465371969934,0.14681590909090908,3.173184090909091,0.4216114221031733,0.1858840909090909,3.1341159090909088,0.42948519411096164,0.23472954545454539,3.0852704545454546,0.4343075226127833,0.2827113636363637,3.037288636363636,0.42584183869788295,0.43974545454545466,2.8802545454545454,0.3792712578888717,0.7702659090909093,2.5497340909090904,0.35870859371237884,0.007727272727272728,3.312272727272727,0.4899604079876184,0.08681818181818185,3.233181818181818,0.4245345587969489,0.2754545454545455,3.0445454545454544,0.3905437091836323,1.6836363636363636,1.6363636363636362,0.4444275801116903,2.3636363636363638,0.9563636363636361,0.6356860495794119,2.8454545454545452,0.4745454545454546,0.584985758871933,3.1118181818181814,0.20818181818181847,0.5420660473517691,48836554747.323,-0.9707548061842282,11492007418.0579,0.8863823044897454,82.75451956383341,0.6293667991854628,2.7,0.9870964000922543,1.6,0.9434273065513795
26,CONCORD,2015-06,3.32,Improvements_Additions for Apartments_Coops,0.12293636363636364,3.197063636363636,0.41298465371969934,0.14681590909090908,3.173184090909091,0.4216114221031733,0.1858840909090909,3.1341159090909088,0.42948519411096164,0.23472954545454539,3.0852704545454546,0.4343075226127833,0.2827113636363637,3.037288636363636,0.42584183869788295,0.43974545454545466,2.8802545454545454,0.3792712578888717,0.7702659090909093,2.5497340909090904,0.35870859371237884,0.007727272727272728,3.312272727272727,0.4899604079876184,0.08681818181818185,3.233181818181818,0.4245345587969489,0.2754545454545455,3.0445454545454544,0.3905437091836323,1.6836363636363636,1.6363636363636362,0.4444275801116903,2.3636363636363638,0.9563636363636361,0.6356860495794119,2.8454545454545452,0.4745454545454546,0.584985758871933,3.1118181818181814,0.20818181818181847,0.5420660473517691,48836554747.323,-0.9707548061842282,11492007418.0579,0.8863823044897454,82.75451956383341,0.6293667991854628,2.7,0.9870964000922543,1.9,0.9434273065513795
27,CONCORD,2015-06,3.32,Improvements_Additions for Apartments_Coops,0.12293636363636364,3.197063636363636,0.41298465371969934,0.14681590909090908,3.173184090909091,0.4216114221031733,0.1858840909090909,3.1341159090909088,0.42948519411096164,0.23472954545454539,3.0852704545454546,0.4343075226127833,0.2827113636363637,3.037288636363636,0.42584183869788295,0.43974545454545466,2.8802545454545454,0.3792712578888717,0.7702659090909093,2.5497340909090904,0.35870859371237884,0.007727272727272728,3.312272727272727,0.4899604079876184,0.08681818181818185,3.233181818181818,0.4245345587969489,0.2754545454545455,3.0445454545454544,0.3905437091836323,1.6836363636363636,1.6363636363636362,0.4444275801116903,2.3636363636363638,0.9563636363636361,0.6356860495794119,2.8454545454545452,0.4745454545454546,0.584985758871933,3.1118181818181814,0.20818181818181847,0.5420660473517691,48836554747.323,-0.9707548061842282,11492007418.0579,0.8863823044897454,82.75451956383341,0.6293667991854628,2.7,0.9870964000922543,1.6,0.9434273065513795
