,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(1),Corr with auto_vol(1),student_vol(-1),Corr with student_vol(-1),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-3),Corr with mortgage 90(-3)
0,LANCASTER,2009-12,4.14,Improvements_Additions for Apartments_Coops,0.17885714285714288,3.961142857142857,-0.1554368094028288,0.2141833333333333,3.9258166666666665,-0.15871812187951723,0.23288904761904766,3.907110952380952,-0.1764666826290461,0.24197238095238102,3.898027619047619,-0.21891722936666663,0.2530461904761905,3.886953809523809,-0.2730146117005707,0.4528776190476191,3.6871223809523808,-0.350962912845626,0.9993009523809523,3.1406990476190475,-0.3216012918303099,0.03181818181818183,4.1081818181818175,-0.15510371630184866,0.16772727272727275,3.9722727272727267,-0.15998893537676895,0.37136363636363634,3.7686363636363636,-0.10183370519102963,2.3404545454545453,1.7995454545454543,0.621369221932462,3.589999999999999,0.5500000000000007,0.6900399432369316,4.399545454545455,-0.25954545454545563,0.6909133241934513,4.494090909090908,-0.35409090909090857,0.6977953938571682,25615073952.9669,-0.5517593552343047,14438684843.1307,0.606031256805528,96.8995739482615,0.5410370684619222,3.4,0.5230420697005905,1.8,0.1547711988209675
1,LANCASTER,2010-02,4.95,Improvements_Additions for Apartments_Coops,0.172487,4.777513,-0.1554368094028288,0.20809400000000006,4.741906,-0.15871812187951723,0.22906349999999992,4.7209365000000005,-0.1764666826290461,0.23978050000000012,4.7102195,-0.21891722936666663,0.25051950000000006,4.6994805,-0.2730146117005707,0.38779850000000005,4.5622015000000005,-0.350962912845626,0.8515799999999999,4.09842,-0.3216012918303099,0.05736842105263157,4.892631578947369,-0.15510371630184866,0.18105263157894735,4.768947368421053,-0.15998893537676895,0.34578947368421054,4.604210526315789,-0.10183370519102963,2.363684210526315,2.586315789473685,0.621369221932462,3.691052631578947,1.2589473684210533,0.6900399432369316,4.481052631578947,0.4689473684210528,0.6909133241934513,4.619473684210526,0.33052631578947445,0.6977953938571682,27482962505.147003,-0.5517593552343047,14107591663.4702,0.606031256805528,97.9962893430168,0.5410370684619222,3.4,0.5230420697005905,2.2,0.1547711988209675
2,LANCASTER,2010-04,5.05,Improvements_Additions for Apartments_Coops,0.24183250000000003,4.8081675,-0.1554368094028288,0.2495495,4.8004505,-0.15871812187951723,0.2597455000000001,4.7902545,-0.1764666826290461,0.2840375,4.7659625,-0.21891722936666663,0.3116065,4.7383935,-0.2730146117005707,0.4758610000000001,4.574139,-0.350962912845626,0.9598030000000002,4.090197,-0.3216012918303099,0.15045454545454548,4.899545454545454,-0.15510371630184866,0.2440909090909091,4.805909090909091,-0.15998893537676895,0.44499999999999995,4.6049999999999995,-0.10183370519102963,2.581363636363637,2.468636363636363,0.621369221932462,3.8468181818181817,1.2031818181818181,0.6900399432369316,4.531363636363637,0.5186363636363627,0.6909133241934513,4.693181818181819,0.3568181818181806,0.6977953938571682,27396832704.0094,-0.5517593552343047,14217328271.8582,0.606031256805528,99.3021234972081,0.5410370684619222,3.3,0.5230420697005905,2.2,0.1547711988209675
3,LANCASTER,2010-05,4.68,Improvements_Additions for Apartments_Coops,0.2957715789473684,4.384228421052631,-0.1554368094028288,0.3152057894736842,4.364794210526315,-0.15871812187951723,0.3354642105263158,4.344535789473684,-0.1764666826290461,0.39242105263157895,4.287578947368421,-0.21891722936666663,0.45851421052631586,4.221485789473684,-0.2730146117005707,0.6592468421052632,4.020753157894736,-0.350962912845626,1.129987894736842,3.550012105263158,-0.3216012918303099,0.147,4.5329999999999995,-0.15510371630184866,0.22350000000000003,4.4565,-0.15998893537676895,0.37099999999999994,4.309,-0.10183370519102963,2.1799999999999997,2.5,0.621369221932462,3.4199999999999995,1.2600000000000002,0.6900399432369316,4.1145,0.5655000000000001,0.6909133241934513,4.286,0.39400000000000013,0.6977953938571682,28389074974.2894,-0.5517593552343047,13493693756.3064,0.606031256805528,99.0214107435932,0.5410370684619222,3.3,0.5230420697005905,2.4,0.1547711988209675
4,LANCASTER,2010-09,4.73,Improvements_Additions for Apartments_Coops,0.22657136363636363,4.503428636363637,-0.1554368094028288,0.251059090909091,4.47894090909091,-0.15871812187951723,0.25699454545454536,4.473005454545455,-0.1764666826290461,0.2738163636363636,4.456183636363637,-0.21891722936666663,0.2913659090909092,4.438634090909091,-0.2730146117005707,0.4777727272727273,4.252227272727273,-0.350962912845626,0.8043745454545456,3.9256254545454548,-0.3216012918303099,0.1166666666666667,4.613333333333333,-0.15510371630184866,0.19333333333333336,4.536666666666667,-0.15998893537676895,0.2566666666666666,4.473333333333334,-0.10183370519102963,1.4104761904761904,3.31952380952381,0.621369221932462,2.6476190476190475,2.082380952380953,0.6900399432369316,3.4690476190476183,1.2609523809523822,0.6909133241934513,3.773333333333333,0.9566666666666674,0.6977953938571682,30512069858.4251,-0.5517593552343047,11556490165.0911,0.606031256805528,95.6415096715633,0.5410370684619222,2.8,0.5230420697005905,1.9,0.1547711988209675
5,LANCASTER,2011-05,7.17,Improvements_Additions for Apartments_Coops,0.130775,7.039225,-0.1554368094028288,0.16787249999999998,7.0021275,-0.15871812187951723,0.1978005,6.9721995,-0.1764666826290461,0.23078799999999994,6.939212,-0.21891722936666663,0.260713,6.909287,-0.2730146117005707,0.41407550000000004,6.7559245,-0.350962912845626,0.7391499999999999,6.43085,-0.3216012918303099,0.024285714285714285,7.145714285714286,-0.15510371630184866,0.0866666666666667,7.083333333333333,-0.15998893537676895,0.18809523809523812,6.981904761904762,-0.10183370519102963,1.8423809523809527,5.327619047619047,0.621369221932462,3.168571428571429,4.001428571428571,0.6900399432369316,4.011428571428572,3.1585714285714284,0.6909133241934513,4.293333333333333,2.876666666666667,0.6977953938571682,31300541846.2612,-0.5517593552343047,15995126134.7035,0.606031256805528,92.5881563190625,0.5410370684619222,3.4,0.5230420697005905,2.1,0.1547711988209675
6,LANCASTER,2011-10,3.8,Improvements_Additions for Apartments_Coops,0.1416352380952381,3.6583647619047617,-0.1554368094028288,0.19074095238095234,3.6092590476190476,-0.15871812187951723,0.24373904761904758,3.5562609523809523,-0.1764666826290461,0.3185252380952381,3.481474761904762,-0.21891722936666663,0.4064785714285714,3.3935214285714284,-0.2730146117005707,0.59521,3.20479,-0.350962912845626,0.9086428571428572,2.8913571428571427,-0.3216012918303099,0.013500000000000003,3.7864999999999998,-0.15510371630184866,0.05450000000000003,3.7455,-0.15998893537676895,0.1145,3.6854999999999998,-0.10183370519102963,1.0614999999999999,2.7385,0.621369221932462,2.1519999999999997,1.6480000000000001,0.6900399432369316,2.8695,0.9304999999999999,0.6909133241934513,3.128,0.6719999999999997,0.6977953938571682,34825519831.2788,-0.5517593552343047,11655650147.2578,0.606031256805528,90.4806728327692,0.5410370684619222,2.9,0.5230420697005905,2.0,0.1547711988209675
7,LANCASTER,2012-01,3.9,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.7543523809523807,-0.1554368094028288,0.2014238095238095,3.6985761904761905,-0.15871812187951723,0.28289523809523814,3.617104761904762,-0.1764666826290461,0.41424761904761903,3.485752380952381,-0.21891722936666663,0.5659000000000001,3.3341,-0.2730146117005707,0.7969761904761906,3.103023809523809,-0.350962912845626,1.1145476190476191,2.785452380952381,-0.3216012918303099,0.0245,3.8754999999999997,-0.15510371630184866,0.06550000000000003,3.8345,-0.15998893537676895,0.11500000000000003,3.7849999999999997,-0.10183370519102963,0.835,3.065,0.621369221932462,1.9664999999999995,1.9335000000000004,0.6900399432369316,2.6950000000000003,1.2049999999999996,0.6909133241934513,3.026,0.8740000000000001,0.6977953938571682,35532707747.113,-0.5517593552343047,11508699084.1195,0.606031256805528,90.48744874686929,0.5410370684619222,2.9,0.5230420697005905,2.2,0.1547711988209675
8,LANCASTER,2012-03,3.32,Improvements_Additions for Apartments_Coops,0.14720000000000003,3.1727999999999996,-0.1554368094028288,0.1893409090909091,3.1306590909090906,-0.15871812187951723,0.24185227272727275,3.078147727272727,-0.1764666826290461,0.35079999999999995,2.9692,-0.21891722936666663,0.4732886363636363,2.8467113636363637,-0.2730146117005707,0.741275,2.578725,-0.350962912845626,1.0534477272727274,2.2665522727272727,-0.3216012918303099,0.06363636363636366,3.2563636363636363,-0.15510371630184866,0.14227272727272727,3.1777272727272727,-0.15998893537676895,0.19000000000000003,3.13,-0.10183370519102963,1.0172727272727273,2.3027272727272727,0.621369221932462,2.1727272727272724,1.1472727272727274,0.6900399432369316,2.9404545454545454,0.3795454545454544,0.6909133241934513,3.281363636363636,0.038636363636364024,0.6977953938571682,36623269866.4569,-0.5517593552343047,10728874885.7875,0.606031256805528,90.6452366150782,0.5410370684619222,2.7,0.5230420697005905,2.1,0.1547711988209675
9,LANCASTER,2012-04,3.38,Improvements_Additions for Apartments_Coops,0.14868421052631575,3.231315789473684,-0.1554368094028288,0.18980526315789473,3.190194736842105,-0.15871812187951723,0.23982894736842097,3.1401710526315787,-0.1764666826290461,0.34777368421052635,3.0322263157894733,-0.21891722936666663,0.46680789473684203,2.9131921052631577,-0.2730146117005707,0.7313999999999999,2.6486,-0.350962912845626,1.048621052631579,2.331378947368421,-0.3216012918303099,0.0666666666666667,3.313333333333333,-0.15510371630184866,0.13904761904761903,3.240952380952381,-0.15998893537676895,0.18333333333333335,3.1966666666666663,-0.10183370519102963,0.8947619047619045,2.4852380952380955,0.621369221932462,2.0528571428571425,1.3271428571428574,0.6900399432369316,2.8166666666666664,0.5633333333333335,0.6909133241934513,3.1842857142857137,0.19571428571428617,0.6977953938571682,36777908030.9335,-0.5517593552343047,11251067892.2966,0.606031256805528,90.0868950067716,0.5410370684619222,2.8,0.5230420697005905,2.1,0.1547711988209675
