,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-2),Corr with auto_vol(-2),student_vol(-2),Corr with student_vol(-2),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-3),Corr with mortgage 90(-3),long,lat
0,2009-12,AR,CONWAY,2009-12,4.6,"(-91.079784, 35.651229)",6477.62,Improvements_Additions for Apartments_Coops,0.17885714285714288,0.37472727055253,0.2141833333333333,0.3051660411171937,0.23288904761904766,0.2250131369895911,0.24197238095238102,0.030451255385921864,0.2530461904761905,-0.10503862554565581,0.4528776190476191,-0.20341648234323334,0.9993009523809523,0.1250573568472958,0.03181818181818183,0.3799801227234013,0.16772727272727275,0.5489078950593327,0.37136363636363634,0.6648675703073813,2.3404545454545453,0.8544396590854446,3.589999999999999,0.8434054450330906,4.399545454545455,0.7954301166169866,4.494090909090908,0.8116815798613497,23715763008.5817,-0.5269730583296912,14402813469.2945,0.5464334027886804,96.8995739482615,0.5237286724850049,3.8,0.310789015898896,2.9,0.4002280258340016,-91.079784,35.651229
1,2010-04,AR,CONWAY,2010-04,6.7,"(30.831574, 27.308196999999996)",21348.36,Improvements_Additions for Apartments_Coops,0.24183250000000003,0.37472727055253,0.2495495,0.3051660411171937,0.2597455000000001,0.2250131369895911,0.2840375,0.030451255385921864,0.3116065,-0.10503862554565581,0.4758610000000001,-0.20341648234323334,0.9598030000000002,0.1250573568472958,0.15045454545454548,0.3799801227234013,0.2440909090909091,0.5489078950593327,0.44499999999999995,0.6648675703073813,2.581363636363637,0.8544396590854446,3.8468181818181817,0.8434054450330906,4.531363636363637,0.7954301166169866,4.693181818181819,0.8116815798613497,25116521917.8418,-0.5269730583296912,14228362706.5907,0.5464334027886804,99.3021234972081,0.5237286724850049,4.3,0.310789015898896,3.2,0.4002280258340016,30.831574,27.308196999999996
2,2010-06,AR,CONWAY,2010-06,4.12,"(-92.4421, 35.0887)",81869.48,Improvements_Additions for Apartments_Coops,0.29840136363636366,0.37472727055253,0.3291213636363637,0.3051660411171937,0.3487363636363637,0.2250131369895911,0.4336950000000001,0.030451255385921864,0.5368986363636363,-0.10503862554565581,0.7518195454545455,-0.20341648234323334,1.187955909090909,0.1250573568472958,0.07954545454545457,0.3799801227234013,0.19090909090909092,0.5489078950593327,0.3181818181818181,0.6648675703073813,1.9963636363636363,0.8544396590854446,3.2040909090909095,0.8434054450330906,3.9499999999999997,0.7954301166169866,4.127727272727272,0.8116815798613497,27606233351.339,-0.5269730583296912,13493693756.3064,0.5464334027886804,98.6449594200431,0.5237286724850049,4.1,0.310789015898896,2.9,0.4002280258340016,-92.4421,35.0887
3,2010-08,AR,CONWAY,2010-08,4.4,"(-92.4421, 35.0887)",5385.0,Improvements_Additions for Apartments_Coops,0.23101619047619049,0.37472727055253,0.2659952380952381,0.3051660411171937,0.27546238095238096,0.2250131369895911,0.3123080952380952,0.030451255385921864,0.3625466666666667,-0.10503862554565581,0.5790957142857143,-0.20341648234323334,0.9435780952380955,0.1250573568472958,0.15409090909090908,0.3799801227234013,0.19136363636363637,0.5489078950593327,0.25909090909090904,0.6648675703073813,1.4654545454545451,0.8544396590854446,2.6986363636363637,0.8434054450330906,3.516818181818181,0.7954301166169866,3.8031818181818178,0.8116815798613497,28389074974.2894,-0.5269730583296912,11833891080.8667,0.5464334027886804,95.21340255359091,0.5237286724850049,3.5,0.310789015898896,2.7,0.4002280258340016,-92.4421,35.0887
4,2012-10,AR,CONWAY,2012-10,2.9,"(-92.464795, 35.082142)",10426.33,Improvements_Additions for Apartments_Coops,0.15320434782608702,0.37472727055253,0.17955217391304346,0.3051660411171937,0.21346521739130433,0.2250131369895911,0.2717391304347827,0.030451255385921864,0.3304891304347827,-0.10503862554565581,0.5823021739130435,-0.20341648234323334,0.9185760869565219,0.1250573568472958,0.10952380952380951,0.3799801227234013,0.14904761904761904,0.5489078950593327,0.17952380952380956,0.6648675703073813,0.7085714285714285,0.8544396590854446,1.7461904761904758,0.8434054450330906,2.505714285714286,0.7954301166169866,2.90047619047619,0.8116815798613497,37160101000.5239,-0.5269730583296912,11986368496.8635,0.5464334027886804,89.513287195688,0.5237286724850049,4.2,0.310789015898896,3.0,0.4002280258340016,-92.464795,35.082142
5,2014-01,AR,CONWAY,2014-01,4.25,"(-92.47584690000001, 35.0700675)",20373.1,Improvements_Additions for Apartments_Coops,0.09003181818181817,0.37472727055253,0.1219931818181818,0.3051660411171937,0.1597090909090909,0.2250131369895911,0.204425,0.030451255385921864,0.23822954545454544,-0.10503862554565581,0.33795909090909093,-0.20341648234323334,0.5752999999999999,0.1250573568472958,0.017142857142857144,0.3799801227234013,0.0690476190476191,0.5489078950593327,0.11619047619047623,0.6648675703073813,1.6466666666666665,0.8544396590854446,2.858095238095238,0.8434054450330906,3.521904761904762,0.7954301166169866,3.76904761904762,0.8116815798613497,41658198449.9001,-0.5269730583296912,10396023519.0372,0.5464334027886804,85.3165844012547,0.5237286724850049,3.7,0.310789015898896,2.6,0.4002280258340016,-92.47584690000001,35.0700675
6,2014-06,AR,CONWAY,2014-06,4.19,"(-92.464776, 35.068663)",8917.35,Improvements_Additions for Apartments_Coops,0.09278571428571428,0.37472727055253,0.12241428571428574,0.3051660411171937,0.1523738095238095,0.2250131369895911,0.19377380952380954,0.030451255385921864,0.2309452380952381,-0.10503862554565581,0.32388809523809525,-0.20341648234323334,0.5421714285714285,0.1250573568472958,0.024285714285714296,0.3799801227234013,0.06047619047619051,0.5489078950593327,0.10476190476190479,0.6648675703073813,1.679047619047619,0.8544396590854446,2.5985714285714288,0.8434054450330906,3.1533333333333333,0.7954301166169866,3.4199999999999995,0.8116815798613497,44109559396.2995,-0.5269730583296912,11032404366.8063,0.5464334027886804,82.11515832772571,0.5237286724850049,3.1,0.310789015898896,2.6,0.4002280258340016,-92.464776,35.068663
7,2015-10,AR,CONWAY,2015-10,3.75,"(46.71, 24.65)",19870.2,Improvements_Additions for Apartments_Coops,0.13160454545454547,0.37472727055253,0.15531363636363638,0.3051660411171937,0.19451136363636365,0.2250131369895911,0.2514522727272726,0.030451255385921864,0.32135909090909087,-0.10503862554565581,0.5284272727272726,-0.20341648234323334,0.8378659090909092,0.1250573568472958,0.014285714285714287,0.3799801227234013,0.11380952380952382,0.5489078950593327,0.26333333333333336,0.6648675703073813,1.3857142857142857,0.8544396590854446,2.0699999999999994,0.8434054450330906,2.5028571428571427,0.7954301166169866,2.8880952380952376,0.8116815798613497,48836554747.323,-0.5269730583296912,10986955735.8103,0.5464334027886804,81.36742750908279,0.5237286724850049,2.5,0.310789015898896,1.7,0.4002280258340016,46.71,24.65
