,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(4),Corr with student_vol(4),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4)
0,MANCHESTER,2012-09,3.15,Improvements_Additions for Apartments_Coops,0.15189500000000006,2.998105,0.5298507653751577,0.183625,2.9663749999999998,0.5302110403412522,0.22133750000000002,2.9286624999999997,0.5334032077641346,0.3079875,2.8420125,0.5401799467800417,0.3856325000000001,2.7643674999999996,0.5452367162149263,0.6716749999999999,2.478325,0.5262188809885715,0.9997750000000002,2.150225,0.49374522985675984,0.07526315789473685,3.074736842105263,0.5116215382661133,0.13736842105263158,3.012631578947368,0.5426215365456891,0.17578947368421055,2.9742105263157894,0.5781438453384231,0.6689473684210526,2.4810526315789474,0.6985582716750879,1.7231578947368422,1.4268421052631577,0.1889929576909079,2.488421052631579,0.661578947368421,-0.29355857292489157,2.8815789473684212,0.26842105263157867,-0.43716803329211973,38808856509.5085,0.8057030347760971,11154944519.578999,0.8331855727306191,89.56768058609659,-0.8475649777504595,2.8,-0.8428438760156437,2.0,-0.8752799229212512
1,MANCHESTER,2012-11,2.9,Improvements_Additions for Apartments_Coops,0.1555,2.7445,0.5298507653751577,0.18060909090909089,2.719390909090909,0.5302110403412522,0.20888636363636362,2.691113636363636,0.5334032077641346,0.25813636363636355,2.6418636363636363,0.5401799467800417,0.31102272727272723,2.5889772727272726,0.5452367162149263,0.528347727272727,2.371652272727273,0.5262188809885715,0.8631931818181818,2.036806818181818,0.49374522985675984,0.12449999999999999,2.7755,0.5116215382661133,0.14450000000000002,2.7555,0.5426215365456891,0.17850000000000002,2.7215,0.5781438453384231,0.665,2.235,0.6985582716750879,1.654,1.246,0.1889929576909079,2.3894999999999995,0.5105000000000004,-0.29355857292489157,2.8034999999999997,0.09650000000000025,-0.43716803329211973,39658399389.4891,0.8057030347760971,9855625468.0504,0.8331855727306191,89.6061116730853,-0.8475649777504595,2.8,-0.8428438760156437,1.8,-0.8752799229212512
2,MANCHESTER,2013-01,2.45,Improvements_Additions for Apartments_Coops,0.16043181818181818,2.289568181818182,0.5298507653751577,0.17947272727272726,2.2705272727272727,0.5302110403412522,0.20497272727272725,2.245027272727273,0.5334032077641346,0.2497954545454545,2.200204545454546,0.5401799467800417,0.30261363636363625,2.1473863636363637,0.5452367162149263,0.48810454545454546,1.9618954545454548,0.5262188809885715,0.8142727272727271,1.635727272727273,0.49374522985675984,0.05190476190476192,2.3980952380952383,0.5116215382661133,0.10761904761904766,2.3423809523809527,0.5426215365456891,0.14523809523809525,2.304761904761905,0.5781438453384231,0.8052380952380951,1.644761904761905,0.6985582716750879,1.9147619047619049,0.5352380952380953,0.1889929576909079,2.681428571428571,-0.23142857142857087,-0.29355857292489157,3.0804761904761913,-0.6304761904761911,-0.43716803329211973,40395555554.9932,0.8057030347760971,9498561196.652071,0.8331855727306191,90.37816904639429,-0.8475649777504595,2.8,-0.8428438760156437,2.2,-0.8752799229212512
3,MANCHESTER,2013-07,2.95,Improvements_Additions for Apartments_Coops,0.12117913043478262,2.8288208695652175,0.5298507653751577,0.15611695652173913,2.793883043478261,0.5302110403412522,0.19111913043478265,2.7588808695652176,0.5334032077641346,0.232388695652174,2.7176113043478263,0.5401799467800417,0.26758260869565215,2.682417391304348,0.5452367162149263,0.40307869565217386,2.5469213043478263,0.5262188809885715,0.6838491304347826,2.2661508695652177,0.49374522985675984,0.020909090909090912,2.929090909090909,0.5116215382661133,0.07363636363636367,2.8763636363636365,0.5426215365456891,0.12181818181818184,2.828181818181818,0.5781438453384231,1.4031818181818183,1.5468181818181819,0.6985582716750879,2.5822727272727275,0.3677272727272727,0.1889929576909079,3.3072727272727276,-0.3572727272727274,-0.29355857292489157,3.605,-0.6549999999999998,-0.43716803329211973,41244159430.5284,0.8057030347760971,10396023519.0372,0.8331855727306191,86.5850023909696,-0.8475649777504595,2.5,-0.8428438760156437,1.9,-0.8752799229212512
4,MANCHESTER,2014-10,3.85,Improvements_Additions for Apartments_Coops,0.09059565217391304,3.759404347826087,0.5298507653751577,0.11953260869565213,3.730467391304348,0.5302110403412522,0.15351739130434783,3.696482608695652,0.5334032077641346,0.1974043478260869,3.6525956521739134,0.5401799467800417,0.2313760869565217,3.6186239130434785,0.5452367162149263,0.3236195652173913,3.5263804347826087,0.5262188809885715,0.5523869565217392,3.297613043478261,0.49374522985675984,0.020909090909090912,3.829090909090909,0.5116215382661133,0.05045454545454548,3.799545454545455,0.5426215365456891,0.10454545454545458,3.7454545454545456,0.5781438453384231,1.5459090909090911,2.3040909090909087,0.6985582716750879,2.304090909090909,1.545909090909091,0.1889929576909079,2.7731818181818184,1.0768181818181817,-0.29355857292489157,3.039999999999999,0.8100000000000009,-0.43716803329211973,45667781053.6763,0.8057030347760971,11837215038.8922,0.8331855727306191,81.64661519553,-0.8475649777504595,1.7,-0.8428438760156437,1.2,-0.8752799229212512
5,MANCHESTER,2014-12,3.73,Improvements_Additions for Apartments_Coops,0.1101,3.6199,0.5298507653751577,0.1330809523809524,3.5969190476190476,0.5302110403412522,0.16305,3.56695,0.5334032077641346,0.20744285714285715,3.522557142857143,0.5401799467800417,0.2446071428571429,3.485392857142857,0.5452367162149263,0.34302142857142864,3.386978571428571,0.5262188809885715,0.6021190476190476,3.1278809523809525,0.49374522985675984,0.02500000000000001,3.705,0.5116215382661133,0.1063636363636364,3.6236363636363635,0.5426215365456891,0.21454545454545454,3.5154545454545456,0.5781438453384231,1.64,2.09,0.6985582716750879,2.2072727272727275,1.5227272727272725,0.1889929576909079,2.5504545454545453,1.1795454545454547,-0.29355857292489157,2.8331818181818185,0.8968181818181815,-0.43716803329211973,47944164595.1044,0.8057030347760971,11835194000.8273,0.8331855727306191,82.2508390398281,-0.8475649777504595,2.0,-0.8428438760156437,0.9,-0.8752799229212512
6,MANCHESTER,2015-09,3.5,Improvements_Additions for Apartments_Coops,0.1344409090909091,3.365559090909091,0.5298507653751577,0.15661363636363634,3.3433863636363634,0.5302110403412522,0.20107727272727274,3.298922727272727,0.5334032077641346,0.26589318181818195,3.234106818181818,0.5401799467800417,0.3311113636363637,3.1688886363636364,0.5452367162149263,0.5371681818181817,2.9628318181818183,0.5262188809885715,0.8526636363636364,2.647336363636364,0.49374522985675984,0.008571428571428572,3.4914285714285715,0.5116215382661133,0.17952380952380947,3.3204761904761906,0.5426215365456891,0.3733333333333333,3.126666666666667,0.5781438453384231,1.4900000000000002,2.01,0.6985582716750879,2.1728571428571435,1.3271428571428565,0.1889929576909079,2.618095238095238,0.881904761904762,-0.29355857292489157,2.9528571428571433,0.5471428571428567,-0.43716803329211973,48291644449.3811,0.8057030347760971,11404853913.5663,0.8331855727306191,82.75451956383341,-0.8475649777504595,1.5,-0.8428438760156437,1.2,-0.8752799229212512
7,MANCHESTER,2016-06,3.95,Improvements_Additions for Apartments_Coops,0.3904409090909091,3.559559090909091,0.5298507653751577,0.41572500000000007,3.534275,0.5302110403412522,0.4527090909090909,3.4972909090909092,0.5334032077641346,0.5394386363636363,3.410561363636364,0.5401799467800417,0.6516204545454546,3.2983795454545457,0.5452367162149263,0.9360386363636366,3.013961363636364,0.5262188809885715,1.2592227272727274,2.6907772727272725,0.49374522985675984,0.22136363636363632,3.728636363636364,0.5116215382661133,0.40409090909090906,3.545909090909091,0.5426215365456891,0.5522727272727272,3.397727272727273,0.5781438453384231,1.1663636363636367,2.7836363636363632,0.6985582716750879,1.6440909090909095,2.3059090909090907,0.1889929576909079,2.019090909090909,1.9309090909090911,-0.29355857292489157,2.452272727272727,1.497727272727273,-0.43716803329211973,50249654907.7038,0.8057030347760971,11692339154.1207,0.8331855727306191,83.5754036116387,-0.8475649777504595,1.6,-0.8428438760156437,0.9,-0.8752799229212512
8,MANCHESTER,2016-08,3.7,Improvements_Additions for Apartments_Coops,0.41817045454545454,3.2818295454545456,0.5298507653751577,0.4429568181818182,3.257043181818182,0.5302110403412522,0.5122418181818182,3.187758181818182,0.5334032077641346,0.6351372727272727,3.0648627272727276,0.5401799467800417,0.810223181818182,2.889776818181818,0.5452367162149263,1.1977463636363632,2.502253636363637,0.5262188809885715,1.5097959090909088,2.1902040909090914,0.49374522985675984,0.2608695652173914,3.4391304347826086,0.5116215382661133,0.4460869565217393,3.253913043478261,0.5426215365456891,0.5682608695652173,3.131739130434783,0.5781438453384231,1.1330434782608694,2.566956521739131,0.6985582716750879,1.5565217391304347,2.1434782608695655,0.1889929576909079,1.8895652173913038,1.8104347826086964,-0.29355857292489157,2.261739130434783,1.4382608695652173,-0.43716803329211973,49971382532.5922,0.8057030347760971,12605986919.9069,0.8331855727306191,85.2359522201137,-0.8475649777504595,1.3,-0.8428438760156437,0.8,-0.8752799229212512
9,MANCHESTER,2016-11,3.35,Improvements_Additions for Apartments_Coops,0.4339245454545454,2.916075454545455,0.5298507653751577,0.45880500000000013,2.8911949999999997,0.5302110403412522,0.5631090909090911,2.786890909090909,0.5334032077641346,0.7006386363636362,2.649361363636364,0.5401799467800417,0.9084640909090909,2.4415359090909092,0.5452367162149263,1.2693081818181815,2.0806918181818186,0.5262188809885715,1.6029650000000002,1.747035,0.49374522985675984,0.29999999999999993,3.0500000000000003,0.5116215382661133,0.5834999999999999,2.7665,0.5426215365456891,0.736,2.614,0.5781438453384231,1.596,1.754,0.6985582716750879,2.142,1.2080000000000002,0.1889929576909079,2.5369999999999995,0.8130000000000006,-0.29355857292489157,2.8620000000000005,0.48799999999999955,-0.43716803329211973,48913265551.9221,0.8057030347760971,12509011080.2031,0.8331855727306191,88.1942388876454,-0.8475649777504595,1.9,-0.8428438760156437,0.9,-0.8752799229212512
