,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(1),Corr with auto_vol(1),student_vol(4),Corr with student_vol(4),credit_tightness(-1),Corr with credit_tightness(-1),mortgage 30-89,Corr with mortgage 30-89,mortgage 90(-4),Corr with mortgage 90(-4),long,lat
0,2010-12,MI,KALAMAZOO,2010-12,4.35,"(-85.114266, 44.668219)",11073.14,Refinancing_Purchase of Apartments_Coops,0.24122190476190472,0.49281831528373593,0.25412380952380953,0.4943600005187446,0.26178857142857137,0.48965829213700734,0.28196571428571415,0.47473496059304177,0.30272333333333334,0.448898501118135,0.4583942857142857,0.38873660478614286,0.7839004761904763,0.3623405559303703,0.0854166666666667,0.49835815545498463,0.19333333333333338,0.49672395639384875,0.2937499999999999,0.5119238840308445,1.9429166666666664,0.8540381147901656,3.2949999999999995,0.7323030622242945,4.173333333333333,0.5172480640402408,4.415,0.43165393454067386,31618591270.7387,0.24884567308787475,15995126134.7035,0.5820474178054376,92.8594669911348,-0.3900290297923653,4.2,-0.22989852586510673,2.7,-0.28013839699492904,-85.114266,44.668219
1,2011-06,MI,KALAMAZOO,2011-06,3.58,"(-85.649049, 42.316318)",36055.2,Refinancing_Purchase of Apartments_Coops,0.12706818181818183,0.49281831528373593,0.1615431818181819,0.4943600005187446,0.18716409090909092,0.48965829213700734,0.21923909090909086,0.47473496059304177,0.24782409090909094,0.448898501118135,0.39758,0.38873660478614286,0.7268749999999999,0.3623405559303703,0.0190909090909091,0.49835815545498463,0.1013636363636364,0.49672395639384875,0.18090909090909094,0.5119238840308445,1.5799999999999998,0.8540381147901656,3.002272727272727,0.7323030622242945,3.9145454545454546,0.5172480640402408,4.2327272727272724,0.43165393454067386,31992172727.7437,0.24884567308787475,10258833668.6773,0.5820474178054376,91.13289228397959,-0.3900290297923653,3.5,-0.22989852586510673,3.1,-0.28013839699492904,-85.649049,42.316318
2,2012-04,MI,KALAMAZOO,2012-04,3.55,"(-85.59989200000001, 42.300922)",18543.78,Refinancing_Purchase of Apartments_Coops,0.14868421052631575,0.49281831528373593,0.18980526315789473,0.4943600005187446,0.23982894736842097,0.48965829213700734,0.34777368421052635,0.47473496059304177,0.46680789473684203,0.448898501118135,0.7313999999999999,0.38873660478614286,1.048621052631579,0.3623405559303703,0.0666666666666667,0.49835815545498463,0.13904761904761903,0.49672395639384875,0.18333333333333335,0.5119238840308445,0.8947619047619045,0.8540381147901656,2.0528571428571425,0.7323030622242945,2.8166666666666664,0.5172480640402408,3.1842857142857137,0.43165393454067386,36777908030.9335,0.24884567308787475,11986368496.8635,0.5820474178054376,90.0868950067716,-0.3900290297923653,3.1,-0.22989852586510673,3.0,-0.28013839699492904,-85.59989200000001,42.300922
3,2012-07,MI,KALAMAZOO,2012-07,2.95,"(-85.568788, 42.268329)",4613.82,Refinancing_Purchase of Apartments_Coops,0.16720454545454547,0.49281831528373593,0.19873636363636368,0.4943600005187446,0.24646136363636365,0.48965829213700734,0.34024999999999994,0.47473496059304177,0.4535545454545455,0.448898501118135,0.7302181818181818,0.38873660478614286,1.0653181818181816,0.3623405559303703,0.06952380952380956,0.49835815545498463,0.14571428571428574,0.49672395639384875,0.18571428571428572,0.5119238840308445,0.6195238095238095,0.8540381147901656,1.5266666666666664,0.7323030622242945,2.217142857142857,0.5172480640402408,2.5900000000000003,0.43165393454067386,37160101000.5239,0.24884567308787475,10740081615.3953,0.5820474178054376,89.56768058609659,-0.3900290297923653,3.6,-0.22989852586510673,2.5,-0.28013839699492904,-85.568788,42.268329
4,2012-11,MI,KALAMAZOO,2012-11,3.03,"(-85.64239, 42.290048)",16546.91,Refinancing_Purchase of Apartments_Coops,0.1555,0.49281831528373593,0.18060909090909089,0.4943600005187446,0.20888636363636362,0.48965829213700734,0.25813636363636355,0.47473496059304177,0.31102272727272723,0.448898501118135,0.528347727272727,0.38873660478614286,0.8631931818181818,0.3623405559303703,0.12449999999999999,0.49835815545498463,0.14450000000000002,0.49672395639384875,0.17850000000000002,0.5119238840308445,0.665,0.8540381147901656,1.654,0.7323030622242945,2.3894999999999995,0.5172480640402408,2.8034999999999997,0.43165393454067386,38808856509.5085,0.24884567308787475,9855625468.0504,0.5820474178054376,90.37816904639429,-0.3900290297923653,3.3,-0.22989852586510673,2.8,-0.28013839699492904,-85.64239,42.290048
5,2013-01,MI,KALAMAZOO,2013-01,2.7,"(-85.606054, 42.305355)",15091.55,Refinancing_Purchase of Apartments_Coops,0.16043181818181818,0.49281831528373593,0.17947272727272726,0.4943600005187446,0.20497272727272725,0.48965829213700734,0.2497954545454545,0.47473496059304177,0.30261363636363625,0.448898501118135,0.48810454545454546,0.38873660478614286,0.8142727272727271,0.3623405559303703,0.05190476190476192,0.49835815545498463,0.10761904761904766,0.49672395639384875,0.14523809523809525,0.5119238840308445,0.8052380952380951,0.8540381147901656,1.9147619047619049,0.7323030622242945,2.681428571428571,0.5172480640402408,3.0804761904761913,0.43165393454067386,39658399389.4891,0.24884567308787475,9498561196.652071,0.5820474178054376,89.2801736441717,-0.3900290297923653,3.7,-0.22989852586510673,3.2,-0.28013839699492904,-85.606054,42.305355
6,2013-02,MI,KALAMAZOO,2013-02,2.5,"(-95.063709, 40.396309)",36160.64,Refinancing_Purchase of Apartments_Coops,0.15464999999999998,0.49281831528373593,0.17315,0.4943600005187446,0.20129999999999998,0.48965829213700734,0.2455,0.47473496059304177,0.29049499999999995,0.448898501118135,0.463425,0.38873660478614286,0.761875,0.3623405559303703,0.0768421052631579,0.49835815545498463,0.12421052631578947,0.49672395639384875,0.15736842105263157,0.5119238840308445,0.8463157894736841,0.8540381147901656,1.9842105263157896,0.7323030622242945,2.782631578947368,0.5172480640402408,3.165263157894737,0.43165393454067386,39298206327.5877,0.24884567308787475,9260696074.4491,0.5820474178054376,91.578064558499,-0.3900290297923653,3.4,-0.22989852586510673,3.0,-0.28013839699492904,-95.063709,40.396309
7,2013-06,MI,KALAMAZOO,2013-06,3.25,"(-85.541048, 42.317895)",7365.98,Refinancing_Purchase of Apartments_Coops,0.13074,0.49281831528373593,0.15964599999999998,0.4943600005187446,0.19319250000000002,0.48965829213700734,0.23164600000000002,0.47473496059304177,0.27374,0.448898501118135,0.4139935,0.38873660478614286,0.6839425000000002,0.3623405559303703,0.0345,0.49835815545498463,0.08750000000000002,0.49672395639384875,0.142,0.5119238840308445,1.2035,0.8540381147901656,2.3000000000000003,0.7323030622242945,3.0740000000000003,0.5172480640402408,3.400000000000001,0.43165393454067386,41471481477.9035,0.24884567308787475,9473893018.88319,0.5820474178054376,88.29263433660921,-0.3900290297923653,2.8,-0.22989852586510673,2.3,-0.28013839699492904,-85.541048,42.317895
8,2013-07,MI,KALAMAZOO,2013-07,3.1,"(-85.582356, 42.286743)",23114.8,Refinancing_Purchase of Apartments_Coops,0.12117913043478262,0.49281831528373593,0.15611695652173913,0.4943600005187446,0.19111913043478265,0.48965829213700734,0.232388695652174,0.47473496059304177,0.26758260869565215,0.448898501118135,0.40307869565217386,0.38873660478614286,0.6838491304347826,0.3623405559303703,0.020909090909090912,0.49835815545498463,0.07363636363636367,0.49672395639384875,0.12181818181818184,0.5119238840308445,1.4031818181818183,0.8540381147901656,2.5822727272727275,0.7323030622242945,3.3072727272727276,0.5172480640402408,3.605,0.43165393454067386,41334062733.8549,0.24884567308787475,10396023519.0372,0.5820474178054376,89.95115518901541,-0.3900290297923653,3.1,-0.22989852586510673,2.2,-0.28013839699492904,-85.582356,42.286743
9,2013-09,MI,KALAMAZOO,2013-09,3.375,"(-85.525801, 42.3184)",12529.63,Refinancing_Purchase of Apartments_Coops,0.11272380952380952,0.49281831528373593,0.14323238095238094,0.4943600005187446,0.18057476190476196,0.48965829213700734,0.22133904761904755,0.47473496059304177,0.2531785714285715,0.448898501118135,0.38033809523809525,0.38873660478614286,0.6526857142857143,0.3623405559303703,0.017500000000000005,0.49835815545498463,0.04150000000000001,0.49672395639384875,0.11850000000000002,0.5119238840308445,1.5959999999999999,0.8540381147901656,2.8095,0.7323030622242945,3.526,0.5172480640402408,3.7870000000000004,0.43165393454067386,41244159430.5284,0.24884567308787475,9438159522.248821,0.5820474178054376,88.1059676388142,-0.3900290297923653,2.3,-0.22989852586510673,2.0,-0.28013839699492904,-85.525801,42.3184
