,Month,"('PROPERTY STATE', '')","('PROPERTY CITY', '')","('Month', '')","('INTEREST RATE', 'mean')","('coor', 'first')","('CURRENT PRINCIPAL AND INTEREST', 'mean')","('Category', '')",ON,Corr with ON,1W,Corr with 1W,1M,Corr with 1M,2M,Corr with 2M,3M,Corr with 3M,6M,Corr with 6M,12M,Corr with 12M,1 Mo,Corr with 1 Mo,6 Mo,Corr with 6 Mo,1 Yr,Corr with 1 Yr,5 Yr,Corr with 5 Yr,10 Yr,Corr with 10 Yr,20 Yr,Corr with 20 Yr,30 Yr,Corr with 30 Yr,auto_vol(-1),Corr with auto_vol(-1),student_vol(-1),Corr with student_vol(-1),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(2),Corr with mortgage 90(2)
0,2010-07,AL,MONTGOMERY,2010-07,3.72,"(-86.177436, 32.384081)",27912.2,Refinancing_Purchase of Apartments_Coops,0.26711500000000005,-0.4214619968109421,0.31483090909090916,-0.4204074489322363,0.3341213636363637,-0.4293421341889916,0.41480272727272727,-0.4579342541790799,0.5103277272727272,-0.5102944599267337,0.7185045454545452,-0.6023868136749265,1.117797727272727,-0.627814284639975,0.15666666666666668,-0.36469043326653494,0.20047619047619053,-0.441658696014163,0.2914285714285714,-0.47930833884160273,1.7628571428571433,-0.022541903613312476,3.0114285714285716,0.3815884934789704,3.796190476190476,0.5052312713317133,3.994285714285714,0.49280510792323423,28389074974.2894,-0.4116397577668658,11833891080.8667,-0.5115168506149391,92.8594669911348,-0.4665053073614216,4.8,0.4697849277161442,3.5,0.3878191254552413
1,2012-02,AL,MONTGOMERY,2012-02,3.65,"(-86.220506, 32.383821000000005)",20507.6,Refinancing_Purchase of Apartments_Coops,0.1410714285714286,-0.4214619968109421,0.19146190476190478,-0.4204074489322363,0.2500238095238095,-0.4293421341889916,0.3686547619047619,-0.4579342541790799,0.5032404761904763,-0.5102944599267337,0.7572880952380953,-0.6023868136749265,1.0711880952380954,-0.627814284639975,0.06350000000000003,-0.36469043326653494,0.124,-0.441658696014163,0.161,-0.47930833884160273,0.8310000000000001,-0.022541903613312476,1.9674999999999998,0.3815884934789704,2.7479999999999998,0.5052312713317133,3.109,0.49280510792323423,35385458151.3724,-0.4116397577668658,11510278467.2037,-0.5115168506149391,89.56768058609659,-0.4665053073614216,4.7,0.4697849277161442,3.5,0.3878191254552413
2,2012-06,AL,MONTGOMERY,2012-06,3.5,"(-86.303894, 32.371334000000004)",80011.02,Refinancing_Purchase of Apartments_Coops,0.163,-0.4214619968109421,0.19464736842105262,-0.4204074489322363,0.24319736842105263,-0.4293421341889916,0.3459342105263157,-0.4579342541790799,0.46558684210526313,-0.5102944599267337,0.7364000000000004,-0.6023868136749265,1.0691894736842107,-0.627814284639975,0.05190476190476193,-0.36469043326653494,0.14809523809523809,-0.441658696014163,0.18904761904761905,-0.47930833884160273,0.7114285714285714,-0.022541903613312476,1.6223809523809525,0.3815884934789704,2.3061904761904763,0.5052312713317133,2.698095238095238,0.49280510792323423,36777908030.9335,-0.4116397577668658,12770391029.1034,-0.5115168506149391,90.37816904639429,-0.4665053073614216,5.1,0.4697849277161442,3.6,0.3878191254552413
3,2013-10,AL,MONTGOMERY,2013-10,4.08,"(-86.177436, 32.384081)",56722.18,Refinancing_Purchase of Apartments_Coops,0.10426086956521738,-0.4214619968109421,0.13668260869565219,-0.4204074489322363,0.17241521739130433,-0.4293421341889916,0.21265,-0.4579342541790799,0.2417652173913043,-0.5102944599267337,0.36121521739130424,-0.6023868136749265,0.6177847826086957,-0.627814284639975,0.1059090909090909,-0.36469043326653494,0.07590909090909094,-0.441658696014163,0.12136363636363635,-0.47930833884160273,1.366818181818182,-0.022541903613312476,2.615909090909091,0.3815884934789704,3.3795454545454544,0.5052312713317133,3.6759090909090903,0.49280510792323423,41062625933.5941,-0.4116397577668658,10216278752.7557,-0.5115168506149391,83.69462947740479,-0.4665053073614216,4.2,0.4697849277161442,2.6,0.3878191254552413
4,2014-11,AL,MONTGOMERY,2014-11,4.18,"(-86.293212, 32.372572)",23374.81,Refinancing_Purchase of Apartments_Coops,0.09656999999999999,-0.4214619968109421,0.12222499999999999,-0.4204074489322363,0.1548075,-0.4293421341889916,0.20246,-0.4579342541790799,0.23286250000000003,-0.5102944599267337,0.32679500000000006,-0.6023868136749265,0.56206,-0.627814284639975,0.04166666666666668,-0.36469043326653494,0.06944444444444448,-0.441658696014163,0.13444444444444448,-0.47930833884160273,1.6205555555555557,-0.022541903613312476,2.325555555555556,0.3815884934789704,2.7644444444444445,0.5052312713317133,3.038333333333333,0.49280510792323423,44591810060.8257,-0.4116397577668658,10950177839.1879,-0.5115168506149391,82.23381292700279,-0.4665053073614216,4.4,0.4697849277161442,2.6,0.3878191254552413
5,2015-02,AL,MONTGOMERY,2015-02,3.87,"(3.073207, 36.774060999999996)",80745.02,Refinancing_Purchase of Apartments_Coops,0.11784999999999998,-0.4214619968109421,0.13764249999999997,-0.4204074489322363,0.17207499999999998,-0.4293421341889916,0.2121925,-0.4579342541790799,0.25842,-0.5102944599267337,0.37596500000000005,-0.6023868136749265,0.6601375,-0.627814284639975,0.017894736842105265,-0.36469043326653494,0.07105263157894741,-0.441658696014163,0.22421052631578947,-0.47930833884160273,1.472631578947368,-0.022541903613312476,1.9752631578947366,0.3815884934789704,2.3384210526315794,0.5052312713317133,2.566315789473684,0.49280510792323423,45667781053.6763,-0.4116397577668658,11733364706.6996,-0.5115168506149391,82.75451956383341,-0.4665053073614216,3.5,0.4697849277161442,2.0,0.3878191254552413
6,2015-09,AL,MONTGOMERY,2015-09,3.5,"(-86.3006, 32.367)",14659.01,Refinancing_Purchase of Apartments_Coops,0.1344409090909091,-0.4214619968109421,0.15661363636363634,-0.4204074489322363,0.20107727272727274,-0.4293421341889916,0.26589318181818195,-0.4579342541790799,0.3311113636363637,-0.5102944599267337,0.5371681818181817,-0.6023868136749265,0.8526636363636364,-0.627814284639975,0.008571428571428572,-0.36469043326653494,0.17952380952380947,-0.441658696014163,0.3733333333333333,-0.47930833884160273,1.4900000000000002,-0.022541903613312476,2.1728571428571435,0.3815884934789704,2.618095238095238,0.5052312713317133,2.9528571428571433,0.49280510792323423,48836554747.323,-0.4116397577668658,10986955735.8103,-0.5115168506149391,83.80897781081251,-0.4665053073614216,3.4,0.4697849277161442,2.4,0.3878191254552413
7,2015-10,AL,MONTGOMERY,2015-10,3.39,"(-86.181133, 32.32989)",101572.89,Refinancing_Purchase of Apartments_Coops,0.13160454545454547,-0.4214619968109421,0.15531363636363638,-0.4204074489322363,0.19451136363636365,-0.4293421341889916,0.2514522727272726,-0.4579342541790799,0.32135909090909087,-0.5102944599267337,0.5284272727272726,-0.6023868136749265,0.8378659090909092,-0.627814284639975,0.014285714285714287,-0.36469043326653494,0.11380952380952382,-0.441658696014163,0.26333333333333336,-0.47930833884160273,1.3857142857142857,-0.022541903613312476,2.0699999999999994,0.3815884934789704,2.5028571428571427,0.5052312713317133,2.8880952380952376,0.49280510792323423,49379202635.7798,-0.4116397577668658,11492007418.0579,-0.5115168506149391,85.06205357591242,-0.4665053073614216,3.1,0.4697849277161442,2.4,0.3878191254552413
8,2016-07,AL,MONTGOMERY,2016-07,3.01,"(-86.31254799999999, 32.375951)",20041.24,Refinancing_Purchase of Apartments_Coops,0.41380476190476195,-0.4214619968109421,0.43819285714285716,-0.4204074489322363,0.4828833333333333,-0.4293421341889916,0.5734595238095239,-0.4579342541790799,0.6963095238095237,-0.5102944599267337,0.9990666666666668,-0.6023868136749265,1.31707619047619,-0.627814284639975,0.2635000000000001,-0.36469043326653494,0.4040000000000001,-0.441658696014163,0.5135000000000001,-0.47930833884160273,1.0715,-0.022541903613312476,1.504,0.3815884934789704,1.8224999999999998,0.5052312713317133,2.227,0.49280510792323423,49206523977.8161,-0.4116397577668658,11496937509.4445,-0.5115168506149391,89.2057504560787,-0.4665053073614216,3.2,0.4697849277161442,1.8,0.3878191254552413
9,2017-01,AL,MONTGOMERY,2017-01,3.3,"(-86.147439, 32.363437)",72001.32,Refinancing_Purchase of Apartments_Coops,0.6908933333333332,-0.4214619968109421,0.720819523809524,-0.4204074489322363,0.7713747619047617,-0.4293421341889916,0.8375133333333332,-0.4579342541790799,1.0256928571428574,-0.5102944599267337,1.3400880952380954,-0.6023868136749265,1.7079285714285712,-0.627814284639975,0.496,-0.36469043326653494,0.617,-0.441658696014163,0.8255000000000002,-0.47930833884160273,1.9164999999999996,-0.022541903613312476,2.4325,0.3815884934789704,2.7475,0.5052312713317133,3.0189999999999997,0.49280510792323423,51124149514.2735,-0.4116397577668658,12605986919.9069,-0.5115168506149391,89.1832712740787,-0.4665053073614216,3.5,0.4697849277161442,1.1,0.3878191254552413
10,2017-03,AL,MONTGOMERY,2017-03,3.485,"(-86.8819, 33.4901)",129170.58,Refinancing_Purchase of Apartments_Coops,0.8095565217391305,-0.4214619968109421,0.8706386956521739,-0.4204074489322363,0.9286352173913045,-0.4293421341889916,0.982656956521739,-0.4579342541790799,1.134713043478261,-0.5102944599267337,1.4258673913043478,-0.6023868136749265,1.8069104347826086,-0.627814284639975,0.662608695652174,-0.36469043326653494,0.8856521739130436,-0.441658696014163,1.0104347826086957,-0.47930833884160273,2.013478260869565,-0.022541903613312476,2.4817391304347827,0.3815884934789704,2.8317391304347823,0.5052312713317133,3.0813043478260873,0.49280510792323423,48913265551.9221,-0.4116397577668658,12722317795.1324,-0.5115168506149391,88.11497433433529,-0.4665053073614216,3.6,0.4697849277161442,1.4,0.3878191254552413
11,2017-07,AL,MONTGOMERY,2017-07,3.38,"(-86.3006, 32.367)",12422.27,Refinancing_Purchase of Apartments_Coops,1.1766928571428568,-0.4214619968109421,1.1913757142857144,-0.4204074489322363,1.2280366666666667,-0.4293421341889916,1.2566676190476191,-0.4579342541790799,1.307512857142857,-0.5102944599267337,1.4570814285714284,-0.6023868136749265,1.7410885714285718,-0.627814284639975,0.9720000000000001,-0.36469043326653494,1.1284999999999996,-0.441658696014163,1.2235,-0.47930833884160273,1.8720000000000003,-0.022541903613312476,2.3179999999999996,0.3815884934789704,2.6505,0.5052312713317133,2.884,0.49280510792323423,49068548953.9206,-0.4116397577668658,12745337772.3068,-0.5115168506149391,87.3618752869242,-0.4665053073614216,3.5,0.4697849277161442,1.4,0.3878191254552413
12,2017-08,AL,MONTGOMERY,2017-08,3.725,"(-86.310553, 32.376585)",48150.35,Refinancing_Purchase of Apartments_Coops,1.1775518181818179,-0.4214619968109421,1.197803181818182,-0.4204074489322363,1.2317690909090908,-0.4293421341889916,1.264191818181818,-0.4579342541790799,1.314176818181818,-0.5102944599267337,1.453699090909091,-0.6023868136749265,1.7253381818181814,-0.627814284639975,0.9795652173913042,-0.36469043326653494,1.1291304347826083,-0.441658696014163,1.2291304347826086,-0.47930833884160273,1.7765217391304353,-0.022541903613312476,2.209130434782609,0.3815884934789704,2.552173913043478,0.5052312713317133,2.795217391304348,0.49280510792323423,48416221734.2909,-0.4116397577668658,11814606928.6527,-0.5115168506149391,88.55316323110772,-0.4665053073614216,3.0,0.4697849277161442,1.3,0.3878191254552413
13,2017-10,AL,MONTGOMERY,2017-10,3.25,"(-86.343225, 32.30785)",13831.9,Refinancing_Purchase of Apartments_Coops,1.1834895238095235,-0.4214619968109421,1.2040609090909093,-0.4204074489322363,1.2385486363636362,-0.4293421341889916,1.287584090909091,-0.4579342541790799,1.3607931818181818,-0.5102944599267337,1.541957272727273,-0.6023868136749265,1.8208568181818179,-0.627814284639975,0.9957142857142858,-0.36469043326653494,1.2495238095238093,-0.441658696014163,1.3976190476190478,-0.47930833884160273,1.9809523809523806,-0.022541903613312476,2.3600000000000003,0.3815884934789704,2.649047619047619,0.5052312713317133,2.8780952380952383,0.49280510792323423,49256214828.7987,-0.4116397577668658,11813706431.8634,-0.5115168506149391,87.010875232225,-0.4665053073614216,2.9,0.4697849277161442,1.3,0.3878191254552413
