,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol,Corr with auto_vol,student_vol,Corr with student_vol,credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(-3),Corr with mortgage 30-89(-3),mortgage 90(1),Corr with mortgage 90(1)
0,CO,AURORA,2010-11,4.05,Refinancing_Purchase of Apartments_Coops,0.22869727272727272,3.821302727272727,0.007906793495920718,0.24913818181818187,3.800861818181818,0.007259973449490835,0.2541922727272727,3.7958077272727273,-0.005303788515705801,0.27004181818181816,3.7799581818181816,-0.022757900058240903,0.2871204545454545,3.7628795454545454,-0.06162070331898038,0.44597000000000014,3.60403,-0.13181345849217727,0.7651345454545454,3.2848654545454545,-0.15974388236016962,0.13400000000000004,3.916,0.008563813693818223,0.182,3.868,0.05522645455674119,0.25200000000000006,3.7979999999999996,0.07700901376851102,1.35,2.6999999999999997,0.3945674512439091,2.7630000000000003,1.2869999999999995,0.2421778169846623,3.817999999999999,0.23200000000000065,0.13112570533056334,4.186,-0.13600000000000012,0.12320334708592495,30207558860.6451,-0.07852920276717129,11082139451.8714,0.5305211452566924,95.6415096715633,-0.2749077676010266,2.8,-0.1259019433548135,2.7,0.07989003220102059
1,CO,AURORA,2011-06,3.95,Refinancing_Purchase of Apartments_Coops,0.12706818181818183,3.8229318181818184,0.007906793495920718,0.1615431818181819,3.7884568181818183,0.007259973449490835,0.18716409090909092,3.762835909090909,-0.005303788515705801,0.21923909090909086,3.7307609090909093,-0.022757900058240903,0.24782409090909094,3.702175909090909,-0.06162070331898038,0.39758,3.55242,-0.13181345849217727,0.7268749999999999,3.2231250000000005,-0.15974388236016962,0.0190909090909091,3.930909090909091,0.008563813693818223,0.1013636363636364,3.8486363636363636,0.05522645455674119,0.18090909090909094,3.769090909090909,0.07700901376851102,1.5799999999999998,2.37,0.3945674512439091,3.002272727272727,0.9477272727272732,0.2421778169846623,3.9145454545454546,0.03545454545454563,0.13112570533056334,4.2327272727272724,-0.28272727272727227,0.12320334708592495,31300541846.2612,-0.07852920276717129,12472473242.0863,0.5305211452566924,91.59671843464591,-0.2749077676010266,2.4,-0.1259019433548135,2.5,0.07989003220102059
2,CO,AURORA,2012-08,2.48,Refinancing_Purchase of Apartments_Coops,0.15374090909090915,2.3262590909090908,0.007906793495920718,0.18745454545454548,2.2925454545454547,0.007259973449490835,0.23783863636363634,2.2421613636363635,-0.005303788515705801,0.3331136363636364,2.1468863636363635,-0.022757900058240903,0.43259999999999993,2.0474,-0.06162070331898038,0.7177749999999997,1.7622250000000004,-0.13181345849217727,1.0426272727272727,1.4373727272727272,-0.15974388236016962,0.09217391304347829,2.3878260869565215,0.008563813693818223,0.14043478260869566,2.3395652173913044,0.05522645455674119,0.18347826086956526,2.296521739130435,0.07700901376851102,0.7139130434782609,1.7660869565217392,0.3945674512439091,1.6782608695652175,0.8017391304347825,0.2421778169846623,2.3978260869565218,0.08217391304347821,0.13112570533056334,2.7708695652173914,-0.2908695652173914,0.12320334708592495,37160101000.5239,-0.07852920276717129,11986368496.8635,0.5305211452566924,89.6038877472871,-0.2749077676010266,2.4,-0.1259019433548135,1.9,0.07989003220102059
3,CO,AURORA,2013-04,3.13,Refinancing_Purchase of Apartments_Coops,0.1539047619047619,2.976095238095238,0.007906793495920718,0.17210476190476193,2.957895238095238,0.007259973449490835,0.19953333333333334,2.9304666666666668,-0.005303788515705801,0.24005714285714277,2.889942857142857,-0.022757900058240903,0.27714285714285714,2.8528571428571428,-0.06162070331898038,0.4360190476190476,2.693980952380952,-0.13181345849217727,0.7168333333333334,2.4131666666666662,-0.15974388236016962,0.049090909090909116,3.0809090909090906,0.008563813693818223,0.09409090909090913,3.0359090909090907,0.05522645455674119,0.12454545454545456,3.0054545454545454,0.07700901376851102,0.7104545454545454,2.4195454545454544,0.3945674512439091,1.7590909090909093,1.3709090909090906,0.2421778169846623,2.5500000000000003,0.5799999999999996,0.13112570533056334,2.9327272727272726,0.19727272727272727,0.12320334708592495,40395555554.9932,-0.07852920276717129,9123117418.53368,0.5305211452566924,91.578064558499,-0.2749077676010266,2.2,-0.1259019433548135,1.4,0.07989003220102059
4,CO,AURORA,2014-03,2.75,Refinancing_Purchase of Apartments_Coops,0.0888,2.6612,0.007906793495920718,0.1207452380952381,2.629254761904762,0.007259973449490835,0.15488333333333335,2.5951166666666667,-0.005303788515705801,0.19711666666666672,2.5528833333333334,-0.022757900058240903,0.23409761904761903,2.515902380952381,-0.06162070331898038,0.33106666666666673,2.4189333333333334,-0.13181345849217727,0.5571428571428573,2.1928571428571426,-0.15974388236016962,0.051428571428571455,2.6985714285714284,0.008563813693818223,0.07857142857142858,2.6714285714285713,0.05522645455674119,0.1280952380952381,2.6219047619047617,0.07700901376851102,1.6395238095238096,1.1104761904761904,0.3945674512439091,2.7233333333333327,0.026666666666667282,0.2421778169846623,3.3466666666666667,-0.5966666666666667,0.13112570533056334,3.6209523809523807,-0.8709523809523807,0.12320334708592495,44555116847.5878,-0.07852920276717129,10653400066.5467,0.5305211452566924,85.3165844012547,-0.2749077676010266,1.7,-0.1259019433548135,0.9,0.07989003220102059
5,CO,AURORA,2014-12,4.5,Refinancing_Purchase of Apartments_Coops,0.1101,4.3899,0.007906793495920718,0.1330809523809524,4.366919047619048,0.007259973449490835,0.16305,4.33695,-0.005303788515705801,0.20744285714285715,4.2925571428571425,-0.022757900058240903,0.2446071428571429,4.255392857142857,-0.06162070331898038,0.34302142857142864,4.156978571428572,-0.13181345849217727,0.6021190476190476,3.8978809523809526,-0.15974388236016962,0.02500000000000001,4.475,0.008563813693818223,0.1063636363636364,4.393636363636364,0.05522645455674119,0.21454545454545454,4.285454545454545,0.07700901376851102,1.64,2.8600000000000003,0.3945674512439091,2.2072727272727275,2.2927272727272725,0.2421778169846623,2.5504545454545453,1.9495454545454547,0.13112570533056334,2.8331818181818185,1.6668181818181815,0.12320334708592495,45241950015.4561,-0.07852920276717129,14245911418.8887,0.5305211452566924,82.2508390398281,-0.2749077676010266,1.3,-0.1259019433548135,0.9,0.07989003220102059
6,CO,AURORA,2015-03,3.62,Refinancing_Purchase of Apartments_Coops,0.12134999999999999,3.49865,0.007906793495920718,0.14022954545454547,3.479770454545455,0.007259973449490835,0.17560000000000003,3.4444,-0.005303788515705801,0.21958181818181813,3.400418181818182,-0.022757900058240903,0.26829772727272727,3.3517022727272727,-0.06162070331898038,0.39945,3.2205500000000002,-0.13181345849217727,0.700025,2.919975,-0.15974388236016962,0.02272727272727273,3.597272727272727,0.008563813693818223,0.11000000000000001,3.5100000000000002,0.05522645455674119,0.25363636363636366,3.3663636363636362,0.07700901376851102,1.5190909090909088,2.1009090909090915,0.3945674512439091,2.042727272727273,1.5772727272727272,0.2421778169846623,2.4068181818181817,1.2131818181818184,0.13112570533056334,2.626363636363636,0.9936363636363641,0.12320334708592495,47944164595.1044,-0.07852920276717129,12019442988.8631,0.5305211452566924,82.4770523961592,-0.2749077676010266,1.5,-0.1259019433548135,0.7,0.07989003220102059
7,CO,AURORA,2015-12,4.5,Refinancing_Purchase of Apartments_Coops,0.2286238095238095,4.27137619047619,0.007906793495920718,0.289352380952381,4.210647619047619,0.007259973449490835,0.3523071428571429,4.147692857142857,-0.005303788515705801,0.44092857142857156,4.059071428571428,-0.022757900058240903,0.5332357142857143,3.9667642857142855,-0.06162070331898038,0.7638285714285715,3.7361714285714287,-0.13181345849217727,1.0841380952380955,3.4158619047619045,-0.15974388236016962,0.17181818181818184,4.328181818181818,0.008563813693818223,0.4990909090909091,4.000909090909091,0.05522645455674119,0.6536363636363638,3.846363636363636,0.07700901376851102,1.6986363636363635,2.8013636363636367,0.3945674512439091,2.2427272727272736,2.2572727272727264,0.2421778169846623,2.6072727272727274,1.8927272727272726,0.13112570533056334,2.97,1.5299999999999998,0.12320334708592495,48291644449.3811,-0.07852920276717129,13039171751.3192,0.5305211452566924,81.36742750908279,-0.2749077676010266,1.3,-0.1259019433548135,0.6,0.07989003220102059
8,CO,AURORA,2016-11,3.33,Refinancing_Purchase of Apartments_Coops,0.4339245454545454,2.896075454545455,0.007906793495920718,0.45880500000000013,2.871195,0.007259973449490835,0.5631090909090911,2.766890909090909,-0.005303788515705801,0.7006386363636362,2.629361363636364,-0.022757900058240903,0.9084640909090909,2.421535909090909,-0.06162070331898038,1.2693081818181815,2.0606918181818186,-0.13181345849217727,1.6029650000000002,1.7270349999999999,-0.15974388236016962,0.29999999999999993,3.0300000000000002,0.008563813693818223,0.5834999999999999,2.7465,0.05522645455674119,0.736,2.5940000000000003,0.07700901376851102,1.596,1.734,0.3945674512439091,2.142,1.1880000000000002,0.2421778169846623,2.5369999999999995,0.7930000000000006,0.13112570533056334,2.8620000000000005,0.4679999999999995,0.12320334708592495,49971382532.5922,-0.07852920276717129,12137144620.0221,0.5305211452566924,88.1942388876454,-0.2749077676010266,1.2,-0.1259019433548135,0.4,0.07989003220102059
9,CO,AURORA,2016-12,2.97,Refinancing_Purchase of Apartments_Coops,0.5606285,2.4093715,0.007906793495920718,0.6315605,2.3384395000000002,0.007259973449490835,0.7119585,2.2580415,-0.005303788515705801,0.7883325000000001,2.1816675,-0.022757900058240903,0.9753284999999998,1.9946715000000004,-0.06162070331898038,1.3063339999999999,1.6636660000000003,-0.13181345849217727,1.6692235,1.3007765000000002,-0.15974388236016962,0.42333333333333334,2.546666666666667,0.008563813693818223,0.638095238095238,2.331904761904762,0.05522645455674119,0.8661904761904763,2.103809523809524,0.07700901376851102,1.9590476190476194,1.0109523809523808,0.3945674512439091,2.491904761904762,0.47809523809523835,0.2421778169846623,2.835238095238095,0.13476190476190508,0.13112570533056334,3.1133333333333324,-0.1433333333333322,0.12320334708592495,51124149514.2735,-0.07852920276717129,12605986919.9069,0.5305211452566924,88.3913281030881,-0.2749077676010266,1.2,-0.1259019433548135,0.4,0.07989003220102059
