,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(3),Corr with auto_vol(3),student_vol(-3),Corr with student_vol(-3),credit_tightness(4),Corr with credit_tightness(4),mortgage 30-89(2),Corr with mortgage 30-89(2),mortgage 90(-3),Corr with mortgage 90(-3)
0,TX,BEAUMONT,2010-09,4.075,Refinancing_Purchase of Apartments_Coops,0.22657136363636363,3.8484286363636366,-0.1209586100953566,0.251059090909091,3.823940909090909,-0.11770215135159244,0.25699454545454536,3.818005454545455,-0.1289213902793438,0.2738163636363636,3.8011836363636364,-0.16710901008151324,0.2913659090909092,3.783634090909091,-0.21673830875540614,0.4777727272727273,3.597227272727273,-0.3088540390833143,0.8043745454545456,3.2706254545454545,-0.3531723012227592,0.1166666666666667,3.9583333333333335,-0.10684195058633345,0.19333333333333336,3.881666666666667,-0.14952860848849522,0.2566666666666666,3.8183333333333334,-0.13119966039600905,1.4104761904761904,2.6645238095238097,0.5866613321849153,2.6476190476190475,1.4273809523809526,0.8687578565783362,3.4690476190476183,0.6059523809523819,0.7527269503927928,3.773333333333333,0.3016666666666672,0.7243621957136934,31044830349.9256,-0.051096201371001175,11833891080.8667,-0.7993255404867462,94.0022251537174,-0.25745429509142004,4.6,-0.2341043067351296,2.3,-0.3944015863475073
1,TX,BEAUMONT,2012-08,2.325,Refinancing_Purchase of Apartments_Coops,0.15374090909090915,2.171259090909091,-0.1209586100953566,0.18745454545454548,2.137545454545455,-0.11770215135159244,0.23783863636363634,2.0871613636363637,-0.1289213902793438,0.3331136363636364,1.9918863636363637,-0.16710901008151324,0.43259999999999993,1.8924000000000003,-0.21673830875540614,0.7177749999999997,1.6072250000000006,-0.3088540390833143,1.0426272727272727,1.2823727272727274,-0.3531723012227592,0.09217391304347829,2.2328260869565217,-0.10684195058633345,0.14043478260869566,2.1845652173913046,-0.14952860848849522,0.18347826086956526,2.141521739130435,-0.13119966039600905,0.7139130434782609,1.6110869565217394,0.5866613321849153,1.6782608695652175,0.6467391304347827,0.8687578565783362,2.3978260869565218,-0.0728260869565216,0.7527269503927928,2.7708695652173914,-0.4458695652173912,0.7243621957136934,38410438812.4053,-0.051096201371001175,12770391029.1034,-0.7993255404867462,89.2801736441717,-0.25745429509142004,5.7,-0.2341043067351296,2.9,-0.3944015863475073
2,TX,BEAUMONT,2013-01,2.5,Refinancing_Purchase of Apartments_Coops,0.16043181818181818,2.3395681818181817,-0.1209586100953566,0.17947272727272726,2.3205272727272725,-0.11770215135159244,0.20497272727272725,2.295027272727273,-0.1289213902793438,0.2497954545454545,2.2502045454545456,-0.16710901008151324,0.30261363636363625,2.1973863636363635,-0.21673830875540614,0.48810454545454546,2.0118954545454546,-0.3088540390833143,0.8142727272727271,1.6857272727272727,-0.3531723012227592,0.05190476190476192,2.448095238095238,-0.10684195058633345,0.10761904761904766,2.3923809523809525,-0.14952860848849522,0.14523809523809525,2.354761904761905,-0.13119966039600905,0.8052380952380951,1.694761904761905,0.5866613321849153,1.9147619047619049,0.5852380952380951,0.8687578565783362,2.681428571428571,-0.18142857142857105,0.7527269503927928,3.0804761904761913,-0.5804761904761913,0.7243621957136934,40395555554.9932,-0.051096201371001175,12022315813.7363,-0.7993255404867462,88.29263433660921,-0.25745429509142004,4.7,-0.2341043067351296,2.5,-0.3944015863475073
3,TX,BEAUMONT,2013-09,4.55,Refinancing_Purchase of Apartments_Coops,0.11272380952380952,4.43727619047619,-0.1209586100953566,0.14323238095238094,4.406767619047619,-0.11770215135159244,0.18057476190476196,4.369425238095237,-0.1289213902793438,0.22133904761904755,4.328660952380952,-0.16710901008151324,0.2531785714285715,4.296821428571429,-0.21673830875540614,0.38033809523809525,4.169661904761904,-0.3088540390833143,0.6526857142857143,3.8973142857142857,-0.3531723012227592,0.017500000000000005,4.5325,-0.10684195058633345,0.04150000000000001,4.5085,-0.14952860848849522,0.11850000000000002,4.4315,-0.13119966039600905,1.5959999999999999,2.9539999999999997,0.5866613321849153,2.8095,1.7405,0.8687578565783362,3.526,1.024,0.7527269503927928,3.7870000000000004,0.7629999999999995,0.7243621957136934,41561863313.5151,-0.051096201371001175,9260696074.4491,-0.7993255404867462,84.4459748156831,-0.25745429509142004,4.1,-0.2341043067351296,2.1,-0.3944015863475073
4,TX,BEAUMONT,2013-10,4.25,Refinancing_Purchase of Apartments_Coops,0.10426086956521738,4.145739130434783,-0.1209586100953566,0.13668260869565219,4.1133173913043475,-0.11770215135159244,0.17241521739130433,4.077584782608696,-0.1289213902793438,0.21265,4.03735,-0.16710901008151324,0.2417652173913043,4.008234782608696,-0.21673830875540614,0.36121521739130424,3.888784782608696,-0.3088540390833143,0.6177847826086957,3.6322152173913045,-0.3531723012227592,0.1059090909090909,4.1440909090909095,-0.10684195058633345,0.07590909090909094,4.174090909090909,-0.14952860848849522,0.12136363636363635,4.128636363636364,-0.13119966039600905,1.366818181818182,2.883181818181818,0.5866613321849153,2.615909090909091,1.6340909090909088,0.8687578565783362,3.3795454545454544,0.8704545454545456,0.7527269503927928,3.6759090909090903,0.5740909090909097,0.7243621957136934,42151687038.4775,-0.051096201371001175,8901986132.75728,-0.7993255404867462,83.69462947740479,-0.25745429509142004,4.6,-0.2341043067351296,2.3,-0.3944015863475073
5,TX,BEAUMONT,2014-05,3.81,Refinancing_Purchase of Apartments_Coops,0.08842000000000001,3.72158,-0.1209586100953566,0.1198375,3.6901625,-0.11770215135159244,0.15035749999999998,3.6596425,-0.1289213902793438,0.1914675,3.6185325,-0.16710901008151324,0.22609000000000004,3.58391,-0.21673830875540614,0.3231200000000001,3.48688,-0.3088540390833143,0.537955,3.2720450000000003,-0.3531723012227592,0.026666666666666665,3.783333333333333,-0.10684195058633345,0.05190476190476192,3.758095238095238,-0.14952860848849522,0.0966666666666667,3.7133333333333334,-0.13119966039600905,1.5928571428571427,2.217142857142857,0.5866613321849153,2.559047619047619,1.250952380952381,0.8687578565783362,3.1152380952380954,0.6947619047619047,0.7527269503927928,3.3899999999999997,0.4200000000000004,0.7243621957136934,45277214883.1472,-0.051096201371001175,10011024566.6146,-0.7993255404867462,82.2508390398281,-0.25745429509142004,4.2,-0.2341043067351296,2.0,-0.3944015863475073
6,TX,BEAUMONT,2015-08,3.52,Refinancing_Purchase of Apartments_Coops,0.13010000000000005,3.3899,-0.1209586100953566,0.151965,3.368035,-0.11770215135159244,0.1967275,3.3232725,-0.1289213902793438,0.2610100000000001,3.25899,-0.16710901008151324,0.3207975,3.1992025,-0.21673830875540614,0.5193599999999999,3.00064,-0.3088540390833143,0.8364375,2.6835625,-0.3531723012227592,0.03523809523809525,3.4847619047619047,-0.10684195058633345,0.22000000000000006,3.3,-0.14952860848849522,0.3757142857142857,3.144285714285714,-0.13119966039600905,1.5414285714285714,1.9785714285714286,0.5866613321849153,2.167142857142857,1.3528571428571432,0.8687578565783362,2.5466666666666664,0.9733333333333336,0.7527269503927928,2.8557142857142854,0.6642857142857146,0.7243621957136934,48491901272.6637,-0.051096201371001175,11119760586.3258,-0.7993255404867462,82.3313446344394,-0.25745429509142004,3.7,-0.2341043067351296,1.8,-0.3944015863475073
7,TX,BEAUMONT,2015-11,3.36,Refinancing_Purchase of Apartments_Coops,0.13066666666666668,3.2293333333333334,-0.1209586100953566,0.1559214285714286,3.204078571428571,-0.11770215135159244,0.20844761904761913,3.151552380952381,-0.1289213902793438,0.286702380952381,3.0732976190476187,-0.16710901008151324,0.3709714285714286,2.9890285714285714,-0.21673830875540614,0.6063738095238096,2.75362619047619,-0.3088540390833143,0.9343738095238093,2.4256261904761907,-0.3531723012227592,0.07105263157894738,3.2889473684210526,-0.10684195058633345,0.32789473684210524,3.0321052631578946,-0.14952860848849522,0.47684210526315784,2.883157894736842,-0.13119966039600905,1.6710526315789473,1.6889473684210525,0.5866613321849153,2.2631578947368416,1.0968421052631583,0.8687578565783362,2.6863157894736847,0.6736842105263152,0.7527269503927928,3.03,0.33000000000000007,0.7243621957136934,48927223434.2447,-0.051096201371001175,10986955735.8103,-0.7993255404867462,83.5754036116387,-0.25745429509142004,4.3,-0.2341043067351296,1.9,-0.3944015863475073
8,TX,BEAUMONT,2016-04,3.55,Refinancing_Purchase of Apartments_Coops,0.38031428571428566,3.169685714285714,-0.1209586100953566,0.39864523809523805,3.151354761904762,-0.11770215135159244,0.4373976190476192,3.1126023809523806,-0.1289213902793438,0.5229452380952381,3.0270547619047616,-0.16710901008151324,0.6327499999999999,2.91725,-0.21673830875540614,0.9025404761904764,2.6474595238095233,-0.3088540390833143,1.2222214285714286,2.3277785714285715,-0.3531723012227592,0.18761904761904763,3.3623809523809522,-0.10684195058633345,0.37238095238095237,3.1776190476190473,-0.14952860848849522,0.5557142857142858,2.9942857142857138,-0.13119966039600905,1.2580952380952382,2.2919047619047617,0.5866613321849153,1.8052380952380953,1.7447619047619045,0.8687578565783362,2.2104761904761907,1.3395238095238091,0.7527269503927928,2.6233333333333335,0.9266666666666663,0.7243621957136934,49692544708.3448,-0.051096201371001175,11404853913.5663,-0.7993255404867462,88.1942388876454,-0.25745429509142004,3.4,-0.2341043067351296,1.9,-0.3944015863475073
9,TX,BEAUMONT,2017-11,3.33,Refinancing_Purchase of Apartments_Coops,1.183300476190476,2.146699523809524,-0.1209586100953566,1.2036563636363637,2.1263436363636363,-0.11770215135159244,1.2878790909090911,2.042120909090909,-0.1289213902793438,1.3757831818181818,1.9542168181818182,-0.16710901008151324,1.4342040909090912,1.895795909090909,-0.21673830875540614,1.6264599999999996,1.7035400000000005,-0.3088540390833143,1.9015695454545458,1.4284304545454543,-0.3531723012227592,1.09,2.24,-0.10684195058633345,1.3895238095238096,1.9404761904761905,-0.14952860848849522,1.5600000000000003,1.7699999999999998,-0.13119966039600905,2.05,1.2800000000000002,0.5866613321849153,2.353333333333333,0.976666666666667,0.8687578565783362,2.6023809523809525,0.7276190476190476,0.7527269503927928,2.801904761904762,0.5280952380952382,0.7243621957136934,49574400061.0285,-0.051096201371001175,12103218541.1776,-0.7993255404867462,88.50967086025801,-0.25745429509142004,1.9,-0.2341043067351296,1.5,-0.3944015863475073
