,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(4),Corr with student_vol(4),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(3),Corr with mortgage 30-89(3),mortgage 90(4),Corr with mortgage 90(4)
0,AR,LITTLE ROCK,2011-02,3.85,Refinancing_Purchase of Apartments_Coops,0.23214,3.6178600000000003,0.31171671264643963,0.25165,3.59835,0.31734742648772846,0.26292499999999996,3.587075,0.3190055799279759,0.28731249999999997,3.5626875,0.3171901197522096,0.31189999999999996,3.5381,0.3086626473445466,0.46404500000000004,3.385955,0.2856624035422136,0.7933949999999999,3.0566050000000002,0.27659609998384904,0.11473684210526319,3.735263157894737,0.3213509617493976,0.16842105263157894,3.681578947368421,0.31330903822733774,0.2863157894736842,3.563684210526316,0.3151548236759335,2.257894736842106,1.5921052631578942,0.4246265435107982,3.5763157894736834,0.27368421052631664,0.33021725394684415,4.423684210526316,-0.573684210526316,0.23171470707176373,4.652105263157895,-0.8021052631578951,0.18736141640495688,30512069858.4251,-0.2651403453987499,12472473242.0863,0.2537211428452042,92.4549564204629,0.2038933581988172,3.6,0.4140578555126262,2.6,0.26409105117810866
1,AR,LITTLE ROCK,2011-04,3.925,Refinancing_Purchase of Apartments_Coops,0.14759444444444447,3.7774055555555552,0.31171671264643963,0.19237777777777781,3.732622222222222,0.31734742648772846,0.22143500000000005,3.7035649999999998,0.3190055799279759,0.25190277777777786,3.673097222222222,0.3171901197522096,0.28138222222222226,3.6436177777777776,0.3086626473445466,0.44229888888888896,3.482701111111111,0.2856624035422136,0.7700555555555555,3.1549444444444443,0.27659609998384904,0.029500000000000005,3.8954999999999997,0.3213509617493976,0.11950000000000002,3.8055,0.31330903822733774,0.24650000000000002,3.6784999999999997,0.3151548236759335,2.169,1.7559999999999998,0.4246265435107982,3.4549999999999996,0.4700000000000002,0.33021725394684415,4.276000000000001,-0.35100000000000087,0.23171470707176373,4.5015,-0.5765000000000002,0.18736141640495688,31044830349.9256,-0.2651403453987499,12477113046.1263,0.2537211428452042,94.7176548951663,0.2038933581988172,3.9,0.4140578555126262,2.6,0.26409105117810866
2,AR,LITTLE ROCK,2011-07,4.23,Refinancing_Purchase of Apartments_Coops,0.12388095238095237,4.106119047619048,0.31171671264643963,0.1598857142857143,4.070114285714286,0.31734742648772846,0.18661904761904766,4.043380952380953,0.3190055799279759,0.2182333333333334,4.011766666666667,0.3171901197522096,0.24991190476190472,3.980088095238096,0.3086626473445466,0.41392857142857137,3.816071428571429,0.2856624035422136,0.7452261904761905,3.48477380952381,0.27659609998384904,0.037500000000000006,4.192500000000001,0.3213509617493976,0.08400000000000002,4.146000000000001,0.31330903822733774,0.185,4.045000000000001,0.3151548236759335,1.541,2.6890000000000005,0.4246265435107982,3.003,1.2270000000000003,0.33021725394684415,3.9475000000000002,0.2825000000000002,0.23171470707176373,4.2705,-0.04049999999999976,0.18736141640495688,31565012894.7234,-0.2651403453987499,11784187253.6333,0.2537211428452042,91.59671843464591,0.2038933581988172,4.3,0.4140578555126262,3.0,0.26409105117810866
3,AR,LITTLE ROCK,2011-09,4.33,Refinancing_Purchase of Apartments_Coops,0.14525181818181823,4.184748181818182,0.31171671264643963,0.1884,4.1416,0.31734742648772846,0.23085045454545455,4.099149545454545,0.3190055799279759,0.2845913636363636,4.045408636363637,0.3171901197522096,0.3502268181818181,3.979773181818182,0.3086626473445466,0.5222018181818182,3.807798181818182,0.2856624035422136,0.8332045454545454,3.4967954545454547,0.27659609998384904,0.005714285714285713,4.324285714285715,0.3213509617493976,0.04333333333333335,4.286666666666667,0.31330903822733774,0.10476190476190479,4.225238095238096,0.3151548236759335,0.9004761904761904,3.4295238095238094,0.4246265435107982,1.9752380952380955,2.3547619047619044,0.33021725394684415,2.8271428571428574,1.5028571428571427,0.23171470707176373,3.182380952380953,1.147619047619047,0.18736141640495688,31041077337.2648,-0.2651403453987499,11510278467.2037,0.2537211428452042,91.13289228397959,0.2038933581988172,4.6,0.4140578555126262,3.3,0.26409105117810866
4,AR,LITTLE ROCK,2013-01,2.5,Refinancing_Purchase of Apartments_Coops,0.16043181818181818,2.3395681818181817,0.31171671264643963,0.17947272727272726,2.3205272727272725,0.31734742648772846,0.20497272727272725,2.295027272727273,0.3190055799279759,0.2497954545454545,2.2502045454545456,0.3171901197522096,0.30261363636363625,2.1973863636363635,0.3086626473445466,0.48810454545454546,2.0118954545454546,0.2856624035422136,0.8142727272727271,1.6857272727272727,0.27659609998384904,0.05190476190476192,2.448095238095238,0.3213509617493976,0.10761904761904766,2.3923809523809525,0.31330903822733774,0.14523809523809525,2.354761904761905,0.3151548236759335,0.8052380952380951,1.694761904761905,0.4246265435107982,1.9147619047619049,0.5852380952380951,0.33021725394684415,2.681428571428571,-0.18142857142857105,0.23171470707176373,3.0804761904761913,-0.5804761904761913,0.18736141640495688,37571290060.6541,-0.2651403453987499,9498561196.652071,0.2537211428452042,89.513287195688,0.2038933581988172,3.2,0.4140578555126262,2.8,0.26409105117810866
5,AR,LITTLE ROCK,2013-05,3.7,Refinancing_Purchase of Apartments_Coops,0.1435047619047619,3.556495238095238,0.31171671264643963,0.1638380952380952,3.536161904761905,0.31734742648772846,0.19670952380952378,3.503290476190476,0.3190055799279759,0.23396000000000003,3.46604,0.3171901197522096,0.27416904761904765,3.4258309523809527,0.3086626473445466,0.42137333333333327,3.278626666666667,0.2856624035422136,0.6936104761904763,3.0063895238095237,0.27659609998384904,0.020454545454545458,3.6795454545454547,0.3213509617493976,0.08090909090909093,3.619090909090909,0.31330903822733774,0.11863636363636366,3.5813636363636365,0.3151548236759335,0.840909090909091,2.8590909090909093,0.4246265435107982,1.9281818181818182,1.771818181818182,0.33021725394684415,2.7286363636363635,0.9713636363636367,0.23171470707176373,3.112727272727273,0.5872727272727274,0.18736141640495688,39268596272.9965,-0.2651403453987499,10216278752.7557,0.2537211428452042,91.578064558499,0.2038933581988172,3.8,0.4140578555126262,2.7,0.26409105117810866
6,AR,LITTLE ROCK,2013-06,2.88,Refinancing_Purchase of Apartments_Coops,0.13074,2.74926,0.31171671264643963,0.15964599999999998,2.720354,0.31734742648772846,0.19319250000000002,2.6868075,0.3190055799279759,0.23164600000000002,2.648354,0.3171901197522096,0.27374,2.60626,0.3086626473445466,0.4139935,2.4660064999999998,0.2856624035422136,0.6839425000000002,2.1960574999999998,0.27659609998384904,0.0345,2.8455,0.3213509617493976,0.08750000000000002,2.7925,0.31330903822733774,0.142,2.738,0.3151548236759335,1.2035,1.6764999999999999,0.4246265435107982,2.3000000000000003,0.5799999999999996,0.33021725394684415,3.0740000000000003,-0.1940000000000004,0.23171470707176373,3.400000000000001,-0.5200000000000009,0.18736141640495688,39658399389.4891,-0.2651403453987499,9473893018.88319,0.2537211428452042,88.794109524791,0.2038933581988172,3.7,0.4140578555126262,2.6,0.26409105117810866
7,AR,LITTLE ROCK,2013-07,5.08,Refinancing_Purchase of Apartments_Coops,0.12117913043478262,4.958820869565217,0.31171671264643963,0.15611695652173913,4.923883043478261,0.31734742648772846,0.19111913043478265,4.8888808695652175,0.3190055799279759,0.232388695652174,4.847611304347826,0.3171901197522096,0.26758260869565215,4.812417391304348,0.3086626473445466,0.40307869565217386,4.676921304347826,0.2856624035422136,0.6838491304347826,4.396150869565218,0.27659609998384904,0.020909090909090912,5.0590909090909095,0.3213509617493976,0.07363636363636367,5.006363636363637,0.31330903822733774,0.12181818181818184,4.958181818181818,0.3151548236759335,1.4031818181818183,3.6768181818181818,0.4246265435107982,2.5822727272727275,2.4977272727272726,0.33021725394684415,3.3072727272727276,1.7727272727272725,0.23171470707176373,3.605,1.475,0.18736141640495688,39298206327.5877,-0.2651403453987499,10396023519.0372,0.2537211428452042,88.920473853359,0.2038933581988172,3.6,0.4140578555126262,2.6,0.26409105117810866
8,AR,LITTLE ROCK,2013-09,4.1,Refinancing_Purchase of Apartments_Coops,0.11272380952380952,3.98727619047619,0.31171671264643963,0.14323238095238094,3.9567676190476186,0.31734742648772846,0.18057476190476196,3.9194252380952377,0.3190055799279759,0.22133904761904755,3.878660952380952,0.3171901197522096,0.2531785714285715,3.8468214285714284,0.3086626473445466,0.38033809523809525,3.7196619047619044,0.2856624035422136,0.6526857142857143,3.4473142857142856,0.27659609998384904,0.017500000000000005,4.0825,0.3213509617493976,0.04150000000000001,4.0584999999999996,0.31330903822733774,0.11850000000000002,3.9814999999999996,0.3151548236759335,1.5959999999999999,2.5039999999999996,0.4246265435107982,2.8095,1.2904999999999998,0.33021725394684415,3.526,0.5739999999999998,0.23171470707176373,3.7870000000000004,0.3129999999999993,0.18736141640495688,40995097959.5386,-0.2651403453987499,9438159522.248821,0.2537211428452042,88.29263433660921,0.2038933581988172,3.9,0.4140578555126262,3.0,0.26409105117810866
9,AR,LITTLE ROCK,2014-04,3.98,Refinancing_Purchase of Apartments_Coops,0.08864000000000001,3.89136,0.31171671264643963,0.120115,3.859885,0.31734742648772846,0.1517,3.8283,0.3190055799279759,0.1918625,3.7881375,0.3171901197522096,0.227495,3.752505,0.3086626473445466,0.32422500000000004,3.6557749999999998,0.2856624035422136,0.550005,3.429995,0.27659609998384904,0.023333333333333345,3.9566666666666666,0.3213509617493976,0.05333333333333336,3.9266666666666667,0.31330903822733774,0.10761904761904763,3.8723809523809525,0.3151548236759335,1.7009523809523805,2.2790476190476197,0.4246265435107982,2.705238095238095,1.2747619047619048,0.33021725394684415,3.265238095238095,0.7147619047619052,0.23171470707176373,3.5176190476190476,0.46238095238095234,0.18736141640495688,41561863313.5151,-0.2651403453987499,11117378455.0815,0.2537211428452042,85.3165844012547,0.2038933581988172,2.9,0.4140578555126262,2.3,0.26409105117810866
