,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-4),Corr with auto_vol(-4),student_vol(-1),Corr with student_vol(-1),credit_tightness(-4),Corr with credit_tightness(-4),mortgage 30-89(-4),Corr with mortgage 30-89(-4),mortgage 90(-4),Corr with mortgage 90(-4)
21,DC,WASHINGTON,2016-06,3.38,Refinancing_Purchase of Apartments_Coops,0.3904409090909091,2.9895590909090908,-0.15031842879166613,0.41572500000000007,2.9642749999999998,-0.15065853084375422,0.4527090909090909,2.927290909090909,-0.15602382679733776,0.5394386363636363,2.840561363636364,-0.1635457443949218,0.6516204545454546,2.7283795454545454,-0.17605938063915055,0.9360386363636366,2.4439613636363635,-0.1948706473879384,1.2592227272727274,2.1207772727272722,-0.16819807489845995,0.22136363636363632,3.1586363636363637,-0.13042355534265804,0.40409090909090906,2.9759090909090906,-0.14025851365471612,0.5522727272727272,2.8277272727272726,-0.13052867828792178,1.1663636363636367,2.213636363636363,0.22063420202810152,1.6440909090909095,1.7359090909090904,0.5088022549911297,2.019090909090909,1.3609090909090908,0.5291400650901319,2.452272727272727,0.9277272727272727,0.509227167305134,48927223434.2447,-0.32417297329781447,11703539581.608,-0.13167038671089057,85.06205357591242,0.2967413492611813,1.9,0.33793352487061595,2.0,0.3190877950903984
22,DC,WASHINGTON,2016-07,4.036666666666666,Refinancing_Purchase of Apartments_Coops,0.41380476190476195,3.6228619047619044,-0.15031842879166613,0.43819285714285716,3.598473809523809,-0.15065853084375422,0.4828833333333333,3.553783333333333,-0.15602382679733776,0.5734595238095239,3.4632071428571423,-0.1635457443949218,0.6963095238095237,3.3403571428571426,-0.17605938063915055,0.9990666666666668,3.0375999999999994,-0.1948706473879384,1.31707619047619,2.719590476190476,-0.16819807489845995,0.2635000000000001,3.773166666666666,-0.13042355534265804,0.4040000000000001,3.6326666666666663,-0.14025851365471612,0.5135000000000001,3.523166666666666,-0.13052867828792178,1.0715,2.9651666666666663,0.22063420202810152,1.504,2.532666666666666,0.5088022549911297,1.8224999999999998,2.2141666666666664,0.5291400650901319,2.227,1.8096666666666663,0.509227167305134,48187387172.2131,-0.32417297329781447,11496937509.4445,-0.13167038671089057,83.5754036116387,0.2967413492611813,1.8,0.33793352487061595,1.8,0.3190877950903984
23,DC,WASHINGTON,2016-10,3.59,Refinancing_Purchase of Apartments_Coops,0.4307719047619048,3.159228095238095,-0.15031842879166613,0.457582380952381,3.1324176190476187,-0.15065853084375422,0.5307795238095238,3.059220476190476,-0.15602382679733776,0.6609890476190475,2.929010952380952,-0.1635457443949218,0.8786828571428573,2.7113171428571423,-0.17605938063915055,1.258856666666667,2.331143333333333,-0.1948706473879384,1.577814761904762,2.012185238095238,-0.16819807489845995,0.24400000000000005,3.3459999999999996,-0.13042355534265804,0.47700000000000004,3.113,-0.14025851365471612,0.6595000000000001,2.9305,-0.13052867828792178,1.2719999999999998,2.318,0.22063420202810152,1.7645000000000004,1.8254999999999995,0.5088022549911297,2.1705,1.4194999999999998,0.5291400650901319,2.5004999999999997,1.0895000000000001,0.509227167305134,49206523977.8161,-0.32417297329781447,11482367114.4991,-0.13167038671089057,85.1896726255448,0.2967413492611813,1.8,0.33793352487061595,1.7,0.3190877950903984
24,DC,WASHINGTON,2016-11,3.0,Refinancing_Purchase of Apartments_Coops,0.4339245454545454,2.5660754545454547,-0.15031842879166613,0.45880500000000013,2.541195,-0.15065853084375422,0.5631090909090911,2.4368909090909088,-0.15602382679733776,0.7006386363636362,2.299361363636364,-0.1635457443949218,0.9084640909090909,2.091535909090909,-0.17605938063915055,1.2693081818181815,1.7306918181818185,-0.1948706473879384,1.6029650000000002,1.3970349999999998,-0.16819807489845995,0.29999999999999993,2.7,-0.13042355534265804,0.5834999999999999,2.4165,-0.14025851365471612,0.736,2.2640000000000002,-0.13052867828792178,1.596,1.404,0.22063420202810152,2.142,0.8580000000000001,0.5088022549911297,2.5369999999999995,0.4630000000000005,0.5291400650901319,2.8620000000000005,0.13799999999999946,0.509227167305134,49692544708.3448,-0.32417297329781447,11692339154.1207,-0.13167038671089057,87.39008859346599,0.2967413492611813,2.1,0.33793352487061595,1.6,0.3190877950903984
25,DC,WASHINGTON,2016-12,2.9699999999999998,Refinancing_Purchase of Apartments_Coops,0.5606285,2.4093714999999998,-0.15031842879166613,0.6315605,2.3384395,-0.15065853084375422,0.7119585,2.2580414999999996,-0.15602382679733776,0.7883325000000001,2.1816674999999996,-0.1635457443949218,0.9753284999999998,1.9946715,-0.17605938063915055,1.3063339999999999,1.6636659999999999,-0.1948706473879384,1.6692235,1.3007764999999998,-0.16819807489845995,0.42333333333333334,2.5466666666666664,-0.13042355534265804,0.638095238095238,2.3319047619047617,-0.14025851365471612,0.8661904761904763,2.1038095238095234,-0.13052867828792178,1.9590476190476194,1.0109523809523804,0.22063420202810152,2.491904761904762,0.4780952380952379,0.5088022549911297,2.835238095238095,0.13476190476190464,0.5291400650901319,3.1133333333333324,-0.14333333333333265,0.509227167305134,50596067254.1766,-0.32417297329781447,12137144620.0221,-0.13167038671089057,88.1942388876454,0.2967413492611813,2.3,0.33793352487061595,1.6,0.3190877950903984
26,DC,WASHINGTON,2017-01,3.93,Refinancing_Purchase of Apartments_Coops,0.6908933333333332,3.239106666666667,-0.15031842879166613,0.720819523809524,3.2091804761904763,-0.15065853084375422,0.7713747619047617,3.1586252380952384,-0.15602382679733776,0.8375133333333332,3.092486666666667,-0.1635457443949218,1.0256928571428574,2.9043071428571428,-0.17605938063915055,1.3400880952380954,2.589911904761905,-0.1948706473879384,1.7079285714285712,2.2220714285714287,-0.16819807489845995,0.496,3.434,-0.13042355534265804,0.617,3.313,-0.14025851365471612,0.8255000000000002,3.1045,-0.13052867828792178,1.9164999999999996,2.0135000000000005,0.22063420202810152,2.4325,1.4975,0.5088022549911297,2.7475,1.1825,0.5291400650901319,3.0189999999999997,0.9110000000000005,0.509227167305134,50249654907.7038,-0.32417297329781447,12605986919.9069,-0.13167038671089057,88.3913281030881,0.2967413492611813,2.1,0.33793352487061595,1.5,0.3190877950903984
27,DC,WASHINGTON,2017-06,3.45,Refinancing_Purchase of Apartments_Coops,1.0640909090909094,2.3859090909090908,-0.15031842879166613,1.1183336363636365,2.331666363636364,-0.15065853084375422,1.1714068181818182,2.2785931818181817,-0.15602382679733776,1.2101513636363637,2.2398486363636367,-0.1635457443949218,1.2624095454545452,2.1875904545454548,-0.17605938063915055,1.4322822727272726,2.0177177272727276,-0.1948706473879384,1.7322577272727273,1.7177422727272729,-0.16819807489845995,0.8413636363636363,2.608636363636364,-0.13042355534265804,1.1095454545454546,2.340454545454546,-0.14025851365471612,1.200909090909091,2.249090909090909,-0.13052867828792178,1.7740909090909094,1.6759090909090908,0.22063420202810152,2.186818181818182,1.2631818181818182,0.5088022549911297,2.5399999999999996,0.9100000000000006,0.5291400650901319,2.796363636363637,0.6536363636363633,0.509227167305134,48913265551.9221,-0.32417297329781447,12747516848.3499,-0.13167038671089057,84.4501908643932,0.2967413492611813,1.9,0.33793352487061595,1.4,0.3190877950903984
28,DC,WASHINGTON,2017-09,3.55,Refinancing_Purchase of Apartments_Coops,1.1784444999999997,2.3715555000000004,-0.15031842879166613,1.1967471428571432,2.3532528571428566,-0.15065853084375422,1.23492,2.31508,-0.15602382679733776,1.2721638095238097,2.27783619047619,-0.1635457443949218,1.3232957142857147,2.226704285714285,-0.17605938063915055,1.4732157142857143,2.0767842857142855,-0.1948706473879384,1.738246666666667,1.8117533333333329,-0.16819807489845995,0.9940000000000001,2.5559999999999996,-0.13042355534265804,1.171,2.3789999999999996,-0.14025851365471612,1.2799999999999998,2.27,-0.13052867828792178,1.7975,1.7524999999999997,0.22063420202810152,2.2020000000000004,1.3479999999999994,0.5088022549911297,2.5300000000000002,1.0199999999999996,0.5291400650901319,2.7764999999999995,0.7735000000000003,0.509227167305134,48693341763.9087,-0.32417297329781447,12103218541.1776,-0.13167038671089057,89.1832712740787,0.2967413492611813,1.9,0.33793352487061595,1.4,0.3190877950903984
29,DC,WASHINGTON,2017-10,3.3,Refinancing_Purchase of Apartments_Coops,1.1834895238095235,2.1165104761904763,-0.15031842879166613,1.2040609090909093,2.0959390909090905,-0.15065853084375422,1.2385486363636362,2.0614513636363636,-0.15602382679733776,1.287584090909091,2.012415909090909,-0.1635457443949218,1.3607931818181818,1.939206818181818,-0.17605938063915055,1.541957272727273,1.7580427272727268,-0.1948706473879384,1.8208568181818179,1.479143181818182,-0.16819807489845995,0.9957142857142858,2.3042857142857143,-0.13042355534265804,1.2495238095238093,2.0504761904761906,-0.14025851365471612,1.3976190476190478,1.902380952380952,-0.13052867828792178,1.9809523809523806,1.3190476190476192,0.22063420202810152,2.3600000000000003,0.9399999999999995,0.5088022549911297,2.649047619047619,0.650952380952381,0.5291400650901319,2.8780952380952383,0.42190476190476156,0.509227167305134,49068548953.9206,-0.32417297329781447,11813706431.8634,-0.13167038671089057,88.94830277813108,0.2967413492611813,1.8,0.33793352487061595,1.3,0.3190877950903984
30,DC,WASHINGTON,2017-11,3.29,Refinancing_Purchase of Apartments_Coops,1.183300476190476,2.106699523809524,-0.15031842879166613,1.2036563636363637,2.0863436363636363,-0.15065853084375422,1.2878790909090911,2.002120909090909,-0.15602382679733776,1.3757831818181818,1.9142168181818182,-0.1635457443949218,1.4342040909090912,1.8557959090909089,-0.17605938063915055,1.6264599999999996,1.6635400000000005,-0.1948706473879384,1.9015695454545458,1.3884304545454542,-0.16819807489845995,1.09,2.2,-0.13042355534265804,1.3895238095238096,1.9004761904761904,-0.14025851365471612,1.5600000000000003,1.7299999999999998,-0.13052867828792178,2.05,1.2400000000000002,0.22063420202810152,2.353333333333333,0.936666666666667,0.5088022549911297,2.6023809523809525,0.6876190476190476,0.5291400650901319,2.801904761904762,0.48809523809523814,0.509227167305134,48416221734.2909,-0.32417297329781447,11537595366.1601,-0.13167038671089057,88.11497433433529,0.2967413492611813,2.0,0.33793352487061595,1.2,0.3190877950903984
31,DC,WASHINGTON,2018-01,3.34,Refinancing_Purchase of Apartments_Coops,1.4378880952380952,1.9021119047619046,-0.15031842879166613,1.467563181818182,1.8724368181818178,-0.15065853084375422,1.5610881818181819,1.778911818181818,-0.15602382679733776,1.6355336363636364,1.7044663636363635,-0.1635457443949218,1.733970909090909,1.6060290909090909,-0.17605938063915055,1.9067609090909092,1.4332390909090906,-0.1948706473879384,2.196459545454545,1.1435404545454548,-0.16819807489845995,1.3000000000000003,2.0399999999999996,-0.13042355534265804,1.6199999999999994,1.7200000000000004,-0.14025851365471612,1.8028571428571425,1.5371428571428574,-0.13052867828792178,2.381904761904762,0.9580952380952379,0.22063420202810152,2.5838095238095242,0.7561904761904756,0.5088022549911297,2.7342857142857144,0.6057142857142854,0.5291400650901319,2.8776190476190475,0.46238095238095234,0.509227167305134,49256214828.7987,-0.32417297329781447,11223830878.8235,-0.13167038671089057,89.9213768261837,0.2967413492611813,2.0,0.33793352487061595,1.3,0.3190877950903984
32,DC,WASHINGTON,2018-02,4.4,Refinancing_Purchase of Apartments_Coops,1.4432573684210526,2.9567426315789476,-0.15031842879166613,1.4712210000000003,2.928779,-0.15065853084375422,1.6018225000000001,2.7981775000000004,-0.15602382679733776,1.722691,2.677309,-0.1635457443949218,1.874672,2.5253280000000005,-0.17605938063915055,2.0893395000000003,2.3106605,-0.1948706473879384,2.3701375000000002,2.0298625,-0.16819807489845995,1.3805263157894736,3.019473684210527,-0.13042355534265804,1.7857894736842108,2.6142105263157895,-0.14025851365471612,1.9636842105263155,2.436315789473685,-0.13052867828792178,2.599473684210526,1.8005263157894742,0.22063420202810152,2.8589473684210525,1.541052631578948,0.5088022549911297,3.016842105263158,1.3831578947368421,0.5291400650901319,3.1310526315789478,1.2689473684210526,0.509227167305134,49855182727.6109,-0.32417297329781447,11226317067.5623,-0.13167038671089057,87.46440959377459,0.2967413492611813,2.0,0.33793352487061595,1.3,0.3190877950903984
33,DC,WASHINGTON,2018-05,3.95,Refinancing_Purchase of Apartments_Coops,1.7065971428571427,2.2434028571428577,-0.15031842879166613,1.7524533333333332,2.1975466666666668,-0.15065853084375422,1.94629,2.00371,-0.15602382679733776,2.0937409523809523,1.856259047619048,-0.1635457443949218,2.3356085714285713,1.614391428571429,-0.17605938063915055,2.499740476190476,1.4502595238095242,-0.1948706473879384,2.754757142857143,1.195242857142857,-0.16819807489845995,1.706818181818182,2.243181818181818,-0.13042355534265804,2.0731818181818187,1.8768181818181815,-0.14025851365471612,2.2736363636363635,1.6763636363636367,-0.13052867828792178,2.816818181818181,1.1331818181818192,0.22063420202810152,2.977727272727273,0.9722727272727272,0.5088022549911297,3.0518181818181818,0.8981818181818184,0.5291400650901319,3.1318181818181827,0.8181818181818175,0.509227167305134,49589347299.2381,-0.32417297329781447,12344213844.2875,-0.13167038671089057,88.1148323663994,0.2967413492611813,2.3,0.33793352487061595,1.3,0.3190877950903984
34,DC,WASHINGTON,2018-08,4.55,Refinancing_Purchase of Apartments_Coops,1.916485,2.633515,-0.15031842879166613,1.9541377272727276,2.595862272727272,-0.15065853084375422,2.074109545454545,2.4758904545454548,-0.15602382679733776,2.18963,2.3603699999999996,-0.1635457443949218,2.323575,2.226425,-0.17605938063915055,2.5196563636363636,2.0303436363636362,-0.1948706473879384,2.8215668181818185,1.7284331818181813,-0.16819807489845995,1.9408695652173917,2.609130434782608,-0.13042355534265804,2.244347826086957,2.305652173913043,-0.14025851365471612,2.445652173913043,2.104347826086957,-0.13052867828792178,2.7678260869565223,1.7821739130434775,0.22063420202810152,2.889130434782609,1.660869565217391,0.5088022549911297,2.970434782608696,1.5795652173913037,0.5291400650901319,3.041739130434783,1.5082608695652167,0.509227167305134,50505964400.0098,-0.32417297329781447,13062636860.3963,-0.13167038671089057,88.437943439718,0.2967413492611813,1.6,0.33793352487061595,1.1,0.3190877950903984
